sample,pair,open_date,close_date,profit_ratio,is_win,risk_pct,compression_high,false_break_3h,false_break_6h,hit_half_r_6h,hit_1r_12h,max_favorable_r,max_adverse_r
full_20221001_20260507,XRP/USDT:USDT,2026-05-05 13:00:00+00:00,2026-05-07 00:00:00+00:00,0.007288342614542519,True,0.0170863978059255,1.4096,True,True,False,False,0.4019990379137631,0.3481228781933588
recent_20250101_20260507,BNB/USDT:USDT,2025-01-06 02:00:00+00:00,2025-01-07 15:00:00+00:00,-0.016107100606540765,False,0.015030072248675492,710.48,False,False,False,False,0.9588246266702225,0.16898467130214737
recent_20250101_20260507,BNB/USDT:USDT,2025-01-17 09:00:00+00:00,2025-01-18 03:00:00+00:00,-0.021061310299676336,False,0.02008323503080006,719.0,False,False,True,False,0.6951846713159908,0.1541015722698394
recent_20250101_20260507,BNB/USDT:USDT,2025-04-25 07:00:00+00:00,2025-04-28 08:00:00+00:00,-0.00591504544173849,False,0.021733748230306316,605.61,True,True,False,False,0.1126803415927609,0.5263457567017464
recent_20250101_20260507,BNB/USDT:USDT,2025-04-29 07:00:00+00:00,2025-04-29 21:00:00+00:00,-0.01670369498649625,False,0.015778437580171424,607.85,True,True,False,False,0.12475911680137187,0.9855970227308957
recent_20250101_20260507,BNB/USDT:USDT,2025-05-11 00:00:00+00:00,2025-05-12 01:00:00+00:00,-0.025870396549408422,False,0.02487111859293079,658.77,False,False,False,False,0.27850245836953924,0.550950515470174
recent_20250101_20260507,BNB/USDT:USDT,2025-05-15 17:00:00+00:00,2025-05-17 00:00:00+00:00,-0.029806057141049343,False,0.02884806193614918,656.69,True,True,False,False,0.0666723529033731,0.7659445896536496
recent_20250101_20260507,XRP/USDT:USDT,2025-05-22 09:00:00+00:00,2025-05-23 11:00:00+00:00,-0.029534391103863734,False,0.02827133465051529,2.423,True,True,False,False,0.30660546094249613,0.43883814788927
recent_20250101_20260507,BNB/USDT:USDT,2025-05-25 23:00:00+00:00,2025-05-30 01:00:00+00:00,-0.005960091440367318,False,0.017204984672658456,668.92,False,False,False,False,0.42121659965388464,0.22880901709593549
recent_20250101_20260507,XRP/USDT:USDT,2025-07-06 07:00:00+00:00,2025-07-07 13:00:00+00:00,0.05000250691461234,True,0.014851395413680865,2.2256,False,False,True,True,1.7501823653617046,0.21424646196668692
recent_20250101_20260507,XRP/USDT:USDT,2025-07-08 18:00:00+00:00,2025-07-09 19:00:00+00:00,0.050009444518334153,True,0.024676308154726895,2.3042,True,True,False,False,0.4879110770078323,0.2369352352376172
recent_20250101_20260507,XRP/USDT:USDT,2025-07-10 17:00:00+00:00,2025-07-11 08:00:00+00:00,0.05001379240584849,True,0.02748795737660271,2.4613,False,False,True,True,1.8284663930069152,0.025007183170650225
