signal_date,pair,side,entry_tag,open_slots,occupant_pairs,occupant_tags,match_status,counterfactual_open_date,counterfactual_close_date,counterfactual_profit_ratio,counterfactual_exit_reason,close,enter_initial_stop,enter_risk_pct,atr_pct,body_pct_of_range,close_position,compression_width_pct,pullback_depth_short,pullback_depth_long_1h,trend_up_4h,trend_down_4h,long_strong_trend_context
2021-12-17 15:00:00+00:00,BNB/USDT:USDT,short,short_pullback_restart,3,XRP/USDT:USDT|ADA/USDT:USDT|BTC/USDT:USDT,short_pullback_restart|short_compression_breakdown|short_compression_breakdown,matched_counterfactual_entry,2021-12-17 15:00:00+00:00,2021-12-18 19:45:00+00:00,-0.0394788655164261,stop_loss,525.23,,,0.014897649176418781,0.6230570077896118,0.9339378476142883,0.04577042534947395,0.04695312678813934,0.057541508227586746,False,True,False
2021-12-29 13:00:00+00:00,DOGE/USDT:USDT,short,short_compression_breakdown,3,XRP/USDT:USDT|BTC/USDT:USDT|ETH/USDT:USDT,short_compression_breakdown|short_compression_breakdown|short_compression_breakdown,matched_counterfactual_entry,2021-12-29 13:00:00+00:00,2021-12-29 23:20:00+00:00,0.00010377523319808759,trailing_stop_loss,0.17084,,,0.015021547675132751,0.25581395626068115,0.8534883856773376,0.051861390471458435,0.05258160084486008,0.07463341951370239,False,True,False
2022-04-23 03:00:00+00:00,BNB/USDT:USDT,short,short_pullback_restart,3,ADA/USDT:USDT|BTC/USDT:USDT|ETH/USDT:USDT,short_pullback_restart|short_compression_breakdown|short_compression_breakdown,matched_counterfactual_entry,2022-04-23 03:00:00+00:00,2022-04-25 07:05:00+00:00,0.05044856411415791,partial_exit,403.08,,,0.007551672402769327,0.0793650820851326,0.7248677015304565,0.02051701955497265,0.02056906931102276,0.02853552997112274,False,True,False
2022-04-24 00:00:00+00:00,XRP/USDT:USDT,short,short_pullback_restart,3,BTC/USDT:USDT|ETH/USDT:USDT|ADA/USDT:USDT,short_compression_breakdown|short_compression_breakdown|short_pullback_restart,matched_counterfactual_entry,2022-04-24 00:00:00+00:00,2022-04-26 01:15:00+00:00,0.00037447246736378373,trailing_stop_loss,0.7081,,,0.006856637541204691,0.5471698045730591,0.6603773832321167,0.021607117727398872,0.021822849288582802,0.03522774204611778,False,True,False
2022-04-25 01:00:00+00:00,BNB/USDT:USDT,short,short_pullback_restart,3,BTC/USDT:USDT|ETH/USDT:USDT|ADA/USDT:USDT,short_compression_breakdown|short_compression_breakdown|short_pullback_restart,duplicate_signal_while_counterfactual_open,2022-04-23 03:00:00+00:00,2022-04-25 07:05:00+00:00,0.05044856411415791,partial_exit,392.95,,,0.007244321517646313,0.48709678649902344,0.8580645322799683,0.03333757445216179,0.03354158252477646,0.03593996912240982,False,True,False
2022-04-29 11:00:00+00:00,BTC/USDT:USDT,short,short_pullback_restart,3,ADA/USDT:USDT|ETH/USDT:USDT|XRP/USDT:USDT,short_compression_breakdown|short_pullback_restart|short_compression_breakdown,matched_counterfactual_entry,2022-04-29 11:00:00+00:00,2022-05-01 15:50:00+00:00,7.270133406002099e-05,trailing_stop_loss,38737.7,,,0.008831582963466644,0.14846660196781158,0.43278875946998596,0.032931745052337646,0.03300723806023598,0.042784683406353,False,True,False
2022-04-29 11:00:00+00:00,LINK/USDT:USDT,short,short_compression_breakdown,3,ADA/USDT:USDT|ETH/USDT:USDT|XRP/USDT:USDT,short_compression_breakdown|short_pullback_restart|short_compression_breakdown,matched_counterfactual_entry,2022-04-29 11:00:00+00:00,2022-04-30 05:40:00+00:00,0.00023271859361627197,trailing_stop_loss,12.165,,,0.01296263001859188,0.32487308979034424,0.5025380849838257,0.04751335829496384,0.047568101435899734,0.05483820661902428,False,True,False
2022-04-29 17:00:00+00:00,SOL/USDT:USDT,short,short_pullback_restart,3,ETH/USDT:USDT|XRP/USDT:USDT|BTC/USDT:USDT,short_pullback_restart|short_compression_breakdown|short_pullback_restart,matched_counterfactual_entry,2022-04-29 17:00:00+00:00,2022-04-30 01:50:00+00:00,9.51708700678745e-05,trailing_stop_loss,94.89,,,0.012485647574067116,0.008403361774981022,0.6974790096282959,0.03677942976355553,0.036919496953487396,0.05658682808279991,False,True,False
2022-04-30 14:00:00+00:00,BNB/USDT:USDT,short,short_pullback_restart,3,ETH/USDT:USDT|XRP/USDT:USDT|BTC/USDT:USDT,short_pullback_restart|short_compression_breakdown|short_pullback_restart,matched_counterfactual_entry,2022-04-30 14:00:00+00:00,2022-05-04 15:55:00+00:00,-0.0007854529339363854,trailing_stop_loss,390.99,,,0.006780288182199001,0.6886075735092163,0.09873417764902115,0.01611294411122799,0.026677964255213737,0.0165921188890934,False,True,False
2022-04-30 15:00:00+00:00,ADA/USDT:USDT,short,short_pullback_restart,3,ETH/USDT:USDT|XRP/USDT:USDT|BTC/USDT:USDT,short_pullback_restart|short_compression_breakdown|short_pullback_restart,matched_counterfactual_entry,2022-04-30 15:00:00+00:00,2022-05-01 15:50:00+00:00,-3.8233653255700705e-05,trailing_stop_loss,0.7933,,,0.010996468365192413,0.5,0.8389830589294434,0.03983360528945923,0.04020356386899948,0.04122956842184067,False,True,False
