column,op,threshold,removed_count,removed_improved,removed_worsened,removed_delta_abs,kept_count,kept_delta_abs,estimated_gain_if_removed
close_position_1h,>=,0.09387,29,21,8,40.74211,2,0.9283,-40.74211
ret_24h,>=,-0.07747,29,21,8,40.74211,2,0.9283,-40.74211
ema50_slope_3_1h,>=,-0.0054,29,21,8,40.74211,2,0.9283,-40.74211
lower_wick_ratio_1h,>=,0.09387,29,21,8,40.74211,2,0.9283,-40.74211
hours_after_first_add,>,0.33,21,17,4,40.77148,10,0.89893,-40.77148
hours_after_first_add,>=,0.42,21,17,4,40.77148,10,0.89893,-40.77148
ema50_slope_3_4h,>,-0.01175,26,20,6,40.82754,5,0.84287,-40.82754
ema50_slope_3_4h,>=,-0.01056,26,20,6,40.82754,5,0.84287,-40.82754
vol_ratio_24_1h,<=,4.49746,28,21,7,40.8346,3,0.83581,-40.8346
vol_ratio_24_1h,<,4.72489,28,21,7,40.8346,3,0.83581,-40.8346
ret_6h,>,-0.0456,19,15,4,40.84203,12,0.82838,-40.84203
ret_6h,>=,-0.04291,19,15,4,40.84203,12,0.82838,-40.84203
dist_ema20_1h,>,-0.03619,19,15,4,40.84203,12,0.82838,-40.84203
dist_ema20_1h,>=,-0.03451,19,15,4,40.84203,12,0.82838,-40.84203
ret_1h,>,-0.03159,26,18,8,40.84245,5,0.82796,-40.84245
ret_1h,>=,-0.02871,26,18,8,40.84245,5,0.82796,-40.84245
ret_3h,>,-0.04582,26,18,8,40.84245,5,0.82796,-40.84245
ret_3h,>=,-0.04541,26,18,8,40.84245,5,0.82796,-40.84245
ret_12h,>,-0.05993,26,18,8,40.84245,5,0.82796,-40.84245
ret_12h,>=,-0.05423,26,18,8,40.84245,5,0.82796,-40.84245
extra_drop_after_first_add,>,0.00967,28,20,8,40.849,3,0.82141,-40.849
extra_drop_after_first_add,>=,0.00968,28,20,8,40.849,3,0.82141,-40.849
ret_4h_3,<=,-0.0373,21,16,5,40.86193,10,0.80848,-40.86193
ret_4h_3,<,-0.03467,21,16,5,40.86193,10,0.80848,-40.86193
dist_ema50_1h,<=,-0.02569,23,18,5,40.86565,8,0.80476,-40.86565
dist_ema50_1h,<,-0.024,23,18,5,40.86565,8,0.80476,-40.86565
dist_ema20_4h,<=,-0.03258,23,18,5,40.86565,8,0.80476,-40.86565
dist_ema20_4h,<,-0.02914,23,18,5,40.86565,8,0.80476,-40.86565
ema20_slope_3_1h,<=,-0.00368,27,20,7,40.88434,4,0.78607,-40.88434
ema20_slope_3_1h,<,-0.00352,27,20,7,40.88434,4,0.78607,-40.88434
atr_pct_4h,<=,0.03223,23,18,5,40.91631,8,0.7541,-40.91631
atr_pct_4h,<,0.03294,23,18,5,40.91631,8,0.7541,-40.91631
ema50_slope_3_4h,>,-0.01056,25,20,5,40.92003,6,0.75038,-40.92003
ema50_slope_3_4h,>=,-0.01008,25,20,5,40.92003,6,0.75038,-40.92003
profit_at_second_add,<=,0.02023,29,21,8,40.92378,2,0.74663,-40.92378
profit_at_second_add,<,0.02102,29,21,8,40.92378,2,0.74663,-40.92378
dist_ema50_1h,>,-0.04626,18,15,3,40.93452,13,0.73589,-40.93452
dist_ema50_1h,>=,-0.04552,18,15,3,40.93452,13,0.73589,-40.93452
ret_1h,>,-0.03296,28,20,8,41.04459,3,0.62582,-41.04459
ret_1h,>=,-0.03159,28,20,8,41.04459,3,0.62582,-41.04459
ret_3h,>,-0.04637,28,20,8,41.04459,3,0.62582,-41.04459
ret_3h,>=,-0.04582,28,20,8,41.04459,3,0.62582,-41.04459
dist_ema20_1h,>,-0.0471,28,20,8,41.04459,3,0.62582,-41.04459
dist_ema20_1h,>=,-0.04599,28,20,8,41.04459,3,0.62582,-41.04459
ema50_slope_3_1h,<=,-0.00168,26,20,6,41.07985,5,0.59056,-41.07985
ema50_slope_3_1h,<,-0.00117,26,20,6,41.07985,5,0.59056,-41.07985
ema20_slope_3_4h,<=,-0.00401,26,20,6,41.07985,5,0.59056,-41.07985
ema20_slope_3_4h,<,-0.00359,26,20,6,41.07985,5,0.59056,-41.07985
hours_after_first_add,>=,0.17,27,20,7,41.13708,4,0.53333,-41.13708
range_pct_1h,<=,0.04167,27,20,7,41.13708,4,0.53333,-41.13708
range_pct_1h,<,0.04366,27,20,7,41.13708,4,0.53333,-41.13708
ret_12h,>,-0.0628,27,19,8,41.15223,4,0.51818,-41.15223
ret_12h,>=,-0.05993,27,19,8,41.15223,4,0.51818,-41.15223
extra_drop_after_first_add,>=,0.00967,30,22,8,41.16504,1,0.50537,-41.16504
extra_drop_after_first_add,<=,0.0168,28,20,8,41.22984,3,0.44057,-41.22984
extra_drop_after_first_add,<,0.01715,28,20,8,41.22984,3,0.44057,-41.22984
profit_at_second_add,<=,0.02102,30,22,8,41.23356,1,0.43685,-41.23356
extra_drop_after_first_add,<=,0.01715,30,22,8,41.23356,1,0.43685,-41.23356
ema20_slope_3_1h,>=,-0.00802,30,22,8,41.23356,1,0.43685,-41.23356
ret_6h,>,-0.05072,24,18,6,41.23766,7,0.43275,-41.23766
ret_6h,>=,-0.04843,24,18,6,41.23766,7,0.43275,-41.23766
extra_drop_after_first_add,<=,0.01602,25,19,6,41.31527,6,0.35514,-41.31527
extra_drop_after_first_add,<,0.01645,25,19,6,41.31527,6,0.35514,-41.31527
profit_at_second_add,>,0.01849,17,14,3,41.31699,14,0.35342,-41.31699
profit_at_second_add,>=,0.01891,17,14,3,41.31699,14,0.35342,-41.31699
ret_1h,>=,-0.03296,29,21,8,41.35437,2,0.31604,-41.35437
ret_3h,>=,-0.04637,29,21,8,41.35437,2,0.31604,-41.35437
ret_12h,>=,-0.0628,29,21,8,41.35437,2,0.31604,-41.35437
profit_at_second_add,>,0.01735,29,22,7,41.36055,2,0.30986,-41.36055
profit_at_second_add,>=,0.01748,29,22,7,41.36055,2,0.30986,-41.36055
dist_ema20_1h,>=,-0.0471,30,22,8,41.36063,1,0.30978,-41.36063
dist_ema50_1h,>=,-0.0658,30,22,8,41.36063,1,0.30978,-41.36063
dist_ema20_4h,>=,-0.08015,30,22,8,41.36063,1,0.30978,-41.36063
ema20_slope_3_4h,>=,-0.01666,30,22,8,41.36063,1,0.30978,-41.36063
ema50_slope_3_4h,>=,-0.0125,30,22,8,41.36063,1,0.30978,-41.36063
atr_pct_4h,<=,0.04141,30,22,8,41.36063,1,0.30978,-41.36063
ret_24h,<=,-0.02858,21,15,6,41.37657,10,0.29384,-41.37657
ret_24h,<,-0.02683,21,15,6,41.37657,10,0.29384,-41.37657
ret_6h,>,-0.05273,26,20,6,41.4398,5,0.23061,-41.4398
ret_6h,>=,-0.05072,26,20,6,41.4398,5,0.23061,-41.4398
range_pct_1h,<=,0.04366,29,22,7,41.45312,2,0.21729,-41.45312
range_pct_1h,<,0.04479,29,22,7,41.45312,2,0.21729,-41.45312
range_pct_1h,<=,0.02537,13,12,1,41.53376,18,0.13665,-41.53376
range_pct_1h,<,0.02554,13,12,1,41.53376,18,0.13665,-41.53376
profit_at_second_add,>,0.01826,21,16,5,41.54099,10,0.12942,-41.54099
profit_at_second_add,>=,0.01849,21,16,5,41.54099,10,0.12942,-41.54099
extra_drop_after_first_add,<=,0.01645,26,20,6,41.62505,5,0.04536,-41.62505
extra_drop_after_first_add,<,0.0168,26,20,6,41.62505,5,0.04536,-41.62505
close_position_1h,<=,0.89216,29,21,8,41.66669,2,0.00372,-41.66669
ret_24h,<=,-0.00346,29,21,8,41.66669,2,0.00372,-41.66669
atr_pct_4h,<=,0.02781,17,13,4,41.69722,14,-0.02681,-41.69722
atr_pct_4h,<,0.02785,17,13,4,41.69722,14,-0.02681,-41.69722
ret_6h,>,-0.05504,28,22,6,41.75584,3,-0.08543,-41.75584
ret_6h,>=,-0.05273,28,22,6,41.75584,3,-0.08543,-41.75584
atr_pct_1h,<=,0.01469,28,22,6,41.75584,3,-0.08543,-41.75584
atr_pct_1h,<,0.01659,28,22,6,41.75584,3,-0.08543,-41.75584
dist_ema50_4h,>,-0.12663,28,22,6,41.75584,3,-0.08543,-41.75584
dist_ema50_4h,>=,-0.1172,28,22,6,41.75584,3,-0.08543,-41.75584
ema50_slope_3_4h,>,-0.0125,28,22,6,41.75584,3,-0.08543,-41.75584
ema50_slope_3_4h,>=,-0.01175,28,22,6,41.75584,3,-0.08543,-41.75584
atr_pct_4h,<=,0.03595,28,22,6,41.75584,3,-0.08543,-41.75584
atr_pct_4h,<,0.04141,28,22,6,41.75584,3,-0.08543,-41.75584
lower_wick_ratio_1h,<=,0.67089,28,21,7,41.75918,3,-0.08877,-41.75918
lower_wick_ratio_1h,<,0.70078,28,21,7,41.75918,3,-0.08877,-41.75918
range_pct_1h,<=,0.04479,30,23,7,41.7629,1,-0.09249,-41.7629
vol_ratio_24_1h,<=,4.72489,30,23,7,41.7629,1,-0.09249,-41.7629
lower_wick_ratio_1h,<=,0.70078,30,23,7,41.7629,1,-0.09249,-41.7629
atr_pct_4h,<=,0.03294,25,20,5,41.84461,6,-0.1742,-41.84461
atr_pct_4h,<,0.03578,25,20,5,41.84461,6,-0.1742,-41.84461
atr_pct_1h,<=,0.01441,27,22,5,41.84833,4,-0.17792,-41.84833
atr_pct_1h,<,0.01469,27,22,5,41.84833,4,-0.17792,-41.84833
atr_pct_4h,<=,0.03578,27,22,5,41.84833,4,-0.17792,-41.84833
atr_pct_4h,<,0.03595,27,22,5,41.84833,4,-0.17792,-41.84833
profit_at_second_add,>,0.01811,23,18,5,41.85703,8,-0.18662,-41.85703
profit_at_second_add,>=,0.01826,23,18,5,41.85703,8,-0.18662,-41.85703
profit_at_second_add,>=,0.01735,30,23,7,41.86592,1,-0.19551,-41.86592
ema20_slope_3_4h,<=,-0.00243,30,23,7,41.86592,1,-0.19551,-41.86592
profit_at_second_add,>,0.01807,24,19,5,41.9647,7,-0.29429,-41.9647
profit_at_second_add,>=,0.01811,24,19,5,41.9647,7,-0.29429,-41.9647
profit_at_second_add,>,0.01795,25,20,5,42.05917,6,-0.38876,-42.05917
profit_at_second_add,>=,0.01807,25,20,5,42.05917,6,-0.38876,-42.05917
ret_6h,>=,-0.05504,29,23,6,42.06562,2,-0.39521,-42.06562
atr_pct_1h,<=,0.01659,29,23,6,42.06562,2,-0.39521,-42.06562
dist_ema50_4h,>=,-0.12663,29,23,6,42.06562,2,-0.39521,-42.06562
ret_24h,>,-0.04174,24,19,5,42.12663,7,-0.45622,-42.12663
ret_24h,>=,-0.04138,24,19,5,42.12663,7,-0.45622,-42.12663
atr_pct_4h,<=,0.02785,18,14,4,42.13407,13,-0.46366,-42.13407
atr_pct_4h,<,0.02898,18,14,4,42.13407,13,-0.46366,-42.13407
atr_pct_4h,<=,0.02898,20,16,4,42.45011,11,-0.7797,-42.45011
atr_pct_4h,<,0.03167,20,16,4,42.45011,11,-0.7797,-42.45011
profit_at_second_add,>,0.01748,28,22,6,43.09649,3,-1.42608,-43.09649
profit_at_second_add,>=,0.01793,28,22,6,43.09649,3,-1.42608,-43.09649
ret_24h,<=,-0.01895,24,17,7,47.707,7,-6.03659,-47.707
ret_24h,<,-0.01522,24,17,7,47.707,7,-6.03659,-47.707
ret_24h,<=,-0.02683,23,17,6,47.90251,8,-6.2321,-47.90251
ret_24h,<,-0.01895,23,17,6,47.90251,8,-6.2321,-47.90251
ret_1h,<=,-0.00788,24,17,7,48.53012,7,-6.85971,-48.53012
ret_1h,<,-0.00532,24,17,7,48.53012,7,-6.85971,-48.53012
ret_3h,<=,-0.02132,24,17,7,48.53012,7,-6.85971,-48.53012
ret_3h,<,-0.01974,24,17,7,48.53012,7,-6.85971,-48.53012
ret_1h,<=,-0.00532,25,18,7,49.03549,6,-7.36508,-49.03549
ret_1h,<,-0.00286,25,18,7,49.03549,6,-7.36508,-49.03549
ret_3h,<=,-0.01974,25,18,7,49.03549,6,-7.36508,-49.03549
ret_3h,<,-0.01853,25,18,7,49.03549,6,-7.36508,-49.03549
hours_after_first_add,<=,0.92,27,20,7,49.03921,4,-7.3688,-49.03921
hours_after_first_add,<,1.17,27,20,7,49.03921,4,-7.3688,-49.03921
ret_24h,<=,-0.01522,25,18,7,49.92154,6,-8.25113,-49.92154
ret_24h,<,-0.01402,25,18,7,49.92154,6,-8.25113,-49.92154
vol_ratio_24_1h,>,1.76309,29,22,7,50.23273,2,-8.56232,-50.23273
vol_ratio_24_1h,>=,2.20609,29,22,7,50.23273,2,-8.56232,-50.23273
extra_drop_after_first_add,>,0.01006,23,16,7,50.49542,8,-8.82501,-50.49542
extra_drop_after_first_add,>=,0.01036,23,16,7,50.49542,8,-8.82501,-50.49542
close_position_1h,<=,0.2907,22,17,5,50.59581,9,-8.9254,-50.59581
close_position_1h,<,0.29187,22,17,5,50.59581,9,-8.9254,-50.59581
close_position_1h,<=,0.31088,24,18,6,50.83715,7,-9.16674,-50.83715
close_position_1h,<,0.55844,24,18,6,50.83715,7,-9.16674,-50.83715
dist_ema50_1h,<=,-0.02315,26,20,6,50.94389,5,-9.27348,-50.94389
dist_ema50_1h,<,-0.0226,26,20,6,50.94389,5,-9.27348,-50.94389
close_position_1h,<=,0.29187,23,18,5,51.03266,8,-9.36225,-51.03266
close_position_1h,<,0.31088,23,18,5,51.03266,8,-9.36225,-51.03266
ret_24h,<=,-0.01402,27,20,7,51.11506,4,-9.44465,-51.11506
ret_24h,<,-0.00987,27,20,7,51.11506,4,-9.44465,-51.11506
close_position_1h,<=,0.74423,26,19,7,51.25003,5,-9.57962,-51.25003
close_position_1h,<,0.77215,26,19,7,51.25003,5,-9.57962,-51.25003
ret_1h,<=,-0.00286,26,19,7,51.25003,5,-9.57962,-51.25003
ret_1h,<,0.00062,26,19,7,51.25003,5,-9.57962,-51.25003
ret_3h,<=,-0.01853,26,19,7,51.25003,5,-9.57962,-51.25003
ret_3h,<,-0.01176,26,19,7,51.25003,5,-9.57962,-51.25003
dist_ema20_1h,<=,-0.0175,26,19,7,51.25003,5,-9.57962,-51.25003
dist_ema20_1h,<,-0.01276,26,19,7,51.25003,5,-9.57962,-51.25003
ret_3h,<=,-0.01176,28,21,7,51.25375,3,-9.58334,-51.25375
ret_3h,<,-0.00907,28,21,7,51.25375,3,-9.58334,-51.25375
ret_12h,<=,-0.02043,28,21,7,51.25375,3,-9.58334,-51.25375
ret_12h,<,-0.01898,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema20_1h,<=,-0.01276,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema20_1h,<,-0.01142,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema50_1h,<=,-0.01971,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema50_1h,<,-0.01247,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema20_4h,<=,-0.02142,28,21,7,51.25375,3,-9.58334,-51.25375
dist_ema20_4h,<,-0.0149,28,21,7,51.25375,3,-9.58334,-51.25375
close_position_1h,<=,0.55844,25,19,6,51.34252,6,-9.67211,-51.34252
close_position_1h,<,0.74423,25,19,6,51.34252,6,-9.67211,-51.34252
dist_ema50_1h,<=,-0.0226,27,21,6,51.44926,4,-9.77885,-51.44926
dist_ema50_1h,<,-0.01971,27,21,6,51.44926,4,-9.77885,-51.44926
dist_ema20_4h,<=,-0.02214,27,21,6,51.44926,4,-9.77885,-51.44926
dist_ema20_4h,<,-0.02142,27,21,6,51.44926,4,-9.77885,-51.44926
ema20_slope_3_4h,<=,-0.00404,25,20,5,51.85671,6,-10.1863,-51.85671
ema20_slope_3_4h,<,-0.00401,25,20,5,51.85671,6,-10.1863,-51.85671
close_position_1h,<=,0.77215,28,21,7,52.44355,3,-10.77314,-52.44355
close_position_1h,<,0.89216,28,21,7,52.44355,3,-10.77314,-52.44355
ret_1h,<=,0.00062,28,21,7,52.44355,3,-10.77314,-52.44355
ret_1h,<,0.00786,28,21,7,52.44355,3,-10.77314,-52.44355
ret_24h,<=,-0.00987,28,21,7,52.44355,3,-10.77314,-52.44355
ret_24h,<,-0.00346,28,21,7,52.44355,3,-10.77314,-52.44355
ret_1h,<=,0.00786,30,23,7,52.44727,1,-10.77686,-52.44727
ret_3h,<=,-0.00907,30,23,7,52.44727,1,-10.77686,-52.44727
vol_ratio_24_1h,>=,1.76309,30,23,7,52.44727,1,-10.77686,-52.44727
ret_4h_1,<=,-0.00604,30,23,7,52.44727,1,-10.77686,-52.44727
dist_ema20_4h,<=,-0.0149,30,23,7,52.44727,1,-10.77686,-52.44727
profit_at_second_add,>,0.01793,27,22,5,53.87335,4,-12.20294,-53.87335
profit_at_second_add,>=,0.01795,27,22,5,53.87335,4,-12.20294,-53.87335
