pair,open_date,enter_tag,baseline_profit_abs,winner_profit_abs,delta_abs,baseline_exit_reason,winner_exit_reason,direction
PAXG/USDT:USDT,2025-09-23 00:00:00+00:00,long_1d_center_compression,-1.555,-1.546,0.009,trailing_stop_loss,trailing_stop_loss,improved
PAXG/USDT:USDT,2025-11-11 00:00:00+00:00,long_1d_center_compression,-0.167,-0.167,0.0,trailing_stop_loss,trailing_stop_loss,same
PAXG/USDT:USDT,2025-12-12 00:00:00+00:00,long_1d_center_compression,32.398,32.398,0.0,swing_exit_long_1d,swing_exit_long_1d,same
PAXG/USDT:USDT,2026-01-07 00:00:00+00:00,long_1d_center_compression,76.669,76.669,0.0,roi,roi,same
SOL/USDT:USDT,2023-08-24 15:00:00+00:00,short_pullback_restart,-0.321,-0.31,0.011,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2024-02-09 00:00:00+00:00,long_1d_center_compression,32.791,32.997,0.206,roi,roi,improved
SOL/USDT:USDT,2024-06-06 00:00:00+00:00,long_1d_center_compression,-8.759,-8.796,-0.037,stop_loss,stop_loss,worsened
SOL/USDT:USDT,2024-06-13 16:00:00+00:00,short_compression_breakdown,0.171,0.171,0.0,trailing_stop_loss,trailing_stop_loss,same
SOL/USDT:USDT,2024-10-21 00:00:00+00:00,long_1d_center_compression,-0.089,-0.089,0.0,trailing_stop_loss,trailing_stop_loss,same
SOL/USDT:USDT,2024-12-18 20:00:00+00:00,short_compression_breakdown,0.001,0.001,0.0,trailing_stop_loss,trailing_stop_loss,same
SOL/USDT:USDT,2025-02-05 16:00:00+00:00,short_compression_breakdown,-0.044,-0.044,0.0,trailing_stop_loss,trailing_stop_loss,same
SOL/USDT:USDT,2025-02-06 15:00:00+00:00,short_pullback_restart,0.021,0.024,0.003,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2025-02-16 14:00:00+00:00,short_pullback_restart,36.57,36.57,0.0,roi,roi,same
SOL/USDT:USDT,2025-02-24 02:00:00+00:00,short_compression_breakdown,28.765,28.765,0.0,roi,roi,same
SOL/USDT:USDT,2025-03-30 14:00:00+00:00,short_pullback_restart,-13.011,-12.976,0.035,stop_loss,stop_loss,improved
SOL/USDT:USDT,2025-04-05 14:00:00+00:00,short_pullback_restart,17.56,17.56,0.0,partial_exit,partial_exit,same
SOL/USDT:USDT,2025-05-09 00:00:00+00:00,long_1d_center_compression,-12.619,-12.55,0.069,stop_loss,stop_loss,improved
SOL/USDT:USDT,2025-06-05 14:00:00+00:00,short_pullback_restart,0.296,0.289,-0.007,stale_loss_72h,stale_loss_72h,worsened
SOL/USDT:USDT,2025-06-19 15:00:00+00:00,short_pullback_restart,-13.448,-13.404,0.044,stop_loss,stop_loss,improved
SOL/USDT:USDT,2025-06-21 18:00:00+00:00,short_pullback_restart,23.289,23.213,-0.076,partial_exit,partial_exit,worsened
SOL/USDT:USDT,2025-09-11 00:00:00+00:00,long_1d_center_compression,-0.002,-0.002,0.0,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,-15.6,-15.557,0.042,stop_loss,stop_loss,improved
SOL/USDT:USDT,2025-10-20 17:00:00+00:00,short_pullback_restart,-0.039,-0.028,0.01,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2025-12-21 02:00:00+00:00,short_pullback_restart,-11.284,-11.247,0.037,stop_loss,stop_loss,improved
SOL/USDT:USDT,2026-01-27 14:00:00+00:00,short_pullback_restart,-14.828,-14.805,0.023,stop_loss,stop_loss,improved
SOL/USDT:USDT,2026-02-03 15:00:00+00:00,short_pullback_restart,-0.032,-0.032,0.0,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2026-03-07 20:00:00+00:00,short_compression_breakdown,-0.244,-0.244,0.001,trailing_stop_loss,trailing_stop_loss,improved
SOL/USDT:USDT,2026-05-31 15:00:00+00:00,short_pullback_restart,49.032,48.906,-0.126,partial_exit,partial_exit,worsened
SUI/USDT:USDT,2023-07-30 20:00:00+00:00,short_pullback_restart,-0.453,-0.453,0.0,trailing_stop_loss,trailing_stop_loss,same
SUI/USDT:USDT,2023-09-11 09:00:00+00:00,short_compression_breakdown,-0.011,-0.011,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
SUI/USDT:USDT,2023-09-17 18:00:00+00:00,short_compression_breakdown,0.035,0.035,0.0,trailing_stop_loss,trailing_stop_loss,improved
SUI/USDT:USDT,2023-10-09 09:00:00+00:00,short_pullback_restart,-1.002,-1.005,-0.002,trailing_stop_loss,trailing_stop_loss,worsened
SUI/USDT:USDT,2024-03-28 00:00:00+00:00,long_1d_center_compression,-0.785,-0.787,-0.002,trailing_stop_loss,trailing_stop_loss,worsened
SUI/USDT:USDT,2024-06-02 10:00:00+00:00,short_pullback_restart,-9.012,-9.032,-0.02,stop_loss,stop_loss,worsened
SUI/USDT:USDT,2024-06-29 23:00:00+00:00,short_pullback_restart,-8.468,-8.514,-0.046,stop_loss,stop_loss,worsened
SUI/USDT:USDT,2024-07-30 15:00:00+00:00,short_compression_breakdown,0.016,0.016,0.0,trailing_stop_loss,trailing_stop_loss,improved
SUI/USDT:USDT,2025-01-26 21:00:00+00:00,short_pullback_restart,50.073,50.031,-0.041,roi,roi,worsened
SUI/USDT:USDT,2025-02-16 14:00:00+00:00,short_compression_breakdown,-0.03,-0.03,0.0,trailing_stop_loss,trailing_stop_loss,improved
SUI/USDT:USDT,2025-04-19 17:00:00+00:00,short_pullback_restart,-12.177,-12.13,0.047,trailing_stop_loss,trailing_stop_loss,improved
SUI/USDT:USDT,2025-06-04 11:00:00+00:00,short_pullback_restart,0.453,0.451,-0.002,trailing_stop_loss,trailing_stop_loss,worsened
SUI/USDT:USDT,2025-08-29 08:00:00+00:00,short_compression_breakdown,0.036,0.036,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
SUI/USDT:USDT,2025-09-24 04:00:00+00:00,short_pullback_restart,-18.493,-14.291,4.202,trailing_stop_loss,stop_loss,improved
SUI/USDT:USDT,2025-09-25 01:00:00+00:00,short_pullback_restart,29.887,29.834,-0.053,partial_exit,partial_exit,worsened
SUI/USDT:USDT,2025-09-30 16:00:00+00:00,short_compression_breakdown,-14.158,-14.134,0.024,stop_loss,stop_loss,improved
SUI/USDT:USDT,2025-11-19 06:00:00+00:00,short_pullback_restart,15.466,15.441,-0.025,partial_exit,partial_exit,worsened
SUI/USDT:USDT,2025-12-11 15:00:00+00:00,short_compression_breakdown,-16.067,-16.038,0.029,stop_loss,stop_loss,improved
SUI/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,0.041,0.041,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
TAO/USDT:USDT,2024-06-10 05:00:00+00:00,short_pullback_restart,0.031,0.026,-0.005,trailing_stop_loss,trailing_stop_loss,worsened
TAO/USDT:USDT,2024-06-22 20:00:00+00:00,short_pullback_restart,-8.689,-8.736,-0.047,stop_loss,stop_loss,worsened
TAO/USDT:USDT,2024-11-02 13:00:00+00:00,short_pullback_restart,28.078,28.033,-0.045,roi,roi,worsened
TAO/USDT:USDT,2025-01-15 10:00:00+00:00,short_pullback_restart,-11.015,-10.995,0.02,stop_loss,stop_loss,improved
TAO/USDT:USDT,2025-08-28 17:00:00+00:00,short_pullback_restart,0.165,0.109,-0.057,trailing_stop_loss,trailing_stop_loss,worsened
TAO/USDT:USDT,2025-09-04 16:00:00+00:00,short_compression_breakdown,-13.13,-13.074,0.056,trailing_stop_loss,trailing_stop_loss,improved
TAO/USDT:USDT,2025-09-23 18:00:00+00:00,short_pullback_restart,18.597,18.518,-0.078,partial_exit,partial_exit,worsened
TAO/USDT:USDT,2025-11-29 18:00:00+00:00,short_compression_breakdown,58.726,58.609,-0.117,roi,roi,worsened
TAO/USDT:USDT,2025-12-17 06:00:00+00:00,short_pullback_restart,0.029,0.029,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
TAO/USDT:USDT,2026-01-25 05:00:00+00:00,short_pullback_restart,-0.009,-0.009,0.0,trailing_stop_loss,trailing_stop_loss,improved
TAO/USDT:USDT,2026-01-29 02:00:00+00:00,short_pullback_restart,57.281,57.164,-0.117,roi,roi,worsened
TAO/USDT:USDT,2026-02-03 15:00:00+00:00,short_pullback_restart,0.042,0.042,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
TAO/USDT:USDT,2026-02-22 13:00:00+00:00,short_compression_breakdown,-0.237,-0.237,0.001,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2023-08-22 14:00:00+00:00,short_pullback_restart,0.052,0.052,0.0,trailing_stop_loss,trailing_stop_loss,same
XRP/USDT:USDT,2023-09-01 17:00:00+00:00,short_compression_breakdown,-7.917,-7.936,-0.019,stop_loss,stop_loss,worsened
XRP/USDT:USDT,2023-09-06 15:00:00+00:00,short_pullback_restart,-5.175,-5.187,-0.012,stop_loss,stop_loss,worsened
XRP/USDT:USDT,2023-10-12 09:00:00+00:00,short_pullback_restart,-7.707,-7.724,-0.017,stop_loss,stop_loss,worsened
XRP/USDT:USDT,2024-01-19 15:00:00+00:00,short_compression_breakdown,0.07,0.07,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2024-01-22 00:00:00+00:00,short_pullback_restart,17.965,18.007,0.043,partial_exit,partial_exit,improved
XRP/USDT:USDT,2024-01-25 13:00:00+00:00,short_pullback_restart,-6.268,-6.281,-0.014,trailing_stop_loss,trailing_stop_loss,worsened
XRP/USDT:USDT,2024-04-25 11:00:00+00:00,short_compression_breakdown,-7.864,-7.88,-0.016,trailing_stop_loss,trailing_stop_loss,worsened
XRP/USDT:USDT,2024-04-30 09:00:00+00:00,short_pullback_restart,0.044,0.044,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2024-05-10 15:00:00+00:00,short_pullback_restart,0.158,0.159,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2024-06-13 16:00:00+00:00,short_compression_breakdown,0.256,0.257,0.001,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2024-06-26 11:00:00+00:00,short_pullback_restart,-6.504,-6.537,-0.034,stop_loss,stop_loss,worsened
XRP/USDT:USDT,2024-06-29 23:00:00+00:00,short_pullback_restart,-4.53,-4.553,-0.023,stop_loss,stop_loss,worsened
XRP/USDT:USDT,2024-09-05 04:00:00+00:00,short_pullback_restart,26.794,26.697,-0.097,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2024-09-29 00:00:00+00:00,long_1d_center_compression,-0.223,-0.222,0.001,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2024-10-09 21:00:00+00:00,short_pullback_restart,-10.245,-10.209,0.036,stop_loss,stop_loss,improved
XRP/USDT:USDT,2024-10-23 08:00:00+00:00,short_compression_breakdown,0.154,0.154,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
XRP/USDT:USDT,2024-11-03 03:00:00+00:00,short_pullback_restart,-10.402,-10.39,0.012,stop_loss,stop_loss,improved
XRP/USDT:USDT,2024-11-23 00:00:00+00:00,long_1d_center_compression,47.519,47.46,-0.059,roi,roi,worsened
XRP/USDT:USDT,2024-11-30 00:00:00+00:00,long_1d_center_compression,-0.03,-0.03,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2025-05-30 17:00:00+00:00,short_pullback_restart,0.022,0.022,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
XRP/USDT:USDT,2025-06-05 07:00:00+00:00,short_pullback_restart,27.581,27.463,-0.118,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2025-09-04 20:00:00+00:00,short_pullback_restart,-14.827,-14.772,0.055,stop_loss,stop_loss,improved
XRP/USDT:USDT,2025-09-25 18:00:00+00:00,short_compression_breakdown,-9.036,-9.019,0.017,stale_loss_72h,stale_loss_72h,improved
XRP/USDT:USDT,2025-10-09 17:00:00+00:00,short_compression_breakdown,53.898,53.787,-0.111,roi,roi,worsened
XRP/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,-14.493,-14.464,0.029,stop_loss,stop_loss,improved
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,short_pullback_restart,31.133,31.064,-0.069,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2025-12-05 10:00:00+00:00,short_compression_breakdown,-0.148,-0.148,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2025-12-14 11:00:00+00:00,short_pullback_restart,-0.133,-0.132,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2025-12-15 14:00:00+00:00,short_pullback_restart,30.224,30.165,-0.059,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2025-12-28 19:00:00+00:00,short_pullback_restart,-10.777,-10.751,0.026,stop_loss,stop_loss,improved
XRP/USDT:USDT,2026-01-22 14:00:00+00:00,short_pullback_restart,48.981,48.882,-0.1,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2026-01-29 03:00:00+00:00,short_pullback_restart,34.945,34.868,-0.076,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2026-02-22 13:00:00+00:00,short_pullback_restart,56.933,56.806,-0.127,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,-0.012,-0.012,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2026-03-24 17:00:00+00:00,short_compression_breakdown,-19.863,-19.818,0.045,stop_loss,stop_loss,improved
XRP/USDT:USDT,2026-03-26 06:00:00+00:00,short_pullback_restart,38.225,38.135,-0.09,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2026-04-02 02:00:00+00:00,short_pullback_restart,-0.28,-0.279,0.001,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2026-05-22 07:00:00+00:00,short_pullback_restart,-0.202,-0.201,0.0,trailing_stop_loss,trailing_stop_loss,improved
XRP/USDT:USDT,2026-05-25 23:00:00+00:00,short_pullback_restart,47.819,47.703,-0.116,partial_exit,partial_exit,worsened
XRP/USDT:USDT,2026-06-03 20:00:00+00:00,short_pullback_restart,27.222,27.155,-0.068,partial_exit,partial_exit,worsened
ZEC/USDT:USDT,2023-07-30 07:00:00+00:00,short_pullback_restart,0.214,0.214,0.0,trailing_stop_loss,trailing_stop_loss,same
ZEC/USDT:USDT,2023-08-04 09:00:00+00:00,short_pullback_restart,0.143,0.143,0.0,trailing_stop_loss,trailing_stop_loss,same
ZEC/USDT:USDT,2023-08-17 15:00:00+00:00,short_pullback_restart,0.066,0.066,0.0,trailing_stop_loss,trailing_stop_loss,same
ZEC/USDT:USDT,2023-08-24 15:00:00+00:00,short_pullback_restart,0.018,0.018,0.0,trailing_stop_loss,trailing_stop_loss,improved
ZEC/USDT:USDT,2023-12-31 21:00:00+00:00,short_pullback_restart,0.152,0.152,0.0,trailing_stop_loss,trailing_stop_loss,improved
ZEC/USDT:USDT,2024-02-05 16:00:00+00:00,short_pullback_restart,17.642,17.681,0.038,partial_exit,partial_exit,improved
ZEC/USDT:USDT,2024-04-12 14:00:00+00:00,short_pullback_restart,15.113,15.146,0.033,partial_exit,partial_exit,improved
ZEC/USDT:USDT,2024-08-31 16:00:00+00:00,short_pullback_restart,20.813,20.739,-0.074,partial_exit,partial_exit,worsened
ZEC/USDT:USDT,2024-09-03 14:00:00+00:00,short_pullback_restart,17.692,17.627,-0.066,partial_exit,partial_exit,worsened
ZEC/USDT:USDT,2024-09-30 16:00:00+00:00,short_compression_breakdown,0.089,0.088,-0.0,trailing_stop_loss,trailing_stop_loss,worsened
ZEC/USDT:USDT,2025-01-26 22:00:00+00:00,short_pullback_restart,39.041,38.99,-0.05,roi,roi,worsened
ZEC/USDT:USDT,2025-03-09 03:00:00+00:00,short_pullback_restart,-0.014,-0.014,0.0,trailing_stop_loss,trailing_stop_loss,improved
ZEC/USDT:USDT,2025-04-18 07:00:00+00:00,short_pullback_restart,-13.184,-13.129,0.055,stop_loss,stop_loss,improved
ZEC/USDT:USDT,2026-01-23 08:00:00+00:00,short_pullback_restart,-22.845,-22.781,0.064,trailing_stop_loss,trailing_stop_loss,improved
ZEC/USDT:USDT,2026-03-06 13:00:00+00:00,short_compression_breakdown,48.053,47.942,-0.111,roi,roi,worsened
