pair,open_date,add_date,add_delay_h,add_rate,add_stake,add_profit,stop_distance_from_add,candidate_profit_abs,baseline_profit_abs,delta_profit_abs,candidate_profit_ratio,baseline_profit_ratio,candidate_exit_reason,baseline_exit_reason,close_position,body_ratio,ret_1h,ret_3h,ret_6h,ret_12h,ret_24h,ema20_distance,ema20_slope3,atr_pct,atr_pct_rank_30d,ema50_slope3_4h,distance_ema50_4h
BNB/USDT:USDT,2025-06-22 14:00:00+00:00,2025-06-22T14:25:00+00:00,0.4166666666666667,610.17,97.67601359999999,0.00786979073511005,0.07039021911926192,0.00050095,0.0026145,-0.00211355,9.818714468915344e-07,6.738632884346614e-06,trailing_stop_loss,trailing_stop_loss,0.16534914361001188,0.8069828722002601,-0.019478349432677122,-0.02036695497328933,-0.026157736684052635,-0.020429252782193985,-0.03127161813722401,0.022195038905096522,-0.0031191920390660766,0.006894193204344931,0.9083333333333333,-0.0027286897873547433,0.02205987428312414
TAO/USDT:USDT,2025-08-28 17:00:00+00:00,2025-08-28T20:00:00+00:00,3.0,325.19,106.71565116000001,0.00720500686918032,0.06962083704910971,0.16528848,0.10376367,0.061524809999999985,0.00030992441676268165,0.000255752811815225,trailing_stop_loss,trailing_stop_loss,0.020869565217392094,0.806956521739128,-0.014068279667697525,-0.00905073899131481,-0.03197189807096934,-0.03139521029429293,-0.027920602654549764,0.022553711244952018,-0.004442736426422678,0.010976338379622707,0.24305555555555555,-0.004422632157524586,0.05226265396285129
NEAR/USDT:USDT,2025-08-31 23:00:00+00:00,2025-08-31T23:20:00+00:00,0.3333333333333333,2.384,166.96344,0.007080383173677595,0.06921140939597317,-14.26863868,0.0583991,-14.327037780000001,-0.01698930900209947,9.099070157689355e-05,trailing_stop_loss,trailing_stop_loss,0.2800000000000057,0.6799999999999986,-0.006606110652353392,-0.004551096400496335,-0.010690789473684181,-0.010690789473684181,-0.009468917249896958,0.01011968826675693,-0.002210129674544592,0.007362546015912606,0.04722222222222222,-0.0031561350094941876,0.031363870424571956
SUI/USDT:USDT,2025-09-24 04:00:00+00:00,2025-09-24T04:25:00+00:00,0.4166666666666667,3.2519,76.13250722999999,0.005656800391389421,0.06752975183738731,-18.49274293,-13.75279438,-4.739948549999999,-0.04847870800129909,-0.04699583044591955,trailing_stop_loss,stop_loss,0.04415954415954862,0.8689458689458649,-0.018314249745219002,-0.01951920486183878,-0.02361148376710487,-0.030232144972166308,-0.027554262299949506,0.021187252519586374,-0.0027019117870834553,0.013085750925816889,0.8347222222222223,-0.008301292521294301,0.07415883782329331
SUI/USDT:USDT,2025-09-25 01:00:00+00:00,2025-09-25T01:55:00+00:00,0.9166666666666666,3.3176,110.86324391999999,0.005515587529975945,0.06733783457921383,29.8873863,23.53123588,6.356150419999999,0.05396506554679025,0.055274812400007624,partial_exit,partial_exit,0.28934010152284384,0.5329949238578643,-0.0062172774869110325,-0.008105700712589092,-0.012474504123680785,-0.014106536815700177,0.00011974972307871035,0.00936855112811724,-0.001798048965289789,0.009510410564081957,0.4375,-0.004558868375480918,0.042070826608502934
SOL/USDT:USDT,2025-10-20 17:00:00+00:00,2025-10-20T17:40:00+00:00,0.6666666666666666,185.78,92.93644499999999,0.007055050774986602,0.06938314134998377,-0.03863407,-0.02759,-0.01104407,-8.296933430601592e-05,-7.751329450981132e-05,trailing_stop_loss,trailing_stop_loss,0.21671018276762077,0.7728459530026163,-0.015546218487395014,-0.02537437603993342,-0.021405450558629968,-0.024258198854763102,-0.01740406793877125,0.016674676673887757,-0.0018976176028501213,0.011420797512346799,0.4736111111111111,-0.000628856829690716,0.012092528711322006
BTC/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-06T15:40:00+00:00,2.6666666666666665,101880.1,101.93104005000001,0.005247150145238794,0.06652329552091128,0.06658457,0.05696384,0.009620729999999994,9.292198299686944e-05,9.266404663365438e-05,trailing_stop_loss,trailing_stop_loss,0.05300193673338013,0.7661717236926975,-0.011493173235208598,-0.010655866396078406,-0.010450634540893233,-0.011571657910381727,-0.010464063526898326,0.00949915088642324,-0.001551253917768669,0.007708005956491739,0.6569444444444444,-0.0042936623844637145,0.034924480165741574
ETH/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-06T15:40:00+00:00,2.6666666666666665,3312.55,106.0546008,0.008459026403776259,0.07130458408174965,0.32954032,0.00075497,0.32878535,0.0006168129469836789,1.834306486096913e-06,trailing_stop_loss,trailing_stop_loss,0.132086999022482,0.753543499511241,-0.018190668653105924,-0.020560060037965178,-0.01643806467057385,-0.02704575354480343,-0.0057361548044778665,0.01719842711316576,-0.003275273147123503,0.012533519803673863,0.6569444444444444,-0.00877022345398959,0.07059100493434778
ETH/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-20T16:10:00+00:00,0.16666666666666666,2917.84,93.41756543999999,0.009972075474258837,0.07332478819948997,26.24627453,36.32183046,-10.07555593,0.055340748330353365,0.09999836122729004,partial_exit,roi,0.08651642475172248,0.8575248281130544,-0.014966226803848737,-0.024070159212525533,-0.01844813724643357,-0.027420889253183978,-0.0057376883678041946,0.019068843754679078,-0.003391464156320745,0.011740325147195273,0.5527777777777778,-0.006296686918640493,0.06527978363464806
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-20T16:10:00+00:00,0.16666666666666666,2.0571,113.19707025,0.010581501611274012,0.07418210101599342,31.13297952,43.3779709,-12.244991380000002,0.05499835508773492,0.0999912834940917,partial_exit,roi,0.07345971563980795,0.8886255924170681,-0.017623221185562143,-0.019009975531714685,-0.015953931841782176,-0.022597280825128907,-4.796393112393993e-05,0.015824156635370824,-0.0016808252761438824,0.010919170047143946,0.4375,-0.006339258348163623,0.06235879916918414
BNB/USDT:USDT,2025-11-20 17:00:00+00:00,2025-11-20T17:15:00+00:00,0.25,872.84,87.327642,0.007098330072348375,0.06941707529444104,27.68122775,21.76111275,5.920115000000003,0.06177386141378855,0.06339500092994486,partial_exit,partial_exit,0.2443342776203917,0.7110481586402319,-0.011161140367621503,-0.02122811892192278,-0.023247302048557628,-0.03524243552945827,-0.00827702702702704,0.022283443240443596,-0.00436771603806807,0.009302382169014755,0.43333333333333335,-0.00394512611710951,0.041633680365461126
ADA/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-15T15:05:00+00:00,0.08333333333333333,0.3899,98.69402235,0.004849412965798768,0.0664272890484739,0.40834488,0.04984881,0.35849607,0.0008262274616235482,0.00013025783962548713,trailing_stop_loss,trailing_stop_loss,0.19753086419752977,0.5185185185185199,-0.020968547179231245,-0.02631578947368418,-0.020479520479520397,-0.02462074110917689,-0.01753507014028055,0.02214874761804139,-0.0026358823128993514,0.011637648430101262,0.36666666666666664,-0.005085436581050207,0.03822572125293382
BNB/USDT:USDT,2025-12-17 16:00:00+00:00,2025-12-17T16:20:00+00:00,0.3333333333333333,847.15,186.4661865,0.006566989152741158,0.06874815558047573,0.5851362000000001,0.005338,0.5797982000000002,0.0006241080082697463,7.356016590511494e-06,trailing_stop_loss,trailing_stop_loss,0.046044370029297184,0.6529928840519059,-0.017935776124722635,-0.007851974028085906,-0.007644496079000973,-0.01115986154362647,-0.026109660574412663,0.011094307393365312,-0.0007304765992274254,0.009133344148622113,0.6722222222222223,-0.0025294168208311874,0.027298946045567263
ZEC/USDT:USDT,2026-01-23 08:00:00+00:00,2026-01-23T08:50:00+00:00,0.8333333333333334,355.64,103.54298561999998,0.0057868105448547515,0.06770891913170633,-22.84465352,-17.05850146,-5.786152060000003,-0.044126831677917734,-0.04261419824545005,trailing_stop_loss,trailing_stop_loss,0.2422062350119906,0.5827338129496477,-0.006737647645982392,-0.016635098410606952,-0.025754691324449186,-0.018763010846937545,-0.0028392484342379953,0.014513455717019855,-0.002601112424186147,0.011808056276693728,0.14583333333333334,-0.005523527502567016,0.056489998229891314
XRP/USDT:USDT,2026-01-22 14:00:00+00:00,2026-01-22T14:50:00+00:00,0.8333333333333334,1.9146,189.6401727,0.006022219914858184,0.06800376057662168,48.98138919,0.09206232,48.889326870000005,0.051700817406711674,0.00012561644715462208,partial_exit,trailing_stop_loss,0.18894009216589783,0.5345622119815681,-0.005977224712732543,-0.01339947834091959,-0.00909184302445043,-0.014558643236616264,0.017618821543493146,0.007582495929622663,-0.0012069039305343532,0.00652784051778402,0.3597222222222222,-0.0034696591876266503,0.028545681314429888
