pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,entry_year,market_state_date,breadth_up_count,breadth_available_count,breadth_ratio_fixed13,breadth_rule_pass,breadth_state
BTC/USDT:USDT,590.2008,590.2008,0.006,2024-11-22 00:00:00+00:00,2024-11-24 15:35:00+00:00,98366.8,96399.5,0.0005,0.0005,3815,-0.021841819310283565,-12.89750476,stop_loss,92464.8,-0.06,96399.5,-0.02000003113347193,96227.5,99660.0,False,long_1d_center_compression,1.0,False,1732233600000,1732462500000,"[{'amount': 0.006, 'safe_price': 98366.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1732233600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 590.4959004000001}, {'amount': 0.006, 'safe_price': 96399.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732462500000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 578.6861985}]",-0.5094058598415715,6,2024,2024-11-21 20:00:00+00:00,11,12,0.8461538461538461,True,pass
XRP/USDT:USDT,598.55079,598.55079,406.1,2024-11-23 00:00:00+00:00,2024-11-23 01:05:00+00:00,1.4739,1.6232,0.0005,0.0005,65,0.09998228742031946,59.87439936,roi,1.3855,-0.06,1.4754,-0.028272475795297458,1.4711,1.635,False,long_1d_center_compression,1.0,False,1732320000000,1732323900000,"[{'amount': 406.1, 'safe_price': 1.4739, 'ft_order_side': 'buy', 'order_filled_timestamp': 1732320000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 598.850065395}, {'amount': 406.1, 'safe_price': 1.6232, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732323900000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 659.51111076}]",-0.12746448878211902,5,2024,2024-11-22 20:00:00+00:00,10,12,0.7692307692307693,True,pass
BNB/USDT:USDT,618.5735,618.5735,0.95,2024-11-24 00:00:00+00:00,2024-11-24 11:25:00+00:00,651.13,651.79,0.0005,0.0005,685,-0.0004981743499751652,-0.30831153,trailing_stop_loss,612.07,-0.06,651.79,-0.02134965465465466,649.1,688.34,False,long_1d_center_compression,1.0,False,1732406400000,1732447500000,"[{'amount': 0.95, 'safe_price': 651.13, 'ft_order_side': 'buy', 'order_filled_timestamp': 1732406400000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 618.8827867499999}, {'amount': 0.95, 'safe_price': 651.79, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732447500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 619.5101002499999}]",-0.31642452883,6,2024,2024-11-23 20:00:00+00:00,10,12,0.7692307692307693,True,pass
XRP/USDT:USDT,614.62809,614.62809,341.1,2024-11-30 00:00:00+00:00,2024-11-30 00:30:00+00:00,1.8019,1.8038,0.0005,0.0005,30,-6.236429021281981e-05,-0.03835001,trailing_stop_loss,1.6938,-0.06,1.8038,-0.026604479222881894,1.7962,1.8688,False,long_1d_center_compression,1.0,False,1732924800000,1732926600000,"[{'amount': 341.1, 'safe_price': 1.8019, 'ft_order_side': 'buy', 'order_filled_timestamp': 1732924800000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 614.935404045}, {'amount': 341.1, 'safe_price': 1.8038, 'ft_order_side': 'sell', 'order_filled_timestamp': 1732926600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 615.58381809}]",-0.07148787517899316,5,2024,2024-11-29 20:00:00+00:00,12,12,0.9230769230769231,True,pass
ADA/USDT:USDT,613.836,613.836,510.0,2024-12-03 00:00:00+00:00,2024-12-03 03:40:00+00:00,1.2036,1.3258,0.0005,0.0005,220,0.10000208161644876,61.41557021,roi,1.1314,-0.06,1.2049,-0.02175738876258526,1.1849,1.329,False,long_1d_center_compression,1.0,False,1733184000000,1733197200000,"[{'amount': 510.0, 'safe_price': 1.2036, 'ft_order_side': 'buy', 'order_filled_timestamp': 1733184000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 614.142918}, {'amount': 510.0, 'safe_price': 1.3258, 'ft_order_side': 'sell', 'order_filled_timestamp': 1733197200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 676.496079}]",-0.26143279211446496,1,2024,2024-12-02 20:00:00+00:00,7,12,0.5384615384615384,True,pass
BTC/USDT:USDT,596.538,596.538,0.006,2025-01-06 05:00:00+00:00,2025-01-07 15:00:00+00:00,99423.0,99522.5,0.0005,0.0005,2040,-0.0003958755562825891,-0.23627289,trailing_stop_loss,93457.7,-0.06,99522.5,-0.021123015638831566,98662.7,102762.1,False,long_pullback_restart_1h_body,1.0,False,1736139600000,1736262000000,"[{'amount': 0.006, 'safe_price': 99423.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736139600000, 'ft_is_entry': True, 'ft_order_tag': 'long_pullback_restart_1h_body', 'cost': 596.836269}, {'amount': 0.006, 'safe_price': 99522.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736262000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 597.4335675}]",-0.23643639246123002,1,2025,2025-01-06 04:00:00+00:00,8,12,0.6153846153846154,True,pass
BNB/USDT:USDT,619.673,619.673,0.86,2025-01-17 09:00:00+00:00,2025-01-18 03:50:00+00:00,720.55,706.08,0.0005,0.0005,1130,-0.02106131029967634,-13.0576509,stop_loss,677.32,-0.06,706.08,-0.02008321347950348,706.06,730.61,False,long_pullback_restart_1h_body,1.0,False,1737104400000,1737172200000,"[{'amount': 0.86, 'safe_price': 720.55, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737104400000, 'ft_is_entry': True, 'ft_order_tag': 'long_pullback_restart_1h_body', 'cost': 619.9828365}, {'amount': 0.86, 'safe_price': 706.08, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737172200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 607.5324144}]",0.0,5,2025,2025-01-17 08:00:00+00:00,6,12,0.46153846153846156,False,reject
SOL/USDT:USDT,752.9978,752.9978,4.58,2025-05-09 00:00:00+00:00,2025-05-09 04:00:00+00:00,164.41,161.132,0.0005,0.0005,240,-0.02101748451350044,-15.83403266,stop_loss,154.546,-0.06,161.132,-0.01994035000508443,161.11,164.43,False,long_1d_center_compression,1.0,False,1746748800000,1746763200000,"[{'amount': 4.58, 'safe_price': 164.41, 'ft_order_side': 'buy', 'order_filled_timestamp': 1746748800000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 753.3742989}, {'amount': 4.58, 'safe_price': 161.132, 'ft_order_side': 'sell', 'order_filled_timestamp': 1746763200000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 738.3535522799999}]",-0.0753014754015,4,2025,2025-05-08 20:00:00+00:00,11,13,0.8461538461538461,True,pass
BTC/USDT:USDT,722.596,722.596,0.007,2025-05-09 00:00:00+00:00,2025-05-12 14:25:00+00:00,103228.0,103331.3,0.0005,0.0005,5185,-0.0008726431308533523,-0.63088372,trailing_stop_loss,97034.4,-0.06,103331.3,-0.022745944391850403,102240.0,105863.1,False,long_1d_center_compression,1.0,False,1746748800000,1747059900000,"[{'amount': 0.007, 'safe_price': 103228.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1746748800000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 722.9572979999999}, {'amount': 0.007, 'safe_price': 103331.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1747059900000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 723.6807595500001}]",-0.631026167176699,0,2025,2025-05-08 20:00:00+00:00,11,13,0.8461538461538461,True,pass
BTC/USDT:USDT,657.6576,657.6576,0.006,2025-05-22 00:00:00+00:00,2025-05-23 11:45:00+00:00,109609.6,109719.3,0.0005,0.0005,2145,-0.0004704795668271996,-0.30956917,trailing_stop_loss,103033.1,-0.06,109719.3,-0.019962559656144907,109153.4,111959.5,False,long_1d_center_compression,1.0,False,1747872000000,1748000700000,"[{'amount': 0.006, 'safe_price': 109609.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1747872000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 657.9864288}, {'amount': 0.006, 'safe_price': 109719.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748000700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 658.6449579}]",-0.3097824661564453,4,2025,2025-05-21 20:00:00+00:00,11,13,0.8461538461538461,True,pass
BNB/USDT:USDT,740.949,740.949,1.1,2025-05-22 00:00:00+00:00,2025-05-23 11:50:00+00:00,673.59,674.27,0.0005,0.0005,2150,9.006912983775932e-06,0.006677,trailing_stop_loss,633.18,-0.06,674.27,-0.022792228872882347,672.0,691.66,False,long_1d_center_compression,1.0,False,1747872000000,1748001000000,"[{'amount': 1.1, 'safe_price': 673.59, 'ft_order_side': 'buy', 'order_filled_timestamp': 1747872000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 741.3194745000001}, {'amount': 1.1, 'safe_price': 674.27, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748001000000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 742.0678485}]",0.0,4,2025,2025-05-21 20:00:00+00:00,11,13,0.8461538461538461,True,pass
BNB/USDT:USDT,743.7,743.7,1.11,2025-06-10 21:00:00+00:00,2025-06-12 20:15:00+00:00,670.0,656.09,0.0005,0.0005,2835,-0.021739943461105266,-16.17607995,stop_loss,629.8,-0.06,656.09,-0.020769625991138074,656.09,674.59,False,long_pullback_restart_1h_body,1.0,False,1749589200000,1749759300000,"[{'amount': 1.11, 'safe_price': 670.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1749589200000, 'ft_is_entry': True, 'ft_order_tag': 'long_pullback_restart_1h_body', 'cost': 744.07185}, {'amount': 1.11, 'safe_price': 656.09, 'ft_order_side': 'sell', 'order_filled_timestamp': 1749759300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 728.6240299500001}]",0.0,3,2025,2025-06-10 20:00:00+00:00,4,13,0.3076923076923077,False,reject
ETH/USDT:USDT,743.35536,743.35536,0.264,2025-06-11 00:00:00+00:00,2025-06-11 09:50:00+00:00,2815.74,2759.43,0.0005,0.0005,590,-0.02117682413312582,-15.74977668,stop_loss,2646.8,-0.06,2759.43,-0.01999996698248052,2756.0,2834.23,False,long_1d_center_compression,1.0,False,1749600000000,1749635400000,"[{'amount': 0.264, 'safe_price': 2815.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1749600000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 743.72703768}, {'amount': 0.264, 'safe_price': 2759.43, 'ft_order_side': 'sell', 'order_filled_timestamp': 1749635400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 728.8537647599999}]",-0.14801424000000002,2,2025,2025-06-10 20:00:00+00:00,4,13,0.3076923076923077,False,reject
PAXG/USDT:USDT,733.44156,733.44156,0.212,2025-06-14 00:00:00+00:00,2025-06-17 14:35:00+00:00,3459.63,3390.45,0.0005,0.0005,5195,-0.020690681336903514,-15.1829933,stop_loss,3252.06,-0.06,3390.45,-0.019997148358350536,3390.0,3494.93,False,long_1d_center_compression,1.0,False,1749859200000,1750170900000,"[{'amount': 0.212, 'safe_price': 3459.63, 'ft_order_side': 'buy', 'order_filled_timestamp': 1749859200000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 733.8082807799999}, {'amount': 0.212, 'safe_price': 3390.45, 'ft_order_side': 'sell', 'order_filled_timestamp': 1750170900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 719.1347877}]",0.20927518293740321,1,2025,2025-06-13 20:00:00+00:00,1,13,0.07692307692307693,False,reject
ETH/USDT:USDT,772.18551,772.18551,0.279,2025-07-10 00:00:00+00:00,2025-07-14 03:40:00+00:00,2767.69,3049.98,0.0005,0.0005,5980,0.10000094531626247,77.2578906,roi,2601.63,-0.06,2770.46,-0.020215697300203006,2754.08,3051.91,False,long_1d_center_compression,1.0,False,1752105600000,1752464400000,"[{'amount': 0.279, 'safe_price': 2767.69, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752105600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 772.5716027550001}, {'amount': 0.279, 'safe_price': 3049.98, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752464400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 851.36989221}]",-0.6894544323922811,0,2025,2025-07-09 20:00:00+00:00,5,13,0.38461538461538464,False,reject
BTC/USDT:USDT,667.1988,667.1988,0.006,2025-07-10 00:00:00+00:00,2025-07-14 05:20:00+00:00,111199.8,122580.2,0.0005,0.0005,6080,0.10000002354941873,66.75325566,roi,104527.9,-0.06,111311.0,-0.021218899072404263,110432.2,122814.9,False,long_1d_center_compression,1.0,False,1752105600000,1752470400000,"[{'amount': 0.006, 'safe_price': 111199.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752105600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 667.5323993999999}, {'amount': 0.006, 'safe_price': 122580.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752470400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 735.8489405999999}]",-0.8278043384821507,0,2025,2025-07-09 20:00:00+00:00,5,13,0.38461538461538464,False,reject
BNB/USDT:USDT,761.793,761.793,1.11,2025-07-11 00:00:00+00:00,2025-07-14 20:15:00+00:00,686.3,686.99,0.0005,0.0005,5535,-0.0001139970161651948,-0.08688555,trailing_stop_loss,645.13,-0.06,686.99,-0.021791140412080523,679.47,708.0,False,long_1d_center_compression,1.0,False,1752192000000,1752524100000,"[{'amount': 1.11, 'safe_price': 686.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1752192000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 762.1738965}, {'amount': 1.11, 'safe_price': 686.99, 'ft_order_side': 'sell', 'order_filled_timestamp': 1752524100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 762.9401794500001}]",-0.09060960192,0,2025,2025-07-10 20:00:00+00:00,6,13,0.46153846153846156,False,reject
BNB/USDT:USDT,629.856,629.856,0.8,2025-08-07 23:00:00+00:00,2025-08-14 09:35:00+00:00,787.32,867.67,0.0005,0.0005,9275,0.10000282662992033,63.01887406,roi,740.09,-0.06,788.11,-0.020022979072630398,781.1,867.75,False,long_pullback_restart_1h_body,1.0,False,1754607600000,1755164100000,"[{'amount': 0.8, 'safe_price': 787.32, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754607600000, 'ft_is_entry': True, 'ft_order_tag': 'long_pullback_restart_1h_body', 'cost': 630.1709280000001}, {'amount': 0.8, 'safe_price': 867.67, 'ft_order_side': 'sell', 'order_filled_timestamp': 1755164100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 694.4830679999999}]",-0.5991299363973794,3,2025,2025-08-07 20:00:00+00:00,7,13,0.5384615384615384,True,pass
ETH/USDT:USDT,820.764,820.764,0.21,2025-08-08 00:00:00+00:00,2025-08-09 22:20:00+00:00,3908.4,4305.73,0.0005,0.0005,2780,0.09999886954583538,82.1165099,roi,3673.9,-0.06,3912.31,-0.024627121306178834,3876.7,4325.24,False,long_1d_center_compression,1.0,False,1754611200000,1754778000000,"[{'amount': 0.21, 'safe_price': 3908.4, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754611200000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 821.1743819999999}, {'amount': 0.21, 'safe_price': 4305.73, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754778000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 904.6554016499998}]",-0.4603064541224121,5,2025,2025-08-07 20:00:00+00:00,7,13,0.5384615384615384,True,pass
BTC/USDT:USDT,834.7871,834.7871,0.007,2025-08-11 00:00:00+00:00,2025-08-11 13:00:00+00:00,119255.3,119374.6,0.0005,0.0005,780,-0.0002019347373038328,-0.1686568,trailing_stop_loss,112100.0,-0.06,119374.6,-0.01970649554134174,118950.0,122450.0,False,long_1d_center_compression,1.0,False,1754870400000,1754917200000,"[{'amount': 0.007, 'safe_price': 119255.3, 'ft_order_side': 'buy', 'order_filled_timestamp': 1754870400000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 835.2044935499999}, {'amount': 0.007, 'safe_price': 119374.6, 'ft_order_side': 'sell', 'order_filled_timestamp': 1754917200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 836.0400111}]",-0.168552147521737,0,2025,2025-08-10 20:00:00+00:00,11,13,0.8461538461538461,True,pass
SOL/USDT:USDT,842.0144,842.0144,3.76,2025-09-11 00:00:00+00:00,2025-09-11 12:30:00+00:00,223.94,224.17,0.0005,0.0005,750,-3.1562301124515223e-06,-0.00265892,trailing_stop_loss,210.51,-0.06,224.17,-0.02111816593886473,221.59,229.0,False,long_1d_center_compression,1.0,False,1757548800000,1757593800000,"[{'amount': 3.76, 'safe_price': 223.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1757548800000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 842.4354071999999}, {'amount': 3.76, 'safe_price': 224.17, 'ft_order_side': 'sell', 'order_filled_timestamp': 1757593800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 843.3006395999998}]",-0.025012124639609945,3,2025,2025-09-10 20:00:00+00:00,7,13,0.5384615384615384,True,pass
ETH/USDT:USDT,843.23678,843.23678,0.179,2025-09-13 00:00:00+00:00,2025-09-13 16:45:00+00:00,4710.82,4616.62,0.0005,0.0005,1005,-0.021272756371831465,-17.94693957,stop_loss,4428.18,-0.06,4616.62,-0.019997944890698394,4613.07,4768.0,False,long_1d_center_compression,1.0,False,1757721600000,1757781900000,"[{'amount': 0.179, 'safe_price': 4710.82, 'ft_order_side': 'buy', 'order_filled_timestamp': 1757721600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 843.6583983899999}, {'amount': 0.179, 'safe_price': 4616.62, 'ft_order_side': 'sell', 'order_filled_timestamp': 1757781900000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 826.7881674899999}]",-0.2503336918102633,5,2025,2025-09-12 20:00:00+00:00,11,13,0.8461538461538461,True,pass
PAXG/USDT:USDT,837.588,837.588,0.223,2025-09-23 00:00:00+00:00,2025-10-10 21:15:00+00:00,3756.0,3759.76,0.0005,0.0005,25755,-0.002378283069146573,-1.99301737,trailing_stop_loss,3530.64,-0.06,3759.76,-0.020200298649821535,3722.09,4075.46,False,long_1d_center_compression,1.0,False,1758585600000,1760130900000,"[{'amount': 0.223, 'safe_price': 3756.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1758585600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 838.0067939999999}, {'amount': 0.223, 'safe_price': 3759.76, 'ft_order_side': 'sell', 'order_filled_timestamp': 1760130900000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 838.8456932400001}]",-1.9934901309970456,4,2025,2025-09-22 20:00:00+00:00,1,13,0.07692307692307693,False,reject
BNB/USDT:USDT,829.0916,829.0916,0.76,2025-10-03 00:00:00+00:00,2025-10-06 06:10:00+00:00,1090.91,1201.83,0.0005,0.0005,4690,0.10000306788564844,82.95315941,roi,1025.46,-0.06,1092.01,-0.02116249406154469,1084.5,1204.64,False,long_1d_center_compression,1.0,False,1759449600000,1759731000000,"[{'amount': 0.76, 'safe_price': 1090.91, 'ft_order_side': 'buy', 'order_filled_timestamp': 1759449600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 829.5061458}, {'amount': 0.76, 'safe_price': 1201.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1759731000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 913.8474953999998}]",-0.4747993929485669,0,2025,2025-10-02 20:00:00+00:00,5,13,0.38461538461538464,False,reject
PAXG/USDT:USDT,879.98084,879.98084,0.214,2025-11-11 00:00:00+00:00,2025-11-14 11:55:00+00:00,4112.06,4116.18,0.0005,0.0005,5035,-0.00024251959133922554,-0.2135193,trailing_stop_loss,3865.34,-0.06,4116.18,-0.021054519941969718,4082.0,4236.22,False,long_1d_center_compression,1.0,False,1762819200000,1763121300000,"[{'amount': 0.214, 'safe_price': 4112.06, 'ft_order_side': 'buy', 'order_filled_timestamp': 1762819200000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 880.42083042}, {'amount': 0.214, 'safe_price': 4116.18, 'ft_order_side': 'sell', 'order_filled_timestamp': 1763121300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 881.30295126}]",-0.2147776158759426,4,2025,2025-11-10 20:00:00+00:00,3,13,0.23076923076923078,False,reject
PAXG/USDT:USDT,963.56475,963.56475,0.225,2025-12-12 00:00:00+00:00,2025-12-29 09:00:00+00:00,4282.51,4473.2,0.0005,0.0005,25020,0.04296294593577657,41.41827905,swing_exit_long_1d,4025.56,-0.06,4286.8,-0.020790644180537998,4270.33,4575.94,False,long_1d_center_compression,1.0,False,1765497600000,1766998800000,"[{'amount': 0.225, 'safe_price': 4282.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1765497600000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 964.0465323750001}, {'amount': 0.225, 'safe_price': 4473.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1766998800000, 'ft_is_entry': False, 'ft_order_tag': 'swing_exit_long_1d', 'cost': 1006.9732349999999}]",-0.5019535735893302,0,2025,2025-12-11 20:00:00+00:00,1,13,0.07692307692307693,False,reject
PAXG/USDT:USDT,982.68078,982.68078,0.218,2026-01-07 00:00:00+00:00,2026-01-22 23:05:00+00:00,4507.71,4971.15,0.0005,0.0005,22985,0.09999960854361914,98.31682717,roi,4237.25,-0.06,4512.22,-0.021815643257422246,4420.15,4980.0,False,long_1d_center_compression,1.0,False,1767744000000,1769123100000,"[{'amount': 0.218, 'safe_price': 4507.71, 'ft_order_side': 'buy', 'order_filled_timestamp': 1767744000000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 983.1721203899999}, {'amount': 0.218, 'safe_price': 4971.15, 'ft_order_side': 'sell', 'order_filled_timestamp': 1769123100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 1084.2525553499997}]",-1.6798970926426047,3,2026,2026-01-06 20:00:00+00:00,10,13,0.7692307692307693,True,pass
BTC/USDT:USDT,1155.459,1155.459,0.015,2026-04-18 00:00:00+00:00,2026-04-18 18:35:00+00:00,77030.6,75490.0,0.0005,0.0005,1115,-0.020782389293453673,-24.02520535,stop_loss,72408.8,-0.06,75490.0,-0.02000004705922065,75481.6,77380.0,False,long_1d_center_compression,1.0,False,1776470400000,1776537300000,"[{'amount': 0.015, 'safe_price': 77030.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1776470400000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 1156.0367295}, {'amount': 0.015, 'safe_price': 75490.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776537300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 1132.9161749999998}]",0.22769915135289862,5,2026,2026-04-17 20:00:00+00:00,8,13,0.6153846153846154,True,pass
