symbol,pair,date,entry_tag,side,close,initial_stop,risk_pct,trend_up_4h,trend_down_4h,compression_width_pct,volume_ratio,body_pct_of_range,close_position,forward_ret_6h,forward_ret_24h,forward_ret_72h,mfe_24h,mae_24h
BTC,BTC/USDT:USDT,2022-11-04 05:00:00+00:00,long_pullback_restart,long,20431.9,20131.006247133315,0.014726665306050173,True,False,0.00975435471003672,1.7324274263995931,0.6953361599031128,0.7250151423379878,0.00563334785311187,0.04650570920961816,0.02054140828801998,0.05098889481643898,-0.004008437786011121
ADA,ADA/USDT:USDT,2022-11-17 09:00:00+00:00,short_compression_breakdown,short,0.3231,0.3351006628579494,0.03714225582776053,False,True,0.029712163416898786,1.6516823196931438,0.6428571428571421,0.33928571428571697,0.004976671850699832,-0.014338010982306248,-0.005233990147783141,0.015399120050282988,-0.026514010244049313
ADA,ADA/USDT:USDT,2022-11-17 09:00:00+00:00,short_pullback_restart,short,0.3231,0.3351006628579494,0.03714225582776053,False,True,0.029712163416898786,1.6516823196931438,0.6428571428571421,0.33928571428571697,0.004976671850699832,-0.014338010982306248,-0.005233990147783141,0.015399120050282988,-0.026514010244049313
TRX,TRX/USDT:USDT,2022-11-17 09:00:00+00:00,short_compression_breakdown,short,0.04918,0.05056450045661646,0.02815169696251437,False,True,0.020536803578690605,2.1979985866328455,0.6122448979591789,0.306122448979593,-0.0028386050283860653,-0.030171563794123335,-0.041885836742645566,0.010271158586688589,-0.036630754162585655
TRX,TRX/USDT:USDT,2022-11-17 09:00:00+00:00,short_pullback_restart,short,0.04918,0.05056450045661646,0.02815169696251437,False,True,0.020536803578690605,2.1979985866328455,0.6122448979591789,0.306122448979593,-0.0028386050283860653,-0.030171563794123335,-0.041885836742645566,0.010271158586688589,-0.036630754162585655
SOL,SOL/USDT:USDT,2022-11-18 14:00:00+00:00,short_pullback_restart,short,13.428,13.850873454879265,0.0314919165087328,False,True,0.026958593982722674,1.231422388523613,0.536697247706418,0.3807339449541293,0.018198362147406666,0.06309872535824557,0.12462311557788963,0.06876790830945567,-0.0042269187986651025
DOGE,DOGE/USDT:USDT,2022-11-18 17:00:00+00:00,short_pullback_restart,short,0.08388,0.0860961693313778,0.026420712105124037,False,True,0.01943252265140685,1.365182927062538,0.6559139784946229,0.27956989247311426,-0.009564293304994753,-0.00011920371915619121,0.12409541677834346,0.010967819693865177,-0.011664899257688321
NEAR,NEAR/USDT:USDT,2022-11-18 17:00:00+00:00,short_pullback_restart,short,1.769,1.852849036179064,0.04739911598590392,False,True,0.023742227247032243,5.042922291402372,0.6666666666666677,0.28985507246376535,-0.007851934941110472,0.017251293847038385,0.184069611780455,0.04058823529411759,-0.01173184357541912
ADA,ADA/USDT:USDT,2022-11-24 10:00:00+00:00,short_pullback_restart,short,0.3126,0.32182331113709495,0.02950515398942725,False,True,0.020793346129238662,1.6054175687440597,0.6428571428571421,0.23214285714285166,-0.006673021925643452,0.0022443090734209914,-0.015743073047858935,0.01790947574080115,-0.014812480302552888
BTC,BTC/USDT:USDT,2022-11-25 04:00:00+00:00,short_pullback_restart,short,16381.9,16687.12396893147,0.01863178074163998,False,True,0.01278850438593814,2.022089747752206,0.6433246073298455,0.27028795811517653,-0.005282684332287069,-0.0144387825699831,0.011147253615450659,0.003073776765431635,-0.018995035660604453
LINK,LINK/USDT:USDT,2022-12-04 23:00:00+00:00,long_compression_breakout,long,7.439,7.238636112536448,0.026934250230347068,True,False,0.022718107272482805,1.76136383553932,0.5,0.6447368421052637,0.01061970694985881,-0.022718107272482913,-0.07554778868127443,0.020701707218712118,-0.03817717435139134
LINK,LINK/USDT:USDT,2022-12-04 23:00:00+00:00,long_pullback_restart,long,7.439,7.238636112536448,0.026934250230347068,True,False,0.022718107272482805,1.76136383553932,0.5,0.6447368421052637,0.01061970694985881,-0.022718107272482913,-0.07554778868127443,0.020701707218712118,-0.03817717435139134
TRX,TRX/USDT:USDT,2022-12-05 19:00:00+00:00,short_pullback_restart,short,0.05301,0.053744229493446656,0.013850773315349075,False,True,0.010941331824184193,1.328035597157953,0.754716981132077,0.24528301886792306,-0.004693954187007132,0.00018867924528298552,-0.018515089798185502,0.009714285714285786,-0.00897363993269773
TRX,TRX/USDT:USDT,2022-12-06 05:00:00+00:00,short_pullback_restart,short,0.05261,0.05359654318776572,0.018752008891194185,False,True,0.012735221440790668,2.729693493614399,0.8666666666666712,0.11666666666665684,-0.0011391684070629626,-0.012945590994371536,-0.033614988978692195,0.00209523809523815,-0.02084496556858373
SOL,SOL/USDT:USDT,2022-12-08 00:00:00+00:00,short_compression_breakdown,short,13.363,13.749520247754747,0.028924661210412886,False,True,0.020654044750430412,1.3215630225576442,0.6492146596858643,0.1308900523560223,0.0020997375328082324,-0.020953916037804943,-0.01641395554247027,0.007919746568109787,-0.029133972682359732
SOL,SOL/USDT:USDT,2022-12-08 00:00:00+00:00,short_pullback_restart,short,13.363,13.749520247754747,0.028924661210412886,False,True,0.020654044750430412,1.3215630225576442,0.6492146596858643,0.1308900523560223,0.0020997375328082324,-0.020953916037804943,-0.01641395554247027,0.007919746568109787,-0.029133972682359732
NEAR,NEAR/USDT:USDT,2022-12-11 14:00:00+00:00,short_pullback_restart,short,1.69,1.7137485745384355,0.014052410969488519,False,True,0.011834319526627229,1.7319816001413266,0.7272727272727346,0.2727272727272654,0.01318944844124692,0.058897243107769226,-0.02199074074074081,0.08333333333333326,-0.007633587786259666
ZEC,ZEC/USDT:USDT,2022-12-11 14:00:00+00:00,long_pullback_restart,long,45.92,45.1997891750442,0.01568403364450783,True,False,0.009799651567944158,2.1818078031948724,0.8333333333333465,0.8333333333333465,-0.012848432055749148,-0.004573170731707377,0.025261324041811806,0.0030487804878049918,-0.05182926829268297
NEAR,NEAR/USDT:USDT,2022-12-11 20:00:00+00:00,short_pullback_restart,short,1.668,1.7129336190064424,0.026938620507459498,False,True,0.017386091127098404,5.523853605055708,0.75,0.21874999999999653,0.051039697542533125,0.03666873834679918,-0.0017953321364453378,0.0692307692307692,-0.0023923444976076125
ETH,ETH/USDT:USDT,2022-12-14 12:00:00+00:00,long_compression_breakout,long,1332.84,1314.4073658587367,0.013829592555192807,True,False,0.010503886437982054,1.9616012520591546,0.7426751592356682,0.8535031847133625,-1.5005552054248028e-05,-0.03484289186999179,-0.11551273971369391,0.016175985114492475,-0.03964466852735504
ETH,ETH/USDT:USDT,2022-12-14 12:00:00+00:00,long_pullback_restart,long,1332.84,1314.4073658587367,0.013829592555192807,True,False,0.010503886437982054,1.9616012520591546,0.7426751592356682,0.8535031847133625,-1.5005552054248028e-05,-0.03484289186999179,-0.11551273971369391,0.016175985114492475,-0.03964466852735504
BNB,BNB/USDT:USDT,2022-12-14 13:00:00+00:00,short_pullback_restart,short,269.87,279.37672855746877,0.03522706694878557,False,True,0.02927335383703277,1.6304720836792652,0.6203389830508445,0.2813559322033855,0.007993127404474665,0.023514241286456405,0.13529090067729577,0.03311385039430359,-0.015396402641468021
ETH,ETH/USDT:USDT,2022-12-14 14:00:00+00:00,long_pullback_restart,long,1341.34,1314.3853409700332,0.02009532186467764,True,False,0.01394128259799905,3.417743886983925,0.7825560266505059,0.8794669897032096,-0.024423337856173677,-0.05341673252121004,-0.12292930949647363,0.009736532124591912,-0.05959711929861167
BNB,BNB/USDT:USDT,2022-12-14 19:00:00+00:00,short_pullback_restart,short,267.73,277.72518552640526,0.03733308006725147,False,True,0.029992903298098728,3.0675030980347584,0.5090403337969359,0.37969401947149084,0.018410742135493985,0.02390240171332425,0.1370508791302132,0.035946447918278945,-0.004499144790659604
BNB,BNB/USDT:USDT,2022-12-15 01:00:00+00:00,short_compression_breakdown,short,262.89,274.7122426563234,0.04497030186132374,False,True,0.03457719958918169,1.551389777591348,0.5649913344887351,0.28942807625649297,-0.006987988214852359,0.009135925684234714,0.0976159659304412,0.02491228070175433,-0.016902883213043784
