portfolio,trades,profit_pct,profit_abs,profit_factor,maxdd_account_pct,cagr_pct
current_shared_max3,481,277.36798527300004,2773.67985273,2.428967175066414,4.777790591598423,
short_only_100pct,428,162.26007013999998,1622.6007014,2.058537143146901,8.627157498618121,
long_only_100pct,60,39.77238475799999,397.7238475799999,3.2265182018516363,4.3415152747739,
split_80short_20long,488,137.76253306360005,1377.6253306360004,2.09160103697391,6.780304030618625,19.387152542231554
