sample,pair,open_date,enter_tag,baseline_profit_abs,winner_profit_abs,delta_abs,baseline_exit_reason,winner_exit_reason,direction,winner_entry_order_count
5y,DOGE/USDT:USDT,2023-05-11 09:00:00+00:00,short_pullback_restart,0.02,0.02,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,DOGE/USDT:USDT,2023-09-04 22:00:00+00:00,short_pullback_restart,-8.944,-8.876,0.068,stop_loss,stop_loss,improved,1
5y,DOGE/USDT:USDT,2023-11-07 00:00:00+00:00,long_1d_center_compression,-8.615,-8.549,0.066,stop_loss,stop_loss,improved,1
5y,DOGE/USDT:USDT,2024-06-14 16:05:00+00:00,short_pullback_restart,-0.36,-0.357,0.003,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2024-06-19 15:00:00+00:00,short_pullback_restart,-10.499,-10.425,0.074,stop_loss,stop_loss,improved,1
5y,DOGE/USDT:USDT,2024-06-27 06:00:00+00:00,short_compression_breakdown,-10.035,-9.965,0.071,stop_loss,stop_loss,improved,1
5y,DOGE/USDT:USDT,2024-07-10 01:00:00+00:00,short_pullback_restart,-10.581,-10.506,0.075,stop_loss,stop_loss,improved,1
5y,DOGE/USDT:USDT,2024-08-03 16:00:00+00:00,short_pullback_restart,13.202,13.109,-0.093,partial_exit,partial_exit,worsened,1
5y,DOGE/USDT:USDT,2024-09-03 14:00:00+00:00,short_pullback_restart,30.681,30.455,-0.227,partial_exit,partial_exit,worsened,2
5y,DOGE/USDT:USDT,2024-09-05 04:00:00+00:00,short_pullback_restart,15.925,15.809,-0.117,partial_exit,partial_exit,worsened,1
5y,DOGE/USDT:USDT,2024-10-29 00:00:00+00:00,long_1d_center_compression,54.201,54.024,-0.178,roi,roi,worsened,1
5y,DOGE/USDT:USDT,2025-02-09 14:00:00+00:00,short_pullback_restart,0.022,0.022,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2025-02-18 06:00:00+00:00,short_compression_breakdown,0.003,0.003,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2025-02-23 16:00:00+00:00,short_pullback_restart,29.556,29.569,0.012,partial_exit,partial_exit,improved,2
5y,DOGE/USDT:USDT,2025-03-09 03:00:00+00:00,short_compression_breakdown,38.267,38.286,0.019,roi,roi,improved,1
5y,DOGE/USDT:USDT,2025-06-04 14:00:00+00:00,short_pullback_restart,26.075,26.135,0.06,partial_exit,partial_exit,improved,2
5y,DOGE/USDT:USDT,2025-06-12 16:00:00+00:00,short_compression_breakdown,41.826,41.919,0.093,roi,roi,improved,1
5y,DOGE/USDT:USDT,2025-09-01 00:00:00+00:00,short_pullback_restart,0.066,0.067,0.001,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2025-11-06 06:00:00+00:00,short_pullback_restart,0.047,0.047,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,short_pullback_restart,20.465,20.505,0.04,partial_exit,partial_exit,improved,1
5y,DOGE/USDT:USDT,2025-12-07 14:00:00+00:00,short_pullback_restart,0.012,0.012,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,short_pullback_restart,28.985,29.044,0.059,partial_exit,partial_exit,improved,2
5y,DOGE/USDT:USDT,2026-05-31 15:00:00+00:00,short_pullback_restart,-15.568,-15.642,-0.074,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,DOGE/USDT:USDT,2026-06-09 16:00:00+00:00,short_pullback_restart,0.119,0.12,0.001,trailing_stop_loss,trailing_stop_loss,improved,1
5y,ETH/USDT:USDT,2021-09-28 15:00:00+00:00,short_compression_breakdown,-0.011,-0.011,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2021-12-13 15:00:00+00:00,short_pullback_restart,0.341,0.778,0.437,trailing_stop_loss,trailing_stop_loss,improved,3
5y,ETH/USDT:USDT,2021-12-29 13:00:00+00:00,short_compression_breakdown,0.037,0.037,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2022-02-19 12:00:00+00:00,short_compression_breakdown,0.029,0.029,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2022-03-06 10:00:00+00:00,short_pullback_restart,0.028,0.028,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2022-04-22 16:00:00+00:00,short_compression_breakdown,-0.145,-0.145,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2022-04-29 10:00:00+00:00,short_pullback_restart,16.822,16.822,0.0,partial_exit,partial_exit,same,2
5y,ETH/USDT:USDT,2022-05-03 17:00:00+00:00,short_pullback_restart,-6.875,-6.875,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2022-05-24 14:00:00+00:00,short_compression_breakdown,-7.604,-7.537,0.067,stop_loss,stop_loss,improved,1
5y,ETH/USDT:USDT,2022-05-26 06:00:00+00:00,short_compression_breakdown,23.083,22.89,-0.192,roi,roi,worsened,1
5y,ETH/USDT:USDT,2022-09-16 14:00:00+00:00,short_compression_breakdown,18.441,18.298,-0.143,roi,roi,worsened,1
5y,ETH/USDT:USDT,2023-04-14 00:00:00+00:00,long_1d_center_compression,-0.719,-0.712,0.007,trailing_stop_loss,trailing_stop_loss,improved,1
5y,ETH/USDT:USDT,2023-08-02 15:00:00+00:00,short_pullback_restart,-0.138,-0.137,0.001,stale_loss_72h,stale_loss_72h,improved,1
5y,ETH/USDT:USDT,2023-08-17 15:00:00+00:00,short_pullback_restart,40.173,39.817,-0.356,roi,roi,worsened,1
5y,ETH/USDT:USDT,2023-08-24 15:00:00+00:00,short_pullback_restart,-3.962,-3.932,0.03,stale_loss_72h,stale_loss_72h,improved,1
5y,ETH/USDT:USDT,2023-10-12 10:00:00+00:00,short_pullback_restart,-8.399,-8.338,0.061,stop_loss,stop_loss,improved,1
5y,ETH/USDT:USDT,2023-11-10 00:00:00+00:00,long_1d_center_compression,-9.11,-9.064,0.046,stop_loss,stop_loss,improved,1
5y,ETH/USDT:USDT,2023-12-05 00:00:00+00:00,long_1d_center_compression,-8.755,-8.661,0.095,stop_loss,stop_loss,improved,1
5y,ETH/USDT:USDT,2024-01-29 14:00:00+00:00,short_pullback_restart,-7.466,-7.389,0.077,stop_loss,stop_loss,improved,1
5y,ETH/USDT:USDT,2024-05-10 15:00:00+00:00,short_pullback_restart,-1.38,-1.362,0.018,stale_loss_72h,stale_loss_72h,improved,2
5y,ETH/USDT:USDT,2024-07-04 02:00:00+00:00,short_compression_breakdown,25.662,25.662,0.0,roi,roi,same,1
5y,ETH/USDT:USDT,2024-07-07 08:00:00+00:00,short_pullback_restart,0.103,0.102,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ETH/USDT:USDT,2024-09-03 09:00:00+00:00,short_pullback_restart,28.26,28.077,-0.184,partial_exit,partial_exit,worsened,1
5y,ETH/USDT:USDT,2025-01-28 17:00:00+00:00,short_pullback_restart,0.053,0.053,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2025-02-01 20:00:00+00:00,short_compression_breakdown,38.962,38.962,0.0,roi,roi,same,1
5y,ETH/USDT:USDT,2025-02-09 22:00:00+00:00,short_pullback_restart,-13.987,-13.987,0.0,stop_loss,stop_loss,same,1
5y,ETH/USDT:USDT,2025-02-26 13:00:00+00:00,short_pullback_restart,-0.0,0.002,0.003,trailing_stop_loss,trailing_stop_loss,improved,3
5y,ETH/USDT:USDT,2025-04-05 13:00:00+00:00,short_pullback_restart,44.896,44.896,0.0,partial_exit,partial_exit,same,2
5y,ETH/USDT:USDT,2025-06-11 00:00:00+00:00,long_1d_center_compression,-14.974,-14.974,0.0,stop_loss,stop_loss,same,1
5y,ETH/USDT:USDT,2025-06-22 14:00:00+00:00,short_pullback_restart,0.015,0.015,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2025-07-10 00:00:00+00:00,long_1d_center_compression,73.658,73.935,0.277,roi,roi,improved,1
5y,ETH/USDT:USDT,2025-08-08 00:00:00+00:00,long_1d_center_compression,78.597,78.597,0.0,roi,roi,same,1
5y,ETH/USDT:USDT,2025-09-13 00:00:00+00:00,long_1d_center_compression,-16.644,-16.744,-0.1,stop_loss,stop_loss,worsened,1
5y,ETH/USDT:USDT,2025-10-29 16:00:00+00:00,short_compression_breakdown,0.032,0.032,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2025-10-30 13:00:00+00:00,short_compression_breakdown,-0.014,-0.014,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ETH/USDT:USDT,2025-11-06 13:00:00+00:00,short_pullback_restart,0.393,0.393,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,ETH/USDT:USDT,2025-11-20 16:00:00+00:00,short_pullback_restart,31.136,31.23,0.094,partial_exit,partial_exit,improved,3
5y,ETH/USDT:USDT,2026-01-25 04:00:00+00:00,short_pullback_restart,0.042,0.042,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,ETH/USDT:USDT,2026-02-17 15:00:00+00:00,short_pullback_restart,-22.427,-22.49,-0.062,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ETH/USDT:USDT,2026-03-27 11:00:00+00:00,short_pullback_restart,-0.205,-0.205,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ETH/USDT:USDT,2026-06-05 03:00:00+00:00,short_pullback_restart,63.961,64.307,0.346,roi,roi,improved,1
5y,ETH/USDT:USDT,2026-06-09 15:00:00+00:00,short_pullback_restart,-0.105,-0.106,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2022-03-06 04:00:00+00:00,short_pullback_restart,9.898,9.918,0.02,partial_exit,partial_exit,improved,2
5y,LINK/USDT:USDT,2022-03-14 18:00:00+00:00,short_pullback_restart,-9.792,-9.801,-0.01,trailing_stop_loss,trailing_stop_loss,worsened,2
5y,LINK/USDT:USDT,2022-08-22 07:00:00+00:00,short_pullback_restart,-7.761,-7.687,0.074,trailing_stop_loss,trailing_stop_loss,improved,2
5y,LINK/USDT:USDT,2022-08-26 06:00:00+00:00,short_compression_breakdown,0.024,0.024,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2022-10-21 09:00:00+00:00,short_compression_breakdown,-7.332,-7.274,0.058,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2022-12-29 20:00:00+00:00,short_pullback_restart,-0.447,-0.443,0.004,stale_loss_72h,stale_loss_72h,improved,2
5y,LINK/USDT:USDT,2023-03-08 14:00:00+00:00,short_pullback_restart,11.357,11.264,-0.092,partial_exit,partial_exit,worsened,2
5y,LINK/USDT:USDT,2023-05-21 11:00:00+00:00,short_pullback_restart,0.087,0.086,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2023-05-23 19:00:00+00:00,short_pullback_restart,0.656,1.161,0.505,stale_loss_72h,stale_loss_72h,improved,3
5y,LINK/USDT:USDT,2023-06-07 10:00:00+00:00,short_pullback_restart,14.591,14.479,-0.112,partial_exit,partial_exit,worsened,1
5y,LINK/USDT:USDT,2023-06-11 14:00:00+00:00,short_pullback_restart,-9.09,-9.018,0.071,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2023-06-16 12:00:00+00:00,short_pullback_restart,-8.785,-8.715,0.069,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2023-06-19 11:00:00+00:00,short_compression_breakdown,-7.9,-7.839,0.061,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2023-08-21 11:00:00+00:00,short_pullback_restart,0.062,0.061,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2023-09-01 18:00:00+00:00,short_pullback_restart,-9.54,-9.467,0.073,stop_loss,stop_loss,improved,1
5y,LINK/USDT:USDT,2024-02-12 00:00:00+00:00,long_1d_center_compression,-0.026,-0.026,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2024-04-27 17:00:00+00:00,short_compression_breakdown,-10.231,-10.156,0.075,stop_loss,stop_loss,improved,1
5y,LINK/USDT:USDT,2024-04-28 23:00:00+00:00,short_pullback_restart,22.616,22.449,-0.167,partial_exit,partial_exit,worsened,2
5y,LINK/USDT:USDT,2024-05-11 21:00:00+00:00,short_pullback_restart,0.093,0.092,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2024-06-13 16:00:00+00:00,short_compression_breakdown,0.123,0.122,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2024-06-15 21:00:00+00:00,short_pullback_restart,-9.496,-9.429,0.067,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2024-07-11 04:00:00+00:00,short_pullback_restart,-10.478,-10.403,0.075,stop_loss,stop_loss,improved,1
5y,LINK/USDT:USDT,2024-07-25 19:00:00+00:00,short_compression_breakdown,-9.355,-9.288,0.067,stop_loss,stop_loss,improved,1
5y,LINK/USDT:USDT,2024-07-31 20:00:00+00:00,short_pullback_restart,-0.015,-0.014,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2024-10-09 21:00:00+00:00,short_compression_breakdown,-11.686,-11.646,0.04,trailing_stop_loss,trailing_stop_loss,improved,1
5y,LINK/USDT:USDT,2024-10-13 15:00:00+00:00,short_pullback_restart,-11.921,-11.884,0.038,stop_loss,stop_loss,improved,1
5y,LINK/USDT:USDT,2025-02-06 15:00:00+00:00,short_pullback_restart,0.234,0.013,-0.222,trailing_stop_loss,trailing_stop_loss,worsened,3
5y,LINK/USDT:USDT,2025-02-24 03:00:00+00:00,short_pullback_restart,24.278,24.297,0.019,partial_exit,partial_exit,improved,1
5y,LINK/USDT:USDT,2025-03-02 14:00:00+00:00,short_pullback_restart,-15.406,-15.417,-0.011,stop_loss,stop_loss,worsened,1
5y,LINK/USDT:USDT,2025-06-01 10:00:00+00:00,short_pullback_restart,-14.705,-14.742,-0.037,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,LINK/USDT:USDT,2025-07-01 19:00:00+00:00,short_compression_breakdown,-15.943,-15.982,-0.039,stop_loss,stop_loss,worsened,1
5y,LINK/USDT:USDT,2026-01-31 09:00:00+00:00,short_pullback_restart,48.14,48.244,0.105,roi,roi,improved,1
5y,LINK/USDT:USDT,2026-02-19 14:00:00+00:00,short_compression_breakdown,-21.684,-21.726,-0.041,stop_loss,stop_loss,worsened,1
5y,LINK/USDT:USDT,2026-06-05 03:00:00+00:00,short_pullback_restart,55.517,55.79,0.273,roi,roi,improved,1
5y,LINK/USDT:USDT,2026-06-07 20:00:00+00:00,short_pullback_restart,-27.09,-27.222,-0.132,stop_loss,stop_loss,worsened,1
5y,NEAR/USDT:USDT,2022-02-13 18:00:00+00:00,short_pullback_restart,0.22,0.529,0.31,trailing_stop_loss,trailing_stop_loss,improved,3
5y,NEAR/USDT:USDT,2022-09-20 10:00:00+00:00,short_pullback_restart,0.002,0.002,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,NEAR/USDT:USDT,2022-09-26 06:00:00+00:00,short_compression_breakdown,-7.349,-7.202,0.147,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2022-09-27 16:00:00+00:00,short_pullback_restart,14.582,15.911,1.328,partial_exit,partial_exit,improved,3
5y,NEAR/USDT:USDT,2022-10-07 13:00:00+00:00,short_compression_breakdown,0.18,0.18,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,NEAR/USDT:USDT,2022-10-13 02:00:00+00:00,short_compression_breakdown,27.621,27.31,-0.31,roi,roi,worsened,1
5y,NEAR/USDT:USDT,2022-10-16 00:00:00+00:00,short_pullback_restart,-8.131,-8.131,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2022-11-18 18:00:00+00:00,short_pullback_restart,9.846,9.742,-0.104,partial_exit,partial_exit,worsened,2
5y,NEAR/USDT:USDT,2022-12-11 15:00:00+00:00,short_pullback_restart,30.641,30.313,-0.328,partial_exit,partial_exit,worsened,2
5y,NEAR/USDT:USDT,2022-12-16 09:00:00+00:00,short_pullback_restart,-0.26,-0.258,0.002,trailing_stop_loss,trailing_stop_loss,improved,1
5y,NEAR/USDT:USDT,2022-12-25 10:00:00+00:00,short_pullback_restart,-7.219,-7.143,0.075,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2023-05-01 15:00:00+00:00,short_compression_breakdown,0.23,0.229,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,NEAR/USDT:USDT,2023-06-01 03:00:00+00:00,short_compression_breakdown,-8.233,-8.193,0.04,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2023-07-10 01:00:00+00:00,short_compression_breakdown,-8.591,-8.49,0.101,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2023-07-27 19:00:00+00:00,short_pullback_restart,-8.626,-8.551,0.075,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2023-08-06 14:00:00+00:00,short_pullback_restart,-7.717,-7.697,0.02,trailing_stop_loss,trailing_stop_loss,improved,2
5y,NEAR/USDT:USDT,2023-08-21 11:00:00+00:00,short_pullback_restart,0.215,0.213,-0.002,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,NEAR/USDT:USDT,2023-08-22 18:00:00+00:00,short_pullback_restart,-9.651,-9.577,0.074,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2023-12-03 00:00:00+00:00,long_1d_center_compression,-8.734,-8.692,0.042,stop_loss,stop_loss,improved,1
5y,NEAR/USDT:USDT,2024-01-21 16:00:00+00:00,short_pullback_restart,36.355,36.056,-0.299,roi,roi,worsened,2
5y,NEAR/USDT:USDT,2024-03-26 00:00:00+00:00,long_1d_center_compression,-1.027,-1.027,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,NEAR/USDT:USDT,2024-08-19 00:00:00+00:00,short_pullback_restart,-13.236,-13.236,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,NEAR/USDT:USDT,2024-11-02 13:00:00+00:00,short_compression_breakdown,0.061,0.061,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,NEAR/USDT:USDT,2024-12-30 14:00:00+00:00,short_pullback_restart,0.092,0.092,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,NEAR/USDT:USDT,2025-01-15 10:00:00+00:00,short_pullback_restart,-12.958,-12.958,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2025-01-26 22:00:00+00:00,short_pullback_restart,19.626,19.626,0.0,partial_exit,partial_exit,same,1
5y,NEAR/USDT:USDT,2025-06-01 10:00:00+00:00,short_pullback_restart,-14.178,-14.264,-0.086,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,NEAR/USDT:USDT,2025-06-02 10:00:00+00:00,short_pullback_restart,-15.26,-15.26,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2025-06-21 14:00:00+00:00,short_pullback_restart,43.269,43.473,0.204,roi,roi,improved,1
5y,NEAR/USDT:USDT,2025-08-21 12:00:00+00:00,short_pullback_restart,0.185,0.186,0.001,trailing_stop_loss,trailing_stop_loss,improved,1
5y,NEAR/USDT:USDT,2025-08-22 12:00:00+00:00,short_compression_breakdown,-16.894,-16.894,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2025-08-31 23:00:00+00:00,short_pullback_restart,-17.084,-17.084,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,NEAR/USDT:USDT,2025-11-02 15:00:00+00:00,short_pullback_restart,-17.813,-17.813,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2025-11-28 02:00:00+00:00,short_pullback_restart,-18.757,-18.757,0.0,stop_loss,stop_loss,same,1
5y,NEAR/USDT:USDT,2025-11-29 15:00:00+00:00,short_compression_breakdown,72.951,73.137,0.186,roi,roi,improved,1
5y,NEAR/USDT:USDT,2026-01-20 07:00:00+00:00,short_pullback_restart,0.213,0.214,0.001,trailing_stop_loss,trailing_stop_loss,improved,1
5y,NEAR/USDT:USDT,2026-02-04 14:00:00+00:00,short_pullback_restart,0.31,0.304,-0.006,trailing_stop_loss,trailing_stop_loss,worsened,2
5y,NEAR/USDT:USDT,2026-02-24 14:00:00+00:00,short_compression_breakdown,-18.755,-18.803,-0.048,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,NEAR/USDT:USDT,2026-04-02 02:00:00+00:00,short_pullback_restart,0.759,0.762,0.003,trailing_stop_loss,trailing_stop_loss,improved,2
5y,PAXG/USDT:USDT,2025-06-14 00:00:00+00:00,long_1d_center_compression,-14.467,-14.538,-0.072,stop_loss,stop_loss,worsened,1
5y,PAXG/USDT:USDT,2025-09-23 00:00:00+00:00,long_1d_center_compression,-1.85,-1.859,-0.009,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,PAXG/USDT:USDT,2025-11-11 00:00:00+00:00,long_1d_center_compression,-0.2,-0.2,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,PAXG/USDT:USDT,2025-12-12 00:00:00+00:00,long_1d_center_compression,38.657,38.657,0.0,swing_exit_long_1d,swing_exit_long_1d,same,1
5y,PAXG/USDT:USDT,2026-01-07 00:00:00+00:00,long_1d_center_compression,91.552,92.003,0.451,roi,roi,improved,1
5y,SOL/USDT:USDT,2022-02-13 17:00:00+00:00,short_pullback_restart,0.163,0.163,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,SOL/USDT:USDT,2022-03-14 18:00:00+00:00,short_pullback_restart,-9.561,-9.561,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,SOL/USDT:USDT,2022-05-03 17:00:00+00:00,short_pullback_restart,-7.735,-7.735,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,SOL/USDT:USDT,2022-10-10 17:00:00+00:00,short_pullback_restart,15.279,15.04,-0.239,partial_exit,partial_exit,worsened,2
5y,SOL/USDT:USDT,2022-10-19 23:00:00+00:00,short_pullback_restart,0.025,0.025,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2022-10-20 18:00:00+00:00,short_pullback_restart,0.014,0.014,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2022-11-18 15:00:00+00:00,short_pullback_restart,12.357,12.256,-0.101,partial_exit,partial_exit,worsened,1
5y,SOL/USDT:USDT,2022-12-08 01:00:00+00:00,short_compression_breakdown,-8.049,-7.982,0.066,stop_loss,stop_loss,improved,1
5y,SOL/USDT:USDT,2023-03-04 16:00:00+00:00,short_pullback_restart,0.041,0.041,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2023-03-27 15:00:00+00:00,short_compression_breakdown,-0.249,-0.247,0.002,trailing_stop_loss,trailing_stop_loss,improved,1
5y,SOL/USDT:USDT,2023-04-07 08:00:00+00:00,short_pullback_restart,0.063,0.062,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2023-05-24 04:00:00+00:00,short_pullback_restart,0.079,0.079,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2023-08-24 15:00:00+00:00,short_pullback_restart,-0.38,-0.377,0.003,trailing_stop_loss,trailing_stop_loss,improved,2
5y,SOL/USDT:USDT,2024-02-09 00:00:00+00:00,long_1d_center_compression,42.043,41.426,-0.617,roi,roi,worsened,1
5y,SOL/USDT:USDT,2024-06-06 00:00:00+00:00,long_1d_center_compression,-10.555,-10.48,0.075,stop_loss,stop_loss,improved,1
5y,SOL/USDT:USDT,2024-06-13 16:00:00+00:00,short_compression_breakdown,0.205,0.203,-0.003,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2024-10-21 00:00:00+00:00,long_1d_center_compression,-0.107,-0.107,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,SOL/USDT:USDT,2024-12-18 20:00:00+00:00,short_compression_breakdown,0.001,0.001,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,SOL/USDT:USDT,2025-02-05 16:00:00+00:00,short_compression_breakdown,-0.052,-0.052,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,SOL/USDT:USDT,2025-02-06 15:00:00+00:00,short_pullback_restart,0.029,0.029,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,SOL/USDT:USDT,2025-02-16 14:00:00+00:00,short_pullback_restart,43.808,43.808,0.0,roi,roi,same,1
5y,SOL/USDT:USDT,2025-02-24 02:00:00+00:00,short_compression_breakdown,34.485,34.485,0.0,roi,roi,same,1
5y,SOL/USDT:USDT,2025-03-30 14:00:00+00:00,short_pullback_restart,-15.494,-15.494,0.0,stop_loss,stop_loss,same,1
5y,SOL/USDT:USDT,2025-04-05 14:00:00+00:00,short_pullback_restart,20.99,24.445,3.455,partial_exit,partial_exit,improved,3
5y,SOL/USDT:USDT,2025-05-09 00:00:00+00:00,long_1d_center_compression,-15.004,-15.039,-0.035,stop_loss,stop_loss,worsened,1
5y,SOL/USDT:USDT,2025-06-05 14:00:00+00:00,short_pullback_restart,0.346,0.346,0.0,stale_loss_72h,stale_loss_72h,same,2
5y,SOL/USDT:USDT,2025-06-19 15:00:00+00:00,short_pullback_restart,-15.97,-16.014,-0.044,stop_loss,stop_loss,worsened,1
5y,SOL/USDT:USDT,2025-06-21 18:00:00+00:00,short_pullback_restart,27.689,27.765,0.076,partial_exit,partial_exit,improved,1
5y,SOL/USDT:USDT,2025-09-11 00:00:00+00:00,long_1d_center_compression,-0.002,-0.002,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,SOL/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,-18.593,-18.635,-0.042,stop_loss,stop_loss,worsened,1
5y,SOL/USDT:USDT,2025-10-20 17:00:00+00:00,short_pullback_restart,-0.039,-0.039,0.0,trailing_stop_loss,trailing_stop_loss,same,2
5y,SOL/USDT:USDT,2025-12-21 02:00:00+00:00,short_pullback_restart,-13.437,-13.474,-0.037,stop_loss,stop_loss,worsened,1
5y,SOL/USDT:USDT,2026-01-27 14:00:00+00:00,short_pullback_restart,-17.679,-17.725,-0.046,stop_loss,stop_loss,worsened,1
5y,SOL/USDT:USDT,2026-02-03 15:00:00+00:00,short_pullback_restart,-0.038,-0.038,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2026-03-07 20:00:00+00:00,short_compression_breakdown,-0.292,-0.292,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SOL/USDT:USDT,2026-05-31 15:00:00+00:00,short_pullback_restart,58.495,58.788,0.293,partial_exit,partial_exit,improved,1
5y,SUI/USDT:USDT,2023-07-26 17:00:00+00:00,short_pullback_restart,-9.1,-9.03,0.07,stop_loss,stop_loss,improved,1
5y,SUI/USDT:USDT,2023-07-30 20:00:00+00:00,short_pullback_restart,-0.295,-0.293,0.002,trailing_stop_loss,trailing_stop_loss,improved,1
5y,SUI/USDT:USDT,2023-09-11 09:00:00+00:00,short_compression_breakdown,-0.013,-0.013,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
