sample,pair,open_date,enter_tag,baseline_profit_abs,winner_profit_abs,delta_abs,baseline_exit_reason,winner_exit_reason,direction,winner_entry_order_count
5y,SUI/USDT:USDT,2023-09-17 18:00:00+00:00,short_compression_breakdown,0.041,0.041,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SUI/USDT:USDT,2023-10-09 09:00:00+00:00,short_pullback_restart,18.081,17.944,-0.137,partial_exit,partial_exit,worsened,1
5y,SUI/USDT:USDT,2024-03-28 00:00:00+00:00,long_1d_center_compression,-0.941,-0.934,0.007,trailing_stop_loss,trailing_stop_loss,improved,1
5y,SUI/USDT:USDT,2024-06-02 10:00:00+00:00,short_pullback_restart,-10.804,-10.727,0.077,stop_loss,stop_loss,improved,1
5y,SUI/USDT:USDT,2024-06-29 23:00:00+00:00,short_pullback_restart,-10.184,-10.113,0.071,stop_loss,stop_loss,improved,1
5y,SUI/USDT:USDT,2024-07-30 15:00:00+00:00,short_compression_breakdown,0.02,0.019,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SUI/USDT:USDT,2025-01-26 21:00:00+00:00,short_pullback_restart,59.843,66.761,6.917,roi,roi,improved,3
5y,SUI/USDT:USDT,2025-02-16 14:00:00+00:00,short_compression_breakdown,-0.036,-0.036,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SUI/USDT:USDT,2025-04-19 17:00:00+00:00,short_pullback_restart,-14.485,-14.519,-0.034,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,SUI/USDT:USDT,2025-06-04 11:00:00+00:00,short_pullback_restart,0.539,0.541,0.003,trailing_stop_loss,trailing_stop_loss,improved,2
5y,SUI/USDT:USDT,2025-08-29 08:00:00+00:00,short_compression_breakdown,0.043,0.044,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,SUI/USDT:USDT,2025-09-24 04:00:00+00:00,short_pullback_restart,-17.076,-17.122,-0.046,stop_loss,stop_loss,worsened,1
5y,SUI/USDT:USDT,2025-09-25 01:00:00+00:00,short_pullback_restart,35.628,35.718,0.09,partial_exit,partial_exit,improved,2
5y,SUI/USDT:USDT,2025-09-30 16:00:00+00:00,short_compression_breakdown,-16.884,-16.92,-0.036,stop_loss,stop_loss,worsened,1
5y,SUI/USDT:USDT,2025-11-19 06:00:00+00:00,short_pullback_restart,18.445,18.487,0.042,partial_exit,partial_exit,improved,1
5y,SUI/USDT:USDT,2025-12-11 15:00:00+00:00,short_compression_breakdown,-19.159,-19.201,-0.042,stop_loss,stop_loss,worsened,1
5y,SUI/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,0.049,0.049,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,2
5y,TAO/USDT:USDT,2024-06-10 05:00:00+00:00,short_pullback_restart,0.031,0.031,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,TAO/USDT:USDT,2024-06-22 20:00:00+00:00,short_pullback_restart,-10.448,-10.373,0.075,stop_loss,stop_loss,improved,1
5y,TAO/USDT:USDT,2024-11-02 13:00:00+00:00,short_pullback_restart,33.561,33.947,0.386,roi,roi,improved,3
5y,TAO/USDT:USDT,2025-01-15 10:00:00+00:00,short_pullback_restart,-13.153,-13.113,0.04,stop_loss,stop_loss,improved,1
5y,TAO/USDT:USDT,2025-08-28 17:00:00+00:00,short_pullback_restart,0.13,0.13,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,TAO/USDT:USDT,2025-09-04 16:00:00+00:00,short_compression_breakdown,-15.625,-15.653,-0.028,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,TAO/USDT:USDT,2025-09-23 18:00:00+00:00,short_pullback_restart,22.122,22.184,0.063,partial_exit,partial_exit,improved,1
5y,TAO/USDT:USDT,2025-11-29 18:00:00+00:00,short_compression_breakdown,70.025,70.172,0.147,roi,roi,improved,1
5y,TAO/USDT:USDT,2025-12-17 06:00:00+00:00,short_pullback_restart,0.034,0.034,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,TAO/USDT:USDT,2026-01-25 05:00:00+00:00,short_pullback_restart,-0.011,-0.011,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,TAO/USDT:USDT,2026-01-29 02:00:00+00:00,short_pullback_restart,68.266,68.406,0.14,roi,roi,improved,2
5y,TAO/USDT:USDT,2026-02-03 15:00:00+00:00,short_pullback_restart,0.05,0.05,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,TAO/USDT:USDT,2026-02-22 13:00:00+00:00,short_compression_breakdown,-0.283,-0.284,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2021-09-07 00:00:00+00:00,long_1d_center_compression,-7.298,-7.298,0.0,stop_loss,stop_loss,same,1
5y,XRP/USDT:USDT,2021-11-28 02:00:00+00:00,short_pullback_restart,0.334,0.241,-0.092,trailing_stop_loss,trailing_stop_loss,worsened,3
5y,XRP/USDT:USDT,2021-12-16 20:00:00+00:00,short_pullback_restart,0.09,0.09,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2021-12-29 08:00:00+00:00,short_compression_breakdown,0.032,0.032,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2022-01-02 05:00:00+00:00,short_pullback_restart,-7.271,-7.259,0.011,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2022-01-08 17:00:00+00:00,short_pullback_restart,10.648,12.862,2.215,partial_exit,partial_exit,improved,3
5y,XRP/USDT:USDT,2022-04-29 10:00:00+00:00,short_compression_breakdown,27.417,27.448,0.032,roi,roi,improved,1
5y,XRP/USDT:USDT,2022-05-03 17:00:00+00:00,short_pullback_restart,0.083,-10.694,-10.777,trailing_stop_loss,trailing_stop_loss,worsened,3
5y,XRP/USDT:USDT,2022-08-20 19:00:00+00:00,short_pullback_restart,-7.864,-7.789,0.075,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2022-08-30 15:00:00+00:00,short_pullback_restart,-5.156,-5.107,0.049,stale_loss_72h,stale_loss_72h,improved,1
5y,XRP/USDT:USDT,2023-01-01 00:00:00+00:00,short_pullback_restart,37.752,37.444,-0.309,roi,roi,worsened,1
5y,XRP/USDT:USDT,2023-03-02 15:00:00+00:00,short_pullback_restart,-5.658,-5.608,0.049,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2023-03-05 20:00:00+00:00,short_pullback_restart,0.076,0.075,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2023-05-11 09:00:00+00:00,short_pullback_restart,0.039,0.039,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2023-08-22 14:00:00+00:00,short_pullback_restart,0.062,0.061,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2023-09-01 17:00:00+00:00,short_compression_breakdown,-9.365,-9.294,0.071,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2023-09-06 15:00:00+00:00,short_pullback_restart,-6.122,-6.076,0.046,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2023-10-12 09:00:00+00:00,short_pullback_restart,-9.265,-9.193,0.071,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2024-01-19 15:00:00+00:00,short_compression_breakdown,0.084,0.083,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2024-01-22 00:00:00+00:00,short_pullback_restart,21.584,21.425,-0.159,partial_exit,partial_exit,worsened,1
5y,XRP/USDT:USDT,2024-01-25 13:00:00+00:00,short_pullback_restart,-7.523,-7.468,0.055,trailing_stop_loss,trailing_stop_loss,improved,1
5y,XRP/USDT:USDT,2024-04-25 11:00:00+00:00,short_compression_breakdown,-9.428,-9.359,0.069,trailing_stop_loss,trailing_stop_loss,improved,1
5y,XRP/USDT:USDT,2024-04-30 09:00:00+00:00,short_pullback_restart,0.052,0.052,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2024-05-10 15:00:00+00:00,short_pullback_restart,0.19,0.188,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2024-06-13 16:00:00+00:00,short_compression_breakdown,0.308,0.305,-0.002,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2024-06-26 11:00:00+00:00,short_pullback_restart,-7.821,-7.766,0.055,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2024-06-29 23:00:00+00:00,short_pullback_restart,-5.447,-5.408,0.038,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2024-09-05 04:00:00+00:00,short_pullback_restart,31.954,38.241,6.288,partial_exit,partial_exit,improved,3
5y,XRP/USDT:USDT,2024-09-29 00:00:00+00:00,long_1d_center_compression,-0.266,-0.265,0.001,trailing_stop_loss,trailing_stop_loss,improved,1
5y,XRP/USDT:USDT,2024-10-09 21:00:00+00:00,short_pullback_restart,-12.213,-12.173,0.04,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2024-10-23 08:00:00+00:00,short_compression_breakdown,0.184,0.184,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2024-11-03 03:00:00+00:00,short_pullback_restart,-12.431,-12.388,0.043,stop_loss,stop_loss,improved,1
5y,XRP/USDT:USDT,2024-11-23 00:00:00+00:00,long_1d_center_compression,56.793,56.616,-0.177,roi,roi,worsened,1
5y,XRP/USDT:USDT,2024-11-30 00:00:00+00:00,long_1d_center_compression,-0.036,-0.036,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,XRP/USDT:USDT,2025-05-30 17:00:00+00:00,short_pullback_restart,0.026,0.026,0.0,trailing_stop_loss,trailing_stop_loss,improved,1
5y,XRP/USDT:USDT,2025-06-05 07:00:00+00:00,short_pullback_restart,32.809,32.88,0.071,partial_exit,partial_exit,improved,1
5y,XRP/USDT:USDT,2025-09-04 20:00:00+00:00,short_pullback_restart,-17.638,-17.684,-0.047,stop_loss,stop_loss,worsened,1
5y,XRP/USDT:USDT,2025-09-25 18:00:00+00:00,short_compression_breakdown,-10.775,-10.801,-0.026,stale_loss_72h,stale_loss_72h,worsened,1
5y,XRP/USDT:USDT,2025-10-09 17:00:00+00:00,short_compression_breakdown,64.251,64.417,0.167,roi,roi,improved,1
5y,XRP/USDT:USDT,2025-10-19 09:00:00+00:00,short_pullback_restart,-17.279,-17.318,-0.039,stop_loss,stop_loss,worsened,1
5y,XRP/USDT:USDT,2025-11-20 16:00:00+00:00,short_pullback_restart,37.121,37.179,0.057,partial_exit,partial_exit,improved,3
5y,XRP/USDT:USDT,2025-12-05 10:00:00+00:00,short_compression_breakdown,-0.177,-0.177,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2025-12-14 11:00:00+00:00,short_pullback_restart,-0.158,-0.159,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,XRP/USDT:USDT,2025-12-15 14:00:00+00:00,short_pullback_restart,36.032,36.111,0.079,partial_exit,partial_exit,improved,1
5y,XRP/USDT:USDT,2025-12-28 19:00:00+00:00,short_pullback_restart,-12.844,-12.873,-0.029,stop_loss,stop_loss,worsened,1
5y,XRP/USDT:USDT,2026-01-22 14:00:00+00:00,short_pullback_restart,58.388,58.508,0.12,partial_exit,partial_exit,improved,2
5y,XRP/USDT:USDT,2026-01-29 03:00:00+00:00,short_pullback_restart,41.651,41.753,0.102,partial_exit,partial_exit,improved,1
5y,XRP/USDT:USDT,2026-02-22 13:00:00+00:00,short_pullback_restart,67.916,68.058,0.142,partial_exit,partial_exit,improved,2
5y,XRP/USDT:USDT,2026-03-22 00:00:00+00:00,short_pullback_restart,-0.014,-0.014,0.0,trailing_stop_loss,trailing_stop_loss,improved,2
5y,XRP/USDT:USDT,2026-03-24 17:00:00+00:00,short_compression_breakdown,-23.694,-23.744,-0.05,stop_loss,stop_loss,worsened,1
5y,XRP/USDT:USDT,2026-03-26 06:00:00+00:00,short_pullback_restart,45.595,45.685,0.09,partial_exit,partial_exit,improved,1
5y,XRP/USDT:USDT,2026-04-02 02:00:00+00:00,short_pullback_restart,-0.333,0.313,0.647,trailing_stop_loss,stale_loss_72h,improved,3
5y,XRP/USDT:USDT,2026-05-22 07:00:00+00:00,short_pullback_restart,-0.241,-0.242,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,2
5y,XRP/USDT:USDT,2026-05-25 23:00:00+00:00,short_pullback_restart,57.045,57.325,0.28,partial_exit,partial_exit,improved,1
5y,XRP/USDT:USDT,2026-06-03 20:00:00+00:00,short_pullback_restart,32.476,32.63,0.154,partial_exit,partial_exit,improved,2
5y,ZEC/USDT:USDT,2021-08-24 00:00:00+00:00,long_1d_center_compression,-0.111,-0.111,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ZEC/USDT:USDT,2021-09-06 00:00:00+00:00,long_1d_center_compression,-7.893,-7.893,0.0,stop_loss,stop_loss,same,1
5y,ZEC/USDT:USDT,2021-09-27 14:00:00+00:00,short_pullback_restart,12.664,12.664,0.0,partial_exit,partial_exit,same,2
5y,ZEC/USDT:USDT,2021-11-10 00:00:00+00:00,long_1d_center_compression,-2.983,-2.983,0.0,trailing_stop_loss,trailing_stop_loss,same,1
5y,ZEC/USDT:USDT,2021-12-31 17:00:00+00:00,short_pullback_restart,12.064,12.048,-0.016,partial_exit,partial_exit,worsened,2
5y,ZEC/USDT:USDT,2022-04-16 16:00:00+00:00,short_pullback_restart,11.732,11.747,0.014,partial_exit,partial_exit,improved,1
5y,ZEC/USDT:USDT,2022-08-30 14:00:00+00:00,short_pullback_restart,18.012,17.816,-0.196,partial_exit,partial_exit,worsened,3
5y,ZEC/USDT:USDT,2022-09-16 14:00:00+00:00,short_compression_breakdown,0.017,0.017,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2022-09-18 10:00:00+00:00,short_pullback_restart,0.114,0.113,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2022-10-14 15:00:00+00:00,short_pullback_restart,-8.206,-8.142,0.064,trailing_stop_loss,trailing_stop_loss,improved,2
5y,ZEC/USDT:USDT,2023-04-25 08:00:00+00:00,short_pullback_restart,-8.997,-8.923,0.073,stop_loss,stop_loss,improved,1
5y,ZEC/USDT:USDT,2023-05-24 04:00:00+00:00,short_pullback_restart,0.131,0.13,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-06-10 02:00:00+00:00,short_pullback_restart,24.745,24.553,-0.192,roi,roi,worsened,1
5y,ZEC/USDT:USDT,2023-06-13 16:00:00+00:00,short_pullback_restart,0.096,0.095,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-07-30 07:00:00+00:00,short_pullback_restart,0.253,0.251,-0.002,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-08-04 09:00:00+00:00,short_pullback_restart,0.169,0.167,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-08-17 15:00:00+00:00,short_pullback_restart,0.078,0.077,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-08-24 15:00:00+00:00,short_pullback_restart,0.022,0.021,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2023-12-31 21:00:00+00:00,short_pullback_restart,0.183,0.181,-0.001,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2024-02-05 16:00:00+00:00,short_pullback_restart,21.184,21.027,-0.157,partial_exit,partial_exit,worsened,1
5y,ZEC/USDT:USDT,2024-04-12 14:00:00+00:00,short_pullback_restart,18.119,17.988,-0.132,partial_exit,partial_exit,worsened,1
5y,ZEC/USDT:USDT,2024-08-31 16:00:00+00:00,short_pullback_restart,24.821,24.635,-0.186,partial_exit,partial_exit,worsened,1
5y,ZEC/USDT:USDT,2024-09-03 14:00:00+00:00,short_pullback_restart,21.1,20.939,-0.161,partial_exit,partial_exit,worsened,2
5y,ZEC/USDT:USDT,2024-09-30 16:00:00+00:00,short_compression_breakdown,0.106,0.105,-0.0,trailing_stop_loss,trailing_stop_loss,worsened,1
5y,ZEC/USDT:USDT,2025-01-26 22:00:00+00:00,short_pullback_restart,46.634,46.492,-0.142,roi,roi,worsened,1
5y,ZEC/USDT:USDT,2025-03-09 03:00:00+00:00,short_pullback_restart,-0.017,-0.017,0.0,trailing_stop_loss,trailing_stop_loss,improved,2
5y,ZEC/USDT:USDT,2025-04-18 07:00:00+00:00,short_pullback_restart,-15.679,-15.716,-0.037,stop_loss,stop_loss,worsened,1
5y,ZEC/USDT:USDT,2026-01-23 08:00:00+00:00,short_pullback_restart,-27.231,-27.295,-0.064,trailing_stop_loss,trailing_stop_loss,worsened,2
5y,ZEC/USDT:USDT,2026-03-06 13:00:00+00:00,short_compression_breakdown,57.318,57.429,0.111,roi,roi,improved,1
