side,signals,avg_risk_pct,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
short,774,0.03057777172273249,0.00786538282006987,0.000961978338284375,0.01131213405352326,0.43410852713178294,0.18863049095607234,0.26744186046511625,1.3403405937089463,-0.8474326312186048,0.5697674418604651,0.3488372093023256,0.37467700258397935,2.280169546263243,-1.4402791518111588
long,771,0.029217860350345123,7.711473784790938e-05,-0.003375681224889071,0.0049282596963452045,0.34889753566796367,0.13359273670557717,0.3761348897535668,1.0663448932014725,-1.0198986836579822,0.4461738002594034,0.2775616083009079,0.5136186770428015,1.9548638918933365,-1.8167616733865217
