symbol,pair,date,entry_tag,side,close,initial_stop,risk_pct,trend_up_4h,trend_down_4h,compression_width_pct,volume_ratio,body_pct_of_range,close_position,forward_ret_6h,forward_ret_24h,forward_ret_72h,mfe_24h,mae_24h,first_event_24h,bars_to_first_event_24h,hit_tp1_before_stop_24h,hit_tp2_before_stop_24h,hit_stop_before_tp1_24h,max_r_24h,min_r_24h,first_event_72h,bars_to_first_event_72h,hit_tp1_before_stop_72h,hit_tp2_before_stop_72h,hit_stop_before_tp1_72h,max_r_72h,min_r_72h,year,month
TRX,TRX/USDT:USDT,2023-02-19 12:00:00+00:00,long_pullback_restart,long,0.07111,0.06959175342167136,0.021350676112060887,True,False,0.01856279004359426,1.379812012304935,0.6800000000000134,0.8800000000000466,-0.006750105470398116,0.01068766699479684,-0.030234847419491118,0.02826606665729159,-0.02250035156799335,stop,13.0,False,False,True,1.3238956232081163,-1.0538472622552209,stop,13.0,False,False,True,1.3238956232081163,-2.041829070619489,2023,2023-02
DOGE,DOGE/USDT:USDT,2023-02-24 15:00:00+00:00,short_pullback_restart,short,0.08175,0.08501950035823504,0.03999388817412885,False,True,0.021773700305810443,7.192179160324485,0.6885245901639354,0.24180327868852777,0.019835329341317376,0.007021433850702197,0.0047935103244838295,0.033894017958770783,-0.004869141813755307,none,,False,False,False,0.8196971115937542,-0.12234285247667892,tp1,29.0,True,False,False,1.0796756731066997,-0.2722128467606128,2023,2023-02
TRX,TRX/USDT:USDT,2023-02-28 00:00:00+00:00,long_pullback_restart,long,0.0697,0.0683046127865085,0.020019902632589674,True,False,0.015351506456241054,1.331084293472311,0.9393939393939623,0.9696969696969812,-0.0011477761836441447,-0.013055954088952548,-0.0050215208034434244,0.0017216642754662725,-0.017790530846484964,none,,False,False,False,0.08599763480685362,-0.8886422263375271,none,,False,False,False,0.4371546436015233,-0.8886422263375271,2023,2023-02
DOGE,DOGE/USDT:USDT,2023-03-01 19:00:00+00:00,short_pullback_restart,short,0.08114,0.08295925684784054,0.022421208378611522,False,True,0.017870347547448765,1.330641741118676,0.8023255813953447,0.16279069767442012,-0.0004927322000493062,0.0038352096993690132,0.08504947847017919,0.01973105441749401,-0.013855128828390906,none,,False,False,False,0.8629897432369676,-0.6266294950892635,tp1,30.0,True,True,False,5.106480709981799,-0.6266294950892635,2023,2023-03
BNB,BNB/USDT:USDT,2023-03-02 02:00:00+00:00,short_pullback_restart,short,298.33,304.7797683720219,0.02161957688473146,False,True,0.013810210169946048,3.004108534440339,0.7258064516129059,0.1962365591397761,0.00046949931251871746,0.0291144917037498,0.029008002207505434,0.04677192982456124,-0.007815617932686036,tp1,23.0,True,True,False,2.0667408860484655,-0.3643541697084731,tp1,23.0,True,True,False,2.0667408860484655,-0.3643541697084731,2023,2023-03
XRP,XRP/USDT:USDT,2023-03-02 14:00:00+00:00,short_pullback_restart,short,0.3747,0.3802362115786207,0.014775050917055565,False,True,0.009340805978115835,2.150312904117977,0.6363636363636456,0.18181818181817724,-0.011084718923198844,0.020980926430517632,0.00915701589011575,0.07579672695951767,-0.016793492521647857,stop,5.0,False,False,True,4.768603877414891,-1.1560251824036138,stop,5.0,False,False,True,4.768603877414891,-1.1560251824036138,2023,2023-03
SOL,SOL/USDT:USDT,2023-03-04 15:00:00+00:00,short_pullback_restart,short,20.948,21.39420113401975,0.02130041693812051,False,True,0.016994462478518314,1.4369223951460142,0.6666666666666611,0.1549295774647939,0.024702832265323105,-0.014768130937823365,0.02635962763351296,0.03831474597273843,-0.035854006535646854,tp1,5.0,True,False,False,1.7324025894694104,-1.7458494400991864,tp1,5.0,True,True,False,2.4249153969028514,-1.7458494400991864,2023,2023-03
DOGE,DOGE/USDT:USDT,2023-03-04 18:00:00+00:00,short_pullback_restart,short,0.07535,0.07665221728343778,0.01728224662823864,False,True,0.013802256138022552,1.8176088252632074,0.5400000000000122,0.3799999999999911,0.006949084591741261,0.0030617678381255065,0.024891186071817062,0.03931034482758622,-0.008943837958700462,tp1,2.0,True,True,False,2.1885748532504214,-0.5221862807755382,tp1,2.0,True,True,False,2.4266303636039686,-0.5221862807755382,2023,2023-03
ADA,ADA/USDT:USDT,2023-03-04 19:00:00+00:00,short_pullback_restart,short,0.3355,0.3425841776173686,0.02111528350929529,False,True,0.015201192250372558,1.6480088817654146,0.6499999999999972,0.125,-0.017857142857142794,-0.002971768202080227,0.015128593040847127,0.016666666666666607,-0.02158063575386404,stop,7.0,False,False,True,0.7763780493751918,-1.0445813755229791,stop,7.0,False,False,True,2.1315106446482526,-1.0445813755229791,2023,2023-03
SOL,SOL/USDT:USDT,2023-03-04 19:00:00+00:00,short_pullback_restart,short,20.674,21.274183683588557,0.029030844712612833,False,True,0.021476250362774455,2.133196751567471,0.6620498614958523,0.3019390581717426,-0.03518760500280016,-0.019864409993836873,0.03364831758412068,0.02473358116480795,-0.04846504349426983,stop,5.0,False,False,True,0.8314121387246457,-1.7544628899339776,stop,5.0,False,False,True,1.3462545252294895,-1.7544628899339776,2023,2023-03
XRP,XRP/USDT:USDT,2023-03-05 19:00:00+00:00,short_pullback_restart,short,0.3678,0.37325797999051974,0.01483953232876488,False,True,0.011147362697117979,1.5976988260755793,0.6562500000000011,0.28125000000000544,0.01462068965517238,-0.009693053311793154,-0.07027300303336703,0.025083612040133874,-0.016314522599625514,tp1,6.0,True,False,False,1.6489617066446967,-1.1176296011702922,tp1,6.0,True,False,False,1.6489617066446967,-6.2477326885093385,2023,2023-03
ADA,ADA/USDT:USDT,2023-03-06 01:00:00+00:00,short_pullback_restart,short,0.3329,0.34160858881192413,0.026159774142157276,False,True,0.021027335536197077,3.2785913747639737,0.7014925373134401,0.17910447761193757,0.00030048076923083755,-0.002696225284601561,0.05515055467511876,0.017109685304002475,-0.011872959335114341,none,,False,False,False,0.6430433358309724,-0.45931666845069546,tp1,38.0,True,True,False,2.308066258964737,-0.45931666845069546,2023,2023-03
LINK,LINK/USDT:USDT,2023-03-08 13:00:00+00:00,short_pullback_restart,short,6.677,6.936358271589757,0.038843533261907676,False,True,0.027407518346562805,1.8924937470076642,0.7372881355932237,0.16949152542372473,0.010747805025734136,0.004211159572867995,0.11543601737387243,0.030401234567901003,-0.011985794613791123,none,,False,False,False,0.7595670606241771,-0.3123092990383701,tp1,29.0,True,True,False,3.045979583213718,-0.3123092990383701,2023,2023-03
DOGE,DOGE/USDT:USDT,2023-03-08 14:00:00+00:00,short_pullback_restart,short,0.07229,0.07403404528782986,0.024125678348732478,False,True,0.021303084797344028,3.2281800516750203,0.6153846153846236,0.2948717948717862,-0.007959379717304982,0.004865165415623984,0.1218187461204221,0.036267201834862206,-0.020991332611051017,tp1,8.0,True,False,False,1.450650403206037,-0.8887383893159604,tp1,8.0,True,True,False,5.647789119201384,-0.8887383893159604,2023,2023-03
BNB,BNB/USDT:USDT,2023-03-10 09:00:00+00:00,short_compression_breakdown,short,267.7,278.06378387857524,0.03871417212766249,False,True,0.02685842360851699,1.5253464088058415,0.9116279069767576,0.05348837209301483,-0.02423911062511408,-0.027888735565400613,-0.090322142177518,0.012060035537408753,-0.04963078670832155,stop,15.0,False,False,True,0.3078026363126496,-1.3489281679156269,stop,15.0,False,False,True,0.3078026363126496,-4.13459027147243,2023,2023-03
BNB,BNB/USDT:USDT,2023-03-10 09:00:00+00:00,short_pullback_restart,short,267.7,278.06378387857524,0.03871417212766249,False,True,0.02685842360851699,1.5253464088058415,0.9116279069767576,0.05348837209301483,-0.02423911062511408,-0.027888735565400613,-0.090322142177518,0.012060035537408753,-0.04963078670832155,stop,15.0,False,False,True,0.3078026363126496,-1.3489281679156269,stop,15.0,False,False,True,0.3078026363126496,-4.13459027147243,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-16 10:00:00+00:00,long_pullback_restart,long,24931.5,24062.161308307914,0.03486908897146527,True,False,0.02942061247819024,1.8214124689110018,0.5579842137219218,0.7399311880186189,-0.006273188536590313,0.07072979965104387,0.0847682650462267,0.07475282273429196,-0.016665663919138485,tp1,16.0,True,True,False,2.143813473172905,-0.47794950802347036,tp1,16.0,True,True,False,3.257533602338547,-0.47794950802347036,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-17 01:00:00+00:00,long_compression_breakout,long,25654.4,24461.209048034074,0.04651018741291659,True,False,0.02541084570288143,2.571622049070374,0.8928188638799572,0.8982970108372065,0.015299519770487713,0.06499469876512398,0.07846607209679424,0.08220812024448043,-0.006798054134963261,tp1,10.0,True,False,False,1.767529326739501,-0.1461626906511956,tp1,10.0,True,True,False,2.298542404701637,-0.1461626906511956,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-17 01:00:00+00:00,long_pullback_restart,long,25654.4,24461.209048034074,0.04651018741291659,True,False,0.02541084570288143,2.571622049070374,0.8928188638799572,0.8982970108372065,0.015299519770487713,0.06499469876512398,0.07846607209679424,0.08220812024448043,-0.006798054134963261,tp1,10.0,True,False,False,1.767529326739501,-0.1461626906511956,tp1,10.0,True,True,False,2.298542404701637,-0.1461626906511956,2023,2023-03
BNB,BNB/USDT:USDT,2023-03-19 12:00:00+00:00,long_pullback_restart,long,339.21,329.29885569610303,0.029218314035249396,True,False,0.021078388019221066,1.4671566265108267,0.8425655976676328,0.8454810495626739,-0.0017982960408005066,-0.003478671029745639,-0.039444591845759214,0.006544618377996025,-0.025854190619380324,none,,False,False,False,0.22399028123595668,-0.8848625074050954,stop,43.0,False,False,True,0.22399028123595668,-1.7243215794245257,2023,2023-03
TRX,TRX/USDT:USDT,2023-03-22 12:00:00+00:00,long_pullback_restart,long,0.06758,0.06621707206968776,0.02016762252607641,True,False,0.01598105948505492,1.279265872007131,0.8333333333333398,1.0,-0.02042024267534781,-0.0751701686889612,-0.05519384433264274,0.01124593074874225,-0.1673572062740456,stop,6.0,False,False,True,0.5576230284061187,-8.298311120096354,stop,6.0,False,False,True,0.5576230284061187,-8.298311120096354,2023,2023-03
TRX,TRX/USDT:USDT,2023-03-22 13:00:00+00:00,long_compression_breakout,long,0.06784,0.06635342406471006,0.02191297074425019,True,False,0.016656839622641598,1.9154916172745686,0.43333333333332485,0.9666666666666567,-0.16863207547169812,-0.08416863207547165,-0.056014150943396235,0.007370283018867996,-0.17054834905660377,stop,4.0,False,False,True,0.33634339701757887,-7.782986206986766,stop,4.0,False,False,True,0.33634339701757887,-7.782986206986766,2023,2023-03
TRX,TRX/USDT:USDT,2023-03-22 13:00:00+00:00,long_pullback_restart,long,0.06784,0.06635342406471006,0.02191297074425019,True,False,0.016656839622641598,1.9154916172745686,0.43333333333332485,0.9666666666666567,-0.16863207547169812,-0.08416863207547165,-0.056014150943396235,0.007370283018867996,-0.17054834905660377,stop,4.0,False,False,True,0.33634339701757887,-7.782986206986766,stop,4.0,False,False,True,0.33634339701757887,-7.782986206986766,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-23 14:00:00+00:00,long_pullback_restart,long,28043.6,27079.971961876072,0.03436178087420755,True,False,0.021555720378268126,1.4277169691594158,0.7873142857142832,0.8687999999999967,0.008333452195866453,-0.002389136915374679,-0.009324765721947292,0.02615213453336951,-0.026070119385528168,none,,False,False,False,0.7610820472055246,-0.7586952341313837,stop,31.0,False,False,True,0.7610820472055246,-1.124500281363381,2023,2023-03
ETH,ETH/USDT:USDT,2023-03-23 14:00:00+00:00,long_pullback_restart,long,1803.89,1725.7645355642956,0.043309439287154174,True,False,0.016724966599959017,2.3451363124969324,0.8823438466295626,0.9321273964131127,0.006391742290272617,-0.02304464241167703,-0.02287833515347404,0.03110500085925416,-0.04650505296886176,stop,21.0,False,False,True,0.7182037304389677,-1.0737856165839454,stop,21.0,False,False,True,0.7182037304389677,-1.1759290093642516,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-26 11:00:00+00:00,long_pullback_restart,long,27852.1,27360.830139518122,0.017638521349624486,True,False,0.013338312012379677,1.6578331922470675,0.5078881815665662,0.6141710489897544,-0.0009406831082754419,0.000998129404964132,0.017786809612201582,0.012020637582085492,-0.009388879115039828,none,,False,False,False,0.6814991655942515,-0.5322940018007623,stop,27.0,False,False,True,1.6239547022434024,-2.7929659650891976,2023,2023-03
LINK,LINK/USDT:USDT,2023-03-26 13:00:00+00:00,long_pullback_restart,long,7.274,7.087921889326527,0.025581263496490685,True,False,0.020208963431399538,1.3630168244055514,0.6206896551724187,0.942528735632185,-0.006048941435248811,-0.023645861974154525,0.007148748968930363,0.0016497113005222719,-0.02460819356612598,none,,False,False,False,0.06448904686622149,-0.9619616157545069,stop,25.0,False,False,True,0.3815601939584895,-2.918129370696629,2023,2023-03
XRP,XRP/USDT:USDT,2023-03-27 07:00:00+00:00,long_pullback_restart,long,0.46,0.4401349214889064,0.04318495328498607,True,False,0.037391304347826074,1.4001242735540156,0.8253968253968278,1.0,0.04695652173913034,0.050434782608695716,0.16826086956521724,0.07369565217391294,-0.014347826086956506,tp1,5.0,True,False,False,1.7065122587393065,-0.3322413247103073,tp1,5.0,True,True,False,6.322653088426459,-0.3322413247103073,2023,2023-03
SOL,SOL/USDT:USDT,2023-03-27 14:00:00+00:00,short_compression_breakdown,short,19.875,20.785073697188423,0.04578987155665022,False,True,0.02077987421383649,4.492928660094108,0.8517441860465109,0.05377906976744055,0.008524889633125143,-0.02016367580358902,-0.036643885415151956,0.029952842410737368,-0.025209671881897044,none,,False,False,False,0.6351133999209839,-0.5647894248432278,stop,29.0,False,False,True,0.6351133999209839,-1.9624784295136322,2023,2023-03
SOL,SOL/USDT:USDT,2023-03-27 14:00:00+00:00,short_pullback_restart,short,19.875,20.785073697188423,0.04578987155665022,False,True,0.02077987421383649,4.492928660094108,0.8517441860465109,0.05377906976744055,0.008524889633125143,-0.02016367580358902,-0.036643885415151956,0.029952842410737368,-0.025209671881897044,none,,False,False,False,0.6351133999209839,-0.5647894248432278,stop,29.0,False,False,True,0.6351133999209839,-1.9624784295136322,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-30 02:00:00+00:00,long_compression_breakout,long,28952.0,28075.811448990084,0.030263489603824138,True,False,0.016233766233766232,3.7974369055169754,0.7192307692307676,0.7286713286713296,-0.01363981762917943,-0.02836073500967118,-0.01935617573915449,0.0012261674495717134,-0.04482937275490473,stop,1.0,False,False,True,0.04051639337113208,-1.481302167785701,stop,1.0,False,False,True,0.04051639337113208,-1.6571775542220784,2023,2023-03
BTC,BTC/USDT:USDT,2023-03-30 02:00:00+00:00,long_pullback_restart,long,28952.0,28075.811448990084,0.030263489603824138,True,False,0.016233766233766232,3.7974369055169754,0.7192307692307676,0.7286713286713296,-0.01363981762917943,-0.02836073500967118,-0.01935617573915449,0.0012261674495717134,-0.04482937275490473,stop,1.0,False,False,True,0.04051639337113208,-1.481302167785701,stop,1.0,False,False,True,0.04051639337113208,-1.6571775542220784,2023,2023-03
ADA,ADA/USDT:USDT,2023-03-31 07:00:00+00:00,long_pullback_restart,long,0.3841,0.3733020097551157,0.0281124453134192,True,False,0.015620932048945602,3.3094293903444,0.5473684210526293,0.9473684210526315,0.03775058578495183,0.017964071856287456,0.02681593335068988,0.0650872168706067,-0.009372559229367305,tp1,4.0,True,True,False,2.3152456552592358,-0.33339537435732897,tp1,4.0,True,True,False,2.3152456552592358,-1.2872765843241363,2023,2023-03
