symbol,entry_tag,side,signals,first_signal,last_signal,avg_risk_pct,median_risk_pct,avg_forward_ret_6h,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,avg_mfe_24h,avg_mae_24h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
BTC,long_pullback_restart,long,99,2022-11-04 05:00:00+00:00,2026-05-06 08:00:00+00:00,0.021990617391826357,0.020675633380460655,0.0003452644750772587,0.004510410365967491,-0.001124904026429785,0.010693542872988708,0.022807576683587332,-0.017716177440236777,0.31313131313131315,0.13131313131313133,0.31313131313131315,1.1004771679951275,-0.90043649407614,0.42424242424242425,0.29292929292929293,0.48484848484848486,2.1466221490355926,-1.5375032771465702
ETH,long_pullback_restart,long,82,2022-12-14 12:00:00+00:00,2026-05-06 09:00:00+00:00,0.027441243364841796,0.02658134664337433,0.00023178720364929888,0.0012390992340994271,-0.0023551350079493716,0.0001317868496905045,0.027950253732825385,-0.026190925197974186,0.3780487804878049,0.15853658536585366,0.36585365853658536,1.0724735528044604,-1.038717312869,0.47560975609756095,0.2804878048780488,0.47560975609756095,1.7610460762954883,-1.9313072181664943
BNB,long_pullback_restart,long,74,2023-01-10 20:00:00+00:00,2026-01-17 15:00:00+00:00,0.02353424722549657,0.02216214996533329,0.0006386480308748866,0.001787374452138278,0.0015994629572517738,0.01007924940975018,0.02375148278471662,-0.020825319032166906,0.35135135135135137,0.16216216216216217,0.32432432432432434,1.074426357894733,-0.8825759717411328,0.4594594594594595,0.36486486486486486,0.5,2.2398141144135852,-1.4735414865719612
LINK,short_pullback_restart,short,72,2022-12-29 19:00:00+00:00,2026-03-29 13:00:00+00:00,0.030453465200157834,0.030549669294196516,-0.0038040803907209986,-0.007944038704161164,-0.005949336274627515,-0.0029197599099577897,0.03140866848481501,-0.03254241378234832,0.3333333333333333,0.1111111111111111,0.3472222222222222,0.9943592097099982,-1.1877944402999283,0.4583333333333333,0.25,0.5277777777777778,1.775314525128345,-1.9343891905937605
ADA,short_pullback_restart,short,66,2022-11-17 09:00:00+00:00,2026-04-12 23:00:00+00:00,0.02918374563624168,0.03029269021868739,0.004778359141978362,0.01168431523966977,0.001803121509812211,0.00830720045370861,0.04645678158831571,-0.021548894178759055,0.3787878787878788,0.16666666666666666,0.2727272727272727,1.385843997124336,-0.7782607185421375,0.5757575757575758,0.3181818181818182,0.3939393939393939,2.2267906672497677,-1.3678311379396186
NEAR,short_pullback_restart,short,64,2022-11-18 17:00:00+00:00,2026-04-02 01:00:00+00:00,0.03310792639697709,0.03350719477634356,0.0021509947722757067,0.00767296248460027,0.007991241474073596,0.006832610688918099,0.04392923995550635,-0.027120688870507757,0.4375,0.21875,0.25,1.3576647000383197,-0.8671219760512997,0.609375,0.390625,0.328125,2.2200379946275564,-1.714900512572066
SOL,long_pullback_restart,long,63,2023-01-29 16:00:00+00:00,2026-04-27 01:00:00+00:00,0.0345545948722638,0.034832678840424,-0.00034546816373576174,-0.004864110703320985,-0.010147153945666232,0.009917256106951116,0.031828089081234634,-0.03679185834298522,0.2698412698412698,0.09523809523809523,0.4444444444444444,1.0169984017132125,-1.0931812231975468,0.4126984126984127,0.2222222222222222,0.5714285714285714,2.113313718336565,-1.812769156646652
XRP,short_pullback_restart,short,63,2022-12-16 22:00:00+00:00,2026-04-05 05:00:00+00:00,0.025863166725921916,0.02420016499114803,0.005642390892228237,0.006267368221532133,-0.0005681818181817455,0.008140709948721046,0.03831551307241829,-0.01880317520674691,0.47619047619047616,0.1746031746031746,0.25396825396825395,1.3673723796816983,-0.8670721817578156,0.6190476190476191,0.38095238095238093,0.31746031746031744,2.5699917401015684,-1.4575421726084103
DOGE,short_pullback_restart,short,61,2022-11-18 17:00:00+00:00,2026-03-27 10:00:00+00:00,0.03027526047397886,0.030823004393701232,0.0057203500175871435,0.01101443734359488,0.0004356823875395488,0.015734196669377778,0.0466969382286507,-0.021027162833957034,0.5081967213114754,0.22950819672131148,0.19672131147540983,1.4041946778361174,-0.8335051442652548,0.639344262295082,0.39344262295081966,0.32786885245901637,2.363159294271242,-1.520528479580061
SOL,short_pullback_restart,short,50,2022-11-18 14:00:00+00:00,2026-03-07 19:00:00+00:00,0.035418976161744574,0.03771144425386122,0.00014052860573307013,0.009491109692577458,0.0014598937371163023,0.026679580685297726,0.04241087266992915,-0.028769216350373553,0.42,0.14,0.34,1.0919195431505857,-0.9340905907161107,0.52,0.28,0.44,2.1990928580236124,-1.3482422263721452
TRX,long_pullback_restart,long,49,2023-02-02 15:00:00+00:00,2026-05-06 16:00:00+00:00,0.017847667329634456,0.017042052840756678,-0.002115785316427788,-0.0007831009274558662,0.0012655881267077396,-0.00046593566375325673,0.023113988939194672,-0.02364348622462251,0.40816326530612246,0.14285714285714285,0.3877551020408163,1.2621276742389202,-1.2416089251817768,0.4489795918367347,0.2653061224489796,0.4897959183673469,1.8643131384880585,-1.8739300270099564
XRP,long_pullback_restart,long,47,2023-01-16 02:00:00+00:00,2026-05-05 12:00:00+00:00,0.030828804067262756,0.030235193538663777,0.0022760156814769883,-0.0007198272438669647,0.001643317858756932,0.005988421820217869,0.036790877825324864,-0.03535506688286066,0.44680851063829785,0.1702127659574468,0.40425531914893614,1.2451576785204654,-1.1528858340728494,0.48936170212765956,0.3617021276595745,0.5106382978723404,2.308960314701924,-2.1415478134143746
BTC,short_pullback_restart,short,45,2022-11-25 04:00:00+00:00,2026-03-27 08:00:00+00:00,0.023459066813231958,0.022340294022944896,0.00257296305224026,0.0013305423030461252,-0.0038098634452219393,-0.0009383623441408319,0.025825815016049778,-0.01810445611904458,0.37777777777777777,0.15555555555555556,0.28888888888888886,1.293775152133593,-0.8587227974621372,0.4666666666666667,0.24444444444444444,0.4666666666666667,2.1531589791301404,-1.4115867218065337
BNB,short_pullback_restart,short,44,2022-12-14 13:00:00+00:00,2026-04-02 01:00:00+00:00,0.027511513970744805,0.027407085830193363,0.004226174098252206,0.017243930514586163,0.013974297162092641,0.01724988776513271,0.04615938315170376,-0.015036389273088936,0.5909090909090909,0.36363636363636365,0.18181818181818182,1.725861654694563,-0.6420777864885001,0.7045454545454546,0.5227272727272727,0.29545454545454547,2.721364161351117,-1.2350504102443327
ETH,short_pullback_restart,short,44,2022-12-16 22:00:00+00:00,2026-03-29 13:00:00+00:00,0.03058685231476123,0.03213527766282119,0.007325607656636598,0.01730857827653725,0.008177592175886872,0.017776866669750747,0.06164953329546301,-0.020652452558297448,0.4772727272727273,0.25,0.20454545454545456,1.8834528235638557,-0.7342980876745187,0.5681818181818182,0.38636363636363635,0.2727272727272727,2.7711914615101634,-1.3208323520061627
LINK,long_pullback_restart,long,39,2022-12-04 23:00:00+00:00,2026-05-06 08:00:00+00:00,0.033369587879366204,0.03254024995065329,0.0024882770837389902,-0.005274448698868582,-0.010141078032732675,-0.016256760867638654,0.026939543152753754,-0.03111880219128757,0.3076923076923077,0.1282051282051282,0.4358974358974359,0.8193530919670757,-0.9462455452967138,0.41025641025641024,0.28205128205128205,0.5641025641025641,1.4348052338118003,-2.2240712633371724
ADA,long_pullback_restart,long,38,2023-01-16 01:00:00+00:00,2026-01-17 15:00:00+00:00,0.033895443888010524,0.033527560192940745,0.009275893904328446,0.00464396897184143,-0.003834118203889292,0.0002303049845680644,0.04017855896062896,-0.027512334925089456,0.42105263157894735,0.23684210526315788,0.34210526315789475,1.2033473362588953,-0.8394596418973375,0.47368421052631576,0.2631578947368421,0.42105263157894735,1.7460896439905205,-1.9164292948909172
ZEC,long_pullback_restart,long,36,2022-12-11 14:00:00+00:00,2026-05-02 20:00:00+00:00,0.035192933511527975,0.03665157894883411,-0.0012133476580341368,0.013892944927249823,0.008114191380964142,0.04216079218539092,0.040138678689077445,-0.03415861617668665,0.3888888888888889,0.16666666666666666,0.3333333333333333,1.1478396810023659,-1.047054372999096,0.5,0.3333333333333333,0.4722222222222222,2.3021573733436016,-1.7758613613333767
ZEC,short_pullback_restart,short,33,2022-12-22 12:00:00+00:00,2026-03-28 01:00:00+00:00,0.033894299052372824,0.03383706641501929,0.018318439382046615,0.023886814340585257,0.0065851364063969076,0.03817461389033022,0.07243929967315348,-0.01929242204280027,0.6060606060606061,0.36363636363636365,0.15151515151515152,2.09094372402203,-0.5685523725171564,0.7272727272727273,0.5454545454545454,0.21212121212121213,3.2198426014277834,-0.9430203646268173
NEAR,long_pullback_restart,long,31,2023-01-29 07:00:00+00:00,2026-04-24 15:00:00+00:00,0.03571265664014114,0.03618533588768948,0.0014713196669618224,-0.004095374474078211,-0.006785411365564098,0.00677161295211038,0.02775413307310713,-0.03076286106654495,0.2903225806451613,0.03225806451612903,0.25806451612903225,0.7955199335038463,-0.8659829778912465,0.41935483870967744,0.22580645161290322,0.5483870967741935,1.802875784393074,-1.6887446158078676
TRX,short_pullback_restart,short,31,2022-11-17 09:00:00+00:00,2026-02-18 12:00:00+00:00,0.0192685178308534,0.01469994979897987,-0.0009166125638289185,-0.003657296239896137,-0.0023570610815544235,-0.011099779197666868,0.015139173102055785,-0.015364632530534944,0.3225806451612903,0.12903225806451613,0.2903225806451613,0.9448209126198734,-0.8026835311021441,0.45161290322580644,0.16129032258064516,0.41935483870967744,1.4860917261813698,-1.6706949402938271
TAO,short_pullback_restart,short,30,2024-06-10 04:00:00+00:00,2026-02-22 12:00:00+00:00,0.03659085834202816,0.036930272547329286,-0.0018381772542997961,0.017323552980712083,0.008152113279638495,0.026184987396611913,0.045035533293449434,-0.03107412513730721,0.4,0.23333333333333334,0.36666666666666664,1.178083981620987,-0.8945771108000484,0.5666666666666667,0.36666666666666664,0.4,2.4141938393825773,-1.197328558729101
DOGE,long_pullback_restart,long,28,2023-01-15 15:00:00+00:00,2026-05-05 17:00:00+00:00,0.033277034598369434,0.03414856125469991,0.003928723927393352,0.0008150655308506013,-0.004251518902299023,0.018259447921064216,0.037057721128367575,-0.029135006994438717,0.4642857142857143,0.07142857142857142,0.25,1.0618301905027847,-0.9217682878741299,0.6785714285714286,0.32142857142857145,0.32142857142857145,2.2460377146456305,-1.5464079274864033
SUI,short_pullback_restart,short,28,2024-06-29 22:00:00+00:00,2026-03-21 23:00:00+00:00,0.033792813423700906,0.032005325748611375,0.001985298928945572,-0.0031385315329193674,0.0012921606996699753,0.004275756944487488,0.043040748500183044,-0.027700596207610447,0.42857142857142855,0.14285714285714285,0.32142857142857145,1.219539413555194,-0.8971157556257621,0.5714285714285714,0.35714285714285715,0.42857142857142855,2.0102150167426633,-1.5145684833228363
SOL,long_compression_breakout,long,26,2023-01-29 16:00:00+00:00,2026-01-13 22:00:00+00:00,0.03573345135324534,0.034902102564775175,-0.003254815799895249,-0.01266644261604705,-0.015433436564921854,-0.008913739984655073,0.023971318353143298,-0.03906334647407943,0.19230769230769232,0.0,0.5384615384615384,0.6644666639502131,-1.1073632215557088,0.3076923076923077,0.07692307692307693,0.6538461538461539,1.38519404929741,-1.6349074069492362
XRP,short_compression_breakdown,short,22,2022-12-16 22:00:00+00:00,2026-03-24 16:00:00+00:00,0.030944500493781744,0.03125082437930466,-0.001745347234102685,-0.00025362894499942284,-0.0013537136239877845,0.019069800483355458,0.0287656389522836,-0.02242252654793474,0.36363636363636365,0.045454545454545456,0.2727272727272727,0.9675883038165327,-0.7750474533047147,0.5909090909090909,0.3181818181818182,0.3181818181818182,2.7487783357123465,-1.0622976474338526
BTC,long_compression_breakout,long,21,2023-01-13 15:00:00+00:00,2026-04-14 13:00:00+00:00,0.026888925459049137,0.02334329747021843,0.007738668006958264,0.013125494248930857,0.007272862770869359,0.01567988812398686,0.036473852706982404,-0.018073923224125186,0.3333333333333333,0.09523809523809523,0.3333333333333333,1.2908710164016381,-0.8148001177172074,0.38095238095238093,0.23809523809523808,0.5714285714285714,1.7032290312728,-1.3936676362024643
LINK,long_compression_breakout,long,18,2022-12-04 23:00:00+00:00,2026-05-06 08:00:00+00:00,0.03419422049242203,0.03399955989755328,0.005523244041439057,-0.00229532378958572,-0.022718107272482913,-0.004575491403085199,0.032844524042967255,-0.03713388523814845,0.3888888888888889,0.16666666666666666,0.5,0.939088032499897,-1.1439640021891953,0.4444444444444444,0.2777777777777778,0.5,1.6286694560126427,-1.916207553785546
ADA,short_compression_breakdown,short,17,2022-11-17 09:00:00+00:00,2026-04-12 23:00:00+00:00,0.03366282712430485,0.03357259480534663,0.005728921872084272,0.014770675210848327,0.004127215343530111,0.010083792907349823,0.0428398013898123,-0.022015312227961676,0.4117647058823529,0.11764705882352941,0.17647058823529413,1.2115587934668264,-0.6701067422335574,0.7647058823529411,0.29411764705882354,0.17647058823529413,1.7425309797105322,-0.8928777336354846
DOGE,long_compression_breakout,long,16,2023-02-04 00:00:00+00:00,2025-09-10 16:00:00+00:00,0.03262827231196555,0.033404458873414644,-0.0014163875943759494,-0.0049556762083680025,-0.004208942604197685,-0.00678022001439698,0.025645418600950196,-0.02970728508847073,0.3125,0.0,0.3125,0.7379021895094218,-0.9594199815318395,0.5625,0.125,0.4375,1.5636727697774337,-1.571981843142925
ETH,long_compression_breakout,long,16,2022-12-14 12:00:00+00:00,2026-04-10 14:00:00+00:00,0.028230701316230417,0.028755449573299174,0.00197886697647965,0.009770451354566362,0.0035401912577893713,0.0030990465729697006,0.03636712563613338,-0.026161768749594257,0.4375,0.3125,0.4375,1.389628089208059,-0.960259054050248,0.5,0.3125,0.5,1.754988497019289,-2.1000572519830447
SOL,short_compression_breakdown,short,16,2022-12-08 00:00:00+00:00,2026-03-07 19:00:00+00:00,0.03774544747080405,0.03911285013887024,0.004959455044218956,0.021437968080538557,0.010864953021062829,0.030884605492199547,0.04774955138127655,-0.02336127117672615,0.4375,0.125,0.25,1.142520462029813,-0.6495501529566848,0.5,0.25,0.4375,1.883600501976813,-1.068817150772682
LINK,short_compression_breakdown,short,15,2022-12-31 01:00:00+00:00,2026-03-22 19:00:00+00:00,0.034885209501999186,0.03354423076290614,-0.010207347139474488,-0.024015898108236945,-0.019950419076850467,-0.02071957598682109,0.015032802032502464,-0.04229215161013211,0.13333333333333333,0.0,0.4,0.42087363835104746,-1.3532324969278255,0.2,0.13333333333333333,0.8,0.8555410446212264,-2.3827092579129907
NEAR,short_compression_breakdown,short,14,2023-05-01 14:00:00+00:00,2026-02-24 13:00:00+00:00,0.03191442785209978,0.03339738404635681,-0.004717515139194883,-0.012533271070349057,-0.016469679587811425,-0.023164985931126782,0.02723554487121552,-0.03784764665202617,0.2857142857142857,0.0,0.35714285714285715,0.8506066015321203,-1.2398085724574066,0.42857142857142855,0.35714285714285715,0.5,1.573472041545991,-2.9121194072607977
BNB,long_compression_breakout,long,13,2023-12-22 05:00:00+00:00,2025-09-13 09:00:00+00:00,0.024653648455732695,0.02216456816983949,-0.005058347383382024,-0.0059057082080023,0.0025765238221984177,-0.009552634569882517,0.020473168005558318,-0.028812584769243095,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.946488496938354,-1.219928995349743,0.23076923076923078,0.23076923076923078,0.7692307692307693,2.150560123344901,-2.020617042632784
ADA,long_compression_breakout,long,12,2023-01-20 16:00:00+00:00,2026-01-17 15:00:00+00:00,0.03488219549915473,0.03415208927908181,0.006309405319853217,-0.006375769147680195,-0.016241788753157627,-0.020197330910346218,0.03346190123986146,-0.029634964751256394,0.3333333333333333,0.16666666666666666,0.5,0.9346355234356398,-0.8739888080619451,0.3333333333333333,0.16666666666666666,0.5833333333333334,1.0433046802199117,-2.1542965860113177
XRP,long_compression_breakout,long,12,2023-02-02 18:00:00+00:00,2026-04-17 13:00:00+00:00,0.032101708819925835,0.029779441774145016,0.002931752964605396,0.008894790172748393,-0.0012923404442513053,-0.00045710566878006304,0.04546356089602527,-0.026824682337528338,0.4166666666666667,0.25,0.4166666666666667,1.4342536780160469,-0.8497106676657801,0.4166666666666667,0.3333333333333333,0.5833333333333334,2.304913300021326,-2.6422409466850216
BTC,short_compression_breakdown,short,11,2023-05-12 02:00:00+00:00,2026-03-27 08:00:00+00:00,0.02622048438263789,0.027348631995735683,0.0016137438319671577,0.0025074349372115963,-0.009845619807364203,0.012073333038270144,0.03223237001428953,-0.019238907245883678,0.36363636363636365,0.18181818181818182,0.36363636363636365,1.7754037756636136,-0.7168386983713614,0.36363636363636365,0.18181818181818182,0.45454545454545453,2.1982954679480837,-0.8036881382110692
NEAR,long_compression_breakout,long,11,2023-11-29 06:00:00+00:00,2026-04-24 11:00:00+00:00,0.03364444472937541,0.035647588821492084,-0.007820082341481188,-0.023193932919038433,-0.011971830985915477,-0.026492435380763058,0.01528580034927503,-0.042085294032187755,0.09090909090909091,0.0,0.45454545454545453,0.4789418317930305,-1.2102955398368556,0.09090909090909091,0.09090909090909091,0.9090909090909091,1.4638036529592768,-2.515589420126951
ETH,short_compression_breakdown,short,10,2022-12-16 22:00:00+00:00,2025-10-30 12:00:00+00:00,0.032697017867242585,0.03555750133411141,0.010255674594011988,0.04374326944202226,0.016390426465119623,0.039267085972294405,0.12211765629242839,-0.01696764364501936,0.6,0.4,0.2,2.5828018956981786,-0.5477389891323812,0.6,0.5,0.2,3.7989301082946376,-0.6123698089540258
SUI,long_pullback_restart,long,10,2025-01-02 07:00:00+00:00,2026-04-17 12:00:00+00:00,0.03879379780987212,0.038758933449175983,-0.00047528653554607114,-0.01443748225860988,-0.015037107875555844,0.0014655941174514298,0.029819027942886444,-0.030622118901872487,0.2,0.0,0.3,0.7493909465358657,-0.8394012898310672,0.5,0.2,0.5,2.2921065115173036,-1.7635930134461137
SUI,short_compression_breakdown,short,10,2024-07-30 14:00:00+00:00,2026-02-22 12:00:00+00:00,0.034384170026562466,0.03489583748816169,-0.005689310035840412,0.002721129627268204,0.00909285824545436,0.0007679157326321185,0.044849254225320004,-0.030860336576017767,0.5,0.2,0.3,1.252119010520447,-0.9770760527345788,0.7,0.5,0.3,2.331731444880672,-1.2841032198797169
ZEC,long_compression_breakout,long,10,2023-02-19 11:00:00+00:00,2025-09-21 01:00:00+00:00,0.03262245769131442,0.032012274016977885,-0.0009147099795497659,0.016647091403483593,0.002325606757073717,0.021791428345536278,0.04643477533072189,-0.04552644777956545,0.5,0.2,0.4,1.4523895670972995,-1.4021979224952572,0.5,0.4,0.5,2.2828050508516156,-1.982268949346628
TAO,long_pullback_restart,long,9,2024-10-06 14:00:00+00:00,2026-04-09 14:00:00+00:00,0.039685141549431896,0.04539725152494803,0.005787777021822526,-0.02491801959079165,0.0010248436229987057,-0.041601008444040896,0.0530104357692929,-0.08373289102849882,0.5555555555555556,0.1111111111111111,0.4444444444444444,1.329220339819848,-1.8976364515019182,0.5555555555555556,0.3333333333333333,0.4444444444444444,1.7832519805786522,-2.344231484931476
DOGE,short_compression_breakdown,short,8,2024-06-27 05:00:00+00:00,2026-02-11 06:00:00+00:00,0.03742201394231989,0.03804416544911231,0.014989454435094626,0.04049295746307276,0.04102135822212072,0.05065753963015543,0.08310972236703887,-0.018362023796536273,0.75,0.5,0.125,1.9065653729014462,-0.5455878540769177,0.75,0.625,0.25,2.896904545819176,-0.7208710131472058
TRX,long_compression_breakout,long,7,2023-02-02 15:00:00+00:00,2024-11-12 08:00:00+00:00,0.02440309211958535,0.025351569818964602,-0.019613233017975622,-0.004427920337259615,-0.005597885243352474,-0.002325067794037104,0.038685664615920254,-0.04475222541439224,0.42857142857142855,0.2857142857142857,0.5714285714285714,1.4640409642652212,-1.9181624778943556,0.42857142857142855,0.2857142857142857,0.5714285714285714,1.7161599924171873,-2.2455980512294036
ZEC,short_compression_breakdown,short,7,2022-12-22 12:00:00+00:00,2026-03-06 12:00:00+00:00,0.034742644138785035,0.035057499713445565,0.016544215980596442,0.03093993056288786,0.02323232323232327,0.06787682066652649,0.0603347977841538,-0.014916986041837348,0.7142857142857143,0.2857142857142857,0.14285714285714285,1.5411754705636564,-0.4711383965062051,0.8571428571428571,0.7142857142857143,0.14285714285714285,3.2925544153046595,-0.5647637086312925
TAO,short_compression_breakdown,short,5,2025-09-04 15:00:00+00:00,2026-02-22 12:00:00+00:00,0.034722067375876686,0.033011793553721726,-0.00024030277358113583,-0.0018350548046468297,-0.003123408589373655,-0.00960701697335844,0.03402505207195259,-0.024828683883599555,0.4,0.0,0.4,0.859342054952544,-0.7710572184286457,0.6,0.2,0.4,2.1301152827995713,-1.2299830386980952
BNB,short_compression_breakdown,short,4,2022-12-15 01:00:00+00:00,2024-08-04 14:00:00+00:00,0.0442414161164504,0.04517129996169797,-0.0036871775433825194,0.03808264459404817,0.033384024253395816,0.026071149816795203,0.096410763601261,-0.021085190479798788,0.5,0.25,0.25,1.7074254825527293,-0.5301469619759496,0.75,0.75,0.25,3.016978501626709,-1.2265624878651502
TRX,short_compression_breakdown,short,4,2022-11-17 09:00:00+00:00,2025-03-11 14:00:00+00:00,0.03280083827855135,0.03293604727854318,-0.0015637553110520175,-0.014841995041720013,-0.01924062858585307,-0.01652075046927684,0.021151035936480878,-0.02520786716539783,0.25,0.0,0.25,0.709021413314344,-0.8220813602063726,0.25,0.0,0.25,0.709021413314344,-1.3795453022131228
SUI,long_compression_breakout,long,2,2025-01-02 07:00:00+00:00,2025-01-02 09:00:00+00:00,0.037200846517880415,0.037200846517880415,-0.00231474028962253,-0.0186793474524915,-0.0186793474524915,0.17466599715290798,0.01620384567381139,-0.026769609073134693,0.0,0.0,0.0,0.44040217745777666,-0.716346970365292,1.0,1.0,0.0,5.929446465247445,-0.716346970365292
TAO,long_compression_breakout,long,2,2025-07-20 07:00:00+00:00,2025-09-18 10:00:00+00:00,0.03429810352833394,0.03429810352833394,0.017023911106626044,-0.010950359602911852,-0.010950359602911852,-0.008757787361512337,0.024947446551767727,-0.038536194596890117,0.0,0.0,1.0,0.7412049223807893,-1.1233108318304081,0.0,0.0,1.0,1.7254508463412868,-1.5256342952176523
