month,entry_tag,side,signals,avg_risk_pct,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
2022-11,short_pullback_restart,short,7,0.031248947445871842,0.003360966744733724,-0.00011920371915619121,0.05443892825912159,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.6867038212993564,-0.6378192447475138,0.42857142857142855,0.42857142857142855,0.42857142857142855,2.1564039982302736,-0.9998139832052804
2022-11,short_compression_breakdown,short,2,0.03264697639513745,-0.022254787388214792,-0.022254787388214792,-0.023559913445214353,0.0,0.0,0.5,0.38472593305065605,-1.0419802466790682,0.0,0.0,0.5,0.38472593305065605,-1.6556388377826285
2022-11,long_pullback_restart,long,1,0.014726665306050173,0.04650570920961816,0.04650570920961816,0.02054140828801998,1.0,1.0,0.0,3.4623517107767183,-0.2721891007032237,1.0,1.0,0.0,3.4623517107767183,-0.2721891007032237
2022-12,short_pullback_restart,short,21,0.026993079843423726,0.017887132428127884,0.009135925684234714,0.028253333832439304,0.42857142857142855,0.23809523809523808,0.23809523809523808,1.464217075517581,-0.5144913971170191,0.6666666666666666,0.42857142857142855,0.2857142857142857,2.4038785837217604,-1.2393797978377732
2022-12,short_compression_breakdown,short,9,0.03390957355623323,0.0002191542984993047,-0.0005681818181817455,0.01577889452455704,0.3333333333333333,0.0,0.2222222222222222,0.7807687777020147,-0.5315892919797581,0.5555555555555556,0.1111111111111111,0.2222222222222222,1.2595039444708531,-0.807529578894179
2022-12,long_pullback_restart,long,5,0.018221905155341344,-0.03178157949374412,-0.03484289186999179,-0.0666868684821215,0.2,0.0,0.8,0.5343421126445537,-2.876391689281423,0.2,0.0,0.8,1.0453036078742095,-5.4518649405116415
2022-12,long_compression_breakout,long,2,0.02038192139276994,-0.02878049957123735,-0.02878049957123735,-0.09553026419748417,0.5,0.0,0.5,0.9691330985746793,-2.142037968976558,0.5,0.0,0.5,0.9691330985746793,-6.601471426682004
2023-01,long_pullback_restart,long,27,0.03101523299056447,0.00485288493929319,-0.006844626967830281,-0.002067437457193638,0.4074074074074074,0.25925925925925924,0.37037037037037035,1.4277444348087227,-0.8762336082088424,0.5555555555555556,0.4074074074074074,0.4444444444444444,1.9845863856315717,-1.4061313020618482
2023-01,short_pullback_restart,short,4,0.019459588756641485,-0.015238164598930404,-0.016491949385475158,-0.015580369484941375,0.25,0.0,0.5,0.6574525941413882,-1.3037195943337114,0.25,0.0,0.75,0.8010521537370443,-2.7708038963425383
2023-01,long_compression_breakout,long,3,0.03464316109412,0.04807306615732879,0.08021815348656025,0.032851374247820884,1.0,0.6666666666666666,0.0,3.0989362100145548,-0.560131427148231,1.0,0.6666666666666666,0.0,3.297123414442858,-0.8987450193204447
2023-02,long_pullback_restart,long,20,0.025207249207552785,0.00896007687808022,0.0013073485374844873,-0.010343146443648133,0.5,0.35,0.4,1.5571559280038358,-1.0715168148891145,0.5,0.35,0.4,1.7268442401428672,-1.7179589153706416
2023-02,long_compression_breakout,long,8,0.029250637515955996,0.020596070572285893,0.020718789886307487,-0.0059617771610458725,0.75,0.5,0.25,1.6569698590602855,-0.7506942274094552,0.75,0.5,0.25,1.8940846353419918,-1.2112428163917632
2023-02,short_pullback_restart,short,2,0.03691547729457407,-0.008692829010637892,-0.008692829010637892,-0.0219633705674393,0.0,0.0,0.5,0.626075856121703,-0.6819530303967134,0.5,0.0,0.5,0.7560651368781757,-1.8101242323467086
2023-03,long_pullback_restart,long,13,0.031739306548005844,-0.007750874293764685,-0.003478671029745639,0.006346571010690771,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.885240127294862,-1.9522193391211364,0.3076923076923077,0.3076923076923077,0.6923076923076923,1.463732490414581,-2.5029241830480866
2023-03,short_pullback_restart,short,13,0.02584747613342622,-0.002459790649143914,-0.002696225284601561,0.02449296218780573,0.38461538461538464,0.15384615384615385,0.3076923076923077,1.4363262061584239,-0.9158307987897849,0.6153846153846154,0.5384615384615384,0.38461538461538464,2.6049883929298376,-1.6322503522948812
2023-03,long_compression_breakout,long,3,0.03289554925366364,-0.015844889440006282,-0.02836073500967118,0.0010319151380811704,0.3333333333333333,0.0,0.6666666666666666,0.7147963723760706,-3.1368170218078872,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8918007316967826,-3.195442150620013
2023-03,short_compression_breakdown,short,2,0.04225202184215636,-0.024026205684494817,-0.024026205684494817,-0.06348301379633497,0.0,0.0,0.5,0.47145801811681676,-0.9568587963794273,0.0,0.0,1.0,0.47145801811681676,-3.048534350493031
2023-04,long_pullback_restart,long,21,0.0267205895959129,0.0018636818438460677,-0.0038342836219072973,-0.002438760004585364,0.3333333333333333,0.19047619047619047,0.23809523809523808,0.9825901956940445,-0.7600642249683782,0.47619047619047616,0.3333333333333333,0.47619047619047616,1.492972853012995,-1.4914211768069823
2023-04,long_compression_breakout,long,2,0.03511266476884128,0.03256283574744262,0.03256283574744262,0.018962641981636386,0.5,0.5,0.0,1.5204483326105505,-0.2258792400109486,0.5,0.5,0.5,1.5204483326105505,-0.5355639353531542
2023-04,short_pullback_restart,short,2,0.027451771434952504,-0.014430084963247769,-0.014430084963247769,-0.025435515819370536,0.0,0.0,0.5,0.31523389086826104,-1.1117383344954201,0.0,0.0,0.5,1.2148603273284977,-1.8610913309455765
