symbol,entry_tag,side,signals,first_signal,last_signal,avg_risk_pct,median_risk_pct,avg_forward_ret_6h,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,avg_mfe_24h,avg_mae_24h
DOGE,short_pullback_restart,short,35,2025-02-01 19:00:00+00:00,2026-03-27 10:00:00+00:00,0.032758925576448335,0.033207160868292514,0.00987885271035351,0.01651475037691422,0.0004356823875395488,0.013014644315191887,0.054910155275624054,-0.02121196240863382
LINK,short_pullback_restart,short,35,2025-01-08 16:00:00+00:00,2026-03-29 13:00:00+00:00,0.03205828406990966,0.031991437062706164,-0.008117215981186386,-0.014456075319647498,-0.005501724421087206,-0.01950421123753522,0.03084906789489368,-0.04102155012923342
XRP,short_pullback_restart,short,30,2025-03-09 09:00:00+00:00,2026-04-05 05:00:00+00:00,0.029491127237484743,0.02822210113152291,0.005543062967603122,0.010992609953062655,0.014440584057346495,0.018513824689997443,0.04156502358492119,-0.020388830421770986
ADA,short_pullback_restart,short,29,2025-03-18 13:00:00+00:00,2026-04-12 23:00:00+00:00,0.03203305606404489,0.03321085021862742,0.0019383954430043945,0.007265059078531948,0.006056018168054456,0.004957256585596196,0.03576885389511068,-0.02436258075781969
BNB,long_pullback_restart,long,29,2025-01-06 01:00:00+00:00,2026-01-17 15:00:00+00:00,0.01974799426709182,0.01848232401281169,-0.0028286037397962016,0.0033236994285541,0.0033301742747327,0.02331275932103093,0.018138747464599866,-0.016021776494697
BTC,short_pullback_restart,short,29,2025-01-12 09:00:00+00:00,2026-03-27 08:00:00+00:00,0.023077565688601052,0.021080124574965615,0.004049953366831844,0.004511212106664467,0.0033819634188119174,0.001663589247630506,0.026427758195947237,-0.017267993737123837
ETH,short_pullback_restart,short,29,2025-01-09 13:00:00+00:00,2026-03-29 13:00:00+00:00,0.03332203619867003,0.034367780082917326,0.01082700848725644,0.022626907058864536,0.01616069216549465,0.02267830460078541,0.07729585097832649,-0.02357546067048031
NEAR,short_pullback_restart,short,29,2025-01-15 09:00:00+00:00,2026-04-02 01:00:00+00:00,0.03582676957026964,0.03668601656100855,0.0012371491961059922,0.0017211363834414822,0.0068846815834768815,-0.006668056375545584,0.04042788293201887,-0.036481137967632624
SOL,short_pullback_restart,short,29,2025-02-05 15:00:00+00:00,2026-03-07 19:00:00+00:00,0.03615067479508238,0.03944665021828212,0.00013880653017423492,0.011626513846360797,0.0003639010189229186,0.026627565563776774,0.04730135081145628,-0.031237209685185213
SUI,short_pullback_restart,short,25,2025-01-26 20:00:00+00:00,2026-03-21 23:00:00+00:00,0.03409807017436264,0.032622049680685786,0.001212491511017264,-0.0016045958127324455,0.003593969144459974,-0.0021028470368951347,0.04515772453534042,-0.027748288760361478
ETH,long_pullback_restart,long,24,2025-05-01 10:00:00+00:00,2026-05-06 09:00:00+00:00,0.029180763457060093,0.028900613198980574,0.004005669345156615,0.0011584516336940055,-0.0023551350079493716,0.00447604418029191,0.03171579075429653,-0.030540281332742433
SOL,long_pullback_restart,long,24,2025-01-25 16:00:00+00:00,2026-04-27 01:00:00+00:00,0.030567039516074743,0.03295076498197122,-0.004755639937164903,-0.011365663464249687,-0.010360559942617087,0.004267369469047401,0.022414398104369248,-0.03234601380467623
BNB,short_pullback_restart,short,22,2025-01-28 21:00:00+00:00,2026-04-02 01:00:00+00:00,0.027785460316941055,0.028562377282320812,0.0038445841987503238,0.011818393156991664,0.003528424066165936,0.0037133786069487485,0.03929161972422965,-0.017249875530777184
BTC,long_pullback_restart,long,22,2025-01-04 20:00:00+00:00,2026-05-06 08:00:00+00:00,0.017654570664492983,0.017758501133477336,-0.003793540300565698,-0.004304931410348585,-0.0033729840713997428,-0.011153535564494013,0.010570842377372875,-0.015408020214250119
