pair,open_date,close_date,exit_reason,profit_abs,profit_ratio
BTC/USDT:USDT,2023-12-16 16:00:00+00:00,2023-12-16 20:00:00+00:00,structure_exit_long_1d,-2.79415053,-0.00727877952015651
BNB/USDT:USDT,2023-12-21 09:00:00+00:00,2023-12-24 22:10:00+00:00,trailing_stop_loss,0.99570624,0.0035064287575474903
BNB/USDT:USDT,2024-02-07 17:00:00+00:00,2024-02-14 09:45:00+00:00,roi,44.20656104,0.10000015572373325
BTC/USDT:USDT,2025-01-06 05:00:00+00:00,2025-01-07 15:00:00+00:00,trailing_stop_loss,-0.23627289,-0.0003958755562825891
BNB/USDT:USDT,2025-01-17 09:00:00+00:00,2025-01-18 03:50:00+00:00,stop_loss,-12.90581775,-0.021061310299676336
BNB/USDT:USDT,2025-06-10 21:00:00+00:00,2025-06-12 20:15:00+00:00,stop_loss,-16.0303495,-0.021739943461105266
BNB/USDT:USDT,2025-08-07 23:00:00+00:00,2025-08-14 09:35:00+00:00,roi,63.01887406,0.10000282662992033
