side,signals,avg_risk_pct,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
short,418,0.03197604791721307,0.007975768559525304,0.003630917572544412,0.008426764876460166,0.45215311004784686,0.21052631578947367,0.2799043062200957,1.3129698890553596,-0.9317234171665207,0.5789473684210527,0.3492822966507177,0.37559808612440193,2.337231984303574,-1.5914013193707188
long,265,0.029112746019739517,-0.002975000067276334,-0.004283700249430589,0.006665656673386132,0.33962264150943394,0.11320754716981132,0.36981132075471695,1.0183741856486688,-0.9688422851720363,0.44150943396226416,0.30566037735849055,0.5283018867924528,2.0757014387496744,-1.7627974564094262
