entry_tag,side,signals,avg_risk_pct,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
short_pullback_restart,short,342,0.031349159132127165,0.006754608555003252,0.0026318873495609907,0.007007536945992964,0.45614035087719296,0.2134502923976608,0.2777777777777778,1.2967899201009339,-0.940320750470145,0.5789473684210527,0.3391812865497076,0.37719298245614036,2.268592747919659,-1.6247966877280846
long_pullback_restart,long,208,0.02824846693085237,-0.0018661983264723402,-0.0032955706264857776,0.008515014984984286,0.3701923076923077,0.11538461538461539,0.34615384615384615,1.0427490261027696,-0.941859930919256,0.47596153846153844,0.3269230769230769,0.49038461538461536,2.1535926862325456,-1.7563072278930854
short_compression_breakdown,short,76,0.03479704745009963,0.013470988579874532,0.00865745024705511,0.014813290563562578,0.4342105263157895,0.19736842105263158,0.2894736842105263,1.3857797493502755,-0.8930354173002113,0.5789473684210527,0.39473684210526316,0.3684210526315789,2.64610854803119,-1.4411221617625727
long_compression_breakout,long,57,0.032266606554625946,-0.007014206408776597,-0.012983882931883073,-5.24295059292436e-06,0.22807017543859648,0.10526315789473684,0.45614035087719296,0.9294273994301953,-1.0673042094628837,0.3157894736842105,0.22807017543859648,0.6666666666666666,1.79146671109288,-1.7864810973111613
