symbol,entry_tag,side,signals,first_signal,last_signal,avg_risk_pct,median_risk_pct,avg_forward_ret_6h,avg_forward_ret_24h,median_forward_ret_24h,avg_forward_ret_72h,avg_mfe_24h,avg_mae_24h,tp1_before_stop_24h_rate,tp2_before_stop_24h_rate,stop_before_tp1_24h_rate,avg_max_r_24h,avg_min_r_24h,tp1_before_stop_72h_rate,tp2_before_stop_72h_rate,stop_before_tp1_72h_rate,avg_max_r_72h,avg_min_r_72h
DOGE,short_pullback_restart,short,35,2025-02-01 19:00:00+00:00,2026-03-27 10:00:00+00:00,0.032758925576448335,0.033207160868292514,0.00987885271035351,0.01651475037691422,0.0004356823875395488,0.013014644315191887,0.054910155275624054,-0.02121196240863382,0.5714285714285714,0.2857142857142857,0.11428571428571428,1.4830805731915697,-0.8077160946935757,0.6857142857142857,0.4,0.2857142857142857,2.514564439310072,-1.7362704661970256
LINK,short_pullback_restart,short,35,2025-01-08 16:00:00+00:00,2026-03-29 13:00:00+00:00,0.03205828406990966,0.031991437062706164,-0.008117215981186386,-0.014456075319647498,-0.005501724421087206,-0.01950421123753522,0.03084906789489368,-0.04102155012923342,0.2857142857142857,0.14285714285714285,0.34285714285714286,0.9553927902855004,-1.4664678675702199,0.4,0.17142857142857143,0.5714285714285714,1.4332567314635876,-2.368593559281934
XRP,short_pullback_restart,short,30,2025-03-09 09:00:00+00:00,2026-04-05 05:00:00+00:00,0.029491127237484743,0.02822210113152291,0.005543062967603122,0.010992609953062655,0.014440584057346495,0.018513824689997443,0.04156502358492119,-0.020388830421770986,0.5,0.23333333333333334,0.26666666666666666,1.3508643919679035,-0.847374390354869,0.6666666666666666,0.43333333333333335,0.26666666666666666,2.925817323926909,-1.1549651198874025
ADA,short_pullback_restart,short,29,2025-03-18 13:00:00+00:00,2026-04-12 23:00:00+00:00,0.03203305606404489,0.03321085021862742,0.0019383954430043945,0.007265059078531948,0.006056018168054456,0.004957256585596196,0.03576885389511068,-0.02436258075781969,0.3793103448275862,0.13793103448275862,0.27586206896551724,1.0754219899342268,-0.8131994846328212,0.6206896551724138,0.3103448275862069,0.3448275862068966,1.8925219526937787,-1.5799368780263452
BNB,long_pullback_restart,long,29,2025-01-06 01:00:00+00:00,2026-01-17 15:00:00+00:00,0.01974799426709182,0.01848232401281169,-0.0028286037397962016,0.0033236994285541,0.0033301742747327,0.02331275932103093,0.018138747464599866,-0.016021776494697,0.3793103448275862,0.13793103448275862,0.27586206896551724,1.0277939564833884,-0.8256288147226305,0.5172413793103449,0.4827586206896552,0.4482758620689655,2.9529169644024353,-1.3055434786390894
BTC,short_pullback_restart,short,29,2025-01-12 09:00:00+00:00,2026-03-27 08:00:00+00:00,0.023077565688601052,0.021080124574965615,0.004049953366831844,0.004511212106664467,0.0033819634188119174,0.001663589247630506,0.026427758195947237,-0.017267993737123837,0.41379310344827586,0.1724137931034483,0.27586206896551724,1.2224799356047558,-0.8877401976868158,0.5172413793103449,0.27586206896551724,0.41379310344827586,2.3305966277084766,-1.3866566757413226
ETH,short_pullback_restart,short,29,2025-01-09 13:00:00+00:00,2026-03-29 13:00:00+00:00,0.03332203619867003,0.034367780082917326,0.01082700848725644,0.022626907058864536,0.01616069216549465,0.02267830460078541,0.07729585097832649,-0.02357546067048031,0.5862068965517241,0.3103448275862069,0.1724137931034483,2.125056581603991,-0.7672612179528508,0.6551724137931034,0.4827586206896552,0.2413793103448276,3.2631092876779233,-1.488942760155899
NEAR,short_pullback_restart,short,29,2025-01-15 09:00:00+00:00,2026-04-02 01:00:00+00:00,0.03582676957026964,0.03668601656100855,0.0012371491961059922,0.0017211363834414822,0.0068846815834768815,-0.006668056375545584,0.04042788293201887,-0.036481137967632624,0.4482758620689655,0.1724137931034483,0.3448275862068966,1.143916144486869,-1.1278731985646837,0.5517241379310345,0.3448275862068966,0.41379310344827586,2.2433755867637672,-2.3306424812733577
SOL,short_pullback_restart,short,29,2025-02-05 15:00:00+00:00,2026-03-07 19:00:00+00:00,0.03615067479508238,0.03944665021828212,0.00013880653017423492,0.011626513846360797,0.0003639010189229186,0.026627565563776774,0.04730135081145628,-0.031237209685185213,0.4482758620689655,0.13793103448275862,0.3793103448275862,1.1304140028161591,-1.0169194788203881,0.5172413793103449,0.27586206896551724,0.4827586206896552,2.2400652568448827,-1.4513806667769773
SUI,short_pullback_restart,short,25,2025-01-26 20:00:00+00:00,2026-03-21 23:00:00+00:00,0.03409807017436264,0.032622049680685786,0.001212491511017264,-0.0016045958127324455,0.003593969144459974,-0.0021028470368951347,0.04515772453534042,-0.027748288760361478,0.44,0.16,0.32,1.2755406724981828,-0.8902525967159757,0.6,0.36,0.4,1.973118046970303,-1.5423751212881658
