"open_time","open","high","low","close","volume","close_time"
"2025/12/16 2:00:00","403.04","408.91","401","401.11","83849.899","2025/12/16 2:59:59"
"2025/12/16 3:00:00","401.15","403.43","396.53","402.56","113303.492","2025/12/16 3:59:59"
"2025/12/16 4:00:00","402.56","405.1","392.78","397.72","121636.418","2025/12/16 4:59:59"
"2025/12/16 5:00:00","397.72","401.08","395.14","397.95","71015.87","2025/12/16 5:59:59"
"2025/12/16 6:00:00","397.95","401.96","395.48","399.1","70394.783","2025/12/16 6:59:59"
"2025/12/16 7:00:00","399.1","399.41","378.71","381.82","311098.35","2025/12/16 7:59:59"
"2025/12/16 8:00:00","381.79","387.4","373.67","380.86","251420.178","2025/12/16 8:59:59"
"2025/12/16 9:00:00","380.87","383.82","377.33","382.76","116453.117","2025/12/16 9:59:59"
"2025/12/16 10:00:00","382.74","398.64","380.39","391.79","204102.884","2025/12/16 10:59:59"
"2025/12/16 11:00:00","391.8","397.81","390.46","395","98094.877","2025/12/16 11:59:59"
"2025/12/16 12:00:00","395.01","397.3","390.55","391.79","93703.967","2025/12/16 12:59:59"
"2025/12/16 13:00:00","391.78","399.8","391.53","391.59","133470.096","2025/12/16 13:59:59"
"2025/12/16 14:00:00","391.6","398","388.2","397.28","148541.871","2025/12/16 14:59:59"
"2025/12/16 15:00:00","397.28","409.48","393.72","407.06","177259.467","2025/12/16 15:59:59"
"2025/12/16 16:00:00","407.06","413.67","403.88","406.7","183161.337","2025/12/16 16:59:59"
