period,model,group_type,group_value,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate_pct,avg_profit_pct,median_profit_pct,avg_duration_h,median_duration_h,max_duration_h,best_trade_abs,worst_trade_abs,avg_mae_pct,avg_mfe_pct,activated_count,top5_winner_share_pct,exit_reason_distribution
1y,baseline,month,2026-02,12,17.97693961,1.797693961,1.3223071522400085,4.0479033074117625,33.33333333333333,0.9810586010452443,-0.5991470726386259,51.166666666666664,59.0,121.0,25.19935802,-11.29793275,2.854014037285494,6.4918644091853475,0,100.0,"{""roi"": 3, ""stale_flat_120h"": 1, ""stale_loss_72h"": 4, ""stop_loss"": 2, ""trailing_stop_loss"": 2}"
1y,baseline,month,2026-03,7,-30.18771843,-3.018771843,0.4667749995508931,5.515593450773483,14.285714285714285,-0.9102156337096204,-2.9016151902351184,40.0,38.0,76.0,26.42575319,-11.36564162,2.6809248553957996,4.255540751720165,0,100.0,"{""roi"": 1, ""stale_loss_72h"": 1, ""stop_loss"": 5}"
1y,baseline,month,2026-04,6,-16.66009193,-1.6660091929999998,0.4704474991264323,2.075839996921813,33.33333333333333,-0.8729974186156231,-1.1040338090651767,94.16666666666667,74.0,266.0,12.08256561,-11.23519559,1.9823386949647956,4.282902752282883,0,100.0,"{""stale_flat_120h"": 1, ""stale_loss_72h"": 1, ""stale_low_profit_240h"": 1, ""stop_loss"": 2, ""trailing_stop_loss"": 1}"
1y,baseline,month,2026-05,4,-18.26444442,-1.8264444420000001,0.0,1.8264444420000019,0.0,-1.5404313167957213,-1.032347339449523,49.0,43.0,98.0,-0.16317601,-9.84715213,2.71262713747447,2.912688347903087,0,0.0,"{""stale_loss_72h"": 2, ""trailing_stop_loss"": 2}"
1y,baseline,month,2026-06,12,122.55259055,12.255259055,3.2058265046031638,4.193839867911841,50.0,3.0195695788659203,0.0783708685230734,33.333333333333336,35.5,73.0,48.08852919,-11.8579296,2.487478658601844,5.40814304989196,0,98.27317005830604,"{""force_exit"": 1, ""roi"": 5, ""stale_loss_72h"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
1y,baseline,market_period,pressure_202603_202605,17,-65.11225478,-6.511225478,0.38768946120568076,8.9181324304765,17.647058823529413,-1.0453658361672922,-2.078238929345367,61.23529411764706,38.0,266.0,26.42575319,-11.36564162,2.441824394556309,3.9492326569029883,0,100.0,"{""roi"": 1, ""stale_flat_120h"": 1, ""stale_loss_72h"": 4, ""stale_low_profit_240h"": 1, ""stop_loss"": 7, ""trailing_stop_loss"": 3}"
1y,baseline,market_period,strong_202601_202602,24,202.33172755,20.233172755000002,3.277798994874528,3.448638677754735,50.0,2.976195760676009,0.26761598212279175,67.16666666666667,47.5,383.0,43.46777421,-11.29793275,2.2520763912370754,7.078545947004571,0,58.13093449358738,"{""roi"": 10, ""stale_flat_120h"": 2, ""stale_loss_72h"": 4, ""stop_loss"": 4, ""trailing_stop_loss"": 4}"
1y,baseline,market_period,repair_202606,12,122.55259055,12.255259055,3.2058265046031638,4.193839867911841,50.0,3.0195695788659203,0.0783708685230734,33.333333333333336,35.5,73.0,48.08852919,-11.8579296,2.487478658601844,5.40814304989196,0,98.27317005830604,"{""force_exit"": 1, ""roi"": 5, ""stale_loss_72h"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,all,all,111,116.2990448000002,11.629904480000022,1.3298697853678894,4.219850302732107,63.96396396396396,0.28331694888377656,1.5120365394948967,25.37837837837838,15.0,336.0,23.82198652999999,-11.8579296,2.0462128914155153,3.186482233284417,71,17.534997003301907,"{""counterfactual_A_giveback50_floor1"": 70, ""max_hold_14d"": 1, ""stale_loss_72h"": 1, ""stop_loss"": 29, ""trailing_stop_loss"": 10}"
1y,A_giveback50_floor1,entry_tag,long_1d_center_compression,14,74.54999349000018,7.454999349000017,3.9654538427976074,0.8864080458243825,78.57142857142857,1.487166512265732,1.535399939770922,74.85714285714286,22.5,336.0,23.82198652999999,-9.61008214,1.2079199337697477,3.9405601864108126,11,65.3094293435974,"{""counterfactual_A_giveback50_floor1"": 10, ""max_hold_14d"": 1, ""stop_loss"": 3}"
1y,A_giveback50_floor1,entry_tag,short_compression_breakdown,28,-24.558355419999902,-2.45583554199999,0.7969500915251835,4.1440935174320845,53.57142857142857,-0.42270269578523695,1.4114284582947767,18.678571428571427,16.5,52.0,13.990334400000027,-11.36564162,2.576625024353626,2.722980839256441,15,49.237174593933894,"{""counterfactual_A_giveback50_floor1"": 15, ""stop_loss"": 8, ""trailing_stop_loss"": 5}"
1y,A_giveback50_floor1,entry_tag,short_pullback_restart,69,66.30740672999994,6.630740672999994,1.321142313582951,4.393769995380787,65.21739130434783,0.32555834255602295,1.5639610389610359,18.057971014492754,11.0,83.0,15.770911999999946,-11.8579296,2.0010616114846984,3.221568431675921,45,23.527453102526938,"{""counterfactual_A_giveback50_floor1"": 45, ""stale_loss_72h"": 1, ""stop_loss"": 18, ""trailing_stop_loss"": 5}"
1y,A_giveback50_floor1,pair,ADA/USDT:USDT,13,52.75259910999996,5.2752599109999965,5.6952986877195935,1.0670416931820228,92.3076923076923,1.4041533541492632,1.5329919734292874,16.0,12.0,44.0,11.615119599999993,-11.23519559,1.4225524991567453,3.3727068605283113,12,55.953132261956185,"{""counterfactual_A_giveback50_floor1"": 12, ""stop_loss"": 1}"
1y,A_giveback50_floor1,pair,BNB/USDT:USDT,9,9.509828730000017,0.9509828730000016,1.2661533374152816,1.1270008784604995,55.55555555555556,0.13923189425565263,1.4809412793239143,34.44444444444444,32.0,86.0,15.770911999999946,-11.32710287,2.1503337958923043,3.6830687197516836,5,100.0,"{""counterfactual_A_giveback50_floor1"": 5, ""stop_loss"": 4}"
1y,A_giveback50_floor1,pair,BTC/USDT:USDT,11,8.152446920000067,0.8152446920000066,1.2191977280374995,3.046837326892998,63.63636363636363,0.481038386460564,1.6500114177618996,25.636363636363637,21.0,78.0,9.116700600000017,-11.26254354,1.4253437096591741,3.054161307911566,7,78.22213579968282,"{""counterfactual_A_giveback50_floor1"": 7, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,pair,DOGE/USDT:USDT,6,-14.691301570000038,-1.4691301570000037,0.4631433725889766,2.101503374492044,50.0,-0.312964619451118,-0.08197576249922245,19.166666666666668,11.0,50.0,6.214629819999973,-11.67556629,1.8769991668787247,2.8956199421695654,3,100.0,"{""counterfactual_A_giveback50_floor1"": 3, ""stop_loss"": 2, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,pair,ETH/USDT:USDT,12,23.125577610000082,2.3125577610000083,1.7734288969602612,1.5464216753302695,66.66666666666666,0.5872928496919396,1.6216518748035573,15.25,11.5,73.0,14.588699130000053,-10.68252069,1.642449284347337,3.4469374415059453,8,81.08858768114344,"{""counterfactual_A_giveback50_floor1"": 8, ""stale_loss_72h"": 1, ""stop_loss"": 1, ""trailing_stop_loss"": 2}"
1y,A_giveback50_floor1,pair,LINK/USDT:USDT,5,-17.744315129999997,-1.7744315129999997,0.4222953756072374,1.7744315129999904,40.0,-1.2094105806908175,-3.4525600302844768,11.0,5.0,25.0,6.913252259999981,-11.8579296,3.50974774993026,2.7252368366771997,2,100.0,"{""counterfactual_A_giveback50_floor1"": 2, ""stop_loss"": 3}"
1y,A_giveback50_floor1,pair,NEAR/USDT:USDT,10,-20.39607674000001,-2.039607674000001,0.5437593373435226,3.1185607617659366,50.0,-0.730831767395817,-0.38122495935502554,17.3,14.0,32.0,6.61176299999999,-10.00882771,2.401830669925055,2.9544465850765436,5,100.0,"{""counterfactual_A_giveback50_floor1"": 5, ""stop_loss"": 3, ""trailing_stop_loss"": 2}"
1y,A_giveback50_floor1,pair,PAXG/USDT:USDT,4,41.03873450000006,4.103873450000006,inf,0.0,100.0,2.5313876464130836,1.4905913026983335,185.25,171.5,336.0,23.82198652999999,5.391018419999993,0.9651762431944682,3.8717102398548855,4,100.0,"{""counterfactual_A_giveback50_floor1"": 3, ""max_hold_14d"": 1}"
1y,A_giveback50_floor1,pair,SOL/USDT:USDT,10,-24.63629696999999,-2.4636296969999987,0.5277279240134019,3.9533444936757687,40.0,-0.948552893757854,-1.882066203286855,15.6,17.0,41.0,8.489696,-11.36564162,2.8425780556291196,2.641775117944797,4,100.0,"{""counterfactual_A_giveback50_floor1"": 4, ""stop_loss"": 5, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,pair,SUI/USDT:USDT,6,-0.7930469199999823,-0.07930469199999823,0.9543811793238568,0.9889932750391076,66.66666666666666,0.03527616202130542,1.7468040647469198,10.666666666666666,10.0,23.0,5.572130130000015,-9.32328279,2.425790125526021,2.985952770757879,4,100.0,"{""counterfactual_A_giveback50_floor1"": 4, ""stop_loss"": 2}"
1y,A_giveback50_floor1,pair,TAO/USDT:USDT,8,21.66865641000007,2.166865641000007,2.43132634985341,0.756748606115736,75.0,1.0695516738536814,1.6092308814509517,16.25,13.5,34.0,13.990334400000027,-7.79041719,2.3412047407242045,3.6791357768550927,6,91.69850733956355,"{""counterfactual_A_giveback50_floor1"": 6, ""trailing_stop_loss"": 2}"
1y,A_giveback50_floor1,pair,XRP/USDT:USDT,15,43.37718963999996,4.337718963999996,2.052004736602909,1.6505145709999853,66.66666666666666,0.5266199600317685,1.5795682124849049,26.0,18.0,83.0,14.042568870000025,-11.01111199,2.0512355258017267,3.1481412740521453,10,62.771260933156924,"{""counterfactual_A_giveback50_floor1"": 10, ""stop_loss"": 5}"
1y,A_giveback50_floor1,pair,ZEC/USDT:USDT,2,-5.064950789999991,-0.5064950789999991,0.48293977724537307,0.9795668989999968,50.0,-1.2360344454501102,-1.2360344454501102,5.0,5.0,9.0,4.730718200000008,-9.79566899,2.363417265707944,2.363906384315996,1,100.0,"{""counterfactual_A_giveback50_floor1"": 1, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,side,long,14,74.54999349000018,7.454999349000017,3.9654538427976074,0.8864080458243825,78.57142857142857,1.487166512265732,1.535399939770922,74.85714285714286,22.5,336.0,23.82198652999999,-9.61008214,1.2079199337697477,3.9405601864108126,11,65.3094293435974,"{""counterfactual_A_giveback50_floor1"": 10, ""max_hold_14d"": 1, ""stop_loss"": 3}"
1y,A_giveback50_floor1,side,short,97,41.749051310000034,4.174905131000004,1.1275087864949465,5.462977330064345,61.855670103092784,0.10956546550906132,1.5120365394948967,18.237113402061855,12.0,83.0,15.770911999999946,-11.8579296,2.1672036275705744,3.0776462400496793,60,18.430688610940656,"{""counterfactual_A_giveback50_floor1"": 60, ""stale_loss_72h"": 1, ""stop_loss"": 26, ""trailing_stop_loss"": 10}"
1y,A_giveback50_floor1,month,2025-06,5,1.1343699300000116,0.11343699300000115,1.0743242109344346,0.7652986970000029,60.0,0.3019174093792115,1.8987266360453077,11.0,7.0,32.0,6.862485000000002,-7.65298697,1.9599815036959636,3.828197637477999,3,100.0,"{""counterfactual_A_giveback50_floor1"": 3, ""stop_loss"": 2}"
1y,A_giveback50_floor1,month,2025-07,4,20.51644953000008,2.0516449530000083,3.714052585693589,0.7559341199999948,75.0,1.261659049634059,2.1068850576735025,37.0,21.0,86.0,14.588699130000053,-7.5593412,1.5639205583498816,4.656447429478841,3,100.0,"{""counterfactual_A_giveback50_floor1"": 3, ""stop_loss"": 1}"
1y,A_giveback50_floor1,month,2025-08,9,8.86793764000004,0.886793764000004,1.4109931102364783,1.6833018264329078,66.66666666666666,0.4492783516415215,1.5181624257199458,26.666666666666668,17.0,78.0,7.577684100000026,-8.15723606,2.398807093296904,3.170221062938846,6,88.56187493584598,"{""counterfactual_A_giveback50_floor1"": 6, ""stop_loss"": 2, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2025-09,8,-10.082264259999931,-1.0082264259999931,0.6755930441716654,2.258936713000003,50.0,-0.7281415832300122,-0.32336062290162326,37.5,18.0,177.0,8.489696,-8.06092198,2.48361378456434,2.268895289778586,4,100.0,"{""counterfactual_A_giveback50_floor1"": 4, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2025-10,7,-9.802485409999996,-0.9802485409999996,0.7032644979907277,3.2490751164033735,42.857142857142854,-0.8185558276542559,-2.079550843992106,12.857142857142858,13.0,26.0,9.089549699999996,-8.6008338,2.686190392313391,2.650649633770227,3,100.0,"{""counterfactual_A_giveback50_floor1"": 3, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2025-11,13,14.963105389999964,1.4963105389999964,1.5806933769426124,1.7177057184815676,76.92307692307693,0.47430149568623864,1.4364947369678738,15.692307692307692,10.0,62.0,5.391018419999993,-8.88459075,2.002398399344548,2.9667414416902846,10,59.9348140150058,"{""counterfactual_A_giveback50_floor1"": 10, ""stop_loss"": 3}"
1y,A_giveback50_floor1,month,2025-12,12,23.774628460000013,2.377462846000001,1.6043560358729676,2.6358077596703073,58.333333333333336,0.56956418859876,1.5003348855165797,45.25,16.5,336.0,23.82198652999999,-9.32328279,1.8142974142879025,3.122668214484463,7,88.25074383949429,"{""counterfactual_A_giveback50_floor1"": 6, ""max_hold_14d"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2026-01,12,42.777220400000175,4.277722040000017,3.227129426287084,0.974357481331211,83.33333333333334,1.0401377313165012,1.6649799056185297,28.833333333333332,10.5,166.0,12.621643290000018,-9.79566899,1.2467432329233727,3.598685751536521,10,63.18613314484459,"{""counterfactual_A_giveback50_floor1"": 10, ""stop_loss"": 1, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2026-02,12,44.511181959999995,4.4511181959999995,3.025034746507941,2.1137333976654196,83.33333333333334,1.2280617127576037,1.9318592128865806,16.583333333333332,12.0,54.0,11.615119599999993,-11.29793275,1.8336969751310395,3.9947986925712065,10,65.40652316396476,"{""counterfactual_A_giveback50_floor1"": 10, ""stop_loss"": 1, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2026-03,9,3.9068401099999175,0.3906840109999917,1.1159167085914412,2.185841727756183,66.66666666666666,0.11142225203457262,1.5795682124849049,22.11111111111111,23.0,41.0,7.465565399999956,-11.36564162,1.6978166949228872,2.978438158433837,6,87.4218809303898,"{""counterfactual_A_giveback50_floor1"": 6, ""stop_loss"": 3}"
1y,A_giveback50_floor1,month,2026-04,4,-15.083193440000054,-1.5083193440000053,0.5111446848027608,2.0725853614491125,25.0,-1.3437573496874067,-2.2522245376305845,31.0,24.0,64.0,15.770911999999946,-11.23519559,2.630002484604458,2.480630145074981,1,100.0,"{""counterfactual_A_giveback50_floor1"": 1, ""stop_loss"": 2, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,month,2026-05,4,7.477003220000017,0.7477003220000017,1.4239248098388206,0.9814943543964205,50.0,-0.20846753756449293,0.15707471102152526,27.75,18.0,63.0,14.042568870000025,-9.84715213,2.598599894332353,2.912688347903087,2,100.0,"{""counterfactual_A_giveback50_floor1"": 2, ""trailing_stop_loss"": 2}"
1y,A_giveback50_floor1,month,2026-06,12,-16.661748730000024,-1.6661748730000023,0.7001048546038088,4.765473960331065,50.0,-0.21745894833216162,0.23602309118653642,21.5,12.5,73.0,8.248201320000003,-11.8579296,2.487478658601844,2.9295302187748544,6,89.6535302128721,"{""counterfactual_A_giveback50_floor1"": 6, ""stale_loss_72h"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
1y,A_giveback50_floor1,market_period,pressure_202603_202605,17,-3.699350110000119,-0.3699350110000119,0.9549932939882279,2.8361470010594694,52.94117647058824,-0.30624113415861437,1.4873015873015885,25.529411764705884,23.0,64.0,15.770911999999946,-11.36564162,2.1291035158854843,2.845836317518635,9,70.45386048578591,"{""counterfactual_A_giveback50_floor1"": 9, ""stop_loss"": 5, ""trailing_stop_loss"": 3}"
1y,A_giveback50_floor1,market_period,strong_202601_202602,24,87.28840236000018,8.728840236000018,3.1192787041277867,2.0302175855253495,83.33333333333334,1.1340997220370526,1.8002726881158297,22.708333333333332,11.5,166.0,12.621643290000018,-11.29793275,1.540220104027206,3.796742222053864,20,39.605070485147934,"{""counterfactual_A_giveback50_floor1"": 20, ""stop_loss"": 2, ""trailing_stop_loss"": 2}"
1y,A_giveback50_floor1,market_period,repair_202606,12,-16.661748730000024,-1.6661748730000023,0.7001048546038088,4.765473960331065,50.0,-0.21745894833216162,0.23602309118653642,21.5,12.5,73.0,8.248201320000003,-11.8579296,2.487478658601844,2.9295302187748544,6,89.6535302128721,"{""counterfactual_A_giveback50_floor1"": 6, ""stale_loss_72h"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
1y,B_giveback60_floor1.5,all,all,111,546.1348026400001,54.61348026400002,2.175286397199756,6.698880497778538,49.549549549549546,1.4408095844992581,-0.03365607198755909,59.37837837837838,27.0,336.0,137.47160580000002,-11.8579296,2.3584532726977394,6.350786671055771,53,45.33836294071045,"{""counterfactual_B_giveback60_floor1.5"": 44, ""force_exit"": 1, ""max_hold_14d"": 9, ""stale_flat_120h"": 1, ""stale_loss_72h"": 4, ""stop_loss"": 38, ""swing_exit_long_1d"": 2, ""trailing_stop_loss"": 12}"
