pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,false_breakdown,quick_reverse_1h_5h,is_loser,entry_candle_body_ratio,entry_candle_close_position,breakdown_depth,pullback_depth,compression_width,compression_duration,atr_percentile_1h,atr_percentile_4h,pair_ema50_slope_4h,pair_range_market_4h,btc_regime_4h,btc_regime_1d,prev_3h_return,prev_6h_return,prev_12h_return,prev_24h_return,distance_to_ema50_4h,distance_to_ema50_1d,short_term_oversold,long_lower_shadow,close_not_low_enough,analysis_period
ADA/USDT:USDT,253.69,253.69,575.0,2024-05-08 00:00:00+00:00,2024-05-08 14:00:00+00:00,0.4412,0.4561,0.0005,0.0005,840,-0.03481574548952115,-8.82799027,stop_loss,0.4676,-0.06,0.4561,-0.03396651481133861,0.4358,0.4591,False,short_compression_breakdown,1.0,True,1715126400000,1715176800000,"[{'amount': 575.0, 'safe_price': 0.4412, 'ft_order_side': 'sell', 'order_filled_timestamp': 1715126400000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 253.81684499999997}, {'amount': 575.0, 'safe_price': 0.4561, 'ft_order_side': 'buy', 'order_filled_timestamp': 1715176800000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 262.38862874999995}]",-0.0025165198485224997,2,True,True,True,0.8333333333333401,0.1296296296296266,0.00473826714801442,0.0273014440433213,0.02743142144638404,13.0,0.225,0.14444444444444443,-0.0029878750808994825,False,range,range,-0.0038005812653699733,-0.013286093888396855,-0.013722886232846343,-0.02151954325867378,-0.03564543425390232,-0.15405526505376743,False,False,False,3y
ADA/USDT:USDT,365.79,365.79,822.0,2024-06-02 18:00:00+00:00,2024-06-03 06:00:00+00:00,0.445,0.4548,0.0005,0.0005,720,-0.022944595893452345,-8.38870728,trailing_stop_loss,0.4717,-0.06,0.4548,-0.029934923070064512,0.4406,0.456,False,short_pullback_restart,1.0,True,1717351200000,1717394400000,"[{'amount': 822.0, 'safe_price': 0.445, 'ft_order_side': 'sell', 'order_filled_timestamp': 1717351200000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 365.972895}, {'amount': 822.0, 'safe_price': 0.4548, 'ft_order_side': 'buy', 'order_filled_timestamp': 1717394400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 374.0325228}]",0.03671052,0,True,True,True,0.9545454545454591,0.0,0.007584207004238141,0.01405308944902973,0.014160485502360144,29.0,0.07361111111111111,0.03333333333333333,-0.0015465088537802707,False,range,range,-0.006856890068568933,-0.0011123470522803602,-0.010141093474426821,-0.0015565932844118224,-0.0226757102870615,-0.07569568431765805,False,False,False,3y
ADA/USDT:USDT,398.142,398.142,909.0,2024-06-10 07:00:00+00:00,2024-06-10 09:00:00+00:00,0.438,0.4466,0.0005,0.0005,120,-0.020555274170985457,-8.17982601,stop_loss,0.4642,-0.06,0.4466,-0.01967305625410387,0.4349,0.4494,False,short_pullback_restart,1.0,True,1718002800000,1718010000000,"[{'amount': 909.0, 'safe_price': 0.438, 'ft_order_side': 'sell', 'order_filled_timestamp': 1718002800000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 398.341071}, {'amount': 909.0, 'safe_price': 0.4466, 'ft_order_side': 'buy', 'order_filled_timestamp': 1718010000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 406.1623797}]",0.039624688044,0,True,True,True,0.7674418604651045,0.06976744186046992,0.003413746017296316,0.025988960441582283,0.015300296871431796,13.0,0.18194444444444444,0.5833333333333334,-0.0028805353771984565,False,range,range,-0.00496277915632759,-0.0067552353073632165,-0.002036199095022617,0.014022988505747014,-0.028184955345266438,-0.07402312094176022,False,False,False,3y
ADA/USDT:USDT,187.6647,187.6647,527.0,2024-07-07 14:00:00+00:00,2024-07-08 08:00:00+00:00,0.3561,0.372,0.0005,0.0005,1080,-0.045627814474738876,-8.55844875,stop_loss,0.3774,-0.06,0.372,-0.04478313761526054,0.3296,0.3725,False,short_pullback_restart,1.0,True,1720360800000,1720425600000,"[{'amount': 527.0, 'safe_price': 0.3561, 'ft_order_side': 'sell', 'order_filled_timestamp': 1720360800000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 187.75853235}, {'amount': 527.0, 'safe_price': 0.372, 'ft_order_side': 'buy', 'order_filled_timestamp': 1720425600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 196.142022}]",0.012705596357,0,False,True,True,0.8969072164948452,0.10309278350515487,0.017384105960264823,0.047108603667136796,0.024712159505756736,13.0,0.8097222222222222,0.9333333333333333,-0.005069026293080703,False,down,range,-0.004638472032742147,-0.007616974972796453,-0.0059945504087193235,0.024719101123595655,-0.055898852774320607,-0.14515640137162278,False,False,False,3y
ADA/USDT:USDT,267.5382,267.5382,762.0,2024-08-30 12:00:00+00:00,2024-09-04 00:00:00+00:00,0.3511,0.3157,0.0005,0.0005,6480,0.10012449180399874,26.77373275,roi,0.3721,-0.06,0.3626,-0.03280928629954216,0.3147,0.3545,False,short_pullback_restart,1.0,True,1725019200000,1725408000000,"[{'amount': 762.0, 'safe_price': 0.3511, 'ft_order_side': 'sell', 'order_filled_timestamp': 1725019200000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 267.6719691}, {'amount': 762.0, 'safe_price': 0.3157, 'ft_order_side': 'buy', 'order_filled_timestamp': 1725408000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 240.68368169999997}]",0.0529835491404876,2,False,True,False,0.8607594936708867,0.07594936708860661,0.005943956977073283,0.0372599598738894,0.02448747152619589,12.0,0.4638888888888889,0.6166666666666667,-0.00280571256669615,False,down,range,0.007880664227413403,0.00561639988767193,0.009301014656144302,-0.005830094392004548,-0.029817397175330274,-0.05421649629556691,False,False,False,3y
ADA/USDT:USDT,388.5057,388.5057,1143.0,2024-10-09 13:00:00+00:00,2024-10-11 13:00:00+00:00,0.3399,0.3483,0.0005,0.0005,2880,-0.025505622516902412,-9.90412519,stop_loss,0.3602,-0.06,0.3483,-0.024992176980683345,0.3311,0.3485,False,short_compression_breakdown,1.0,True,1728478800000,1728651600000,"[{'amount': 1143.0, 'safe_price': 0.3399, 'ft_order_side': 'sell', 'order_filled_timestamp': 1728478800000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 388.69995285}, {'amount': 1143.0, 'safe_price': 0.3483, 'ft_order_side': 'buy', 'order_filled_timestamp': 1728651600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 398.30595344999995}]",0.09038111158897741,4,True,True,True,0.583333333333342,0.3541666666666645,0.0029342723004694865,0.02113916617733407,0.020600353148911142,16.0,0.5125,0.6611111111111111,-0.004192503007783066,False,range,range,-0.0017487612940833008,-0.014388489208632893,-0.00551684088269444,-0.026158657947114028,-0.04274967819789144,-0.05275007136504872,False,False,True,3y
ADA/USDT:USDT,298.7472,298.7472,436.0,2025-03-18 14:00:00+00:00,2025-03-19 09:00:00+00:00,0.6852,0.714,0.0005,0.0005,1140,-0.04330176691467035,-12.92981348,trailing_stop_loss,0.7263,-0.06,0.714,-0.041590950073420174,0.6812,0.7166,False,short_compression_breakdown,1.0,True,1742306400000,1742374800000,"[{'amount': 436.0, 'safe_price': 0.6852, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742306400000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 298.8965736}, {'amount': 436.0, 'safe_price': 0.714, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742374800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 311.45965199999995}]",-0.0679878758501712,2,True,True,True,0.6387665198237852,0.19823788546255722,0.018476081352048156,0.02406187338871373,0.024514811031664856,12.0,0.19305555555555556,0.08333333333333333,-0.00593746790935934,False,down,range,-0.008361678004535134,-0.0005713469504355917,-0.019478699551569556,-0.025758841548315203,-0.06464199240427226,-0.13588084993677696,True,False,False,3y
ADA/USDT:USDT,403.7916,403.7916,582.0,2025-03-23 19:00:00+00:00,2025-03-24 00:00:00+00:00,0.6938,0.7168,0.0005,0.0005,300,-0.03430321890257972,-13.84442597,stop_loss,0.7354,-0.06,0.7168,-0.033210864359860315,0.691,0.7181,False,short_pullback_restart,1.0,True,1742756400000,1742774400000,"[{'amount': 582.0, 'safe_price': 0.6938, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742756400000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 403.99349579999995}, {'amount': 582.0, 'safe_price': 0.7168, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742774400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 417.38618879999996}]",-0.04794137176200001,0,True,True,True,0.9705882352941209,0.02941176470587915,0.010694424639954458,0.027857553130384797,0.02089939463822421,16.0,0.0375,0.022222222222222223,-0.002186877109063845,False,range,range,-0.005089778029124914,-0.01054555680539937,-0.011101742551995475,-0.0019855339668131133,-0.03403153755605037,-0.10918787385821616,True,False,False,3y
ADA/USDT:USDT,444.048,444.048,696.0,2025-04-06 08:00:00+00:00,2025-04-06 20:00:00+00:00,0.638,0.5735,0.0005,0.0005,720,0.10001915622442072,44.39109963,roi,0.6762,-0.06,0.657,-0.02942628246404788,0.569,0.6415,False,short_compression_breakdown,1.0,True,1743926400000,1743969600000,"[{'amount': 696.0, 'safe_price': 0.638, 'ft_order_side': 'sell', 'order_filled_timestamp': 1743926400000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 444.270024}, {'amount': 696.0, 'safe_price': 0.5735, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743969600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 399.355578}]",-0.0792983664557784,6,False,True,False,0.6486486486486502,0.27027027027027595,0.0034369629745351973,0.024839868770504647,0.024925536918012265,17.0,0.05555555555555555,0.5,-0.0038978619409975046,False,down,range,-0.009590100541376656,-0.019298514320723048,-0.017643448910708903,-0.02244274809160307,-0.04291051967469384,-0.12966707119138743,False,False,False,3y
ADA/USDT:USDT,466.0904,466.0904,694.0,2025-06-02 09:00:00+00:00,2025-06-02 22:00:00+00:00,0.6716,0.6909,0.0005,0.0005,780,-0.02976585271676814,-13.86664141,stop_loss,0.7118,-0.06,0.6909,-0.028785310095445826,0.6632,0.6918,False,short_pullback_restart,1.0,True,1748854800000,1748901600000,"[{'amount': 694.0, 'safe_price': 0.6716, 'ft_order_side': 'sell', 'order_filled_timestamp': 1748854800000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 466.3234452}, {'amount': 694.0, 'safe_price': 0.6909, 'ft_order_side': 'buy', 'order_filled_timestamp': 1748901600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 479.72434229999993}]",0.00034608808400000003,0,True,False,True,0.6893203883495083,0.1747572815533989,0.0034134758088453085,0.055249464340373464,0.023380491437081232,13.0,0.18888888888888888,0.37777777777777777,-0.0069597105651169056,False,range,range,0.0011802891708467822,-0.005131212432194832,0.00014738393515112413,0.0087706258361826,-0.057984889385374716,-0.07547498161309607,False,False,False,3y
ADA/USDT:USDT,350.032,350.032,524.0,2025-06-12 20:00:00+00:00,2025-06-17 17:00:00+00:00,0.668,0.6006,0.0005,0.0005,7020,0.0999583976005464,34.97114351,roi,0.708,-0.06,0.6913,-0.05057873455627848,0.5992,0.6708,False,short_compression_breakdown,1.0,True,1749758400000,1750179600000,"[{'amount': 524.0, 'safe_price': 0.668, 'ft_order_side': 'sell', 'order_filled_timestamp': 1749758400000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 350.207016}, {'amount': 524.0, 'safe_price': 0.6006, 'ft_order_side': 'buy', 'order_filled_timestamp': 1750179600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 314.8717572}]",-0.014083288254038411,1,False,False,False,0.6903225806451538,0.14838709677419804,0.010368834246778263,0.026514590431047126,0.02679239634785199,12.0,0.6194444444444445,0.4111111111111111,-0.00254491091445308,False,range,up,0.0026587887740028293,-0.005275498241500642,-0.019358566888182716,-0.04042974271981914,-0.028463112216000286,-0.058443853682329405,False,False,False,3y
ADA/USDT:USDT,463.0456,463.0456,772.0,2025-11-02 15:00:00+00:00,2025-11-03 15:00:00+00:00,0.5998,0.5392,0.0005,0.0005,1440,0.10003342899613946,46.29687913,roi,0.6357,-0.06,0.6196,-0.03303534700775912,0.5244,0.612,False,short_pullback_restart,1.0,True,1762095600000,1762182000000,"[{'amount': 772.0, 'safe_price': 0.5998, 'ft_order_side': 'sell', 'order_filled_timestamp': 1762095600000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 463.2771228}, {'amount': 772.0, 'safe_price': 0.5392, 'ft_order_side': 'buy', 'order_filled_timestamp': 1762182000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 416.4705312}]",-0.046666872852924,0,True,True,False,0.6052631578947402,0.2894736842105245,0.007776307081403106,0.023494374586366627,0.023678505919626464,35.0,0.16805555555555557,0.2777777777777778,-0.004252412429369468,False,down,range,-0.0019743336623888608,-0.01717433570965643,-0.0032862306933947316,-0.0065509335080249365,-0.049482776230486136,-0.16450173610297214,False,False,False,3y
ADA/USDT:USDT,377.7312,377.7312,672.0,2025-11-11 20:00:00+00:00,2025-11-14 12:00:00+00:00,0.5621,0.5055,0.0005,0.0005,3840,0.09998514767884531,37.74862606,roi,0.5958,-0.06,0.5854,-0.05512595473162496,0.4994,0.5805,False,short_compression_breakdown,1.0,True,1762891200000,1763121600000,"[{'amount': 672.0, 'safe_price': 0.5621, 'ft_order_side': 'sell', 'order_filled_timestamp': 1762891200000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 377.92006560000004}, {'amount': 672.0, 'safe_price': 0.5055, 'ft_order_side': 'buy', 'order_filled_timestamp': 1763121600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 339.86584799999997}]",0.0721396562537952,4,True,False,False,0.8205128205128125,0.1794871794871875,0.007417873542917664,0.031437654539032016,0.03167259786476855,12.0,0.6041666666666666,0.5611111111111111,-0.0007764728662168485,False,down,range,-0.005946135012241949,-0.017798513910489033,-0.025210084033613356,-0.026212095254411483,-0.02180526699417007,-0.16102901801110203,False,False,False,3y
ADA/USDT:USDT,416.2303,416.2303,1061.0,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,0.3923,0.3528,0.0005,0.0005,4440,0.10001386158048779,41.60798521,roi,0.4158,-0.06,0.4073,-0.0718911101943569,0.3502,0.4,False,short_pullback_restart,1.0,True,1765810800000,1766077200000,"[{'amount': 1061.0, 'safe_price': 0.3923, 'ft_order_side': 'sell', 'order_filled_timestamp': 1765810800000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 416.43841514999997}, {'amount': 1061.0, 'safe_price': 0.3528, 'ft_order_side': 'buy', 'order_filled_timestamp': 1766077200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 374.5079604}]",0.0937607608150145,3,False,False,False,0.5185185185185199,0.19753086419752977,0.01900950475237618,0.04193300946049596,0.01963284038755733,12.0,0.30277777777777776,0.3333333333333333,-0.006397654192474289,False,down,down,-0.009151620084095868,-0.0034825870646766344,-0.0022415940224159714,-0.0034825870646766344,-0.060570347778502454,-0.20255082449735917,False,False,False,3y
