pair,enter_tag,open_date,baseline_profit_abs,candidate_profit_abs,delta_profit_abs,baseline_profit_ratio,candidate_profit_ratio,delta_profit_ratio,baseline_exit_reason,candidate_exit_reason,baseline_orders,candidate_orders
TAO/USDT:USDT,short_pullback_restart,2026-02-03 15:00:00+00:00,0.03981573,0.04093021,0.001114480000000001,9.368386267067913e-05,9.368386054197994e-05,-2.1286991944537495e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,long_1d_center_compression,2024-09-29 00:00:00+00:00,-0.2220949,-0.22159409,0.0005008100000000182,-0.0004797904798604414,-0.00047979048178753235,-1.9270909737759134e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,long_1d_center_compression,2024-11-23 00:00:00+00:00,46.89989272,46.82617394,-0.0737187800000001,0.09998228740549486,0.09998228742188627,1.639140212450485e-11,roi,roi,2,2
XRP/USDT:USDT,long_1d_center_compression,2024-11-30 00:00:00+00:00,-0.03007513,-0.03001892,5.620999999999751e-05,-6.236428515492211e-05,-6.236429595015397e-05,-1.0795231855241678e-11,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2023-09-01 17:00:00+00:00,-8.07179982,-7.9718095,0.09999032000000074,-0.03257073059709542,-0.032570730627495596,-3.0400175432543364e-11,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2024-01-19 15:00:00+00:00,0.07087522,0.07001971,-0.0008555100000000038,0.0002015332848977915,0.00020153326776734174,-1.7130449755107038e-11,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2024-04-25 11:00:00+00:00,-7.88009828,-7.8082076,0.0718906800000001,-0.028397960515834843,-0.028397960497849917,1.798492604843105e-11,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2024-06-13 16:00:00+00:00,0.25936093,0.25425082,-0.005110110000000001,0.0006371437338349202,0.0006371437287940154,-5.040904759584519e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2024-10-23 08:00:00+00:00,0.15373104,0.15303316,-0.0006978800000000118,0.00034010981656597316,0.00034010982264015793,6.074184774954028e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2025-09-25 18:00:00+00:00,-8.59962298,-8.77093021,-0.17130723000000003,-0.03132180686053751,-0.03132180685811884,2.418669431403231e-12,stale_loss_72h,stale_loss_72h,2,2
XRP/USDT:USDT,short_compression_breakdown,2025-10-09 17:00:00+00:00,51.31732179,52.31646921,0.9991474199999999,0.09999992459861606,0.09999992459359194,-5.0241200089118365e-12,roi,roi,2,2
XRP/USDT:USDT,short_compression_breakdown,2025-12-05 10:00:00+00:00,-0.13994938,-0.14394641,-0.003997029999999985,-0.0002592648417174899,-0.0002592648398518966,1.8655932918290596e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_compression_breakdown,2026-03-24 17:00:00+00:00,-18.5211798,-19.09897145,-0.5777916500000018,-0.03274688138511078,-0.032746881373549634,1.1561147872374278e-11,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2023-08-22 14:00:00+00:00,0.05273081,0.05273081,0.0,0.0001410625334023242,0.0001410625334023242,0.0,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2023-09-06 15:00:00+00:00,-5.27628076,-5.21043579,0.06584496999999967,-0.01451640480309159,-0.014516404813758871,-1.0667281294396425e-11,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2023-10-12 09:00:00+00:00,-7.85714017,-7.75919426,0.09794590999999997,-0.02818383274790893,-0.028183832737643424,1.0265507194295864e-11,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-01-22 00:00:00+00:00,18.30870653,18.08692068,-0.22178584999999984,0.052055458205299346,0.05205545821477074,9.471395889804057e-12,partial_exit,partial_exit,2,2
XRP/USDT:USDT,short_pullback_restart,2024-01-25 13:00:00+00:00,-6.28053587,-6.22251906,0.05801680999999981,-0.017044180104961695,-0.0170441800975446,7.417094716188899e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-04-30 09:00:00+00:00,0.04361672,0.04320918,-0.0004075399999999979,0.0001985420739916774,0.0001985420739916774,0.0,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-05-10 15:00:00+00:00,0.1582538,0.15721454,-0.0010392599999999863,0.0007168009901258773,0.000716800977777554,-1.234832331872826e-11,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-06-26 11:00:00+00:00,-6.59564413,-6.46597878,0.1296653499999998,-0.016693072762842,-0.016693072762503643,3.383578139892762e-13,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-06-29 23:00:00+00:00,-4.59385784,-4.50328099,0.09057684999999971,-0.011781398284980305,-0.011781398287818958,-2.8386529238311198e-12,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-09-05 04:00:00+00:00,22.33391432,26.60372647,4.26981215,0.05393917862484407,0.05168798014660194,-0.0022511984782421293,partial_exit,partial_exit,2,3
XRP/USDT:USDT,short_pullback_restart,2024-10-09 21:00:00+00:00,-10.1960649,-10.17426474,0.021800159999999735,-0.024559802552939033,-0.024559802562393103,-9.454069471726001e-12,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2024-11-03 03:00:00+00:00,-10.47648508,-10.45691658,0.0195685000000001,-0.024463074781694807,-0.02446307477904023,2.654577946348269e-12,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2025-05-30 17:00:00+00:00,0.02074733,0.0211526,0.00040526999999999924,6.076581532274707e-05,6.076580855272321e-05,-6.770023865782741e-12,trailing_stop_loss,trailing_stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2025-06-05 07:00:00+00:00,26.25875631,26.69541878,0.4366624700000017,0.05399237288045222,0.053992372891614786,1.1162563928746039e-11,partial_exit,partial_exit,2,2
XRP/USDT:USDT,short_pullback_restart,2025-09-04 20:00:00+00:00,-14.12417311,-14.38963573,-0.265462620000001,-0.028068089658353265,-0.028068089651711172,6.6420931255084525e-12,stop_loss,stop_loss,2,2
XRP/USDT:USDT,short_pullback_restart,2025-10-19 09:00:00+00:00,-13.80461582,-14.0711142,-0.2664983799999998,-0.02079550841929629,-0.020795508426828375,-7.53208606596445e-12,stop_loss,stop_loss,2,2
