pair,open_date,close_date,side,entry_tag,profit_abs,profit_ratio,duration,open_rate,close_rate,is_short,stake_amount,max_open_trades_config
DOGE/USDT:USDT,2025-09-01 00:00:00+00:00,2025-09-01 08:00:00+00:00,short,short_pullback_restart,-3.76066481,-0.02586867196809142,480,0.21358,0.21892,True,145.44798,5
NEAR/USDT:USDT,2025-08-29 08:00:00+00:00,2025-09-01 09:00:00+00:00,short,short_pullback_restart,-0.24372823,-0.0015634627300314086,4380,2.437,2.439,True,155.968,5
XRP/USDT:USDT,2025-09-25 18:00:00+00:00,2025-09-28 19:00:00+00:00,short,short_compression_breakdown,-0.37743186,-0.03450481271337423,4380,2.736,2.8293,True,10.944,5
LINK/USDT:USDT,2025-09-24 04:00:00+00:00,2025-09-28 22:00:00+00:00,short,short_pullback_restart,-0.12685765,-0.0005996000050798206,6840,21.274,21.292,True,211.6763,5
ADA/USDT:USDT,2025-11-06 15:00:00+00:00,2025-11-07 07:00:00+00:00,short,short_pullback_restart,-7.2042204,-0.03769222726413063,960,0.5268,0.5462,True,191.2284,5
SOL/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-07 19:00:00+00:00,short,short_pullback_restart,-8.49458426,-0.03801749436967925,1800,157.43,163.263,True,223.5506,5
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,24.68919093,0.09999128349362484,900,2.0847,1.8744,True,247.03695,5
BNB/USDT:USDT,2025-11-20 17:00:00+00:00,2025-11-21 12:00:00+00:00,short,short_pullback_restart,19.36380972,0.10000153030079759,1140,880.6,791.77,True,193.732,5
NEAR/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,short,short_pullback_restart,-0.97337215,-0.007242203313302372,4440,1.582,1.592,True,134.47,5
SUI/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-21 09:00:00+00:00,short,short_pullback_restart,-1.19624948,-0.019307486254806935,420,1.4416,1.4681,True,61.9888,5
TAO/USDT:USDT,2025-12-21 13:00:00+00:00,2025-12-22 12:00:00+00:00,short,short_compression_breakdown,-2.0447317,-0.03362893818582898,1380,220.41,227.58,True,60.83316,5
DOGE/USDT:USDT,2026-01-23 15:00:00+00:00,2026-01-23 16:00:00+00:00,short,short_pullback_restart,-6.59060131,-0.026679785276324804,60,0.12296,0.12611,True,247.1496,5
ADA/USDT:USDT,2026-01-22 15:00:00+00:00,2026-01-23 17:00:00+00:00,short,short_pullback_restart,-4.23968994,-0.029336495656889554,1560,0.3579,0.368,True,144.5916,5
TAO/USDT:USDT,2026-01-25 05:00:00+00:00,2026-01-28 06:00:00+00:00,short,short_pullback_restart,-1.20637236,-0.007382766406211251,4380,235.57,237.12,True,163.48558,5
ZEC/USDT:USDT,2026-01-29 12:00:00+00:00,2026-01-30 01:00:00+00:00,short,short_compression_breakdown,21.25365928,0.10000210416194201,780,361.63,325.18,True,212.63844,5
XRP/USDT:USDT,2026-01-29 03:00:00+00:00,2026-01-31 08:00:00+00:00,short,short_pullback_restart,28.44550414,0.10000445915478401,3180,1.8735,1.683,True,284.58465,5
XRP/USDT:USDT,2026-02-03 18:00:00+00:00,2026-02-03 20:00:00+00:00,short,short_compression_breakdown,-11.13811916,-0.04681596800454406,120,1.5578,1.6291,True,238.03184,5
BNB/USDT:USDT,2026-02-03 18:00:00+00:00,2026-02-05 11:00:00+00:00,short,short_pullback_restart,23.27994445,0.10000420875675889,2460,751.31,675.5,True,232.9061,5
TAO/USDT:USDT,2026-02-10 19:00:00+00:00,2026-02-12 11:00:00+00:00,short,short_compression_breakdown,-11.7772001,-0.04090818607237916,2400,153.62,159.74,True,288.0375,5
SOL/USDT:USDT,2026-02-10 19:00:00+00:00,2026-02-13 18:00:00+00:00,short,short_compression_breakdown,-9.21443999,-0.032144591358131774,4260,82.89,85.42,True,286.7994,5
SUI/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-25 15:00:00+00:00,short,short_compression_breakdown,-4.28082421,-0.014913684290152988,4440,0.9261,0.9386,True,287.18361,5
LINK/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:00:00+00:00,short,short_pullback_restart,-11.31236417,-0.038263807082078626,2100,8.819,9.149,True,295.78926,5
ETH/USDT:USDT,2026-03-27 11:00:00+00:00,2026-03-30 11:00:00+00:00,short,short_pullback_restart,-5.96377252,-0.04685682739796286,4320,1989.69,2080.02,True,127.34016,5
BNB/USDT:USDT,2026-06-05 06:00:00+00:00,2026-06-08 07:00:00+00:00,short,short_pullback_restart,-4.64391807,-0.02037112094361402,4380,584.82,596.2,True,228.0798,5
SOL/USDT:USDT,2026-06-10 09:00:00+00:00,2026-06-11 11:00:00+00:00,short,short_compression_breakdown,-11.48882658,-0.03558841445625409,1560,63.58,65.77,True,322.9864,5
