pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,exit_reason,trade_duration,is_short,stake_amount,amount,max_rate,min_rate,fee_open,fee_close,initial_stop_loss_abs,stop_loss_abs,funding_fees
TAO/USDT:USDT,short,short_pullback_restart,2025-08-28 17:00:00+00:00,2025-09-03 16:00:00+00:00,328.15,325.84,3.52455908,0.007787005856548812,stale_flat_120h,8580,True,452.847,1.38,338.0,301.5,0.0005,0.0005,347.83,339.27,0.7880121771495755
TAO/USDT:USDT,short,short_compression_breakdown,2025-09-04 16:00:00+00:00,2025-09-05 12:00:00+00:00,313.24,322.66,-14.50351546,-0.030883179767213022,trailing_stop_loss,1200,True,469.86,1.5,326.43,310.63,0.0005,0.0005,332.03,322.66,0.10340954257816201
XRP/USDT:USDT,short,short_pullback_restart,2025-09-04 20:00:00+00:00,2025-09-05 12:00:00+00:00,2.7831,2.8587,-15.88871878,-0.0280680896526601,stop_loss,960,True,566.36085,203.5,2.8774,2.7765,0.0005,0.0005,2.95,2.8587,0.0699343686107792
ETH/USDT:USDT,long,long_1d_center_compression,2025-09-13 00:00:00+00:00,2025-09-13 16:00:00+00:00,4710.82,4616.62,-15.03933484,-0.021272756378627265,stop_loss,960,False,706.623,0.15,4768.0,4613.07,0.0005,0.0005,4428.18,4616.62,-0.20977683671251116
SOL/USDT:USDT,long,long_1d_center_compression,2025-09-11 00:00:00+00:00,2025-09-14 02:00:00+00:00,223.94,246.64,70.78766382,0.09998197934483176,roi,4440,False,707.6504,3.16,249.19,221.59,0.0005,0.0005,210.51,219.47,-0.2008197753688723
SUI/USDT:USDT,short,short_pullback_restart,2025-09-24 04:00:00+00:00,2025-09-24 14:00:00+00:00,3.275,3.4257,-15.90647583,-0.046995830456164484,stop_loss,600,True,338.635,103.4,3.4387,3.2333,0.0005,0.0005,3.4715,3.4257,0.022330364815
TAO/USDT:USDT,short,short_pullback_restart,2025-09-23 18:00:00+00:00,2025-09-28 23:00:00+00:00,308.93,306.06,3.66645405,0.009022927637419973,stale_flat_120h,7500,True,406.55188,1.316,316.64,289.44,0.0005,0.0005,327.46,320.75,0.2941974688559865
SUI/USDT:USDT,short,short_pullback_restart,2025-09-25 01:00:00+00:00,2025-10-01 09:00:00+00:00,3.3406,3.3811,-5.9312828,-0.012051576799271919,stale_loss_72h,9120,True,492.40444,147.4,3.4043,3.0676,0.0005,0.0005,3.541,3.4455,0.5338064888842036
BNB/USDT:USDT,long,long_1d_center_compression,2025-10-03 00:00:00+00:00,2025-10-06 06:00:00+00:00,1090.91,1201.83,72.03827001,0.10000306788016874,roi,4680,False,720.0006,0.66,1225.0,1084.5,0.0005,0.0005,1025.46,1069.1,-0.41232578861322916
XRP/USDT:USDT,short,short_compression_breakdown,2025-10-09 17:00:00+00:00,2025-10-10 20:00:00+00:00,2.7768,2.4969,59.17173069,0.09999992458904644,roi,1620,True,592.01376,213.2,2.8358,2.405,0.0005,0.0005,2.9434,2.8498,0.059227111068381876
PAXG/USDT:USDT,long,long_1d_center_compression,2025-09-23 00:00:00+00:00,2025-10-10 21:00:00+00:00,3756.0,3680.88,-16.94112652,-0.02335835746040194,stop_loss,25740,False,724.908,0.193,4352.72,3087.0,0.0005,0.0005,3530.64,3680.88,-1.7253076021633622
SOL/USDT:USDT,short,short_pullback_restart,2025-10-19 09:00:00+00:00,2025-10-19 09:00:00+00:00,184.08,188.11,-16.99086285,-0.022915059224527516,stop_loss,0,True,741.8424,4.03,188.66,183.06,0.0005,0.0005,195.12,188.11,0.0
XRP/USDT:USDT,short,short_pullback_restart,2025-10-19 09:00:00+00:00,2025-10-19 09:00:00+00:00,2.3312,2.3773,-15.6797953,-0.020795508426828375,stop_loss,0,True,754.37632,323.6,2.3826,2.3164,0.0005,0.0005,2.471,2.3773,0.0
ETH/USDT:USDT,short,short_compression_breakdown,2025-10-21 05:00:00+00:00,2025-10-21 14:00:00+00:00,3849.22,4009.27,-16.39774164,-0.04262147814961512,trailing_stop_loss,540,True,384.922,0.1,4023.58,3838.21,0.0005,0.0005,4080.17,4009.27,0.00018286324102307
SOL/USDT:USDT,short,short_pullback_restart,2025-10-20 17:00:00+00:00,2025-10-21 15:00:00+00:00,187.43,194.83,-16.51004584,-0.04061314686206967,stop_loss,1320,True,406.7231,2.17,197.13,182.65,0.0005,0.0005,198.67,194.83,-0.037293735106039
NEAR/USDT:USDT,short,short_pullback_restart,2025-11-02 15:00:00+00:00,2025-11-03 00:00:00+00:00,2.121,2.202,-15.99017497,-0.03908160941052958,stop_loss,540,True,409.353,193.0,2.202,2.101,0.0005,0.0005,2.248,2.202,0.0599945296118322
ADA/USDT:USDT,short,short_pullback_restart,2025-11-02 15:00:00+00:00,2025-11-03 15:00:00+00:00,0.5998,0.5392,47.55625019,0.1000334289868482,roi,1440,True,475.6414,793.0,0.612,0.5244,0.0005,0.0005,0.6357,0.6196,-0.047936308513430996
ETH/USDT:USDT,short,short_compression_breakdown,2025-10-29 16:00:00+00:00,2025-11-04 05:00:00+00:00,3950.23,3554.12,68.30530612,0.10000072704909589,roi,7980,True,683.38979,0.173,4017.11,3482.2,0.0005,0.0005,4187.24,4041.39,0.42740239038806427
DOGE/USDT:USDT,short,short_pullback_restart,2025-11-06 06:00:00+00:00,2025-11-07 15:00:00+00:00,0.16373,0.16923,-16.9982901,-0.034474267317141045,stop_loss,1980,True,493.31849,3013.0,0.1702,0.15691,0.0005,0.0005,0.17355,0.16923,0.0748141377899237
ETH/USDT:USDT,short,short_pullback_restart,2025-11-06 13:00:00+00:00,2025-11-07 20:00:00+00:00,3347.88,3462.93,-16.84089114,-0.035194625614445724,stop_loss,1860,True,478.74684,0.143,3470.0,3192.92,0.0005,0.0005,3548.75,3462.93,0.09823177131773497
BTC/USDT:USDT,short,short_pullback_restart,2025-11-04 06:00:00+00:00,2025-11-09 16:00:00+00:00,104164.3,103715.8,1.72675298,0.004146374497774663,stale_flat_120h,7800,True,416.6572,0.004,105190.0,98888.8,0.0005,0.0005,110414.1,107752.4,0.3485131784443406
ADA/USDT:USDT,short,short_compression_breakdown,2025-11-11 20:00:00+00:00,2025-11-14 12:00:00+00:00,0.5621,0.5055,38.81592352,0.09998514767110234,roi,3840,True,388.4111,691.0,0.5805,0.4994,0.0005,0.0005,0.5958,0.5854,0.07417931915382811
PAXG/USDT:USDT,long,long_1d_center_compression,2025-11-11 00:00:00+00:00,2025-11-14 13:00:00+00:00,4112.06,4029.82,-16.15590109,-0.02122672147413428,stop_loss,5100,False,760.7311,0.185,4236.22,4027.23,0.0005,0.0005,3865.34,4029.82,-0.18837718896644692
DOGE/USDT:USDT,short,short_pullback_restart,2025-11-19 06:00:00+00:00,2025-11-21 07:00:00+00:00,0.15641,0.14066,37.34009912,0.10002160737958335,roi,2940,True,373.50708,2388.0,0.15974,0.13392,0.0005,0.0005,0.16579,0.1633,0.08380069513919998
SUI/USDT:USDT,short,short_pullback_restart,2025-11-19 06:00:00+00:00,2025-11-21 07:00:00+00:00,1.6228,1.4599,33.04681515,0.10002090613583299,roi,2940,True,330.56436,203.7,1.6645,1.3148,0.0005,0.0005,1.7201,1.7035,0.1780581411315
ETH/USDT:USDT,short,short_pullback_restart,2025-11-20 16:00:00+00:00,2025-11-21 07:00:00+00:00,2954.52,2656.71,41.63722029,0.09999836124310583,roi,900,True,416.58732,0.141,2960.11,2642.65,0.0005,0.0005,3131.79,3070.97,0.04160200402560048
BNB/USDT:USDT,short,short_pullback_restart,2025-11-25 15:00:00+00:00,2025-11-25 23:00:00+00:00,842.28,866.81,-17.7691815,-0.03015297005961308,stop_loss,480,True,589.596,0.7,868.1,837.54,0.0005,0.0005,892.81,866.81,0.0
NEAR/USDT:USDT,short,short_pullback_restart,2025-11-28 02:00:00+00:00,2025-11-28 15:00:00+00:00,1.878,1.953,-17.37364833,-0.04095474261771108,stop_loss,780,True,424.428,226.0,1.955,1.865,0.0005,0.0005,1.99,1.953,0.009254674101484799
NEAR/USDT:USDT,short,short_compression_breakdown,2025-11-29 15:00:00+00:00,2025-12-01 03:00:00+00:00,1.861,1.673,67.5537128,0.10004915535099415,roi,2160,True,675.543,363.0,1.882,1.668,0.0005,0.0005,1.972,1.907,-0.04886620351239
TAO/USDT:USDT,short,short_compression_breakdown,2025-11-29 18:00:00+00:00,2025-12-01 11:00:00+00:00,293.63,263.93,64.91884228,0.10000055724964155,roi,2460,True,649.50956,2.212,299.16,263.01,0.0005,0.0005,311.24,300.1,-0.16089636119488065
DOGE/USDT:USDT,short,short_pullback_restart,2025-12-07 14:00:00+00:00,2025-12-07 17:00:00+00:00,0.13819,0.14101,-18.03407988,-0.021439629750756476,stop_loss,180,True,841.5771,6090.0,0.14203,0.13478,0.0005,0.0005,0.14648,0.14101,-0.010115879070003
XRP/USDT:USDT,short,short_compression_breakdown,2025-12-05 10:00:00+00:00,2025-12-08 09:00:00+00:00,2.0566,2.1153,-18.97823107,-0.030014890896577183,stop_loss,4260,True,632.61016,307.6,2.1233,1.9877,0.0005,0.0005,2.1799,2.1153,-0.2804728464888452
SUI/USDT:USDT,short,short_compression_breakdown,2025-12-11 15:00:00+00:00,2025-12-11 18:00:00+00:00,1.5259,1.5685,-18.4078471,-0.028985674172943506,stop_loss,180,True,635.38476,416.4,1.5776,1.5225,0.0005,0.0005,1.6174,1.5685,-0.0249530202564
NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-14 18:00:00+00:00,2025-12-15 02:00:00+00:00,1.592,1.641,-16.59851546,-0.03199821744734933,trailing_stop_loss,480,True,518.992,326.0,1.646,1.569,0.0005,0.0005,1.687,1.641,-0.09753645520815059
ADA/USDT:USDT,short,short_pullback_restart,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,0.3923,0.3528,42.745244,0.10001386159173453,roi,4440,True,427.607,1090.0,0.4,0.3502,0.0005,0.0005,0.4158,0.4073,0.096323496030505
XRP/USDT:USDT,short,short_pullback_restart,2025-12-14 11:00:00+00:00,2025-12-18 19:00:00+00:00,2.0053,1.8008,82.20453635,0.10001010025163357,roi,6240,True,822.37353,410.1,2.0133,1.7987,0.0005,0.0005,2.1256,2.0311,-0.8804728491611273
SOL/USDT:USDT,short,short_pullback_restart,2025-12-21 02:00:00+00:00,2025-12-22 00:00:00+00:00,125.06,126.79,-12.64592397,-0.014726264836892876,stop_loss,1320,True,859.1622,6.87,128.51,123.3,0.0005,0.0005,132.56,126.79,0.10428077870925515
ADA/USDT:USDT,short,short_pullback_restart,2025-12-21 02:00:00+00:00,2025-12-22 15:00:00+00:00,0.3696,0.3798,-18.82358229,-0.02869092528414377,stop_loss,2220,True,656.4096,1776.0,0.3822,0.3573,0.0005,0.0005,0.3917,0.3798,-0.042915087304339204
ADA/USDT:USDT,short,short_compression_breakdown,2025-12-23 14:00:00+00:00,2025-12-27 21:00:00+00:00,0.3613,0.3617,-0.94563087,-0.0017341790443284836,stale_loss_72h,6180,True,545.563,1510.0,0.3702,0.3389,0.0005,0.0005,0.3829,0.3726,0.204234127224806
XRP/USDT:USDT,short,short_pullback_restart,2025-12-28 19:00:00+00:00,2025-12-29 01:00:00+00:00,1.8559,1.8803,-11.9915296,-0.014136308431383535,stop_loss,360,True,848.70307,457.3,1.886,1.8528,0.0005,0.0005,1.9672,1.8803,0.020872525608
PAXG/USDT:USDT,long,long_1d_center_compression,2025-12-12 00:00:00+00:00,2025-12-29 09:00:00+00:00,4282.51,4473.2,35.34359812,0.042962945932535024,swing_exit_long_1d,25020,False,822.24192,0.192,4575.94,4270.33,0.0005,0.0005,4025.56,4196.86,-0.4283337161295618
NEAR/USDT:USDT,short,short_compression_breakdown,2025-12-31 11:00:00+00:00,2026-01-01 11:00:00+00:00,1.5,1.533,-18.61873008,-0.022744864593468892,stop_loss,1440,True,819.0,546.0,1.534,1.467,0.0005,0.0005,1.59,1.533,0.22727892096
ADA/USDT:USDT,short,short_pullback_restart,2026-01-20 09:00:00+00:00,2026-01-21 22:00:00+00:00,0.3605,0.3728,-18.47737568,-0.035003751879489994,trailing_stop_loss,2220,True,528.1325,1465.0,0.374,0.3462,0.0005,0.0005,0.3821,0.3728,0.079266565230639
PAXG/USDT:USDT,long,long_1d_center_compression,2026-01-07 00:00:00+00:00,2026-01-22 23:00:00+00:00,4507.71,4971.15,84.78698857,0.09999960854524222,roi,22980,False,847.44948,0.188,4980.0,4420.15,0.0005,0.0005,4237.25,4417.56,-1.4487185936550904
ZEC/USDT:USDT,short,short_pullback_restart,2026-01-23 08:00:00+00:00,2026-01-23 17:00:00+00:00,358.23,372.97,-19.33195112,-0.04261419825006378,trailing_stop_loss,540,True,453.87741,1.267,374.24,354.83,0.0005,0.0005,379.72,372.97,-0.1931559161580773
ETH/USDT:USDT,short,short_pullback_restart,2026-01-25 04:00:00+00:00,2026-01-27 16:00:00+00:00,2941.54,2969.6,-8.85175414,-0.01024057766112928,stop_loss,3600,True,864.81276,0.294,2997.64,2784.15,0.0005,0.0005,3118.03,2969.6,0.26682344232435984
XRP/USDT:USDT,short,short_pullback_restart,2026-01-22 14:00:00+00:00,2026-01-27 17:00:00+00:00,1.9291,1.9129,6.28059016,0.007562894517799006,stale_flat_120h,7380,True,830.86337,430.7,1.9649,1.8095,0.0005,0.0005,2.0448,1.9673,0.13062486382258393
NEAR/USDT:USDT,short,short_pullback_restart,2026-01-20 07:00:00+00:00,2026-01-29 14:00:00+00:00,1.561,1.405,44.81785526,0.09974080761464084,roi,13380,True,449.568,288.0,1.574,1.393,0.0005,0.0005,1.654,1.624,0.3169592595211104
TAO/USDT:USDT,short,short_pullback_restart,2026-01-29 02:00:00+00:00,2026-01-30 01:00:00+00:00,233.85,210.24,49.85297633,0.0999954095770934,roi,1380,True,498.80205,2.133,234.61,209.38,0.0005,0.0005,247.88,241.44,-0.03353168921797548
ADA/USDT:USDT,short,short_pullback_restart,2026-01-29 03:00:00+00:00,2026-01-31 04:00:00+00:00,0.3504,0.315,54.51011354,0.09989936722072913,roi,2940,True,545.9232,1558.0,0.353,0.3142,0.0005,0.0005,0.3714,0.3622,-0.12473985729876841
BTC/USDT:USDT,short,short_compression_breakdown,2026-01-29 15:00:00+00:00,2026-01-31 17:00:00+00:00,86978.8,78228.0,86.93554841,0.10000027354822609,roi,3000,True,869.788,0.01,87013.7,78010.1,0.0005,0.0005,92197.5,88560.6,0.2535824115840702
LINK/USDT:USDT,short,short_pullback_restart,2026-01-31 09:00:00+00:00,2026-01-31 17:00:00+00:00,10.461,9.406,44.26219779,0.09995938128313099,roi,480,True,443.02335,42.35,10.572,9.357,0.0005,0.0005,11.088,10.874,0.003631518429
BNB/USDT:USDT,short,short_pullback_restart,2026-01-31 09:00:00+00:00,2026-01-31 18:00:00+00:00,836.33,751.94,59.35306415,0.10000560047101141,roi,540,True,593.7943,0.71,841.47,749.21,0.0005,0.0005,886.5,863.33,0.0
TAO/USDT:USDT,short,short_pullback_restart,2026-02-03 15:00:00+00:00,2026-02-03 20:00:00+00:00,191.97,200.14,-21.48366959,-0.043499449272112134,stop_loss,300,True,494.13078,2.574,204.2,184.33,0.0005,0.0005,203.48,200.14,0.050555981609991
SOL/USDT:USDT,short,short_pullback_restart,2026-02-03 15:00:00+00:00,2026-02-04 17:00:00+00:00,100.78,90.5,46.84020689,0.10000200310557153,roi,1560,True,468.627,4.65,102.73,89.92,0.0005,0.0005,106.82,105.32,-0.5170671139645251
BTC/USDT:USDT,short,short_pullback_restart,2026-02-03 17:00:00+00:00,2026-02-05 15:00:00+00:00,76458.2,68756.7,53.49429112,0.1000005822898243,roi,2760,True,535.2074,0.007,76952.5,66666.0,0.0005,0.0005,81045.6,79200.6,0.0920432680996149
NEAR/USDT:USDT,short,short_pullback_restart,2026-02-04 14:00:00+00:00,2026-02-05 15:00:00+00:00,1.159,1.042,49.81808568,0.10024518199233685,roi,1500,True,497.211,429.0,1.187,1.033,0.0005,0.0005,1.228,1.208,0.09720017953545901
ADA/USDT:USDT,short,short_pullback_restart,2026-02-10 07:00:00+00:00,2026-02-13 08:00:00+00:00,0.262,0.2619,-0.46993076,-0.0009663576295211861,stale_loss_72h,4380,True,486.534,1857.0,0.2694,0.2502,0.0005,0.0005,0.2777,0.2726,-0.169189607218059
DOGE/USDT:USDT,short,short_pullback_restart,2026-02-10 07:00:00+00:00,2026-02-13 09:00:00+00:00,0.09329,0.09384,-3.73300858,-0.007109770288943621,stale_loss_72h,4440,True,525.31599,5631.0,0.09454,0.08783,0.0005,0.0005,0.09888,0.09719,-0.10909406390351671
BNB/USDT:USDT,short,short_pullback_restart,2026-02-09 08:00:00+00:00,2026-02-14 09:00:00+00:00,631.85,627.23,3.8707462,0.006318677262188902,stale_flat_120h,7260,True,612.8945,0.97,644.13,587.03,0.0005,0.0005,669.76,654.49,0.0
ETH/USDT:USDT,short,short_pullback_restart,2026-02-17 15:00:00+00:00,2026-02-17 16:00:00+00:00,1947.55,2007.95,-21.11515786,-0.03209269713679132,trailing_stop_loss,60,True,658.2719,0.338,2009.89,1940.01,0.0005,0.0005,2064.4,2007.95,-0.031478359458
LINK/USDT:USDT,short,short_compression_breakdown,2026-02-19 14:00:00+00:00,2026-02-20 15:00:00+00:00,8.395,8.763,-22.38113319,-0.044897175520927673,stop_loss,1500,True,498.74695,59.41,8.839,8.338,0.0005,0.0005,8.898,8.763,-0.008574803091973785
ADA/USDT:USDT,short,short_compression_breakdown,2026-02-22 13:00:00+00:00,2026-02-25 13:00:00+00:00,0.2731,0.28,-21.25479612,-0.026494324964523,trailing_stop_loss,4320,True,802.6409,2939.0,0.28,0.2534,0.0005,0.0005,0.2894,0.28,-0.16291567490482178
XRP/USDT:USDT,short,short_pullback_restart,2026-02-22 13:00:00+00:00,2026-02-25 14:00:00+00:00,1.4081,1.4126,-4.93330564,-0.004873171161871498,stale_loss_72h,4380,True,1012.84633,719.3,1.4363,1.3115,0.0005,0.0005,1.4925,1.4341,-0.6819908891552239
TAO/USDT:USDT,short,short_compression_breakdown,2026-02-22 13:00:00+00:00,2026-02-25 14:00:00+00:00,175.05,179.76,-15.01079925,-0.028906466470115397,stale_loss_72h,4380,True,519.5484,2.968,181.62,163.01,0.0005,0.0005,185.55,181.06,-0.5049812099111648
ZEC/USDT:USDT,short,short_compression_breakdown,2026-03-06 13:00:00+00:00,2026-03-07 22:00:00+00:00,221.24,198.81,52.34289356,0.10000299823136424,roi,1980,True,523.67508,2.367,221.81,193.31,0.0005,0.0005,234.51,230.27,-0.25178726454819306
SOL/USDT:USDT,short,short_compression_breakdown,2026-03-07 20:00:00+00:00,2026-03-09 13:00:00+00:00,82.47,85.0,-22.51784396,-0.03236723236750335,stop_loss,2460,True,696.0468,8.44,85.71,80.18,0.0005,0.0005,87.41,85.0,-0.45792056238673984
BNB/USDT:USDT,short,short_pullback_restart,2026-03-22 00:00:00+00:00,2026-03-23 11:00:00+00:00,630.29,646.74,-22.48258298,-0.027242796990634595,stop_loss,2100,True,825.6799,1.31,650.68,620.0,0.0005,0.0005,668.1,646.74,-0.09662832568239293
XRP/USDT:USDT,short,short_pullback_restart,2026-03-22 00:00:00+00:00,2026-03-23 14:00:00+00:00,1.4081,1.4474,-22.44004946,-0.029016151899456506,stop_loss,2280,True,773.75095,549.5,1.4561,1.3608,0.0005,0.0005,1.4925,1.4474,-0.06015083892656719
SUI/USDT:USDT,short,short_pullback_restart,2026-03-22 00:00:00+00:00,2026-03-23 15:00:00+00:00,0.9323,0.969,-22.17036223,-0.04044913940788716,stop_loss,2340,True,548.37886,588.2,0.9709,0.8903,0.0005,0.0005,0.9882,0.969,-0.02424990322456046
XRP/USDT:USDT,short,short_compression_breakdown,2026-03-24 17:00:00+00:00,2026-03-25 11:00:00+00:00,1.39,1.4353,-21.81164172,-0.033683068900980356,stop_loss,1080,True,647.879,466.1,1.4372,1.3826,0.0005,0.0005,1.4734,1.4353,-0.03887555336668902
BTC/USDT:USDT,short,short_compression_breakdown,2026-03-27 09:00:00+00:00,2026-03-30 13:00:00+00:00,67876.7,67859.4,-0.78130684,-0.0009597030213662201,stale_loss_72h,4560,True,814.5204,0.012,68148.4,64918.2,0.0005,0.0005,71949.3,69313.6,-0.17449024498662327
ADA/USDT:USDT,short,short_compression_breakdown,2026-03-27 09:00:00+00:00,2026-04-01 07:00:00+00:00,0.252,0.2519,-1.20174231,-0.001298286882346259,stale_loss_72h,7080,True,926.1,3675.0,0.2547,0.2324,0.0005,0.0005,0.2671,0.2578,-0.643326063125655
NEAR/USDT:USDT,short,short_pullback_restart,2026-04-02 02:00:00+00:00,2026-04-03 08:00:00+00:00,1.17,1.217,-19.82609891,-0.04095135414026019,trailing_stop_loss,1800,True,484.38,414.0,1.222,1.138,0.0005,0.0005,1.24,1.217,0.1260100869563412
XRP/USDT:USDT,short,short_pullback_restart,2026-03-26 06:00:00+00:00,2026-04-06 08:00:00+00:00,1.388,1.3437,23.93708145,0.029354139327209695,stale_low_profit_240h,15960,True,815.8664,587.8,1.3922,1.277,0.0005,0.0005,1.4712,1.4236,-1.2996119247139035
BNB/USDT:USDT,short,short_pullback_restart,2026-04-01 14:00:00+00:00,2026-04-06 15:00:00+00:00,611.36,607.38,5.40210777,0.0055601473476265964,stale_flat_120h,7260,True,972.0624,1.59,619.98,570.71,0.0005,0.0005,648.04,623.4,0.04280606891761023
ADA/USDT:USDT,short,short_compression_breakdown,2026-04-13 00:00:00+00:00,2026-04-13 12:00:00+00:00,0.2359,0.2413,-22.25873017,-0.02426210146647836,stop_loss,720,True,917.8869,3891.0,0.2419,0.2357,0.0005,0.0005,0.25,0.2413,-0.3189375651655338
BTC/USDT:USDT,long,long_1d_center_compression,2026-04-18 00:00:00+00:00,2026-04-18 18:00:00+00:00,77030.6,75490.0,-19.22016428,-0.02078238929345367,stop_loss,1080,False,924.3672,0.012,77380.0,75395.9,0.0005,0.0005,72408.8,75490.0,0.18215932108231891
TAO/USDT:USDT,short,short_compression_breakdown,2026-04-30 15:00:00+00:00,2026-05-01 03:00:00+00:00,247.64,252.29,-15.42980066,-0.01968378706190716,trailing_stop_loss,720,True,784.27588,3.167,253.83,247.21,0.0005,0.0005,262.49,252.29,0.08838849579391514
SOL/USDT:USDT,short,short_compression_breakdown,2026-05-23 08:00:00+00:00,2026-05-23 20:00:00+00:00,82.19,85.41,-19.52740337,-0.04063374514956067,trailing_stop_loss,720,True,480.8115,5.85,87.05,81.63,0.0005,0.0005,87.12,85.41,-0.2001733724023979
XRP/USDT:USDT,short,short_pullback_restart,2026-05-22 07:00:00+00:00,2026-05-25 09:00:00+00:00,1.3599,1.3587,-0.32324129,-0.0003365607183489561,stale_loss_72h,4440,True,960.90534,706.6,1.3756,1.2951,0.0005,0.0005,1.4414,1.3821,-0.21067990983528875
XRP/USDT:USDT,short,short_pullback_restart,2026-05-25 23:00:00+00:00,2026-05-30 01:00:00+00:00,1.3481,1.3479,-0.91844346,-0.0009631597453871621,stale_loss_72h,5880,True,954.05037,707.7,1.3654,1.2668,0.0005,0.0005,1.4289,1.3665,-0.1060038550831445
DOGE/USDT:USDT,short,short_pullback_restart,2026-05-31 15:00:00+00:00,2026-06-01 03:00:00+00:00,0.09997,0.10146,-12.96294819,-0.015855933639604504,trailing_stop_loss,720,True,817.95454,8182.0,0.10154,0.09895,0.0005,0.0005,0.10596,0.10146,0.05228194064544921
SOL/USDT:USDT,short,short_pullback_restart,2026-05-31 15:00:00+00:00,2026-06-02 22:00:00+00:00,81.92,73.67,95.28293221,0.09997453461087086,roi,3300,True,953.5488,11.64,83.08,73.27,0.0005,0.0005,86.83,83.39,0.15846601301240495
ADA/USDT:USDT,short,short_pullback_restart,2026-05-31 15:00:00+00:00,2026-06-02 23:00:00+00:00,0.2338,0.2102,95.26620232,0.09994425667240606,roi,3360,True,953.6702,4079.0,0.2375,0.2093,0.0005,0.0005,0.2478,0.2388,-0.0926596802203895
ETH/USDT:USDT,short,short_pullback_restart,2026-06-05 03:00:00+00:00,2026-06-05 16:00:00+00:00,1729.52,1554.84,54.45354214,0.10000165663225696,roi,780,True,544.7988,0.315,1747.0,1546.0,0.0005,0.0005,1833.29,1795.46,-0.053371155593692446
XRP/USDT:USDT,short,short_pullback_restart,2026-06-03 20:00:00+00:00,2026-06-05 18:00:00+00:00,1.2033,1.0814,54.5631022,0.09999391211802426,roi,2760,True,545.93721,453.7,1.2199,1.0796,0.0005,0.0005,1.2754,1.2481,-0.22464360283855983
LINK/USDT:USDT,short,short_pullback_restart,2026-06-05 03:00:00+00:00,2026-06-06 04:00:00+00:00,7.798,7.012,47.28804312,0.09998612580014504,roi,1500,True,473.18264,60.68,7.892,6.987,0.0005,0.0005,8.265,8.156,0.04289852285964477
BTC/USDT:USDT,short,short_pullback_restart,2026-06-07 20:00:00+00:00,2026-06-07 22:00:00+00:00,61303.7,63043.1,-23.4204542,-0.029402379258000075,stop_loss,120,True,796.9481,0.013,64250.0,61189.7,0.0005,0.0005,64981.9,63043.1,0.0
LINK/USDT:USDT,short,short_pullback_restart,2026-06-07 20:00:00+00:00,2026-06-07 22:00:00+00:00,7.591,7.864,-23.48846993,-0.03700012304396943,stop_loss,120,True,635.13897,83.67,8.04,7.566,0.0005,0.0005,8.046,7.864,0.0
BTC/USDT:USDT,short,short_pullback_restart,2026-06-09 14:00:00+00:00,2026-06-11 17:00:00+00:00,62244.4,63592.2,-22.52508709,-0.022628898410573698,stop_loss,3060,True,995.9104,0.016,63643.0,60691.9,0.0005,0.0005,65979.0,63592.2,0.04640571264638711
DOGE/USDT:USDT,short,short_pullback_restart,2026-06-09 16:00:00+00:00,2026-06-11 18:00:00+00:00,0.08407,0.08688,-23.11526256,-0.034232219395062075,stop_loss,3000,True,675.58652,8036.0,0.08698,0.08177,0.0005,0.0005,0.08911,0.08688,0.1527745395636236
ETH/USDT:USDT,short,short_pullback_restart,2026-06-09 15:00:00+00:00,2026-06-12 16:00:00+00:00,1644.91,1658.98,-6.71618649,-0.009891172042356514,stale_loss_72h,4380,True,679.34783,0.413,1693.38,1602.05,0.0005,0.0005,1743.6,1699.42,-0.22302320354439764
ADA/USDT:USDT,short,short_compression_breakdown,2026-06-17 09:00:00+00:00,2026-06-18 00:00:00+00:00,0.1689,0.1668,6.08751927,0.011458589415231773,force_exit,900,True,531.5283,3147.0,0.1728,0.1635,0.0005,0.0005,0.179,0.1754,0.007043224084711499
