group_type,group_value,window_h,trades,stop_trades,take_profit_trades,stopped_too_early_pct,took_profit_too_early_pct,hold_would_help_pct,hold_would_hurt_pct,avg_future_favorable_pct,avg_future_adverse_pct,avg_future_close_return_pct,period
entry_tag,long_1d_center_compression,6,47,27,16,22.22222222222222,31.25,68.08510638297872,31.914893617021278,2.051116467205907,1.1352309496901778,0.7800483150467605,3y
entry_tag,long_1d_center_compression,12,47,27,16,29.629629629629626,37.5,59.57446808510638,40.42553191489361,2.4400795975278524,1.5880480881590124,0.33050923207911687,3y
entry_tag,long_1d_center_compression,24,47,27,16,48.148148148148145,37.5,51.06382978723404,48.93617021276596,2.859639043715894,2.5220104175335627,0.20741399463333618,3y
entry_tag,long_1d_center_compression,48,47,27,16,51.85185185185185,56.25,55.319148936170215,44.680851063829785,4.521562765747833,3.8439822556889998,0.7045248791243731,3y
entry_tag,long_1d_center_compression,72,47,27,16,51.85185185185185,62.5,53.191489361702125,46.808510638297875,5.92394038572691,4.446592298986088,1.717485420191848,3y
entry_tag,long_1d_center_compression,168,47,27,16,66.66666666666666,68.75,55.319148936170215,44.680851063829785,9.341161990592337,7.566323176934035,2.0237127575305465,3y
entry_tag,long_1d_center_compression,336,47,27,16,77.77777777777779,75.0,55.319148936170215,44.680851063829785,16.3875968308597,9.661404297495874,5.360542137715727,3y
entry_tag,short_compression_breakdown,6,78,37,28,2.7027027027027026,32.142857142857146,52.56410256410257,47.43589743589743,2.514570810361019,1.7517544060288248,0.0012669984694419836,3y
entry_tag,short_compression_breakdown,12,78,37,28,13.513513513513514,50.0,44.871794871794876,55.12820512820513,3.368123693810642,2.3807384513243766,0.0018306976062373267,3y
entry_tag,short_compression_breakdown,24,77,37,27,24.324324324324326,59.25925925925925,55.84415584415584,44.15584415584416,4.3069754396928746,3.067386030140633,-0.04106479029050916,3y
entry_tag,short_compression_breakdown,48,77,37,27,40.54054054054054,66.66666666666666,54.54545454545454,45.45454545454545,5.608479638261542,4.390186476226668,0.06107200233716655,3y
entry_tag,short_compression_breakdown,72,77,37,27,62.16216216216216,74.07407407407408,63.63636363636363,36.36363636363637,7.1543143526598625,5.237827918726069,0.32228927183483697,3y
entry_tag,short_compression_breakdown,168,77,37,27,75.67567567567568,85.18518518518519,57.14285714285714,42.857142857142854,9.994410290878715,8.422508275123283,-0.31209482516728587,3y
entry_tag,short_compression_breakdown,336,77,37,27,78.37837837837837,85.18518518518519,54.54545454545454,45.45454545454545,12.432211523424126,12.57974814869332,-0.7150843420469053,3y
entry_tag,short_pullback_restart,6,166,88,58,15.909090909090908,34.48275862068966,52.40963855421686,47.59036144578313,1.8888728182178118,1.764590752289983,-0.1459727959995022,3y
entry_tag,short_pullback_restart,12,166,88,58,21.59090909090909,41.37931034482759,51.204819277108435,48.795180722891565,2.550558868403191,2.2554763387378176,0.06522582936168983,3y
entry_tag,short_pullback_restart,24,166,88,58,38.63636363636363,53.44827586206896,45.78313253012048,54.21686746987952,3.417484654790149,3.0026792767957433,-0.3988482488530602,3y
entry_tag,short_pullback_restart,48,166,88,58,52.27272727272727,65.51724137931035,46.98795180722892,53.01204819277109,4.776928920614253,4.350742664576158,-0.2140699985904263,3y
entry_tag,short_pullback_restart,72,166,88,58,62.5,67.24137931034483,48.795180722891565,51.204819277108435,5.727925504242384,5.283230554010794,-0.3871442045380507,3y
entry_tag,short_pullback_restart,168,165,88,58,81.81818181818183,70.6896551724138,49.09090909090909,50.90909090909091,9.477272905054559,8.692178662770496,0.08047691645286265,3y
entry_tag,short_pullback_restart,336,158,84,55,86.90476190476191,78.18181818181819,56.9620253164557,43.037974683544306,13.99850957415574,12.188366854960424,0.7833816917390839,3y
entry_tag,long_1d_center_compression,6,14,5,7,40.0,14.285714285714285,50.0,50.0,1.6578271788510521,0.3065303687847341,0.5710719913991019,1y
entry_tag,long_1d_center_compression,12,14,5,7,40.0,14.285714285714285,42.857142857142854,57.14285714285714,1.7282233188744465,0.7533128935535944,0.24773534083159768,1y
entry_tag,long_1d_center_compression,24,14,5,7,40.0,14.285714285714285,50.0,50.0,2.002715535400237,1.246203383035708,0.12624660379542801,1y
entry_tag,long_1d_center_compression,48,14,5,7,40.0,42.857142857142854,57.14285714285714,42.857142857142854,3.4166435135623976,1.9606083260312044,0.9593859507874626,1y
entry_tag,long_1d_center_compression,72,14,5,7,40.0,57.14285714285714,64.28571428571429,35.714285714285715,5.089829901871485,2.15489212370276,2.5079856729046806,1y
entry_tag,long_1d_center_compression,168,14,5,7,60.0,57.14285714285714,64.28571428571429,35.714285714285715,9.827920893059664,4.621199904119389,4.917551635046012,1y
entry_tag,long_1d_center_compression,336,14,5,7,80.0,57.14285714285714,57.14285714285714,42.857142857142854,11.522809952415292,7.760758359206812,2.4165972857011875,1y
entry_tag,short_compression_breakdown,6,28,15,9,0.0,44.44444444444444,50.0,50.0,3.1790825235293583,2.1176359649891374,-0.5394376043978877,1y
entry_tag,short_compression_breakdown,12,28,15,9,13.333333333333334,77.77777777777779,42.857142857142854,57.14285714285714,3.800531287398075,2.9342445715359022,-0.6701134496696309,1y
entry_tag,short_compression_breakdown,24,27,15,8,26.666666666666668,87.5,55.55555555555556,44.44444444444444,4.865161498390913,3.3140141917539427,0.4124628780671796,1y
entry_tag,short_compression_breakdown,48,27,15,8,26.666666666666668,100.0,44.44444444444444,55.55555555555556,5.395032583203408,4.952053052337326,-1.0039721259422818,1y
entry_tag,short_compression_breakdown,72,27,15,8,40.0,100.0,55.55555555555556,44.44444444444444,6.535335935222666,6.126588647562904,-0.9894772518945956,1y
entry_tag,short_compression_breakdown,168,27,15,8,60.0,100.0,40.74074074074074,59.25925925925925,9.116718730490948,8.785802557641876,-0.9909274926692231,1y
entry_tag,short_compression_breakdown,336,27,15,8,60.0,100.0,48.148148148148145,51.85185185185185,11.071128517283762,12.236851953149632,-0.2986331636971835,1y
entry_tag,short_pullback_restart,6,69,34,28,20.588235294117645,21.428571428571427,50.72463768115942,49.275362318840585,1.8842460774177736,1.7244192523642377,-0.045704827550772036,1y
entry_tag,short_pullback_restart,12,69,34,28,29.411764705882355,25.0,47.82608695652174,52.17391304347826,2.5797721036450536,2.171986226504344,0.13404226609548692,1y
entry_tag,short_pullback_restart,24,69,34,28,44.11764705882353,42.857142857142854,46.3768115942029,53.62318840579711,3.6293145852882756,2.764191014336796,0.2332440965395989,1y
entry_tag,short_pullback_restart,48,69,34,28,58.82352941176471,64.28571428571429,52.17391304347826,47.82608695652174,5.574641762958158,4.168018159034665,0.5673601830225742,1y
entry_tag,short_pullback_restart,72,69,34,28,70.58823529411765,67.85714285714286,63.76811594202898,36.231884057971016,7.054591185982416,4.7408065641742745,1.513442695771949,1y
entry_tag,short_pullback_restart,168,68,34,28,85.29411764705883,71.42857142857143,52.94117647058824,47.05882352941176,10.255981358113795,6.8155351367862105,1.9926556801094948,1y
entry_tag,short_pullback_restart,336,61,30,25,86.66666666666667,80.0,57.377049180327866,42.62295081967213,16.82157242680224,9.15600302209348,4.120677254649648,1y
