pair,entry_tag,matrix,period,btc_4h_regime,btc_1d_regime,range_market,false_breakdown,quick_reverse_1h_5h,duration_bucket,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate,avg_profit,avg_duration,avg_MAE,avg_MFE
LINK/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,btc_4h_regime,,down,,,,,,4,-8.0895,-0.8090,0.7520,3.1715,25.0000,0.3794,49.7500,3.3697,4.3514
LINK/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,3,-32.3497,-3.2350,0.0000,3.2350,0.0000,-3.7511,9.3333,4.2920,0.6942
LINK/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,9,101.2067,10.1207,2.7010,2.5678,44.4444,3.0405,33.6667,3.0690,6.7853
LINK/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,2,-17.5514,-1.7551,0.0000,1.7551,0.0000,-2.8830,21.5000,3.3239,1.1959
LINK/USDT:USDT,short_pullback_restart,btc_4h_regime,,up,,,,,,1,-9.9552,-0.9955,0.0000,0.9955,0.0000,-3.5141,22.0000,3.6367,1.1563
NEAR/USDT:USDT,long_1d_center_compression,btc_4h_regime,,range,,,,,,1,-9.5130,-0.9513,0.0000,0.9513,0.0000,-2.3174,39.0000,3.1233,8.7131
NEAR/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,1,-7.2148,-0.7215,0.0000,0.7215,0.0000,-2.0970,4.0000,2.2377,0.1492
NEAR/USDT:USDT,short_compression_breakdown,btc_4h_regime,,down,,,,,,2,-24.0920,-2.4092,0.0000,2.4092,0.0000,-3.2897,15.5000,3.4227,2.3388
NEAR/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,3,-38.2587,-3.8259,0.0000,3.8259,0.0000,-2.4671,37.0000,2.6721,4.5302
NEAR/USDT:USDT,short_compression_breakdown,btc_4h_regime,,up,,,,,,1,67.5537,6.7554,inf,0.0000,100.0000,10.0049,36.0000,1.1284,10.3708
NEAR/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,11,15.8636,1.5864,1.1606,3.1717,27.2727,-0.0458,25.9091,3.4493,4.6994
NEAR/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,4,47.6550,4.7655,2.7000,1.7029,50.0000,2.9042,62.0000,2.7038,5.8496
PAXG/USDT:USDT,long_1d_center_compression,btc_4h_regime,,down,,,,,,1,-16.9411,-1.6941,0.0000,1.6941,0.0000,-2.3358,429.0000,17.8115,15.8871
PAXG/USDT:USDT,long_1d_center_compression,btc_4h_regime,,range,,,,,,2,-29.8349,-2.9835,0.0000,2.9835,0.0000,-2.0959,85.5000,2.0378,2.0199
PAXG/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,2,120.1306,12.0131,inf,0.0000,100.0000,7.1481,400.0000,1.1134,8.6646
SOL/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,5,71.1381,7.1138,3.1998,3.1314,40.0000,2.7249,41.2000,1.9051,5.3058
SOL/USDT:USDT,short_compression_breakdown,btc_4h_regime,,down,,,,,,6,-13.1175,-1.3117,0.6904,3.0468,16.6667,-0.4160,35.1667,2.8413,5.0820
SOL/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,3,-2.2432,-0.2243,0.9261,2.2070,33.3333,1.2050,41.3333,2.6186,5.4205
SOL/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,8,103.2901,10.3290,2.4901,4.6665,37.5000,1.8244,36.6250,3.0491,6.0172
SOL/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,2,-29.1560,-2.9156,0.0000,2.9156,0.0000,-2.7670,22.0000,3.9670,1.9788
SOL/USDT:USDT,short_pullback_restart,btc_4h_regime,,up,,,,,,1,36.3793,3.6379,inf,0.0000,100.0000,10.0002,40.0000,0.3149,13.8224
SUI/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,btc_4h_regime,,down,,,,,,2,1.3610,0.1361,5.1987,0.0324,50.0000,0.1416,97.5000,2.9746,6.0744
SUI/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,3,-2.7823,-0.2782,0.8923,1.8125,33.3333,1.3421,29.0000,2.8895,4.4574
SUI/USDT:USDT,short_compression_breakdown,btc_4h_regime,,up,,,,,,2,32.3386,3.2339,6.2501,0.6160,50.0000,3.7545,39.5000,2.0063,7.5650
SUI/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,8,20.4288,2.0429,1.2952,2.5192,25.0000,0.2383,41.1250,2.8396,6.2017
SUI/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,2,68.2117,6.8212,inf,0.0000,100.0000,10.0004,102.0000,0.1570,12.5088
SUI/USDT:USDT,short_pullback_restart,btc_4h_regime,,up,,,,,,1,-14.6880,-1.4688,0.0000,1.4688,0.0000,-2.1711,1.0000,2.6628,0.0707
TAO/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,3,-44.9441,-4.4944,0.0000,4.4944,0.0000,-2.6491,35.0000,3.4879,2.6283
TAO/USDT:USDT,short_compression_breakdown,btc_4h_regime,,up,,,,,,1,64.9188,6.4919,inf,0.0000,100.0000,10.0001,41.0000,1.8833,10.4281
TAO/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,5,26.8240,2.6824,1.8876,2.0494,60.0000,0.7890,60.8000,3.1202,5.8835
TAO/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,3,40.9496,4.0950,4.7870,1.0281,66.6667,5.0020,31.0000,2.4555,7.0799
XRP/USDT:USDT,long_1d_center_compression,btc_4h_regime,,up,,,,,,3,26.6345,2.6635,2.3210,1.0094,33.3333,1.9021,21.3333,1.9045,7.7271
XRP/USDT:USDT,short_compression_breakdown,btc_4h_regime,,down,,,,,,4,-51.8639,-5.1864,0.0000,5.1864,0.0000,-2.6021,27.7500,4.4621,2.7822
XRP/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,5,82.2196,8.2220,6.2094,1.5783,60.0000,3.1848,62.0000,1.7836,7.0849
XRP/USDT:USDT,short_compression_breakdown,btc_4h_regime,,up,,,,,,1,-18.9782,-1.8978,0.0000,1.8978,0.0000,-3.0015,71.0000,3.2432,3.3502
XRP/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,17,103.3845,10.3384,2.0601,5.3716,29.4118,0.6601,71.5882,1.9149,4.4740
XRP/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,5,-32.1284,-3.2128,0.0000,3.2128,0.0000,-1.2473,56.2000,2.0052,3.5272
XRP/USDT:USDT,short_pullback_restart,btc_4h_regime,,up,,,,,,1,-15.8887,-1.5889,0.0000,1.5889,0.0000,-2.8068,16.0000,3.3883,0.2371
ZEC/USDT:USDT,short_compression_breakdown,btc_4h_regime,,range,,,,,,2,52.9392,5.2939,inf,0.0000,100.0000,10.0061,56.0000,1.9325,10.5652
ZEC/USDT:USDT,short_compression_breakdown,btc_4h_regime,,up,,,,,,1,52.3429,5.2343,inf,0.0000,100.0000,10.0003,33.0000,0.2576,12.6243
ZEC/USDT:USDT,short_pullback_restart,btc_4h_regime,,down,,,,,,6,30.1724,3.0172,2.0449,1.8420,33.3333,2.0869,52.0000,2.1918,7.5809
ZEC/USDT:USDT,short_pullback_restart,btc_4h_regime,,range,,,,,,3,101.6593,10.1659,inf,0.0000,100.0000,9.9949,17.3333,0.5770,14.7637
ZEC/USDT:USDT,short_pullback_restart,btc_4h_regime,,up,,,,,,1,-14.7596,-1.4760,0.0000,1.4760,0.0000,-3.6975,10.0000,4.4098,1.0279
ADA/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,2,40.1753,4.0175,6.6183,0.7151,50.0000,3.9563,2.0000,2.1997,5.7971
ADA/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,8,44.6862,4.4686,1.9807,2.2163,37.5000,1.2977,52.1250,2.6040,6.0207
ADA/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,3,-12.4409,-1.2441,0.0000,1.2441,0.0000,-1.2102,69.6667,2.4046,4.7920
ADA/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,2,13.4465,1.3447,1.6041,2.1491,50.0000,3.7848,64.5000,1.4813,5.1921
ADA/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,8,99.0900,9.9090,3.1672,2.6428,37.5000,2.2476,37.3750,2.5844,6.2507
ADA/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,6,132.0077,13.2008,6.5854,1.7510,50.0000,4.1276,56.0000,1.5346,8.8819
ADA/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,3,-31.0025,-3.1003,0.0000,3.1003,0.0000,-2.4422,9.0000,2.6941,0.9824
BNB/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,range,,,,,1,72.0383,7.2038,inf,0.0000,100.0000,10.0003,78.0000,0.5876,12.2916
BNB/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,6,29.1799,2.9180,1.6295,4.3096,33.3333,2.0806,58.8333,1.7374,5.7992
BNB/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,1,17.7242,1.7724,inf,0.0000,100.0000,10.0009,24.0000,1.1967,13.3831
BNB/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,8,43.0383,4.3038,1.7485,3.3933,50.0000,1.1093,52.8750,2.5149,5.8547
BNB/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,2,25.8188,2.5819,2.6965,1.4619,50.0000,3.3299,88.5000,2.6374,6.4048
BNB/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,1,-11.5827,-1.1583,0.0000,1.1583,0.0000,-2.6972,6.0000,2.7745,0.2844
BTC/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,13,86.4999,8.6500,1.9943,4.1237,30.7692,1.7871,89.4615,1.6093,5.1468
BTC/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,4,108.7411,10.8741,12.5539,0.8369,50.0000,4.2709,39.0000,1.1106,7.3006
BTC/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,3,-14.5671,-1.4567,0.0263,1.4961,33.3333,-1.7627,80.0000,2.5294,3.2937
BTC/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,13,50.2920,5.0292,1.4643,4.1912,30.7692,0.8680,42.2308,2.3656,4.6175
BTC/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,4,-18.6278,-1.8628,0.0250,1.9106,25.0000,-0.8588,64.0000,1.4749,2.8307
DOGE/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,2,34.3382,3.4338,5.8117,0.7136,50.0000,3.9521,8.0000,1.6881,5.7500
DOGE/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,1,34.2426,3.4243,inf,0.0000,100.0000,10.0010,13.0000,1.0954,10.3060
DOGE/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,2,-10.5086,-1.0509,0.0000,1.0509,0.0000,-1.8842,40.0000,2.5976,2.1959
DOGE/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,2,64.4161,6.4416,inf,0.0000,100.0000,10.0005,69.5000,1.2340,11.4503
DOGE/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,9,-30.7002,-3.0700,0.6570,4.4255,22.2222,0.0277,30.7778,2.7186,4.9480
DOGE/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,3,17.9555,1.7956,1.8208,1.2574,33.3333,1.3635,20.6667,2.8404,5.3142
DOGE/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,1,46.2083,4.6208,inf,0.0000,100.0000,10.0001,29.0000,0.9074,11.6037
ETH/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,range,,,,,1,-15.0393,-1.5039,0.0000,1.5039,0.0000,-2.1273,16.0000,2.0750,1.2138
ETH/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,5,109.7527,10.9753,4.8085,2.8818,40.0000,2.7216,34.6000,1.6949,4.5639
ETH/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,3,5.0510,0.5051,1.3014,1.6053,33.3333,1.8782,36.0000,2.2601,4.0817
ETH/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,2,59.5598,5.9560,7.8104,0.8745,50.0000,3.7596,72.0000,2.1312,6.0072
ETH/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,1,31.9363,3.1936,inf,0.0000,100.0000,10.0001,26.0000,0.0275,14.3707
ETH/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,11,170.0636,17.0064,3.9482,1.8466,45.4545,3.4455,34.0909,1.8656,6.8664
ETH/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,5,2.5394,0.2539,1.0842,2.3162,20.0000,0.4399,54.8000,2.3314,4.5343
ETH/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,2,-18.1051,-1.8105,0.0000,1.8105,0.0000,-2.2694,37.5000,2.3845,2.6279
LINK/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,range,,,,,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,1,-22.3811,-2.2381,0.0000,2.2381,0.0000,-4.4897,25.0000,5.2889,0.6790
LINK/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,5,-17.9333,-1.7933,0.5776,2.4846,20.0000,-1.0382,25.2000,3.7126,2.9142
LINK/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,1,-0.1248,-0.0125,0.0000,0.0125,0.0000,-0.0552,76.0000,2.5033,4.2384
LINK/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,8,27.9575,2.7957,1.4396,4.0104,25.0000,0.6865,29.0000,3.4502,4.8534
LINK/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,2,69.1533,6.9153,inf,0.0000,100.0000,10.0006,38.0000,1.2474,12.0162
LINK/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,2,-23.4107,-2.3411,0.0000,2.3411,0.0000,-3.7044,30.0000,3.9044,0.8782
NEAR/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,2,-16.7279,-1.6728,0.0000,1.6728,0.0000,-2.2072,21.5000,2.6805,4.4312
NEAR/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,3,32.3365,3.2336,1.9182,3.2989,33.3333,1.5102,22.6667,2.2624,4.6718
NEAR/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,1,-7.4935,-0.7494,0.0000,0.7494,0.0000,-3.3795,23.0000,3.4533,3.2329
NEAR/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,2,-19.6400,-1.9640,0.0000,1.9640,0.0000,-2.5635,43.5000,2.8748,5.6953
NEAR/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,6,-20.3389,-2.0339,0.7101,5.0331,16.6667,-1.6787,24.0000,3.8758,3.5005
NEAR/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,6,76.6144,7.6614,3.3214,1.4932,50.0000,3.1843,61.8333,2.5227,6.9890
NEAR/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,3,7.2431,0.7243,1.3066,1.2711,33.3333,0.6931,6.0000,3.4554,4.0518
PAXG/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,down,,,,,3,2.2466,0.2247,1.0679,3.3097,33.3333,-0.0541,310.3333,6.7196,8.5861
PAXG/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,range,,,,,1,84.7870,8.4787,inf,0.0000,100.0000,10.0000,383.0000,1.9424,10.4774
PAXG/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,1,-13.6790,-1.3679,0.0000,1.3679,0.0000,-2.0691,86.0000,2.0126,1.0203
SOL/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,range,,,,,1,70.7877,7.0788,inf,0.0000,100.0000,9.9982,74.0000,1.0494,11.2753
SOL/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,4,0.3504,0.0350,1.0108,3.1314,25.0000,0.9066,33.0000,2.1190,3.8135
SOL/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,4,-42.4358,-4.2436,0.0000,4.2436,0.0000,-2.4682,48.2500,2.9118,3.0586
SOL/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,2,20.4297,2.0430,3.3148,0.8826,50.0000,3.0158,17.0000,2.4239,8.6308
SOL/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,3,6.6454,0.6645,1.3094,1.9029,33.3333,1.6535,36.0000,2.8029,5.7524
SOL/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,7,62.2786,6.2279,2.2111,2.7911,42.8571,2.5117,37.5714,2.8155,6.4889
SOL/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,3,63.3197,6.3320,2.9810,3.1963,33.3333,1.5242,35.6667,3.2978,6.7712
SOL/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,1,-15.0848,-1.5085,0.0000,1.5085,0.0000,-3.0931,7.0000,3.0400,0.1817
SUI/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,5,6.1890,0.6189,1.1916,1.7966,20.0000,0.2635,33.4000,3.1673,4.3173
SUI/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,2,24.7283,2.4728,inf,0.0000,100.0000,5.2505,97.0000,1.3969,9.5324
SUI/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,4,-10.9613,-1.0961,0.7509,2.1925,25.0000,0.0131,62.5000,3.4038,8.2325
SUI/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,4,-2.0427,-0.2043,0.9338,2.2782,25.0000,0.4824,59.7500,2.2308,5.0092
SUI/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,3,86.9566,8.6957,10.6615,0.9000,66.6667,5.9181,15.0000,1.0517,7.2450
TAO/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,3,35.4045,3.5405,2.1996,1.4504,33.3333,1.3404,44.6667,3.2825,6.0465
TAO/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,1,-15.4298,-1.5430,0.0000,1.5430,0.0000,-1.9684,12.0000,2.4996,0.1736
TAO/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,3,32.0358,3.2036,2.4912,2.0392,66.6667,2.1840,51.0000,3.0638,6.9175
TAO/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,2,-5.2118,-0.5212,0.4034,0.8736,50.0000,-1.3035,75.5000,3.2047,4.3323
TAO/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,3,40.9496,4.0950,4.7870,1.0281,66.6667,5.0020,31.0000,2.4555,7.0799
XRP/USDT:USDT,long_1d_center_compression,btc_1d_regime,,,up,,,,,3,26.6345,2.6635,2.3210,1.0094,33.3333,1.9021,21.3333,1.9045,7.7271
XRP/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,3,8.0555,0.8055,1.3055,1.8479,33.3333,1.6324,69.0000,1.8772,5.6587
XRP/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,range,,,,,3,-35.9029,-3.5903,0.0000,3.5903,0.0000,-2.6612,19.6667,2.7990,1.8176
XRP/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,4,39.2249,3.9225,2.6107,1.9947,50.0000,1.4002,56.5000,3.9952,6.8687
XRP/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,10,25.0398,2.5040,1.3087,4.1737,20.0000,-0.4070,64.9000,2.1516,4.0222
XRP/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,8,57.3080,5.7308,2.5298,3.5919,37.5000,1.6681,69.3750,1.6601,4.4410
XRP/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,5,-26.9803,-2.6980,0.0000,2.6980,0.0000,-1.4191,62.0000,2.2341,3.6361
ZEC/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,down,,,,,2,82.0265,8.2026,inf,0.0000,100.0000,10.0084,40.5000,0.8064,11.4991
ZEC/USDT:USDT,short_compression_breakdown,btc_1d_regime,,,up,,,,,1,23.2557,2.3256,inf,0.0000,100.0000,9.9958,64.0000,2.5099,10.7565
ZEC/USDT:USDT,short_pullback_restart,btc_1d_regime,,,down,,,,,2,33.6505,3.3650,12.9534,0.2815,50.0000,4.3791,56.0000,1.6482,7.4615
ZEC/USDT:USDT,short_pullback_restart,btc_1d_regime,,,range,,,,,5,0.4052,0.0405,1.0099,3.2955,20.0000,0.0147,37.2000,2.4923,3.9170
ZEC/USDT:USDT,short_pullback_restart,btc_1d_regime,,,up,,,,,3,83.0163,8.3016,inf,0.0000,100.0000,9.9923,25.3333,1.1778,18.7655
ADA/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,2,40.1753,4.0175,6.6183,0.7151,50.0000,3.9563,2.0000,2.1997,5.7971
ADA/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,10,41.2114,4.1211,1.8404,2.5638,30.0000,1.0233,61.2000,2.3989,6.1318
ADA/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,3,4.4804,0.4480,1.1435,2.1679,33.3333,1.3627,47.6667,2.3399,3.8694
ADA/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,10,110.5960,11.0596,2.8009,3.4100,40.0000,2.5719,50.6000,2.4772,7.3195
ADA/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,7,89.4991,8.9499,3.2979,3.3592,28.5714,1.3859,22.2857,1.8848,4.7213
BNB/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,1,-15.6392,-1.5639,0.0000,1.5639,0.0000,-2.1180,13.0000,3.2171,2.5769
BNB/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,6,116.8574,11.6857,4.8049,2.8555,50.0000,4.1003,69.6667,1.2991,7.4183
BNB/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,17.7242,1.7724,inf,0.0000,100.0000,10.0009,24.0000,1.1967,13.3831
BNB/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,8,78.6739,7.8674,2.3683,2.4314,50.0000,2.2897,55.8750,2.4624,6.3154
BNB/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,3,-21.3996,-2.1400,0.2016,2.6802,33.3333,-1.8269,53.0000,2.8230,3.1362
BTC/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,4,1.6321,0.1632,1.0519,3.0451,25.0000,1.2176,140.7500,1.7194,4.6547
BTC/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,9,84.8679,8.4868,2.5280,3.0997,33.3333,2.0401,66.6667,1.5603,5.3655
BTC/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,3,-15.7422,-1.5742,0.0000,1.5742,0.0000,-1.8359,27.6667,2.1879,1.9193
BTC/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,4,109.9162,10.9916,13.7360,0.8369,75.0000,4.3258,78.2500,1.3667,8.3314
BTC/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,12,66.2194,6.6219,1.7167,4.1312,33.3333,1.3306,49.2500,2.0766,5.0286
BTC/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,5,-34.5551,-3.4555,0.0136,3.5033,20.0000,-1.6237,42.8000,2.3465,2.2014
DOGE/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,1,41.4745,4.1475,inf,0.0000,100.0000,10.0009,16.0000,0.5762,11.3562
DOGE/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,1,-7.1363,-0.7136,0.0000,0.7136,0.0000,-2.0967,0.0000,2.7999,0.1439
DOGE/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,5,88.1500,8.8150,9.3884,0.8707,60.0000,5.2467,46.4000,1.7517,7.5197
DOGE/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,11,53.7249,5.3725,1.5896,4.0854,36.3636,1.6392,32.0000,2.7533,6.4467
DOGE/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,2,-20.2613,-2.0261,0.0000,2.0261,0.0000,-1.8454,8.0000,1.8050,0.5824
ETH/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,3,45.3876,4.5388,3.0989,2.1625,33.3333,1.9054,40.0000,1.6977,3.9039
ETH/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,3,49.3258,4.9326,3.2186,1.4130,33.3333,1.9215,23.0000,1.8188,4.1072
ETH/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,1,-16.3977,-1.6398,0.0000,1.6398,0.0000,-4.2621,9.0000,4.5297,0.2860
ETH/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,5,112.9449,11.2945,13.3992,0.9109,60.0000,5.4832,53.8000,1.3081,7.6689
ETH/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,15,135.9717,13.5972,2.4451,2.8656,33.3333,1.8834,38.0000,2.2261,5.4734
ETH/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,3,18.5262,1.8526,2.5608,1.1061,33.3333,2.4367,51.3333,1.1857,7.1188
LINK/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,6,-18.0581,-1.8058,0.5759,2.4849,16.6667,-0.8744,33.6667,3.5110,3.1349
LINK/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,-22.3811,-2.2381,0.0000,2.2381,0.0000,-4.4897,25.0000,5.2889,0.6790
LINK/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,12,73.7001,7.3700,1.8471,2.7998,33.3333,1.5070,30.6667,3.1588,5.3846
NEAR/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,2,-16.7279,-1.6728,0.0000,1.6728,0.0000,-2.2072,21.5000,2.6805,4.4312
NEAR/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,5,23.8217,2.3822,1.5447,2.7133,20.0000,-0.3403,30.8000,2.7447,5.2878
NEAR/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,-18.6187,-1.8619,0.0000,1.8619,0.0000,-2.2745,24.0000,2.2667,2.2000
NEAR/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,14,70.7784,7.0778,1.5922,4.6895,35.7143,0.9660,36.5714,3.3165,5.1869
NEAR/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,1,-7.2598,-0.7260,0.0000,0.7260,0.0000,-2.4110,21.0000,2.3256,2.4756
