pair,entry_tag,matrix,period,btc_4h_regime,btc_1d_regime,range_market,false_breakdown,quick_reverse_1h_5h,duration_bucket,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate,avg_profit,avg_duration,avg_MAE,avg_MFE
PAXG/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,5,73.3545,7.3355,2.5682,4.6776,40.0000,1.5537,280.0000,4.8228,7.4512
SOL/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,2,61.2098,6.1210,7.3908,0.9578,50.0000,3.9402,43.5000,2.3375,6.9846
SOL/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,3,9.9283,0.9928,1.4362,2.2040,33.3333,1.9147,39.6667,1.6168,4.1867
SOL/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,8,-7.5139,-0.7514,0.8842,5.1176,25.0000,0.5335,34.3750,2.6865,5.6087
SOL/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,-7.8467,-0.7847,0.0000,0.7847,0.0000,-3.1485,60.0000,3.4118,1.8840
SOL/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,10,15.2306,1.5231,1.1547,7.2951,30.0000,0.9064,32.2000,3.1226,5.5358
SOL/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,1,95.2829,9.5283,inf,0.0000,100.0000,9.9975,55.0000,1.4160,10.5591
SUI/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,7,30.9173,3.0917,1.9569,1.7543,42.8571,1.6884,51.5714,2.6615,5.8073
SUI/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,10,82.9529,8.2953,2.1077,2.0061,40.0000,2.1984,53.0000,2.3440,7.4336
SUI/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,1,-9.0003,-0.9000,0.0000,0.9000,0.0000,-2.2477,4.0000,2.2543,0.3658
TAO/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,3,35.4045,3.5405,2.1996,1.4504,33.3333,1.3404,44.6667,3.2825,6.0465
TAO/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,-15.4298,-1.5430,0.0000,1.5430,0.0000,-1.9684,12.0000,2.4996,0.1736
TAO/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,8,67.7736,6.7774,2.6517,1.9723,62.5000,2.3688,49.6250,2.8709,6.3321
XRP/USDT:USDT,long_1d_center_compression,range_market,,,,False,,,,2,36.7284,3.6728,4.6479,0.9618,50.0000,3.9454,0.5000,1.1050,7.3215
XRP/USDT:USDT,long_1d_center_compression,range_market,,,,True,,,,1,-10.0939,-1.0094,0.0000,1.0094,0.0000,-2.1843,63.0000,3.5033,8.5384
XRP/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,3,-32.7448,-3.2745,0.0000,3.2745,0.0000,-2.7789,23.3333,5.1625,2.3563
XRP/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,7,44.1223,4.4122,1.8189,3.7597,42.8571,1.5501,60.2857,2.0746,6.1193
XRP/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,12,58.6427,5.8643,1.9763,3.8182,33.3333,0.6512,83.5000,2.0253,5.0405
XRP/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,11,-3.2752,-0.3275,0.9617,5.0725,9.0909,-0.5123,46.5455,1.9695,3.0404
ZEC/USDT:USDT,short_compression_breakdown,range_market,,,,False,,,,2,75.5986,7.5599,inf,0.0000,100.0000,9.9981,48.5000,1.3837,11.6904
ZEC/USDT:USDT,short_compression_breakdown,range_market,,,,True,,,,1,29.6836,2.9684,inf,0.0000,100.0000,10.0164,48.0000,1.3551,10.3738
ZEC/USDT:USDT,short_pullback_restart,range_market,,,,False,,,,8,123.8015,12.3801,4.3544,2.9443,62.5000,5.0964,29.6250,2.0289,10.4407
ZEC/USDT:USDT,short_pullback_restart,range_market,,,,True,,,,2,-6.7294,-0.6729,0.0000,0.6729,0.0000,-0.9814,68.5000,1.5300,3.6395
ADA/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,2,40.1753,4.0175,6.6183,0.7151,50.0000,3.9563,2.0000,2.1997,5.7971
ADA/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,9,67.6330,6.7633,2.1596,4.0420,44.4444,2.3762,57.4444,2.0853,6.4825
ADA/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,4,-21.9412,-2.1941,0.0000,2.1941,0.0000,-1.7663,59.5000,3.0602,3.6457
ADA/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,9,259.5830,25.9583,7.3513,3.2517,66.6667,5.8413,50.4444,1.7821,9.0774
ADA/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,8,-59.4879,-5.9488,0.0000,5.9488,0.0000,-2.1439,26.0000,2.7408,3.0685
BNB/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,7,101.2182,10.1218,3.1837,4.3096,42.8571,3.2119,61.5714,1.5731,6.7267
BNB/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,1,17.7242,1.7724,inf,0.0000,100.0000,10.0009,24.0000,1.1967,13.3831
BNB/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,6,111.8031,11.1803,5.5879,1.4306,66.6667,3.7683,60.5000,2.1465,7.2706
BNB/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,5,-54.5287,-5.4529,0.0901,5.9931,20.0000,-1.9547,48.6000,3.0578,3.2616
BTC/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,13,86.4999,8.6500,1.9943,4.1237,30.7692,1.7871,89.4615,1.6093,5.1468
BTC/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,4,117.7653,11.7765,151.7286,0.0699,75.0000,5.0070,91.5000,0.5602,9.1447
BTC/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,3,-23.5912,-2.3591,0.0000,2.3591,0.0000,-2.7441,10.0000,3.2633,0.8348
BTC/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,11,96.5425,9.6543,2.5434,3.4667,45.4545,1.7043,65.3636,1.7490,6.1662
BTC/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,6,-64.8783,-6.4878,0.0000,6.4878,0.0000,-1.8165,14.3333,2.9022,0.5868
DOGE/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,2,34.3382,3.4338,5.8117,0.7136,50.0000,3.9521,8.0000,1.6881,5.7500
DOGE/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,2,59.2096,5.9210,inf,0.0000,100.0000,10.0007,16.5000,0.6461,11.3802
DOGE/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,3,28.9404,2.8940,3.7540,1.0509,33.3333,2.0774,66.3333,2.4888,4.9460
DOGE/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,4,-12.2339,-1.2234,0.6369,3.2986,25.0000,1.0645,36.0000,1.8851,5.3921
DOGE/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,9,45.6975,4.5698,1.5883,3.7861,33.3333,1.1202,24.8889,2.9284,5.6122
ETH/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,6,94.7134,9.4713,3.1596,2.8818,33.3333,1.9134,31.5000,1.7583,4.0055
ETH/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,3,22.8272,2.2827,3.5060,0.9109,33.3333,2.4720,37.3333,1.2425,5.4304
ETH/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,3,73.7199,7.3720,5.4957,1.6048,66.6667,5.2460,55.3333,2.4476,7.4464
ETH/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,10,118.9669,11.8967,3.1898,2.8409,40.0000,2.6949,42.2000,1.9055,6.9693
ETH/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,8,35.5311,3.5531,1.6881,2.3806,25.0000,1.0766,37.7500,2.2366,4.2205
LINK/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,3,0.5507,0.0551,1.0230,1.4688,33.3333,1.0805,25.6667,2.9735,3.9640
LINK/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,4,-40.9899,-4.0990,0.0000,4.0990,0.0000,-3.2443,37.5000,4.3586,1.8991
LINK/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,5,64.0277,6.4028,4.4175,1.8735,40.0000,2.7872,40.4000,2.2408,7.7827
LINK/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,7,9.6723,0.9672,1.1417,4.3448,28.5714,0.5926,23.7143,3.8145,3.6717
NEAR/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,2,-16.7279,-1.6728,0.0000,1.6728,0.0000,-2.2072,21.5000,2.6805,4.4312
NEAR/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,4,17.5116,1.7512,1.3499,3.3453,25.0000,0.2610,20.2500,2.6748,4.0094
NEAR/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,2,-12.3086,-1.2309,0.0000,1.2309,0.0000,-2.5100,48.5000,2.6454,6.3007
NEAR/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,8,40.4166,4.0417,1.5312,4.6038,37.5000,1.4594,44.3750,2.7632,5.4784
NEAR/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,7,23.1020,2.3102,1.4557,4.1982,28.5714,-0.0803,25.4286,3.8074,4.4664
PAXG/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,5,73.3545,7.3355,2.5682,4.6776,40.0000,1.5537,280.0000,4.8228,7.4512
SOL/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,5,71.1381,7.1138,3.1998,3.1314,40.0000,2.7249,41.2000,1.9051,5.3058
SOL/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,4,48.9447,4.8945,6.8046,0.7847,50.0000,4.1625,46.2500,1.4649,9.1965
SOL/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,5,-64.3054,-6.4305,0.0000,6.4305,0.0000,-3.1062,30.0000,3.8088,1.9934
SOL/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,5,155.4273,15.5427,7.7357,1.4561,60.0000,4.5639,58.4000,2.7148,10.0265
SOL/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,6,-44.9138,-4.4914,0.4043,6.0248,16.6667,-0.6263,14.1667,3.1780,2.6308
SUI/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,6,49.3251,4.9325,4.5482,1.3901,50.0000,2.4529,59.6667,2.5404,6.7381
SUI/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,1,-18.4078,-1.8408,0.0000,1.8408,0.0000,-2.8986,3.0000,3.3882,0.2228
SUI/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,4,53.7026,5.3703,4.7013,0.8337,50.0000,3.9691,92.5000,1.2641,8.6423
SUI/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,7,20.2500,2.0250,1.2919,3.1302,28.5714,0.5514,23.4286,2.9482,5.7332
TAO/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,1,-15.4298,-1.5430,0.0000,1.5430,0.0000,-1.9684,12.0000,2.4996,0.1736
TAO/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,3,35.4045,3.5405,2.1996,1.4504,33.3333,1.3404,44.6667,3.2825,6.0465
TAO/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,4,105.2821,10.5282,inf,0.0000,100.0000,7.7258,59.5000,1.0068,9.4041
TAO/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,4,-37.5085,-3.7509,0.0859,3.7509,25.0000,-2.9881,39.7500,4.7351,3.2601
XRP/USDT:USDT,long_1d_center_compression,false_breakdown,,,,,False,,,3,26.6345,2.6635,2.3210,1.0094,33.3333,1.9021,21.3333,1.9045,7.7271
XRP/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,2,27.0337,2.7034,4.6576,0.7391,50.0000,3.9493,68.0000,1.1942,6.8130
XRP/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,8,-15.6562,-1.5656,0.8024,3.9790,25.0000,-0.6730,44.5000,3.4527,4.5347
XRP/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,12,86.8962,8.6896,2.4616,2.5077,33.3333,0.7950,94.0000,1.8465,5.5196
XRP/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,11,-31.5288,-3.1529,0.6338,8.6092,9.0909,-0.6691,35.0909,2.1645,2.5177
ZEC/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,False,,,2,75.5986,7.5599,inf,0.0000,100.0000,9.9981,48.5000,1.3837,11.6904
ZEC/USDT:USDT,short_compression_breakdown,false_breakdown,,,,,True,,,1,29.6836,2.9684,inf,0.0000,100.0000,10.0164,48.0000,1.3551,10.3738
ZEC/USDT:USDT,short_pullback_restart,false_breakdown,,,,,False,,,7,152.3953,15.2395,19.3325,0.8313,71.4286,6.7347,40.2857,1.2881,12.3298
ZEC/USDT:USDT,short_pullback_restart,false_breakdown,,,,,True,,,3,-35.3233,-3.5323,0.0000,3.5323,0.0000,-2.7780,30.6667,3.4248,1.4986
ADA/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,1,47.3261,4.7326,inf,0.0000,100.0000,10.0002,3.0000,1.5537,10.4187
ADA/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,1,-7.1508,-0.7151,0.0000,0.7151,0.0000,-2.0875,1.0000,2.8457,1.1754
ADA/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,9,67.6330,6.7633,2.1596,4.0420,44.4444,2.3762,57.4444,2.0853,6.4825
ADA/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,4,-21.9412,-2.1941,0.0000,2.1941,0.0000,-1.7663,59.5000,3.0602,3.6457
ADA/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,9,259.5830,25.9583,7.3513,3.2517,66.6667,5.8413,50.4444,1.7821,9.0774
ADA/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,8,-59.4879,-5.9488,0.0000,5.9488,0.0000,-2.1439,26.0000,2.7408,3.0685
BNB/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,7,101.2182,10.1218,3.1837,4.3096,42.8571,3.2119,61.5714,1.5731,6.7267
BNB/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,1,17.7242,1.7724,inf,0.0000,100.0000,10.0009,24.0000,1.1967,13.3831
BNB/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,6,111.8031,11.1803,5.5879,1.4306,66.6667,3.7683,60.5000,2.1465,7.2706
BNB/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,5,-54.5287,-5.4529,0.0901,5.9931,20.0000,-1.9547,48.6000,3.0578,3.2616
BTC/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,11,107.6513,10.7651,2.6348,2.6382,36.3636,2.5034,96.9091,1.4847,5.8325
BTC/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,2,-21.1514,-2.1151,0.0000,2.1151,0.0000,-2.1530,48.5000,2.2942,1.3756
BTC/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,4,117.7653,11.7765,151.7286,0.0699,75.0000,5.0070,91.5000,0.5602,9.1447
BTC/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,3,-23.5912,-2.3591,0.0000,2.3591,0.0000,-2.7441,10.0000,3.2633,0.8348
BTC/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,11,96.5425,9.6543,2.5434,3.4667,45.4545,1.7043,65.3636,1.7490,6.1662
BTC/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,6,-64.8783,-6.4878,0.0000,6.4878,0.0000,-1.8165,14.3333,2.9022,0.5868
DOGE/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,1,41.4745,4.1475,inf,0.0000,100.0000,10.0009,16.0000,0.5762,11.3562
DOGE/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,1,-7.1363,-0.7136,0.0000,0.7136,0.0000,-2.0967,0.0000,2.7999,0.1439
DOGE/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,2,59.2096,5.9210,inf,0.0000,100.0000,10.0007,16.5000,0.6461,11.3802
DOGE/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,3,28.9404,2.8940,3.7540,1.0509,33.3333,2.0774,66.3333,2.4888,4.9460
DOGE/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,4,-12.2339,-1.2234,0.6369,3.2986,25.0000,1.0645,36.0000,1.8851,5.3921
DOGE/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,9,45.6975,4.5698,1.5883,3.7861,33.3333,1.1202,24.8889,2.9284,5.6122
ETH/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,4,115.9862,11.5986,6.1356,1.3297,50.0000,3.9266,43.2500,1.4379,5.7335
ETH/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,2,-21.2728,-2.1273,0.0000,2.1273,0.0000,-2.1130,8.0000,2.3991,0.5496
ETH/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,3,22.8272,2.2827,3.5060,0.9109,33.3333,2.4720,37.3333,1.2425,5.4304
ETH/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,3,73.7199,7.3720,5.4957,1.6048,66.6667,5.2460,55.3333,2.4476,7.4464
ETH/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,10,118.9669,11.8967,3.1898,2.8409,40.0000,2.6949,42.2000,1.9055,6.9693
ETH/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,8,35.5311,3.5531,1.6881,2.3806,25.0000,1.0766,37.7500,2.2366,4.2205
LINK/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,1,-7.1684,-0.7168,0.0000,0.7168,0.0000,-2.1406,34.0000,2.0190,0.7555
LINK/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,3,0.5507,0.0551,1.0230,1.4688,33.3333,1.0805,25.6667,2.9735,3.9640
LINK/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,4,-40.9899,-4.0990,0.0000,4.0990,0.0000,-3.2443,37.5000,4.3586,1.8991
LINK/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,5,64.0277,6.4028,4.4175,1.8735,40.0000,2.7872,40.4000,2.2408,7.7827
LINK/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,7,9.6723,0.9672,1.1417,4.3448,28.5714,0.5926,23.7143,3.8145,3.6717
NEAR/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,1,-9.5130,-0.9513,0.0000,0.9513,0.0000,-2.3174,39.0000,3.1233,8.7131
NEAR/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,1,-7.2148,-0.7215,0.0000,0.7215,0.0000,-2.0970,4.0000,2.2377,0.1492
NEAR/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,4,17.5116,1.7512,1.3499,3.3453,25.0000,0.2610,20.2500,2.6748,4.0094
NEAR/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,2,-12.3086,-1.2309,0.0000,1.2309,0.0000,-2.5100,48.5000,2.6454,6.3007
NEAR/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,8,40.4166,4.0417,1.5312,4.6038,37.5000,1.4594,44.3750,2.7632,5.4784
NEAR/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,7,23.1020,2.3102,1.4557,4.1982,28.5714,-0.0803,25.4286,3.8074,4.4664
PAXG/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,2,19.1877,1.9188,2.1877,1.6156,50.0000,1.0868,251.0000,1.1737,4.9356
PAXG/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,3,54.1668,5.4167,2.7690,3.0620,33.3333,1.8650,299.3333,7.2555,9.1283
SOL/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,2,23.1107,2.3111,3.4129,0.9275,50.0000,3.9411,54.5000,1.8196,7.3839
SOL/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,3,48.0274,4.8027,3.1101,2.2760,33.3333,1.9141,32.3333,1.9621,3.9205
SOL/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,4,48.9447,4.8945,6.8046,0.7847,50.0000,4.1625,46.2500,1.4649,9.1965
SOL/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,5,-64.3054,-6.4305,0.0000,6.4305,0.0000,-3.1062,30.0000,3.8088,1.9934
SOL/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,5,155.4273,15.5427,7.7357,1.4561,60.0000,4.5639,58.4000,2.7148,10.0265
SOL/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,6,-44.9138,-4.4914,0.4043,6.0248,16.6667,-0.6263,14.1667,3.1780,2.6308
SUI/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,True,,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,6,49.3251,4.9325,4.5482,1.3901,50.0000,2.4529,59.6667,2.5404,6.7381
SUI/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,1,-18.4078,-1.8408,0.0000,1.8408,0.0000,-2.8986,3.0000,3.3882,0.2228
SUI/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,4,53.7026,5.3703,4.7013,0.8337,50.0000,3.9691,92.5000,1.2641,8.6423
SUI/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,7,20.2500,2.0250,1.2919,3.1302,28.5714,0.5514,23.4286,2.9482,5.7332
TAO/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,1,-15.4298,-1.5430,0.0000,1.5430,0.0000,-1.9684,12.0000,2.4996,0.1736
TAO/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,3,35.4045,3.5405,2.1996,1.4504,33.3333,1.3404,44.6667,3.2825,6.0465
TAO/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,4,105.2821,10.5282,inf,0.0000,100.0000,7.7258,59.5000,1.0068,9.4041
TAO/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,4,-37.5085,-3.7509,0.0859,3.7509,25.0000,-2.9881,39.7500,4.7351,3.2601
XRP/USDT:USDT,long_1d_center_compression,quick_reverse_1h_5h,,,,,,False,,3,26.6345,2.6635,2.3210,1.0094,33.3333,1.9021,21.3333,1.9045,7.7271
XRP/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,2,27.0337,2.7034,4.6576,0.7391,50.0000,3.9493,68.0000,1.1942,6.8130
XRP/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,8,-15.6562,-1.5656,0.8024,3.9790,25.0000,-0.6730,44.5000,3.4527,4.5347
XRP/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,12,86.8962,8.6896,2.4616,2.5077,33.3333,0.7950,94.0000,1.8465,5.5196
XRP/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,11,-31.5288,-3.1529,0.6338,8.6092,9.0909,-0.6691,35.0909,2.1645,2.5177
ZEC/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,False,,2,75.5986,7.5599,inf,0.0000,100.0000,9.9981,48.5000,1.3837,11.6904
ZEC/USDT:USDT,short_compression_breakdown,quick_reverse_1h_5h,,,,,,True,,1,29.6836,2.9684,inf,0.0000,100.0000,10.0164,48.0000,1.3551,10.3738
ZEC/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,False,,7,152.3953,15.2395,19.3325,0.8313,71.4286,6.7347,40.2857,1.2881,12.3298
ZEC/USDT:USDT,short_pullback_restart,quick_reverse_1h_5h,,,,,,True,,3,-35.3233,-3.5323,0.0000,3.5323,0.0000,-2.7780,30.6667,3.4248,1.4986
ADA/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,2,40.1753,4.0175,6.6183,0.7151,50.0000,3.9563,2.0000,2.1997,5.7971
ADA/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,1-3d,3,7.4924,0.7492,1.2392,2.0661,33.3333,1.5995,61.3333,2.7767,6.9857
ADA/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,3-7d,5,31.1857,3.1186,7.9002,0.2372,20.0000,1.7225,99.8000,1.7275,7.2128
ADA/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,5,7.0137,0.7014,1.1579,2.2163,40.0000,0.1820,14.4000,2.8082,3.1809
ADA/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,5,145.6560,14.5656,4.9049,3.6103,60.0000,4.7218,45.8000,1.8957,9.4663
ADA/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,3-7d,4,68.7016,6.8702,56.4476,0.0769,50.0000,4.9085,82.0000,1.8072,8.5765
ADA/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,<=24h,8,-14.2624,-1.4262,0.7693,6.1819,12.5000,-0.9779,13.1250,2.6573,3.0759
BNB/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,1-3d,1,-13.7224,-1.3722,0.0000,1.3722,0.0000,-2.0992,46.0000,2.1526,2.6826
BNB/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,3-7d,3,102.0552,10.2055,16.3900,0.6397,66.6667,6.2833,112.0000,1.0921,8.2068
BNB/USDT:USDT,long_1d_center_compression,duration_bucket,,,,,,,<=24h,3,12.8855,1.2885,1.4956,2.5024,33.3333,1.9109,16.3333,1.8610,6.5946
BNB/USDT:USDT,short_compression_breakdown,duration_bucket,,,,,,,<=24h,1,17.7242,1.7724,inf,0.0000,100.0000,10.0009,24.0000,1.1967,13.3831
BNB/USDT:USDT,short_pullback_restart,duration_bucket,,,,,,,1-3d,3,-5.7907,-0.5791,0.8464,3.6536,33.3333,1.3119,33.0000,2.6343,5.1363
