group_type,group_value,window_h,trades,stop_trades,take_profit_trades,stopped_too_early_pct,took_profit_too_early_pct,hold_would_help_pct,hold_would_hurt_pct,avg_future_favorable_pct,avg_future_adverse_pct,avg_future_close_return_pct,period
pair,XRP/USDT:USDT,24,36,21,9,42.857142857142854,11.11111111111111,50.0,50.0,3.4225697959810564,2.46602238787192,-0.23814179126428905,3y
pair,XRP/USDT:USDT,48,36,21,9,47.61904761904761,33.33333333333333,44.44444444444444,55.55555555555556,4.86915090998027,3.8856355231109254,-0.11475059797523202,3y
pair,XRP/USDT:USDT,72,36,21,9,66.66666666666666,44.44444444444444,55.55555555555556,44.44444444444444,6.757319497634487,4.62020734527153,1.1449883323572727,3y
pair,XRP/USDT:USDT,168,36,21,9,76.19047619047619,66.66666666666666,61.111111111111114,38.88888888888889,10.55971207458135,6.012875528990485,2.517370620274024,3y
pair,XRP/USDT:USDT,336,35,21,8,85.71428571428571,75.0,54.285714285714285,45.714285714285715,14.806150906015656,12.233918826969076,-0.873326860109447,3y
pair,ZEC/USDT:USDT,6,13,3,8,0.0,50.0,76.92307692307693,23.076923076923077,2.983912377666787,1.3492837748295645,0.9409386631236064,3y
pair,ZEC/USDT:USDT,12,13,3,8,0.0,50.0,38.46153846153847,61.53846153846154,3.0063647388094132,2.107007078324267,-0.5032474577907909,3y
pair,ZEC/USDT:USDT,24,13,3,8,33.33333333333333,62.5,30.76923076923077,69.23076923076923,3.2946296854609844,3.434680023381293,-1.3086533302980727,3y
pair,ZEC/USDT:USDT,48,13,3,8,66.66666666666666,62.5,46.15384615384615,53.84615384615385,5.5236693949928615,5.319430403750672,-0.5975738057888189,3y
pair,ZEC/USDT:USDT,72,13,3,8,66.66666666666666,62.5,30.76923076923077,69.23076923076923,6.2477918430504955,6.4130470411329235,-1.9465751028645182,3y
pair,ZEC/USDT:USDT,168,13,3,8,66.66666666666666,75.0,53.84615384615385,46.15384615384615,11.041559934375393,9.356885131294884,0.2859988534604065,3y
pair,ZEC/USDT:USDT,336,13,3,8,66.66666666666666,75.0,53.84615384615385,46.15384615384615,16.398691291978153,18.95208236867783,-1.706845810385039,3y
pair,ADA/USDT:USDT,6,13,4,6,25.0,0.0,53.84615384615385,46.15384615384615,1.4490768893122652,2.166460384068932,-0.5514169710079843,1y
pair,ADA/USDT:USDT,12,13,4,6,25.0,33.33333333333333,46.15384615384615,53.84615384615385,2.047924751002403,3.129968789573955,-0.687953692262633,1y
pair,ADA/USDT:USDT,24,12,4,5,50.0,60.0,41.66666666666667,58.333333333333336,3.884344726107909,3.8494326038844524,0.5992381591027179,1y
pair,ADA/USDT:USDT,48,12,4,5,50.0,80.0,58.333333333333336,41.66666666666667,5.75870660293327,4.789942159427702,1.5136692838295267,1y
pair,ADA/USDT:USDT,72,12,4,5,75.0,80.0,75.0,25.0,7.691495883652249,4.8659195043648475,3.3631321485118844,1y
pair,ADA/USDT:USDT,168,12,4,5,75.0,80.0,50.0,50.0,11.766705162624474,6.85626035967928,3.1032983592081145,1y
pair,ADA/USDT:USDT,336,12,4,5,75.0,100.0,66.66666666666666,33.33333333333333,14.783632415355186,8.876617025092065,5.3611193111998805,1y
pair,BNB/USDT:USDT,6,9,4,4,25.0,25.0,55.55555555555556,44.44444444444444,1.084595673319139,1.0569730381643523,-0.035701627439111816,1y
pair,BNB/USDT:USDT,12,9,4,4,25.0,25.0,66.66666666666666,33.33333333333333,1.2927481270217283,1.1573722435569083,0.3693366958771504,1y
pair,BNB/USDT:USDT,24,9,4,4,50.0,25.0,55.55555555555556,44.44444444444444,2.1355021065176296,1.6274351386075445,0.24950735873797483,1y
pair,BNB/USDT:USDT,48,9,4,4,50.0,50.0,44.44444444444444,55.55555555555556,4.0619771140515875,2.3705893278761443,0.8643335235114238,1y
pair,BNB/USDT:USDT,72,9,4,4,50.0,75.0,77.77777777777779,22.22222222222222,4.640900619824088,2.427889276209228,2.593745382548695,1y
pair,BNB/USDT:USDT,168,9,4,4,75.0,75.0,66.66666666666666,33.33333333333333,9.169435290386637,5.994076448496806,4.179122968995934,1y
pair,BNB/USDT:USDT,336,9,4,4,75.0,75.0,55.55555555555556,44.44444444444444,11.565216765454,6.797577272382088,4.265673511973062,1y
pair,BTC/USDT:USDT,6,11,4,5,0.0,40.0,36.36363636363637,63.63636363636363,1.5942766228702625,0.8060740335942643,0.5005849251791781,1y
pair,BTC/USDT:USDT,12,11,4,5,0.0,40.0,18.181818181818183,81.81818181818183,1.9752745503006284,1.3286587445661502,-0.06740632066486806,1y
pair,BTC/USDT:USDT,24,11,4,5,0.0,40.0,45.45454545454545,54.54545454545454,2.1855459680938414,1.8136975453346227,-0.5530497445961076,1y
pair,BTC/USDT:USDT,48,11,4,5,25.0,40.0,36.36363636363637,63.63636363636363,2.7444117282295872,2.491357359537439,-0.2253995618425115,1y
pair,BTC/USDT:USDT,72,11,4,5,50.0,40.0,63.63636363636363,36.36363636363637,3.3251429947448763,2.775188247601961,0.44091692071753846,1y
pair,BTC/USDT:USDT,168,11,4,5,75.0,60.0,54.54545454545454,45.45454545454545,6.252254835290336,3.784149327375748,1.9171650550046015,1y
pair,BTC/USDT:USDT,336,9,2,5,100.0,60.0,55.55555555555556,44.44444444444444,8.50206641999037,4.9053098156085,1.9102294494052032,1y
pair,DOGE/USDT:USDT,6,6,4,1,25.0,100.0,66.66666666666666,33.33333333333333,2.3830796069512847,2.1178611474252214,-0.565600505835494,1y
pair,DOGE/USDT:USDT,12,6,4,1,50.0,100.0,50.0,50.0,2.7761608328396843,2.7611048156770956,-0.7315727779481092,1y
pair,DOGE/USDT:USDT,24,6,4,1,50.0,100.0,33.33333333333333,66.66666666666666,2.8008010851558676,4.014695654489366,-1.3631923687793974,1y
