pair,open_date,close_date,profit_ratio_final,max_profit_ratio,bars_in_trade,profitable_bars,same_tag_signal_bars,profitable_same_tag_signal_bars,first_profitable_same_tag_profit,max_profitable_same_tag_profit
BTC/USDT:USDT,2025-11-04 06:00:00+00:00,2025-11-05 18:15:00+00:00,0.00024716650806928646,0.050645950675999356,36,32,0,0,,
ETH/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-06 18:45:00+00:00,1.8343260028897461e-06,0.030729894739357475,5,5,1,1,0.005941073156744067,0.005941073156744067
DOGE/USDT:USDT,2025-11-06 06:00:00+00:00,2025-11-07 02:45:00+00:00,8.855776323092041e-05,0.04165394246625538,20,19,1,1,0.015452268979417193,0.015452268979417193
BTC/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-07 05:05:00+00:00,9.266404663365438e-05,0.022132125482039893,16,16,1,1,0.004136298851494189,0.004136298851494189
SUI/USDT:USDT,2025-11-19 06:00:00+00:00,2025-11-19 17:40:00+00:00,0.05216337670620399,0.05564456494947008,11,3,0,0,,
DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,2025-11-19 18:20:00+00:00,0.05123457316674248,0.054408285915222745,12,4,0,0,,
ETH/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-20 19:05:00+00:00,0.05191730743012723,0.05635771631263277,3,3,0,0,,
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-20 19:05:00+00:00,0.052205831413812145,0.05334100829855623,3,3,0,0,,
BNB/USDT:USDT,2025-11-20 17:00:00+00:00,2025-11-21 07:35:00+00:00,0.06339500092994486,0.0915285032932092,14,12,0,0,,
BNB/USDT:USDT,2025-11-25 15:00:00+00:00,2025-11-25 23:10:00+00:00,-0.03015297005961308,0.0056275822766776,8,0,0,0,,
NEAR/USDT:USDT,2025-11-28 02:00:00+00:00,2025-11-28 15:30:00+00:00,-0.04095474260219937,0.006922257720979713,13,1,0,0,,
DOGE/USDT:USDT,2025-12-07 14:00:00+00:00,2025-12-07 15:50:00+00:00,1.3611263262429391e-05,0.024676170489905176,1,0,0,0,,
XRP/USDT:USDT,2025-12-14 11:00:00+00:00,2025-12-15 01:35:00+00:00,-0.0001757477408023341,0.02957163516680802,14,14,0,0,,
XRP/USDT:USDT,2025-12-15 14:00:00+00:00,2025-12-16 02:10:00+00:00,0.05026199048920332,0.0533903917672831,12,12,0,0,,
ADA/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-17 14:55:00+00:00,0.00013025784072341075,0.041804741269436584,47,46,0,0,,
TAO/USDT:USDT,2025-12-17 06:00:00+00:00,2025-12-17 14:55:00+00:00,8.267081749262289e-05,0.037441189261851096,8,7,0,0,,
BNB/USDT:USDT,2025-12-17 16:00:00+00:00,2025-12-18 14:00:00+00:00,7.356016590511494e-06,0.02827372241409586,22,22,0,0,,
ADA/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-22 00:10:00+00:00,0.0001360086893015782,0.03327922077922072,22,18,0,0,,
SOL/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-22 00:10:00+00:00,-0.014726264841607316,0.014073244842475652,22,4,0,0,,
XRP/USDT:USDT,2025-12-28 19:00:00+00:00,2025-12-29 01:40:00+00:00,-0.014136308438363615,0.0016703486179212794,6,0,0,0,,
ADA/USDT:USDT,2026-01-20 09:00:00+00:00,2026-01-21 02:05:00+00:00,0.00021225516623639084,0.03938973647711509,17,17,0,0,,
NEAR/USDT:USDT,2026-01-20 07:00:00+00:00,2026-01-21 15:15:00+00:00,0.0004411501178264742,0.047405509288917264,32,32,0,0,,
