strategy_label,rule,terms,selected,coverage,hit_rate_reach10,lift_vs_base,selected_avg_final_profit,base_avg_final_profit,proxy_full_profit_from_reach5
Baseline,pair_1h_ret_6h <= -0.02 AND btc_1d_close_vs_ema50 <= -0.03,2,21,0.5121951219512195,0.5238095238095238,0.06039488966318235,0.06228106842826259,0.055243053880348544,0.056290303341305234
Baseline,adverse_before_5pct <= 0.016 AND pair_1h_range_position_24h <= 0.3,2,27,0.6585365853658537,0.5555555555555556,0.0921409214092141,0.059524804688385835,0.055243053880348544,0.05627243235576629
Baseline,adverse_before_5pct <= 0.016 AND pair_1h_ret_6h <= -0.02,2,26,0.6341463414634146,0.5769230769230769,0.11350844277673539,0.0598681387121012,0.055243053880348544,0.05625784406133247
Baseline,pair_1h_ret_6h <= -0.02 AND btc_4h_trend_down == 1,2,25,0.6097560975609756,0.52,0.05658536585365853,0.060050211053048565,0.055243053880348544,0.056128177471371075
Baseline,pair_4h_ema50_slope_3 <= -0.0075 AND pair_1h_range_position_24h <= 0.2,2,12,0.2926829268292683,0.5833333333333334,0.11991869918699188,0.07087056646569283,0.055243053880348544,0.05610845847776376
Baseline,hours_to_5pct <= 32 AND pair_4h_ema50_slope_3 <= -0.005,2,26,0.6341463414634146,0.5384615384615384,0.07504690431519695,0.059554324208216554,0.055243053880348544,0.05605883974179586
Baseline,hours_to_5pct <= 28 AND pair_1h_range_position_24h <= 0.3,2,18,0.43902439024390244,0.5555555555555556,0.0921409214092141,0.06374705304403594,0.055243053880348544,0.05603529158030846
Baseline,hours_to_5pct <= 28 AND pair_4h_ema50_slope_3 <= -0.005,2,24,0.5853658536585366,0.5416666666666666,0.07825203252032514,0.060299442523673474,0.055243053880348544,0.056028941965077156
Baseline,hours_to_5pct <= 28 AND btc_1d_close_vs_ema50 <= -0.01,2,22,0.5365853658536586,0.5454545454545454,0.08203991130820393,0.06122079445470832,0.055243053880348544,0.05602091409764837
Baseline,hours_to_5pct <= 28 AND pair_1h_range_position_24h <= 0.4,2,24,0.5853658536585366,0.5416666666666666,0.07825203252032514,0.06027395601352886,0.055243053880348544,0.05601402303230958
