strategy_label,rule,terms,selected,coverage,hit_rate_reach10,lift_vs_base,selected_avg_final_profit,base_avg_final_profit,proxy_full_profit_from_reach5
Baseline,adverse_before_5pct <= 0.014 AND hours_to_5pct <= 28,2,23,0.5609756097560976,0.5652173913043478,0.1018027571580063,0.05639631942836962,0.055243053880348544,0.053588179191524414
Baseline,hours_to_5pct <= 28 AND pair_4h_ema50_slope_3 <= -0.01,2,10,0.24390243902439024,0.6,0.1365853658536585,0.0646767905384772,0.055243053880348544,0.05357970500938468
Baseline,hours_to_5pct <= 32 AND pair_4h_ema50_slope_3 <= -0.01,2,10,0.24390243902439024,0.6,0.1365853658536585,0.0646767905384772,0.055243053880348544,0.05357970500938468
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_ema50_slope_3 <= -0.0075,2,9,0.21951219512195122,0.6666666666666666,0.20325203252032514,0.06630291825966136,0.055243053880348544,0.05357868937407201
Baseline,pair_4h_ema50_slope_3 <= -0.01 AND pair_1h_range_position_24h <= 0.3,2,8,0.1951219512195122,0.625,0.1615853658536585,0.06831229630603948,0.055243053880348544,0.053573130986544294
Baseline,adverse_before_5pct <= 0.014 AND pair_4h_ema50_slope_3 <= -0.01,2,9,0.21951219512195122,0.6666666666666666,0.20325203252032514,0.0662596298142578,0.055243053880348544,0.053569187032398054
Baseline,adverse_before_5pct <= 0.016 AND pair_4h_ema50_slope_3 <= -0.01,2,9,0.21951219512195122,0.6666666666666666,0.20325203252032514,0.0662596298142578,0.055243053880348544,0.053569187032398054
Baseline,hours_to_5pct <= 28 AND btc_1d_close_vs_ema50 <= -0.03,2,16,0.3902439024390244,0.5625,0.09908536585365851,0.05914573442993126,0.055243053880348544,0.05356906709460732
Baseline,pair_1h_range_position_24h <= 0.3 AND btc_1d_close_vs_ema50 <= -0.02,2,24,0.5853658536585366,0.4166666666666667,-0.0467479674796748,0.05478184983595177,0.055243053880348544,0.05279913161128884
Baseline,pair_1h_range_position_24h <= 0.3 AND btc_1d_close_vs_ema50 <= -0.03,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.055448640761047455,0.055243053880348544,0.05279076721907309
Baseline,pair_1h_range_position_24h <= 0.4 AND btc_1d_close_vs_ema50 <= -0.02,2,30,0.7317073170731707,0.43333333333333335,-0.03008130081300814,0.053796412853162945,0.055243053880348544,0.05277786306328996
Baseline,pair_1h_ret_6h <= -0.01 AND btc_1d_close_vs_ema50 <= -0.03,2,27,0.6585365853658537,0.4444444444444444,-0.018970189701897067,0.05421150773589858,0.055243053880348544,0.05277343192364053
Baseline,pair_1h_range_position_24h <= 0.4 AND btc_1d_close_vs_ema50 <= -0.03,2,27,0.6585365853658537,0.4444444444444444,-0.018970189701897067,0.05420553501903861,0.055243053880348544,0.052769498671074215
Baseline,pair_1h_range_position_24h <= 0.2 AND btc_1d_close_vs_ema50 <= -0.01,2,20,0.4878048780487805,0.4,-0.06341463414634146,0.055600964575372835,0.055243053880348544,0.052732177841645286
Baseline,pair_1h_range_position_24h <= 0.2 AND btc_1d_close_vs_ema50 <= -0.02,2,19,0.4634146341463415,0.42105263157894735,-0.04236200256739414,0.055893979960142,0.055243053880348544,0.05273135656689507
Baseline,pair_1h_range_position_24h <= 0.2 AND btc_1d_close_vs_ema50 <= -0.03,2,16,0.3902439024390244,0.4375,-0.025914634146341486,0.056977667447615774,0.055243053880348544,0.05272299217467933
Baseline,adverse_before_5pct <= 0.016 AND btc_1d_close_vs_ema50 <= -0.01,2,28,0.6829268292682927,0.5,0.036585365853658514,0.05380798018988186,0.055243053880348544,0.05260057183699249
Baseline,adverse_before_5pct <= 0.016 AND btc_1d_close_vs_ema50 <= 0.0,2,30,0.7317073170731707,0.5,0.036585365853658514,0.053554057808466976,0.055243053880348544,0.052600530103756316
Baseline,btc_4h_trend_down == 1 AND btc_1d_close_vs_ema50 <= -0.02,2,29,0.7073170731707317,0.4482758620689655,-0.015138772077375962,0.05365827552877125,0.055243053880348544,0.05258756073986259
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_range_position_24h <= 0.2,2,16,0.3902439024390244,0.5625,0.09908536585365851,0.0563725222265133,0.055243053880348544,0.052486837942053964
Baseline,hours_to_5pct <= 32 AND pair_1h_range_position_24h <= 0.5,2,29,0.7073170731707317,0.4827586206896552,0.019343986543313707,0.05345085769073601,0.055243053880348544,0.0524408505617401
Baseline,hours_to_5pct <= 32 AND btc_4h_trend_down == 1,2,25,0.6097560975609756,0.48,0.016585365853658496,0.05399770452143514,0.055243053880348544,0.05243762470819215
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_range_position_24h <= 0.3,2,22,0.5365853658536586,0.5454545454545454,0.08203991130820393,0.05454003248320249,0.055243053880348544,0.0524361149909867
Baseline,adverse_before_5pct <= 0.014 AND pair_1h_ret_6h <= -0.01,2,30,0.7317073170731707,0.5333333333333333,0.06991869918699184,0.05332378404334497,0.055243053880348544,0.052432037104886565
Baseline,adverse_before_5pct <= 0.016 AND hours_to_5pct <= 32,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.05369193683257359,0.055243053880348544,0.05243127547510944
Baseline,adverse_before_5pct <= 0.014 AND pair_1h_ret_6h <= -0.015,2,26,0.6341463414634146,0.5384615384615384,0.07504690431519695,0.05383182184171606,0.055243053880348544,0.05242993580206384
Baseline,hours_to_5pct <= 32 AND btc_1d_close_vs_ema50 <= -0.02,2,22,0.5365853658536586,0.5,0.036585365853658514,0.054516380479646624,0.055243053880348544,0.05242342367200551
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_ret_6h <= -0.01,2,26,0.6341463414634146,0.5384615384615384,0.07504690431519695,0.05381446119044715,0.055243053880348544,0.05241892660857625
Baseline,adverse_before_5pct <= 0.01,1,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053540563748675656,0.055243053880348544,0.05241794597470533
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_ema50_slope_3 <= -0.0025,2,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053540563748675656,0.055243053880348544,0.05241794597470533
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_close_vs_ema50 <= -0.02,2,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053540563748675656,0.055243053880348544,0.05241794597470533
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_close_vs_ema50 <= -0.01,2,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053540563748675656,0.055243053880348544,0.05241794597470533
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_close_vs_ema50 <= 0.0,2,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053540563748675656,0.055243053880348544,0.05241794597470533
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_ret_6h <= -0.015,2,22,0.5365853658536586,0.5454545454545454,0.08203991130820393,0.05450408352435883,0.055243053880348544,0.05241682530575352
Baseline,adverse_before_5pct <= 0.01 AND btc_1d_close_vs_ema50 <= -0.01,2,24,0.5853658536585366,0.5416666666666666,0.07825203252032514,0.0541246463243627,0.055243053880348544,0.05241442711670012
Baseline,adverse_before_5pct <= 0.01 AND hours_to_5pct <= 32,2,22,0.5365853658536586,0.5454545454545454,0.08203991130820393,0.0544955844971535,0.055243053880348544,0.052412264852131143
Baseline,adverse_before_5pct <= 0.014 AND btc_1d_close_vs_ema50 <= -0.01,2,26,0.6341463414634146,0.5384615384615384,0.07504690431519695,0.05380275146006392,0.055243053880348544,0.05241150092589419
Baseline,adverse_before_5pct <= 0.012 AND pair_1h_range_position_24h <= 0.4,2,28,0.6829268292682927,0.5357142857142857,0.07229965156794421,0.053529644124011656,0.055243053880348544,0.05241048867005674
Baseline,hours_to_5pct <= 24,1,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_4h_ema50_slope_3 <= -0.0025,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_4h_close_vs_ema50 <= -0.03,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_4h_close_vs_ema50 <= -0.02,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_4h_close_vs_ema50 <= -0.01,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_4h_close_vs_ema50 <= 0.0,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_1h_ret_6h <= -0.01,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_1h_ret_6h <= -0.005,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND pair_1h_range_position_24h <= 0.5,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.054296611331030545,0.055243053880348544,0.052410294161309816
Baseline,hours_to_5pct <= 24 AND btc_4h_trend_down == 1,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.05519420003253879,0.055243053880348544,0.05240706830776188
Baseline,hours_to_5pct <= 20 AND pair_4h_ema50_slope_3 <= -0.005,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.05518180217992745,0.055243053880348544,0.0524013229614298
Baseline,adverse_before_5pct <= 0.016 AND hours_to_5pct <= 24,2,21,0.5121951219512195,0.5238095238095238,0.06039488966318235,0.05468106672673464,0.055243053880348544,0.05239761954296164
Baseline,adverse_before_5pct <= 0.012 AND hours_to_5pct <= 24,2,20,0.4878048780487805,0.55,0.08658536585365856,0.05491343644983343,0.055243053880348544,0.052396798268211434
Baseline,adverse_before_5pct <= 0.014 AND hours_to_5pct <= 24,2,20,0.4878048780487805,0.55,0.08658536585365856,0.05491343644983343,0.055243053880348544,0.052396798268211434
Baseline,adverse_before_5pct <= 0.012 AND pair_4h_ema50_slope_3 <= -0.005,2,26,0.6341463414634146,0.5384615384615384,0.07504690431519695,0.05377443151313372,0.055243053880348544,0.05239354193515796
Baseline,hours_to_5pct <= 24 AND btc_1d_close_vs_ema50 <= 0.0,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.055160598445366645,0.055243053880348544,0.05239149684053577
Baseline,hours_to_5pct <= 24 AND btc_1d_close_vs_ema50 <= -0.02,2,16,0.3902439024390244,0.5,0.036585365853658514,0.05612219711902073,0.055243053880348544,0.0523891500952276
Baseline,hours_to_5pct <= 20 AND pair_1h_range_position_24h <= 0.4,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.05514960869342899,0.055243053880348544,0.052386404028662216
Baseline,hours_to_5pct <= 24 AND btc_1d_close_vs_ema50 <= -0.03,2,13,0.3170731707317073,0.5384615384615384,0.07504690431519695,0.057508631832575846,0.055243053880348544,0.052380785703011856
Baseline,adverse_before_5pct <= 0.012 AND pair_4h_ema50_slope_3 <= -0.0075,2,12,0.2926829268292683,0.5833333333333334,0.11991869918699188,0.05812548333480585,0.055243053880348544,0.05237819024433343
Baseline,hours_to_5pct <= 20 AND pair_1h_range_position_24h <= 0.3,2,15,0.36585365853658536,0.4666666666666667,0.0032520325203251876,0.056498956482614375,0.055243053880348544,0.05237766700583452
Baseline,adverse_before_5pct <= 0.012 AND pair_4h_ema50_slope_3 <= -0.01,2,8,0.1951219512195122,0.625,0.1615853658536585,0.06207233420753935,0.055243053880348544,0.05235557740634914
Baseline,btc_1d_close_vs_ema50 <= -0.03,1,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_4h_ema50_slope_3 <= -0.0025 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_4h_close_vs_ema50 <= -0.03 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_4h_close_vs_ema50 <= -0.02 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_4h_close_vs_ema50 <= -0.01 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_4h_close_vs_ema50 <= 0.0 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_1h_ret_6h <= -0.005 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,pair_1h_range_position_24h <= 0.5 AND btc_1d_close_vs_ema50 <= -0.03,2,28,0.6829268292682927,0.42857142857142855,-0.03484320557491294,0.052273981322249786,0.055243053880348544,0.05155296285421937
Baseline,adverse_before_5pct <= 0.016 AND btc_1d_close_vs_ema50 <= -0.02,2,26,0.6341463414634146,0.5,0.036585365853658514,0.052175357311528496,0.055243053880348544,0.051379494880481484
Baseline,btc_4h_trend_down == 1 AND btc_1d_close_vs_ema50 <= -0.03,2,27,0.6585365853658537,0.4444444444444444,-0.018970189701897067,0.05207234229380453,0.055243053880348544,0.051364713217871276
Baseline,hours_to_5pct <= 20 AND pair_1h_range_position_24h <= 0.2,2,10,0.24390243902439024,0.4,-0.06341463414634146,0.05508714547497338,0.055243053880348544,0.05124076718901789
Baseline,adverse_before_5pct <= 0.012 AND pair_1h_ret_6h <= -0.01,2,29,0.7073170731707317,0.5172413793103449,0.053826745164003376,0.05172260436663255,0.055243053880348544,0.05121842747883766
Baseline,adverse_before_5pct <= 0.012 AND pair_1h_ret_6h <= -0.015,2,25,0.6097560975609756,0.52,0.05658536585365853,0.051994774928664486,0.055243053880348544,0.05121632617601493
Baseline,adverse_before_5pct <= 0.012 AND hours_to_5pct <= 32,2,25,0.6097560975609756,0.52,0.05658536585365853,0.051987295784723796,0.055243053880348544,0.05121176572239256
Baseline,adverse_before_5pct <= 0.014 AND hours_to_5pct <= 32,2,25,0.6097560975609756,0.52,0.05658536585365853,0.051987295784723796,0.055243053880348544,0.05121176572239256
Baseline,adverse_before_5pct <= 0.016 AND btc_4h_trend_down == 1,2,28,0.6829268292682927,0.5,0.036585365853658514,0.05176511776761151,0.055243053880348544,0.05120544628032006
Baseline,adverse_before_5pct <= 0.01 AND pair_4h_close_vs_ema50 <= -0.03,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.051819879966865115,0.055243053880348544,0.05119845753915508
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_ret_6h <= -0.005,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.051819879966865115,0.055243053880348544,0.05119845753915508
Baseline,adverse_before_5pct <= 0.012 AND btc_1d_close_vs_ema50 <= -0.01,2,25,0.6097560975609756,0.52,0.05658536585365853,0.05196454173174625,0.055243053880348544,0.051197891299845276
Baseline,adverse_before_5pct <= 0.01 AND btc_1d_close_vs_ema50 <= 0.0,2,25,0.6097560975609756,0.52,0.05658536585365853,0.05196094292501554,0.055243053880348544,0.05119569690549729
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_range_position_24h <= 0.4,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.05181545011614935,0.055243053880348544,0.05119554032039104
Baseline,adverse_before_5pct <= 0.01 AND pair_1h_range_position_24h <= 0.5,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.05181545011614935,0.055243053880348544,0.05119554032039104
Baseline,adverse_before_5pct <= 0.01 AND btc_1d_close_vs_ema50 <= -0.02,2,23,0.5609756097560976,0.5217391304347826,0.05832449628844111,0.05212874038402227,0.055243053880348544,0.05119417143493933
Baseline,adverse_before_5pct <= 0.014 AND btc_1d_close_vs_ema50 <= 0.0,2,27,0.6585365853658537,0.5185185185185185,0.055103884372177,0.05181124441860538,0.055243053880348544,0.05119277071469135
Baseline,hours_to_5pct <= 32 AND btc_1d_close_vs_ema50 <= -0.03,2,18,0.43902439024390244,0.5,0.036585365853658514,0.0527165999246941,0.055243053880348544,0.05119265362547546
Baseline,adverse_before_5pct <= 0.014 AND btc_1d_close_vs_ema50 <= -0.02,2,25,0.6097560975609756,0.52,0.05658536585365853,0.05195364220037877,0.055243053880348544,0.0511912452441334
Baseline,adverse_before_5pct <= 0.01 AND btc_4h_trend_down == 1,2,23,0.5609756097560976,0.5217391304347826,0.05832449628844111,0.052117336939969595,0.055243053880348544,0.05118777438095855
Baseline,hours_to_5pct <= 24 AND pair_1h_ret_6h <= -0.02,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.05255212487175729,0.055243053880348544,0.051182692013741184
Baseline,hours_to_5pct <= 24 AND pair_4h_ema50_slope_3 <= -0.0075,2,14,0.34146341463414637,0.42857142857142855,-0.03484320557491294,0.05343638329824286,0.055243053880348544,0.051173399175009765
Baseline,hours_to_5pct <= 20 AND btc_1d_close_vs_ema50 <= -0.01,2,16,0.3902439024390244,0.4375,-0.025914634146341486,0.0530004041891972,0.055243053880348544,0.051170889439686715
Baseline,adverse_before_5pct <= 0.01 AND hours_to_5pct <= 20,2,15,0.36585365853658536,0.5333333333333333,0.06991869918699184,0.05316509008145489,0.055243053880348544,0.051157959785898134
Baseline,hours_to_5pct <= 24 AND pair_4h_ema50_slope_3 <= -0.01,2,8,0.1951219512195122,0.5,0.036585365853658514,0.055853323612375036,0.055243053880348544,0.05114211192436586
Baseline,adverse_before_5pct <= 0.016 AND btc_1d_close_vs_ema50 <= -0.03,2,23,0.5609756097560976,0.4782608695652174,0.01484623541887592,0.05027371299521733,0.055243053880348544,0.050153546314390215
Baseline,adverse_before_5pct <= 0.012 AND pair_4h_close_vs_ema50 <= -0.03,2,30,0.7317073170731707,0.5,0.036585365853658514,0.049997209826202545,0.055243053880348544,0.04999795840941649
Baseline,adverse_before_5pct <= 0.012 AND pair_1h_ret_6h <= -0.005,2,30,0.7317073170731707,0.5,0.036585365853658514,0.049997209826202545,0.055243053880348544,0.04999795840941649
Baseline,adverse_before_5pct <= 0.012 AND pair_1h_range_position_24h <= 0.5,2,30,0.7317073170731707,0.5,0.036585365853658514,0.049993222960558345,0.055243053880348544,0.04999504119065245
Baseline,adverse_before_5pct <= 0.014 AND btc_4h_trend_down == 1,2,26,0.6341463414634146,0.5,0.036585365853658514,0.04997782298583578,0.055243053880348544,0.04998593652760318
Baseline,adverse_before_5pct <= 0.012 AND btc_1d_close_vs_ema50 <= 0.0,2,26,0.6341463414634146,0.5,0.036585365853658514,0.049967138639782305,0.055243053880348544,0.04997916108864244
Baseline,adverse_before_5pct <= 0.012 AND btc_1d_close_vs_ema50 <= -0.02,2,24,0.5853658536585366,0.5,0.036585365853658514,0.049961794180894324,0.055243053880348544,0.049977635618084486
Baseline,hours_to_5pct <= 20,1,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_4h_ema50_slope_3 <= -0.0025,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_4h_close_vs_ema50 <= -0.03,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_4h_close_vs_ema50 <= -0.02,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_4h_close_vs_ema50 <= -0.01,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_4h_close_vs_ema50 <= 0.0,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_1h_ret_6h <= -0.01,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_1h_ret_6h <= -0.005,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 20 AND pair_1h_range_position_24h <= 0.5,2,21,0.5121951219512195,0.42857142857142855,-0.03484320557491294,0.04994329611997976,0.055243053880348544,0.049970956549257935
Baseline,hours_to_5pct <= 24 AND pair_1h_ret_6h <= -0.015,2,20,0.4878048780487805,0.45,-0.013414634146341475,0.049939396100980755,0.055243053880348544,0.04997043712242964
Baseline,adverse_before_5pct <= 0.01 AND btc_1d_close_vs_ema50 <= -0.03,2,20,0.4878048780487805,0.5,0.036585365853658514,0.04993485688113849,0.055243053880348544,0.04996822286884804
Baseline,hours_to_5pct <= 20 AND btc_4h_trend_down == 1,2,17,0.4146341463414634,0.4117647058823529,-0.051649928263988565,0.04992217403082996,0.055243053880348544,0.049967730695709985
Baseline,adverse_before_5pct <= 0.014 AND btc_1d_close_vs_ema50 <= -0.03,2,22,0.5365853658536586,0.5,0.036585365853658514,0.04993532562726031,0.055243053880348544,0.04996529667804212
Baseline,adverse_before_5pct <= 0.016 AND hours_to_5pct <= 20,2,19,0.4634146341463415,0.47368421052631576,0.010269576379974277,0.04990997679827894,0.055243053880348544,0.04995828193090976
Baseline,adverse_before_5pct <= 0.012 AND hours_to_5pct <= 20,2,18,0.43902439024390244,0.5,0.036585365853658514,0.04990310482791895,0.055243053880348544,0.049957460656159546
Baseline,adverse_before_5pct <= 0.014 AND hours_to_5pct <= 20,2,18,0.43902439024390244,0.5,0.036585365853658514,0.04990310482791895,0.055243053880348544,0.049957460656159546
Baseline,hours_to_5pct <= 20 AND btc_1d_close_vs_ema50 <= 0.0,2,17,0.4146341463414634,0.4117647058823529,-0.051649928263988565,0.049884619315755226,0.055243053880348544,0.04995215922848389
Baseline,hours_to_5pct <= 20 AND btc_1d_close_vs_ema50 <= -0.02,2,14,0.34146341463414637,0.42857142857142855,-0.03484320557491294,0.04985302227215744,0.055243053880348544,0.04994981248317571
Baseline,hours_to_5pct <= 20 AND btc_1d_close_vs_ema50 <= -0.03,2,11,0.2682926829268293,0.45454545454545453,-0.008869179600886956,0.0497817610663053,0.055243053880348544,0.04994144809095996
Baseline,adverse_before_5pct <= 0.012 AND btc_4h_trend_down == 1,2,25,0.6097560975609756,0.48,0.016585365853658496,0.04798661611854899,0.055243053880348544,0.04877232690155427
Baseline,adverse_before_5pct <= 0.012 AND btc_1d_close_vs_ema50 <= -0.03,2,21,0.5121951219512195,0.47619047619047616,0.012775842044134678,0.04756281757770102,0.055243053880348544,0.0487516870519932
Baseline,hours_to_5pct <= 20 AND pair_1h_ret_6h <= -0.02,2,17,0.4146341463414634,0.4117647058823529,-0.051649928263988565,0.04696926649819183,0.055243053880348544,0.048743354401689296
Baseline,hours_to_5pct <= 16 AND pair_4h_ema50_slope_3 <= -0.005,2,13,0.3170731707317073,0.38461538461538464,-0.07879924953095685,0.046013391240073205,0.055243053880348544,0.048735953320023215
Baseline,hours_to_5pct <= 20 AND pair_4h_ema50_slope_3 <= -0.0075,2,12,0.2926829268292683,0.3333333333333333,-0.13008130081300817,0.045674710340106055,0.055243053880348544,0.04873406156295788
Baseline,hours_to_5pct <= 16 AND pair_4h_ema50_slope_3 <= -0.0075,2,9,0.21951219512195122,0.3333333333333333,-0.13008130081300817,0.04420178404254824,0.055243053880348544,0.048727220887388636
Baseline,hours_to_5pct <= 16 AND pair_1h_range_position_24h <= 0.4,2,13,0.3170731707317073,0.38461538461538464,-0.07879924953095685,0.045966339221344694,0.055243053880348544,0.04872103438725564
Baseline,hours_to_5pct <= 16 AND pair_1h_range_position_24h <= 0.3,2,9,0.21951219512195122,0.3333333333333333,-0.13008130081300817,0.044133799104616206,0.055243053880348544,0.04871229736442795
Baseline,hours_to_5pct <= 20 AND pair_1h_ret_6h <= -0.015,2,18,0.43902439024390244,0.3888888888888889,-0.07452574525745259,0.04437639332919375,0.055243053880348544,0.04753109951037774
Baseline,hours_to_5pct <= 16 AND pair_1h_ret_6h <= -0.02,2,14,0.34146341463414637,0.35714285714285715,-0.10627177700348434,0.04273082241183419,0.055243053880348544,0.047517841799162894
Baseline,hours_to_5pct <= 16 AND btc_1d_close_vs_ema50 <= -0.01,2,10,0.24390243902439024,0.3,-0.1634146341463415,0.03977263117294854,0.055243053880348544,0.04750551979828013
Baseline,adverse_before_5pct <= 0.01 AND hours_to_5pct <= 16,2,10,0.24390243902439024,0.4,-0.06341463414634146,0.039722986818891214,0.055243053880348544,0.04749341141924176
Baseline,hours_to_5pct <= 16,1,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_4h_ema50_slope_3 <= -0.0025,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_4h_close_vs_ema50 <= -0.03,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_4h_close_vs_ema50 <= -0.02,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_4h_close_vs_ema50 <= -0.01,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_4h_close_vs_ema50 <= 0.0,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_1h_ret_6h <= -0.015,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_1h_ret_6h <= -0.01,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_1h_ret_6h <= -0.005,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND pair_1h_range_position_24h <= 0.5,2,15,0.36585365853658536,0.3333333333333333,-0.13008130081300817,0.03990193754812701,0.055243053880348544,0.046305586907851345
Baseline,hours_to_5pct <= 16 AND btc_4h_trend_down == 1,2,11,0.2682926829268293,0.2727272727272727,-0.19068736141906878,0.0362178912024036,0.055243053880348544,0.0463023610543034
