period,model,pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,duration_h,exit_reason,activated,activation_date,original_close_date,original_profit_abs,original_profit_ratio,mae_pct,mfe_pct,stake_amount
3y,C_giveback70_floor2,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr1h_1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr1h_2.0,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr1h_2.5,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr1h_3.0,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr4h_1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr4h_2.0,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr4h_2.5,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,D_atr4h_3.0,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,E_min24h_profit_protect,SOL/USDT:USDT,short,short_pullback_restart,2025-03-30T14:00:00+00:00,2025-03-30T18:00:00+00:00,123.37,126.72,-14.1650642,-0.02836424061142497,4.0,stop_loss,False,,2025-03-30T18:00:00+00:00,-14.1650642,-0.02836424061142497,2.812677312150441,0.4539191051309089,499.6485
3y,baseline,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-31T09:00:00+00:00,2.2739,2.0425,34.4248206,0.09997810313479945,76.0,roi,False,,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,10.633713004089891,344.49585
3y,A_giveback50_floor1,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-28T12:00:00+00:00,2.2739,2.2325999999999997,5.912454150000018,0.017162628083908754,7.0,counterfactual_A_giveback50_floor1,True,2025-03-28T10:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,3.6325256167817317,344.49585
3y,B_giveback60_floor1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T02:00:00+00:00,2.2739,2.18826,12.629964149999958,0.036662166322177635,45.0,counterfactual_B_giveback60_floor1.5,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,C_giveback70_floor2,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T03:00:00+00:00,2.2739,2.20967,9.386349149999969,0.027246624741633224,46.0,counterfactual_C_giveback70_floor2,True,2025-03-29T09:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,D_atr1h_1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-28T20:00:00+00:00,2.2739,2.1923695885850685,12.007361479362098,0.034854879904539046,15.0,counterfactual_D_atr1h_1.5,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,5.35203834821231,344.49585
3y,D_atr1h_2.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-28T23:00:00+00:00,2.2739,2.2039988027800756,10.245535528818511,0.029740664593836213,18.0,counterfactual_D_atr1h_2.0,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,5.35203834821231,344.49585
3y,D_atr1h_2.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-29T00:00:00+00:00,2.2739,2.2168950389411592,8.291755750414346,0.024069247134368515,19.0,counterfactual_D_atr1h_2.5,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,5.35203834821231,344.49585
3y,D_atr1h_3.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T01:00:00+00:00,2.2739,2.1488390018192987,18.602245374376228,0.05399845999415153,44.0,counterfactual_D_atr1h_3.0,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,D_atr4h_1.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T01:00:00+00:00,2.2739,2.143229372514232,19.4521042140938,0.05646542393498731,44.0,counterfactual_D_atr4h_1.5,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,D_atr4h_2.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T02:00:00+00:00,2.2739,2.1710391633523094,15.238920902125098,0.04423542664483505,45.0,counterfactual_D_atr4h_2.0,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,D_atr4h_2.5,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T03:00:00+00:00,2.2739,2.198848954190387,11.025737590156334,0.0320054293546826,46.0,counterfactual_D_atr4h_2.5,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,D_atr4h_3.0,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-04-01T09:00:00+00:00,2.2739,2.185769168788794,13.007325078497663,0.037757566828447026,100.0,counterfactual_D_atr4h_3.0,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,11.060292888869327,344.49585
3y,E_min24h_profit_protect,XRP/USDT:USDT,short,short_compression_breakdown,2025-03-28T05:00:00+00:00,2025-03-30T02:00:00+00:00,2.2739,2.18826,12.629964149999958,0.036662166322177635,45.0,counterfactual_E_min24h_profit_protect,True,2025-03-28T16:00:00+00:00,2025-03-31T09:00:00+00:00,34.4248206,0.09997810313479945,0.11434100004398424,9.415541580544428,344.49585
3y,baseline,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,A_giveback50_floor1,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,B_giveback60_floor1.5,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,C_giveback70_floor2,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr1h_1.5,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr1h_2.0,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr1h_2.5,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr1h_3.0,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr4h_1.5,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr4h_2.0,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr4h_2.5,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,D_atr4h_3.0,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,E_min24h_profit_protect,BTC/USDT:USDT,short,short_pullback_restart,2025-04-03T13:00:00+00:00,2025-04-04T08:00:00+00:00,81912.3,84029.5,-13.12388759,-0.026716485835884242,19.0,stop_loss,False,,2025-04-04T08:00:00+00:00,-13.12388759,-0.026716485835884242,3.30756186799785,0.9035273090854559,491.4738
3y,baseline,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T18:00:00+00:00,1797.04,1615.8,63.58485955,0.10000228229035954,29.0,roi,False,,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,10.909050438498863,636.15216
3y,A_giveback50_floor1,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T13:00:00+00:00,1797.04,1766.025,10.343157839999956,0.01625893691848811,24.0,counterfactual_A_giveback50_floor1,True,2025-04-06T13:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,3.4517873836976345,636.15216
3y,B_giveback60_floor1.5,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-09T17:00:00+00:00,1797.04,1631.8239999999998,57.850311840000046,0.09093785335885686,100.0,counterfactual_B_giveback60_floor1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,22.984463339714196,636.15216
3y,C_giveback70_floor2,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-09T20:00:00+00:00,1797.04,1673.128,43.22869584000001,0.0679533900191426,103.0,counterfactual_C_giveback70_floor2,True,2025-04-06T18:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,22.984463339714196,636.15216
3y,D_atr1h_1.5,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T17:00:00+00:00,1797.04,1698.9790712339156,34.07741662319385,0.0535680278491766,28.0,counterfactual_D_atr1h_1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,7.200173618839862,636.15216
3y,D_atr1h_2.0,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T17:00:00+00:00,1797.04,1709.422094978554,30.380586217591862,0.04775679173610267,28.0,counterfactual_D_atr1h_2.0,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,7.200173618839862,636.15216
3y,D_atr1h_2.5,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T17:00:00+00:00,1797.04,1719.8651187231926,26.683755811989805,0.041945555623028624,28.0,counterfactual_D_atr1h_2.5,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,7.200173618839862,636.15216
3y,D_atr1h_3.0,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T17:00:00+00:00,1797.04,1730.3081424678312,22.98692540638774,0.03613431950995457,28.0,counterfactual_D_atr1h_3.0,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,7.200173618839862,636.15216
3y,D_atr4h_1.5,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T17:00:00+00:00,1797.04,1721.559789381451,26.0838423989663,0.04100252115620625,28.0,counterfactual_D_atr4h_1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,7.200173618839862,636.15216
3y,D_atr4h_2.0,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-06T18:00:00+00:00,1797.04,1672.8797191752678,43.31658725195517,0.06809155100873221,29.0,counterfactual_D_atr4h_2.0,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,10.909050438498863,636.15216
3y,D_atr4h_2.5,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-07T06:00:00+00:00,1797.04,1538.7792287846498,90.78816085023395,0.14271453680238066,41.0,counterfactual_D_atr4h_2.5,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,21.53763967413079,636.15216
3y,D_atr4h_3.0,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-07T14:00:00+00:00,1797.04,1587.4251408037092,73.56750799548693,0.11564451497812558,49.0,counterfactual_D_atr4h_3.0,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,21.53763967413079,636.15216
3y,E_min24h_profit_protect,ETH/USDT:USDT,short,short_pullback_restart,2025-04-05T13:00:00+00:00,2025-04-09T17:00:00+00:00,1797.04,1631.8239999999998,57.850311840000046,0.09093785335885686,100.0,counterfactual_E_min24h_profit_protect,True,2025-04-06T17:00:00+00:00,2025-04-06T18:00:00+00:00,63.58485955,0.10000228229035954,1.076214218937817,22.984463339714196,636.15216
3y,baseline,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-06T20:00:00+00:00,117.79,105.91,30.48287553,0.09996890806030412,30.0,roi,False,,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,10.637575345954666,305.0761
3y,A_giveback50_floor1,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-06T13:00:00+00:00,117.79,115.995,4.343973900000004,0.014238984633670106,23.0,counterfactual_A_giveback50_floor1,True,2025-04-06T13:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,3.047796926734021,305.0761
3y,B_giveback60_floor1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T14:00:00+00:00,117.79,108.75,23.108523900000012,0.07574675269547504,48.0,counterfactual_B_giveback60_floor1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,C_giveback70_floor2,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T14:00:00+00:00,117.79,111.01,17.2551239,0.05656006452160625,48.0,counterfactual_C_giveback70_floor2,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,D_atr1h_1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-06T17:00:00+00:00,117.79,112.67629710715732,12.939414392462545,0.04241372691096597,27.0,counterfactual_D_atr1h_1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,6.231428813991004,305.0761
3y,D_atr1h_2.0,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-06T17:00:00+00:00,117.79,113.41839614287642,11.017377889950092,0.0361135398346514,27.0,counterfactual_D_atr1h_2.0,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,6.231428813991004,305.0761
3y,D_atr1h_2.5,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-06T17:00:00+00:00,117.79,114.16049517859553,9.095341387437605,0.029813352758336707,27.0,counterfactual_D_atr1h_2.5,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,6.231428813991004,305.0761
3y,D_atr1h_3.0,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T13:00:00+00:00,117.79,104.02583826089828,35.34410280427346,0.11585339790391139,47.0,counterfactual_D_atr1h_3.0,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,D_atr4h_1.5,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T06:00:00+00:00,117.79,101.03695548278185,43.085309199595024,0.1412280712897373,40.0,counterfactual_D_atr4h_1.5,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,D_atr4h_2.0,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T13:00:00+00:00,117.79,103.85935698360635,35.77528931245958,0.11726677151195906,47.0,counterfactual_D_atr4h_2.0,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,D_atr4h_2.5,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T13:00:00+00:00,117.79,106.02669622950793,30.161880665574465,0.09886674395527695,47.0,counterfactual_D_atr4h_2.5,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,D_atr4h_3.0,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T14:00:00+00:00,117.79,108.19403547540952,24.548472018689356,0.08046671639859483,48.0,counterfactual_D_atr4h_3.0,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,E_min24h_profit_protect,SOL/USDT:USDT,short,short_pullback_restart,2025-04-05T14:00:00+00:00,2025-04-07T14:00:00+00:00,117.79,108.75,23.108523900000012,0.07574675269547504,48.0,counterfactual_E_min24h_profit_protect,True,2025-04-06T17:00:00+00:00,2025-04-06T20:00:00+00:00,30.48287553,0.09996890806030412,2.7931063757534527,19.186688173868756,305.0761
3y,baseline,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T20:00:00+00:00,0.638,0.5735,45.34780437,0.10001915623896628,12.0,roi,False,,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,10.815047021943583,453.618
3y,A_giveback50_floor1,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T13:00:00+00:00,0.638,0.62835,6.4075320000000335,0.014125391849529854,5.0,counterfactual_A_giveback50_floor1,True,2025-04-06T13:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,3.0250783699059536,453.618
3y,B_giveback60_floor1.5,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T14:00:00+00:00,0.638,0.58712,35.72206200000002,0.07874921630094049,30.0,counterfactual_B_giveback60_floor1.5,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
3y,C_giveback70_floor2,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T14:00:00+00:00,0.638,0.59984,26.67814199999998,0.05881191222570528,30.0,counterfactual_C_giveback70_floor2,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
3y,D_atr1h_1.5,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T18:00:00+00:00,0.638,0.595190515924432,29.98392517772889,0.06609950482063959,10.0,counterfactual_D_atr1h_1.5,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,8.683385579937305,453.618
3y,D_atr1h_2.0,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T18:00:00+00:00,0.638,0.5993873545659093,26.999972903638493,0.05952138782772838,10.0,counterfactual_D_atr1h_2.0,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,8.683385579937305,453.618
3y,D_atr1h_2.5,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T18:00:00+00:00,0.638,0.6035841932073865,24.016020629548176,0.05294327083481735,10.0,counterfactual_D_atr1h_2.5,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,8.683385579937305,453.618
3y,D_atr1h_3.0,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T18:00:00+00:00,0.638,0.6077810318488639,21.032068355457778,0.046365153841906134,10.0,counterfactual_D_atr1h_3.0,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,8.683385579937305,453.618
3y,D_atr4h_1.5,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-06T18:00:00+00:00,0.638,0.6071947607289172,21.448907121739875,0.04728407409260628,10.0,counterfactual_D_atr4h_1.5,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,8.683385579937305,453.618
3y,D_atr4h_2.0,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T06:00:00+00:00,0.638,0.5523731240628916,60.42709079128406,0.13321140429013853,22.0,counterfactual_D_atr4h_2.0,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
3y,D_atr4h_2.5,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T13:00:00+00:00,0.638,0.5719062370320708,46.53904747019769,0.10259523976164457,29.0,counterfactual_D_atr4h_2.5,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
3y,D_atr4h_3.0,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T14:00:00+00:00,0.638,0.584127484438485,37.84974056423721,0.08343967956350323,30.0,counterfactual_D_atr4h_3.0,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
3y,E_min24h_profit_protect,ADA/USDT:USDT,short,short_compression_breakdown,2025-04-06T08:00:00+00:00,2025-04-07T14:00:00+00:00,0.638,0.58712,35.72206200000002,0.07874921630094049,30.0,counterfactual_E_min24h_profit_protect,True,2025-04-06T18:00:00+00:00,2025-04-06T20:00:00+00:00,45.34780437,0.10001915623896628,0.5485893416927817,19.937304075235108,453.618
