period,model,pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,duration_h,exit_reason,activated,activation_date,original_close_date,original_profit_abs,original_profit_ratio,mae_pct,mfe_pct,stake_amount
3y,baseline,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,A_giveback50_floor1,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-07-30T20:00:00+00:00,0.6172,0.6036499999999999,5.355472480000025,0.02095398574206102,0.0,counterfactual_A_giveback50_floor1,True,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,0.08101101749838885,4.390797148412187,255.58252
3y,B_giveback60_floor1.5,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,C_giveback70_floor2,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr1h_1.5,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr1h_2.0,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr1h_2.5,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr1h_3.0,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr4h_1.5,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr4h_2.0,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr4h_2.5,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,D_atr4h_3.0,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,E_min24h_profit_protect,SUI/USDT:USDT,short,short_pullback_restart,2023-07-30T20:00:00+00:00,2023-08-01T00:00:00+00:00,0.6172,0.6348,-7.61347307,-0.0298036098511566,28.0,trailing_stop_loss,False,,2023-08-01T00:00:00+00:00,-7.61347307,-0.0298036098511566,3.191834089436172,4.390797148412187,255.58252
3y,baseline,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,A_giveback50_floor1,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T02:00:00+00:00,1.361,1.339,3.3641570000000027,0.01516458486407055,6.0,counterfactual_A_giveback50_floor1,True,2023-08-01T02:00:00+00:00,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,1.5429831006612718,3.23291697281411,221.843
3y,B_giveback60_floor1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,C_giveback70_floor2,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr1h_1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr1h_2.0,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr1h_2.5,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr1h_3.0,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr4h_1.5,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr4h_2.0,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr4h_2.5,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,D_atr4h_3.0,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,E_min24h_profit_protect,NEAR/USDT:USDT,short,short_compression_breakdown,2023-07-31T20:00:00+00:00,2023-08-01T19:00:00+00:00,1.361,1.406,-7.4935012,-0.033795295884533005,23.0,stop_loss,False,,2023-08-01T19:00:00+00:00,-7.4935012,-0.033795295884533005,3.4533431300514277,3.23291697281411,221.843
3y,baseline,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,A_giveback50_floor1,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-07-30T19:00:00+00:00,30.04,29.580000000000002,4.959158639999969,0.014312916111850777,12.0,counterfactual_A_giveback50_floor1,True,2023-07-30T19:00:00+00:00,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,0.7989347536617909,3.0625832223701672,346.48136
3y,B_giveback60_floor1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,C_giveback70_floor2,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr1h_1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr1h_2.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr1h_2.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr1h_3.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr4h_1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr4h_2.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr4h_2.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,D_atr4h_3.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,E_min24h_profit_protect,ZEC/USDT:USDT,short,short_pullback_restart,2023-07-30T07:00:00+00:00,2023-08-01T23:00:00+00:00,30.04,30.51,-5.49773801,-0.01587527898795786,64.0,stop_loss,False,,2023-08-01T23:00:00+00:00,-5.49773801,-0.01587527898795786,1.6644474034620507,4.760319573901464,346.48136
3y,baseline,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,A_giveback50_floor1,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,B_giveback60_floor1.5,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,C_giveback70_floor2,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr1h_1.5,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr1h_2.0,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr1h_2.5,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr1h_3.0,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr4h_1.5,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr4h_2.0,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr4h_2.5,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,D_atr4h_3.0,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,E_min24h_profit_protect,ADA/USDT:USDT,short,short_pullback_restart,2023-08-06T14:00:00+00:00,2023-08-07T02:00:00+00:00,0.2919,0.2959,-4.38805503,-0.01451761973238025,12.0,stop_loss,False,,2023-08-07T02:00:00+00:00,-4.38805503,-0.01451761973238025,1.438848920863303,0.5481329222336384,302.4084
3y,baseline,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,A_giveback50_floor1,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,B_giveback60_floor1.5,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,C_giveback70_floor2,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr1h_1.5,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr1h_2.0,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr1h_2.5,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr1h_3.0,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr4h_1.5,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr4h_2.0,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr4h_2.5,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,D_atr4h_3.0,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,E_min24h_profit_protect,ETH/USDT:USDT,short,short_pullback_restart,2023-08-02T15:00:00+00:00,2023-08-07T03:00:00+00:00,1840.95,1843.96,-0.47812071,-0.0014121958828705301,108.0,stale_loss_72h,False,,2023-08-07T03:00:00+00:00,-0.47812071,-0.0014121958828705301,0.9750400608381566,1.7480105380374298,338.7348
3y,baseline,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,A_giveback50_floor1,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,B_giveback60_floor1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,C_giveback70_floor2,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr1h_1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr1h_2.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr1h_2.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr1h_3.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr4h_1.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr4h_2.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr4h_2.5,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,D_atr4h_3.0,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,E_min24h_profit_protect,ZEC/USDT:USDT,short,short_pullback_restart,2023-08-04T09:00:00+00:00,2023-08-07T10:00:00+00:00,29.38,29.48,-1.23169905,-0.003752036550358121,73.0,stale_loss_72h,False,,2023-08-07T10:00:00+00:00,-1.23169905,-0.003752036550358121,1.3955071477195375,2.5187202178352566,328.43902
3y,baseline,NEAR/USDT:USDT,short,short_pullback_restart,2023-08-07T15:00:00+00:00,2023-08-08T12:00:00+00:00,1.333,1.364,-7.25983496,-0.024110452480421013,21.0,stop_loss,False,,2023-08-08T12:00:00+00:00,-7.25983496,-0.024110452480421013,2.3255813953488476,2.4756189047261756,301.258
3y,A_giveback50_floor1,NEAR/USDT:USDT,short,short_pullback_restart,2023-08-07T15:00:00+00:00,2023-08-08T12:00:00+00:00,1.333,1.364,-7.25983496,-0.024110452480421013,21.0,stop_loss,False,,2023-08-08T12:00:00+00:00,-7.25983496,-0.024110452480421013,2.3255813953488476,2.4756189047261756,301.258
3y,B_giveback60_floor1.5,NEAR/USDT:USDT,short,short_pullback_restart,2023-08-07T15:00:00+00:00,2023-08-08T12:00:00+00:00,1.333,1.364,-7.25983496,-0.024110452480421013,21.0,stop_loss,False,,2023-08-08T12:00:00+00:00,-7.25983496,-0.024110452480421013,2.3255813953488476,2.4756189047261756,301.258
3y,C_giveback70_floor2,NEAR/USDT:USDT,short,short_pullback_restart,2023-08-07T15:00:00+00:00,2023-08-08T12:00:00+00:00,1.333,1.364,-7.25983496,-0.024110452480421013,21.0,stop_loss,False,,2023-08-08T12:00:00+00:00,-7.25983496,-0.024110452480421013,2.3255813953488476,2.4756189047261756,301.258
