variant,label,window,family,pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,LINK/USDT:USDT,270.8394,270.8394,53.42,2023-06-19 11:00:00+00:00,2023-06-19 17:10:00+00:00,5.07,5.067,0.0005,0.0005,370,-0.00044310216594181347,-0.11994952,profit_lock_compression_breakdown,5.374,-0.06,5.193,-0.02127435284729895,4.97,5.126,False,short_compression_breakdown,1.0,True,1687172400000,1687194600000,"[{'amount': 53.42, 'safe_price': 5.07, 'ft_order_side': 'sell', 'order_filled_timestamp': 1687172400000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 270.9748197}, {'amount': 53.42, 'safe_price': 5.067, 'ft_order_side': 'buy', 'order_filled_timestamp': 1687194600000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_compression_breakdown', 'cost': 270.81447957}]",-0.0094502501424,0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,NEAR/USDT:USDT,157.296,157.296,116.0,2023-07-05 11:00:00+00:00,2023-07-05 16:30:00+00:00,1.356,1.352,0.0005,0.0005,330,0.0019822418202285965,0.31164281,profit_lock_compression_breakdown,1.437,-0.06,1.418,-0.04634811041277764,1.331,1.371,False,short_compression_breakdown,1.0,True,1688554800000,1688574600000,"[{'amount': 116.0, 'safe_price': 1.356, 'ft_order_side': 'sell', 'order_filled_timestamp': 1688554800000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 157.374648}, {'amount': 116.0, 'safe_price': 1.352, 'ft_order_side': 'buy', 'order_filled_timestamp': 1688574600000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_compression_breakdown', 'cost': 156.91041600000003}]",0.0047068104764164,2
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,NEAR/USDT:USDT,185.471,185.471,143.0,2023-07-10 01:00:00+00:00,2023-07-10 19:50:00+00:00,1.297,1.347,0.0005,0.0005,1130,-0.039752869301460096,-7.36931792,stop_loss,1.374,-0.06,1.347,-0.03896759800848448,1.284,1.351,False,short_compression_breakdown,1.0,True,1688950800000,1689018600000,"[{'amount': 143.0, 'safe_price': 1.297, 'ft_order_side': 'sell', 'order_filled_timestamp': 1688950800000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 185.5637355}, {'amount': 143.0, 'safe_price': 1.347, 'ft_order_side': 'buy', 'order_filled_timestamp': 1689018600000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 192.7173105}]",-0.030271916580334,0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,TRX/USDT:USDT,343.99552,343.99552,4103.0,2023-07-23 00:00:00+00:00,2023-07-24 03:40:00+00:00,0.08384,0.08217,0.0005,0.0005,1660,-0.021050315547361084,-7.24483485,stop_loss,0.07881,-0.06,0.08217,-0.020000002595759514,0.08215,0.0852,False,long_1d_center_compression,1.0,False,1690070400000,1690170000000,"[{'amount': 4103.0, 'safe_price': 0.08384, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690070400000, 'ft_is_entry': True, 'ft_order_tag': 'long_1d_center_compression', 'cost': 344.16751775999995}, {'amount': 4103.0, 'safe_price': 0.08217, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690170000000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 337.312081755}]",-0.052255330390284994,0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,NEAR/USDT:USDT,264.03,264.03,195.0,2023-07-27 19:00:00+00:00,2023-07-28 03:35:00+00:00,1.354,1.39,0.0005,0.0005,515,-0.027591380964883075,-7.28130984,stop_loss,1.435,-0.06,1.39,-0.02687445489835527,1.352,1.39,False,short_pullback_restart,1.0,True,1690484400000,1690515300000,"[{'amount': 195.0, 'safe_price': 1.354, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690484400000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 264.162015}, {'amount': 195.0, 'safe_price': 1.39, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690515300000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 271.1855249999999}]",0.006230159379229501,4
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,SUI/USDT:USDT,250.08944,250.08944,405.2,2023-07-30 20:00:00+00:00,2023-07-30 20:00:00+00:00,0.6172,0.6172,0.0005,0.0005,0,-0.0010005002501250625,-0.25008944,profit_lock_pullback_restart,0.6542,-0.06,0.6165,-0.04487849517031006,0.5901,0.6177,False,short_pullback_restart,1.0,True,1690747200000,1690747200000,"[{'amount': 405.2, 'safe_price': 0.6172, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690747200000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 250.21448471999994}, {'amount': 405.2, 'safe_price': 0.6172, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690747200000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_pullback_restart', 'cost': 250.21448471999994}]",0.0,6
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,ZEC/USDT:USDT,338.97136,338.97136,11.284,2023-07-30 07:00:00+00:00,2023-07-30 20:45:00+00:00,30.04,29.52,0.0005,0.0005,825,0.016527696256813315,5.59961447,profit_lock_pullback_restart,31.84,-0.06,30.0,-0.02388126919140232,28.61,30.28,False,short_pullback_restart,1.0,True,1690700400000,1690749900000,"[{'amount': 11.284, 'safe_price': 30.04, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690700400000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 339.14084568}, {'amount': 11.284, 'safe_price': 29.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690749900000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_pullback_restart', 'cost': 333.27023183999995}]",0.06797198529576001,6
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,NEAR/USDT:USDT,219.121,219.121,161.0,2023-07-31 20:00:00+00:00,2023-08-01 02:10:00+00:00,1.361,1.346,0.0005,0.0005,370,0.010132472555160756,2.2191274,profit_lock_compression_breakdown,1.442,-0.06,1.359,-0.032375854214123034,1.317,1.382,False,short_compression_breakdown,1.0,True,1690833600000,1690855800000,"[{'amount': 161.0, 'safe_price': 1.361, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690833600000, 'ft_is_entry': True, 'ft_order_tag': 'short_compression_breakdown', 'cost': 219.2305605}, {'amount': 161.0, 'safe_price': 1.346, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690855800000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_compression_breakdown', 'cost': 216.814353}]",0.0220409,1
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,ZEC/USDT:USDT,330.61314,330.61314,11.253,2023-08-04 09:00:00+00:00,2023-08-06 00:15:00+00:00,29.38,29.29,0.0005,0.0005,2355,0.002479639770958204,0.81939159,profit_lock_pullback_restart,31.14,-0.06,29.35,-0.020536161335187764,28.64,29.66,False,short_pullback_restart,1.0,True,1691139600000,1691280900000,"[{'amount': 11.253, 'safe_price': 29.38, 'ft_order_side': 'sell', 'order_filled_timestamp': 1691139600000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 330.77844656999997}, {'amount': 11.253, 'safe_price': 29.29, 'ft_order_side': 'buy', 'order_filled_timestamp': 1691280900000, 'ft_is_entry': False, 'ft_order_tag': 'profit_lock_pullback_restart', 'cost': 329.765170185}]",0.13672834883981774,6
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,ETH/USDT:USDT,340.57575,340.57575,0.185,2023-08-02 15:00:00+00:00,2023-08-07 01:30:00+00:00,1840.95,1842.0,0.0005,0.0005,6390,-0.00034646297760255134,-0.11793789,stale_loss_72h,1951.4,-0.06,1868.78,-0.01548657815989607,1808.77,1858.9,False,short_pullback_restart,1.0,True,1690988400000,1691371800000,"[{'amount': 0.185, 'safe_price': 1840.95, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690988400000, 'ft_is_entry': True, 'ft_order_tag': 'short_pullback_restart', 'cost': 340.746037875}, {'amount': 0.185, 'safe_price': 1842.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1691371800000, 'ft_is_entry': False, 'ft_order_tag': 'stale_loss_72h', 'cost': 340.94038499999994}]",0.41698498762284164,0
