strategy,strategy_short,window,pair,trades,profit_abs,profit_pct,winrate_pct,avg_profit_pct
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,pressure,ETH/USDT:USDT,1,-0.01232294,-0.0012322939999999999,0.0,-0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,pressure,TAO/USDT:USDT,1,-5.55901565,-0.5559015650000001,0.0,-1.97
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,pressure,BTC/USDT:USDT,2,-6.46465584,-0.646465584,0.0,-1.05
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,pressure,SOL/USDT:USDT,2,-7.10204792,-0.710204792,0.0,-2.05
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,pressure,ADA/USDT:USDT,2,-8.0270212,-0.80270212,0.0,-1.22
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,ETH/USDT:USDT,2,18.466430380000002,1.8466430380000003,50.0,4.99
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,LINK/USDT:USDT,2,8.25995154,0.8259951539999999,50.0,3.15
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,ADA/USDT:USDT,1,2.06205769,0.206205769,100.0,1.15
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,DOGE/USDT:USDT,1,0.0346137,0.0034613699999999996,100.0,0.02
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,XRP/USDT:USDT,2,0.01619829,0.001619829,100.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,ZEC/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,BNB/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,TAO/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,SUI/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,PAXG/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,NEAR/USDT:USDT,0,0.0,0.0,0.0,0.0
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,BTC/USDT:USDT,2,-7.2040080600000005,-0.720400806,50.0,-1.47
DualTrendRawBreakevenStructureExitResearchStrategy,raw_breakeven_structure,repair,SOL/USDT:USDT,1,-7.62152472,-0.762152472,0.0,-3.56
