group_type,group_value,extreme_event_count,final_signal_count,sample_status,pf_proxy_72h,avg_return_6h_pct,avg_return_24h_pct,avg_return_72h_pct,avg_mfe_24h_pct,avg_mae_24h_pct,avg_mfe_72h_pct,avg_mae_72h_pct,first_to_1r_pct,first_to_2r_pct,first_to_stop_pct,avg_max_r,avg_min_r,avg_lower_wick_pct,avg_upper_wick_pct,avg_volume_ratio,low_sweep_reclaim_pct,high_sweep_reject_pct,combination
year,2024,-,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_weak
year,2025,-,4,insufficient,0.1364133578114152,-1.5300078042686378,-1.3443873940482214,-2.6294784601574945,2.549058480632615,4.522437132008665,4.424260716397316,6.239965161633961,25.0,0.0,25.0,0.8339449243238384,-0.8327995550496304,2.7000128157786842,17.240369905296124,6.6102811612219226,0.0,25.0,A_24h_weak
year,2026,-,3,insufficient,0.0,0.2781350555567534,-0.6604814285737152,-8.883524071896302,2.3300330693858884,4.306479405720633,2.558389574188088,15.27260427313914,0.0,0.0,100.0,0.6430212888250636,-2.304944218758703,10.983724277283436,9.19460827972361,4.086529256782525,0.0,0.0,A_24h_weak
combination,A_24h_medium,565,8,insufficient,0.06791508317495745,-0.8127861907054695,-1.7087703586602887,-3.8297795723759505,2.1992845042683338,4.692974327026882,3.2542317216429804,8.886783122049932,12.5,0.0,62.5,0.741943341753379,-1.4580868156315492,7.9730550590584075,14.901968143251697,4.942857434755499,0.0,12.5,A_24h_medium
side,long,205,1,insufficient,0.0,1.7141667981297681,-1.3315252962954327,-0.7149354376378314,3.022532214050999,3.859980062363852,3.022532214050999,3.859980062363852,0.0,0.0,100.0,1.0205469362239652,-1.3033081362105028,5.198991031390176,21.230381165919372,3.7157687584242507,0.0,0.0,A_24h_medium
side,short,360,7,insufficient,0.06942507606953761,-1.1737794748247892,-1.7626625104266969,-4.274757305909968,2.081677688585096,4.81197350769303,3.2873316512989774,9.604897844862231,14.285714285714285,0.0,57.14285714285714,0.702142828257581,-1.4801980555488417,8.36934992015387,13.997909140013459,5.118155817088535,0.0,14.285714285714285,A_24h_medium
pair,BTC/USDT:USDT,58,1,insufficient,inf,-0.007850496637373805,-1.3826006164555316,0.41973269259647505,0.5106962067908335,2.7374213954044846,1.449465002729199,2.7374213954044846,0.0,0.0,100.0,0.5531137465384152,-1.044596041308814,18.318896374719355,4.3150465190890905,4.254952652254201,0.0,0.0,A_24h_medium
pair,ETH/USDT:USDT,64,2,insufficient,0.21156563657969718,0.28796272486616425,-2.7340273472596546,-0.2818398333302996,2.950923104361979,4.846112988916392,2.950923104361979,6.416734065128324,0.0,0.0,100.0,0.9733620257563629,-2.0948866068584726,11.086083310002104,19.79288766624427,2.788922571158877,0.0,0.0,A_24h_medium
pair,PAXG/USDT:USDT,34,2,insufficient,2.3670160818668906,-0.03026876683433488,0.08682578583175116,0.47975886836887915,0.7524138362652273,0.4513802713344366,1.881303380580221,1.1520613305850342,50.0,0.0,0.0,1.0316189908390612,-0.6991137378339495,5.091103965701797,1.7761445414176444,4.8758249729487915,0.0,0.0,A_24h_medium
pair,TAO/USDT:USDT,18,1,insufficient,0.0,-0.9503332616641602,-1.4419579821145834,-19.976375764313502,0.9854996961014196,7.024398714943131,0.9854996961014196,30.563514804202484,0.0,0.0,100.0,0.0999292386805376,-3.099127049828113,12.493326214628961,6.353443673251459,3.268937038584353,0.0,0.0,A_24h_medium
pair,ZEC/USDT:USDT,54,2,insufficient,0.0,-3.0297468417029405,-2.775600573928194,-5.738715788683868,4.345703125000003,8.593493992682895,6.967218052214411,11.327868992682887,0.0,0.0,50.0,0.6362708578086155,-0.9664853722653115,0.30892166585557135,32.704595269174604,8.344737349495052,0.0,50.0,A_24h_medium
year,2023,-,1,insufficient,inf,-0.007850496637373805,-1.3826006164555316,0.41973269259647505,0.5106962067908335,2.7374213954044846,1.449465002729199,2.7374213954044846,0.0,0.0,100.0,0.5531137465384152,-1.044596041308814,18.318896374719355,4.3150465190890905,4.254952652254201,0.0,0.0,A_24h_medium
year,2024,-,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_medium
year,2025,-,4,insufficient,0.1364133578114152,-1.5300078042686378,-1.3443873940482214,-2.6294784601574945,2.549058480632615,4.522437132008665,4.424260716397316,6.239965161633961,25.0,0.0,25.0,0.8339449243238384,-0.8327995550496304,2.7000128157786842,17.240369905296124,6.6102811612219226,0.0,25.0,A_24h_medium
year,2026,-,2,insufficient,0.0,0.38191676823280396,-1.386741639205008,-10.345655600975666,2.0040159550762096,5.4421893886534916,2.0040159550762096,17.21174743328317,0.0,0.0,100.0,0.5602380874522515,-2.201217593019308,8.846158623009568,13.791912419585415,3.4923528985043015,0.0,0.0,A_24h_medium
combination,A_24h_strong,565,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_strong
side,short,360,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_strong
pair,ETH/USDT:USDT,64,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_strong
year,2024,-,1,insufficient,inf,-1.1382413483974396,-4.136529398223876,0.1512557709772322,2.8793139946729585,5.832245915468932,2.8793139946729585,8.973488067892797,0.0,0.0,100.0,0.9261771152887605,-2.886465077506442,16.973175588614033,18.355394166569162,1.862076383893503,0.0,0.0,A_24h_strong
combination,A_72h_weak,565,11,insufficient,0.05601164261877252,-0.4472701122704784,-1.6048134122802826,-3.420346980534431,2.3817438998177667,4.838041015942128,3.325780717299598,8.738925458958542,9.090909090909092,0.0,54.54545454545454,0.7133015547561489,-1.4248065206394227,8.00343574927027,12.399850859000757,4.932101538098505,0.0,9.090909090909092,A_72h_weak
side,long,205,2,insufficient,0.0,2.679869268812085,-1.0654780340509484,-0.6002268013570011,3.6981906005798315,4.106450771178572,3.6981906005798315,4.106450771178572,0.0,0.0,50.0,0.9876773048988119,-1.1267736760079314,3.799111638535777,14.837839335359027,3.6988632415250606,0.0,0.0,A_72h_weak
