variant,pair,open_date,enter_tag,baseline_profit_abs,baseline_profit_ratio,variant_profit_abs,variant_profit_ratio,delta_profit_abs,bucket,baseline_exit_reason,variant_exit_reason,baseline_partials,variant_partials,baseline_exit_orders,variant_exit_orders
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2025-06-12 20:00:00+00:00,short_compression_breakdown,30.56852161,0.11800039167833808,31.95951322,0.11907342393751767,1.3909916100000004,bigwin_more_profit,trailing_stop_loss,trailing_stop_loss,2,2,3,3
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2025-11-02 15:00:00+00:00,short_pullback_restart,27.156036559999997,0.07613075891035202,28.160708969999998,0.07613233684103261,1.0046724100000013,profit_to_more_profit,trailing_stop_loss,trailing_stop_loss,1,1,2,2
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2025-11-11 20:00:00+00:00,short_compression_breakdown,0.01832521,6.433460178246166e-05,0.01901195,6.433458970186211e-05,0.0006867399999999982,profit_to_less_profit,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2025-12-21 02:00:00+00:00,short_pullback_restart,0.06104607,0.00013600869431562554,0.06335728,0.00013600869595877408,0.002311210000000001,profit_to_more_profit,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2025-12-23 14:00:00+00:00,short_compression_breakdown,0.08541105,0.00022720222041720998,0.08869293,0.0002272022083101716,0.003281880000000001,profit_to_less_profit,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2026-01-20 09:00:00+00:00,short_pullback_restart,0.07793284,0.00021225515731736801,0.08091555,0.0002122551591965764,0.0029827099999999995,profit_to_more_profit,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2026-01-22 15:00:00+00:00,short_pullback_restart,-11.90051583,-0.029336495677391747,-12.36226424,-0.029336495678270662,-0.4617484100000002,loss_to_more_loss,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2026-01-29 03:00:00+00:00,short_pullback_restart,63.07904661,0.1656947242603419,65.51062992,0.16568032490467785,2.4315833100000006,bigwin_less_profit,trailing_stop_loss,trailing_stop_loss,3,3,4,4
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,ADA/USDT:USDT,2026-04-13 00:00:00+00:00,short_compression_breakdown,-15.29107832,-0.02426210146595232,-15.7773266,-0.02426210146321388,-0.48624827999999987,loss_to_less_loss,stop_loss,stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,BNB/USDT:USDT,2024-02-09 00:00:00+00:00,long_1d_center_compression,1.29508053,0.003694222256497909,1.29508053,0.003694222256497909,0.0,same,trailing_stop_loss,trailing_stop_loss,0,0,1,1
DualTrendCombinedShortPullbackShapePartialLadderA1FourStepPostTp1LooseA1Roi50Strategy,BNB/USDT:USDT,2024-06-04 00:00:00+00:00,long_1d_center_compression,28.72211646,0.07386472716218635,28.72211646,0.07386472716218635,0.0,same,trailing_stop_loss,trailing_stop_loss,0,0,1,1
