strategy_label,strategy_name,pair,open_date,close_date,final_profit,profit_abs,exit_reason,hours_to_5pct,adverse_before_5pct,overall_mfe,future_mfe_after_5pct,future_close_min_after_5pct,node_time,node_close_profit,target_reach10,pair_1h_body_ratio,pair_1h_close_position,pair_1h_ret_1h,pair_1h_ret_3h,pair_1h_ret_6h,pair_1h_ret_12h,pair_1h_ret_24h,pair_1h_atr_pct,pair_1h_close_vs_ema20,pair_1h_close_vs_ema50,pair_1h_close_vs_ema200,pair_1h_range_width_24h,pair_1h_range_position_24h,pair_1h_center_slope_3,pair_1h_close_vs_center,pair_4h_ema50_slope_3,pair_4h_ema50_slope_6,pair_4h_close_vs_ema50,pair_4h_close_vs_ema200,pair_4h_trend_down,pair_4h_trend_up,pair_1d_ema50_slope_3,pair_1d_close_vs_ema50,pair_1d_center_slope_3,pair_1d_close_vs_center,btc_1h_ret_6h,btc_1h_ret_24h,btc_4h_ema50_slope_3,btc_4h_close_vs_ema50,btc_4h_trend_down,btc_4h_trend_up,btc_1d_ema50_slope_3,btc_1d_close_vs_ema50,btc_1d_center_slope_3,btc_1d_close_vs_center
Baseline,DualTrendBaselineStrategy,ADA/USDT:USDT,2023-06-09 07:00:00+00:00,2023-06-09 19:55:00+00:00,0.050197680697989314,12.16042901,partial_exit,12.25,0.024683544303797385,0.05759493670886074,0.05759493670886074,0.04651898734177212,2023-06-09T19:10:00+00:00,0.04810126582278478,0,0.5434782608695665,0.3478260869565202,-0.007952286282306154,-0.02886798572818694,-0.059673366834170904,-0.045584953777494386,-0.0730650154798762,0.014481343639660282,-0.04515642243038709,-0.06885492418620431,-0.13428129510624753,0.09318637274549092,0.05734767025089575,-0.02999282367343492,-0.022782165937724308,-0.013096031091544419,-0.02406943283214152,-0.13224670387583948,-0.17917392595806536,1,0,-0.018582211455552996,-0.19748907842026475,-0.09194169816807196,-0.11498048634043834,-0.008227206130959064,-0.004761312357923986,-0.0008500795059508165,-0.009884154365776832,1,0,-0.0035854610718493514,-0.02676354656948554,-0.012432531155353255,0.00032452095994695007
Baseline,DualTrendBaselineStrategy,LINK/USDT:USDT,2023-06-07 10:00:00+00:00,2023-06-10 04:20:00+00:00,0.10002029884327579,26.68816824,roi,65.41666666666667,0.007547169811320798,0.18326497128794095,0.18326497128794095,0.049384741591468446,2023-06-10T03:20:00+00:00,0.05118949958982763,1,0.6767676767676832,0.24242424242423535,-0.011478499229056083,-0.026817338505650268,-0.036406145624582664,-0.036406145624582664,-0.03366270306481334,0.010472889329041855,-0.028902715828143966,-0.035051286128266024,-0.0636614313935635,0.05788561525129977,0.07185628742514719,-0.012828242229367515,-0.021137990703355758,-0.005348301875143893,-0.00965024409396171,-0.062449051948449075,-0.10793904334386317,1,0,-0.015721377216680252,-0.20119962807819036,-0.056058097933464945,-0.11258570361822007,-0.005687164391171118,-0.00592757702261093,-0.0011952933667967818,-0.01237950595391768,1,0,-0.00416804412878043,-0.04847274869796847,-0.010931683590571395,-0.022570011694372005
Baseline,DualTrendBaselineStrategy,BNB/USDT:USDT,2023-06-09 03:00:00+00:00,2023-06-10 04:20:00+00:00,0.09999155102646802,21.69879078,roi,25.416666666666668,0.024374202035052247,0.11335938406778363,0.11335938406778363,0.11123147754091393,2023-06-10T04:20:00+00:00,0.11123147754091393,1,0.48235765838011235,0.5148356054530876,-0.04810693988633641,-0.0776390289304274,-0.08939852214862742,-0.09339025691850256,-0.08684634876756503,0.01857491230599205,-0.07484214222690677,-0.08921657371596425,-0.14817780122265445,0.1672132526067944,0.3228564244405333,-0.03155386399178883,-0.05711091553483505,-0.013199545623907436,-0.022330085652786037,-0.15299606176517122,-0.21737509946898304,1,0,-0.020200881695855218,-0.21054419287952786,-0.09229282770449088,-0.08807089471472773,-0.027461405999818722,-0.027395294384229052,-0.00227077839950612,-0.036304161909681665,1,0,-0.00416804412878043,-0.04847274869796847,-0.010931683590571395,-0.022570011694372005
Baseline,DualTrendBaselineStrategy,ZEC/USDT:USDT,2023-06-10 02:00:00+00:00,2023-06-10 04:20:00+00:00,0.09991394706904214,23.04259111,roi,2.4166666666666665,0.002476123098691202,0.18960028298549697,0.18960028298549697,0.18712415988680578,2023-06-10T04:20:00+00:00,0.18712415988680578,1,0.5486725663716819,0.37020648967551606,-0.13478260869565228,-0.15528829147506196,-0.1768355739400208,-0.1776859504132231,-0.17711922811853897,0.03442809284517827,-0.1541939986951243,-0.1689549190327515,-0.2065738090126663,0.32830820770519265,0.32015306122448955,-0.047190335123125204,-0.1299278583400133,-0.013132670781997481,-0.018778692991219453,-0.20231734260724465,-0.2633967849807327,1,0,-0.022109192632557662,-0.2764401476221139,-0.07448269847153477,-0.15329705279525052,-0.027461405999818722,-0.027395294384229052,-0.00227077839950612,-0.036304161909681665,1,0,-0.00416804412878043,-0.04847274869796847,-0.010931683590571395,-0.022570011694372005
Baseline,DualTrendBaselineStrategy,ADA/USDT:USDT,2023-08-15 19:00:00+00:00,2023-08-17 21:40:00+00:00,0.09993906770365449,37.31028627,roi,17.5,0.0,0.19226750261233028,0.19226750261233028,0.031347962382445166,2023-08-16T12:25:00+00:00,0.04632532218739127,1,0.538461538461545,0.4423076923076878,-0.010082823190493473,-0.0075812274368233235,-0.014342058085335285,-0.023445825932504438,-0.04878892733564011,0.006833653796185609,-0.020588382589572407,-0.03426287436863906,-0.05536012558039094,0.06184066933430344,0.13529411764705687,-0.004901609162422438,-0.009202748810610895,-0.0058589615388437415,-0.010416765774184185,-0.057891616557049996,-0.08441325498911056,1,0,-0.008126606513687695,-0.08898927275198676,-0.03134682799954791,-0.038268462957341765,-0.0010177925211097838,-0.0068749595440315,-0.0008423240612071202,-0.008228355269488619,1,0,-0.0009269204784374561,-0.020367857350391594,-0.007190302649686342,-0.01852943937713214
Baseline,DualTrendBaselineStrategy,ETH/USDT:USDT,2023-08-17 15:00:00+00:00,2023-08-17 21:40:00+00:00,0.09999793598891515,32.35148408,roi,6.75,0.0005510323422248314,0.16071026944356975,0.16071026944356975,0.1573422248211956,2023-08-17T21:40:00+00:00,0.1573422248211956,1,0.43368659775829765,0.5487374067774432,-0.057878468604292466,-0.06705095688263774,-0.06894012609876199,-0.0970016849481683,-0.1064835261902658,0.01946579506697645,-0.07749212616710599,-0.09520165915071632,-0.11363187073729253,0.1990571400326231,0.3905391563460285,-0.0224460459086403,-0.05305271648802745,-0.007176421116051974,-0.009921028045279232,-0.07706847365929792,-0.09077341551186568,1,0,-0.005383125815320424,-0.09068688599373986,-0.02710061024442989,-0.06503104883011135,-0.05984764101443718,-0.09245263449038854,-0.006850052616334849,-0.08323813076786402,1,0,-0.004645810432314551,-0.08887930845300807,-0.023925819327997755,-0.0729694923048515
Baseline,DualTrendBaselineStrategy,SOL/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-29 14:25:00+00:00,-0.0012217794303574598,-0.27974833,trailing_stop_loss,27.166666666666668,0.004757194668173853,0.05774574914040802,0.05774574914040802,0.0006594131223212707,2023-08-25T18:05:00+00:00,0.047524845744430326,0,0.35180055401662025,0.9141274238227173,0.0062623274161734965,0.0036887664764901906,-0.012532662343946566,-0.009513177692569097,-0.024288787951231128,0.011655664372869223,-0.009570073789552214,-0.021306405538851325,-0.05292505897784172,0.04900279315921007,0.3299999999999983,-0.010900259067357698,0.0021968739564031114,-0.006554219570041445,-0.011757303942428358,-0.05979038537396031,-0.10930858705683288,1,0,-0.008209317160633459,-0.09285099317442547,-0.018515501131172063,-0.022647966822995302,-0.002165132552097271,0.0011380544651338198,-0.0027054608389333766,-0.022232565346389288,1,0,-0.009612256811290184,-0.08158604825294935,0.0017626643826604838,-0.001460851131680596
Baseline,DualTrendBaselineStrategy,ZEC/USDT:USDT,2023-12-31 21:00:00+00:00,2024-01-01 18:10:00+00:00,0.0008446218354726583,0.16886296,trailing_stop_loss,1.9166666666666667,0.011163125675189007,0.08282319049333817,0.08282319049333817,0.002520705797623345,2023-12-31T22:50:00+00:00,0.03312927619733519,0,0.41379310344827663,0.5210727969348657,-0.038695807954138406,-0.05361552028218708,-0.05826605826605824,-0.06548241030999657,-0.06352530541012213,0.01693200575049249,-0.049796561501847525,-0.0648755088327474,-0.10034141861063195,0.1263510995154678,0.4011799410029496,-0.01970998169787419,-0.036693953755565056,-0.008019150928086012,-0.014273793677291891,-0.09562275309675217,-0.10469274953040553,1,0,-0.007258888195656483,-0.09572424487463649,-0.04135750693593143,-0.09375420648808719,-0.007863007271874167,0.003026048682388316,-0.0006076684733720548,-0.00878454133719786,1,0,0.00582014994813006,0.04826845330964091,-0.011378520075240317,-0.005569942646088677
Baseline,DualTrendBaselineStrategy,ADA/USDT:USDT,2024-01-18 11:00:00+00:00,2024-01-19 03:30:00+00:00,0.05003367226475853,14.98948936,partial_exit,16.5,0.014731537119596703,0.05563093622795116,0.05563093622795116,0.05059119984493121,2024-01-19T03:25:00+00:00,0.05097887187439435,0,0.29870129870129525,0.9740259740259696,0.0048750761730651515,-0.010204081632653184,-0.014934289127837563,-0.0490196078431373,-0.0510262804527144,0.0166912125675012,-0.023573294861874428,-0.04343358379051154,-0.0735772021562282,0.07843137254901962,0.19329896907216368,-0.009973969400764893,-0.004561003420752607,-0.008202235228242427,-0.012185492053826947,-0.07249089575952983,-0.09253304569745469,1,0,-0.0036225949790515796,-0.042404801739650555,-0.037103368205229526,-0.030259495375774437,-0.0017241924383581964,-0.03625393247875286,-0.005817261391205822,-0.04773503568017545,1,0,-0.0006211775050981956,-0.010713735783536849,-0.013291277119585332,-0.013760852555485537
Baseline,DualTrendBaselineStrategy,NEAR/USDT:USDT,2024-01-21 16:00:00+00:00,2024-01-22 15:20:00+00:00,0.09997022154325579,26.94179311,roi,17.916666666666668,0.009112386095173855,0.1015862301721229,0.1015862301721229,0.04927438407019909,2024-01-22T09:50:00+00:00,0.049611879851501936,1,0.5230769230769206,0.23076923076923286,-0.011938202247190999,-0.036631290653885595,-0.025960539979231423,-0.051567239635995965,-0.060434056761268784,0.018072900802111883,-0.032584039497884354,-0.044941271839902375,-0.09851658863230073,0.07604832977967305,0.07009345794392582,-0.002219807154253517,-0.021807142360547704,-0.010352767908531492,-0.01797937950813163,-0.10155673951141575,-0.12611619503945404,1,0,-0.007549750592677885,-0.12321583042354323,-0.0763338064623863,-0.10171521547535656,-0.011024378877464769,-0.02397577749405344,-0.0036098457298228376,-0.03321122698255785,1,0,-0.0032107901958556844,-0.0574387646986847,-0.02195729963074411,-0.04233118667801117
Baseline,DualTrendBaselineStrategy,BTC/USDT:USDT,2024-01-22 02:00:00+00:00,2024-01-26 11:30:00+00:00,0.001259581248833682,0.46867628,trailing_stop_loss,31.083333333333332,0.0016076820609275237,0.06814879641426465,0.06814879641426465,0.004798870512693436,2024-01-23T09:00:00+00:00,0.04873089819867093,0,0.8404201253599798,0.10486193460952253,-0.012574536184102092,-0.026362148452629297,-0.025889935275161813,-0.022328776747360446,-0.04370800139402242,0.009226897010648879,-0.026350782078498614,-0.04022021104901485,-0.06786231125977238,0.06033953983754439,0.026328101739611882,-0.007975393316647539,-0.019012247335450372,-0.0065735858945254735,-0.012365068402770327,-0.06810477207683141,-0.08830914666435974,1,0,-0.004764570493310786,-0.04788694933976789,-0.02797231054216598,-0.024564000404292186,-0.025889935275161813,-0.04370800139402242,-0.0065735858945254735,-0.06810477207683141,1,0,-0.004764570493310786,-0.04788694933976789,-0.02797231054216598,-0.024564000404292186
Baseline,DualTrendBaselineStrategy,XRP/USDT:USDT,2024-01-22 00:00:00+00:00,2024-01-31 14:05:00+00:00,0.10006139862567441,38.08444892,roi,19.75,0.006221408966148343,0.11436413540713633,0.11436413540713633,0.013174748398902076,2024-01-22T19:40:00+00:00,0.04592863677950597,1,0.4316939890710396,0.4754098360655704,-0.014989694584972901,-0.0032233598786500783,-0.01295531355613977,-0.021589428624604556,-0.0460896389040103,0.0114812902524525,-0.0167912577355932,-0.028942286918072102,-0.055238692419662505,0.06581700589689932,0.25144508670520055,-0.0009318138890636041,-0.006125458464098066,-0.00627070010639604,-0.010279199585534523,-0.05450800656063337,-0.09938223565456061,1,0,-0.010158467974238375,-0.10522121093533443,-0.03218967987967347,-0.031559368078415195,-0.027585432039060276,-0.04574892380851936,-0.004859826440635586,-0.05350512684519915,1,0,-0.0032107901958556844,-0.0574387646986847,-0.02195729963074411,-0.04233118667801117
Baseline,DualTrendBaselineStrategy,ZEC/USDT:USDT,2024-04-12 14:00:00+00:00,2024-04-12 18:30:00+00:00,0.09981288233629369,30.23274685,roi,3.5,0.010670731707317117,0.14710365853658536,0.14710365853658536,0.043064024390243864,2024-04-12T17:25:00+00:00,0.059070121951219405,1,0.7142857142857143,0.26285714285714334,-0.04769172071728345,-0.04950495049504955,-0.07349665924276172,-0.07521304186735822,-0.06376594148537129,0.016855540293040296,-0.056545539190644756,-0.06757755362807139,-0.09378715520769887,0.10176282051282047,0.1811023622047248,-0.01887455449023634,-0.04221028396009219,-0.009896298018196295,-0.013879754087100626,-0.17805074473797167,-0.2137598944301543,1,0,-0.0123873773834635,-0.18116861872463497,-0.03766966966966967,-0.13048905309933356,-0.038894503100031064,-0.029232098649435434,-0.0009012605917110697,-0.037895920683977735,0,0,0.008701034197094013,0.03515356772954359,0.006725145805237753,-0.03820299064138821
Baseline,DualTrendBaselineStrategy,LINK/USDT:USDT,2024-04-28 23:00:00+00:00,2024-04-30 12:15:00+00:00,0.0516410426255747,17.85019291,partial_exit,36.75,0.024889979077988518,0.06471394560277038,0.06471394560277038,0.046100569944448534,2024-04-30T11:40:00+00:00,0.046100569944448534,0,0.9022556390977451,0.09774436090225488,-0.017871770049892044,-0.02549135510565992,-0.053398406660446374,-0.06234892648940715,-0.053126570464498535,0.01429221320797635,-0.04278868189281004,-0.053223862915418696,-0.07997245163819877,0.07908105239214491,0.02492809204218583,-0.02307662765354812,-0.02783306060472035,-0.005672393891771046,-0.00895846115883233,-0.07887399851085664,-0.1600818037024866,1,0,-0.019623588970648715,-0.18969309124584988,-0.04605477961182647,-0.06426479815938102,-0.033392368226062064,-0.0167237464020481,-0.0023724070047246044,-0.041052710404144266,1,0,-0.0037026791807778588,-0.0577802738673211,-0.022983300825905495,-0.03818501729646895
Baseline,DualTrendBaselineStrategy,SUI/USDT:USDT,2024-05-13 02:00:00+00:00,2024-05-13 08:00:00+00:00,3.2061340683611174e-05,0.00329452,trailing_stop_loss,1.25,0.0034294936453500807,0.050332862618519214,0.050332862618519214,0.0014121444422029018,2024-05-13T03:10:00+00:00,0.04972765785757505,0,0.17757009345794533,0.9672897196261718,0.004069706772409587,-0.04609893922871011,-0.04220585307585101,-0.05145899053627756,-0.0387612387612386,0.014186239866971508,-0.035222281507894526,-0.043588901175296346,-0.08208670525189155,0.08158387029723552,0.2636942675159242,-0.019293905407466894,-0.023900340853757696,-0.006716248916781241,-0.012268536685102185,-0.08028293883118398,-0.20974913883268542,1,0,-0.028042213866193627,-0.24154820596477256,-0.048088554004334316,-0.038220986796386414,-0.0014684767534739462,0.00373547883912817,-0.0010028027491750886,-0.010992749774529686,1,0,-0.00321349449499713,-0.006999759882832746,-0.012266495091266427,0.020100161379398518
Baseline,DualTrendBaselineStrategy,TAO/USDT:USDT,2024-06-10 05:00:00+00:00,2024-06-10 15:15:00+00:00,0.00010541761430131945,0.02971107,trailing_stop_loss,2.8333333333333335,0.005323023477335063,0.055779682859864475,0.055779682859864475,0.01028184008516842,2024-06-10T07:45:00+00:00,0.0512411049476103,0,0.7936943111720367,0.1576422206991094,-0.032999914507993666,-0.04882971268395242,-0.06026198454678888,-0.0700994765832672,-0.06608135630538892,0.01488016301030179,-0.05486766401290999,-0.07885417793600169,-0.12880610558122685,0.09227006159196063,0.07345895879910608,-0.018041165855969044,-0.0445876012906643,-0.010867565792625763,-0.02096162748043509,-0.12638358427655338,-0.17332384853281757,1,0,-0.02029785581151619,-0.19146606536148347,-0.05165892884947354,-0.09194107635921944,-0.004591852118813855,-9.519427565074512e-05,-0.00020531897691189994,-0.004673646179457647,0,0,0.004861365560978861,0.03841433221469526,-0.004490369207290734,-0.004800871564262232
Baseline,DualTrendBaselineStrategy,DOGE/USDT:USDT,2024-06-14 16:00:00+00:00,2024-06-18 00:45:00+00:00,0.10003048295219248,31.91178568,roi,0.16666666666666666,0.0016501650165017074,0.1018797531927105,0.1018797531927105,0.009111780743291673,2024-06-14T16:05:00+00:00,0.03494045056679591,1,0.5691056910569119,0.4041811846689873,-0.03515568948199177,-0.053690802899162615,-0.05641313499859679,-0.05155511672191282,-0.05462214411247801,0.0127528256989887,-0.04815201898557597,-0.054129208609066115,-0.08270906062703953,0.09228138013087452,0.2804190169218358,-0.016760194888163937,-0.03979436405178993,-0.006644359398369834,-0.011006298712587344,-0.0854059722912004,-0.13196694814895193,1,0,-0.01092681941992549,-0.12374417480501199,-0.02623146490382411,-0.04618227762167859,-0.023629277572226326,-0.025343441249974008,-0.0034911473225378844,-0.03883727048561392,1,0,6.728324431977816e-06,-0.014319490575946059,-0.02066251283590681,-0.02617943565927683
Baseline,DualTrendBaselineStrategy,ADA/USDT:USDT,2024-07-07 14:00:00+00:00,2024-07-08 00:50:00+00:00,0.050321978654285865,10.92552503,partial_exit,10.833333333333334,0.018253299634933867,0.05504071889918564,0.05504071889918564,0.049705139005897354,2024-07-08T00:45:00+00:00,0.05110923897781536,0,0.8017241379310371,0.11206896551723862,-0.026551226551226548,-0.04121660034110297,-0.0607073238652186,-0.0753837719298246,-0.0809264305177112,0.0166659607809919,-0.0521627141576404,-0.06200595017993704,-0.10063863829162378,0.10435813815594414,0.036931818181817316,-0.021776482892574278,-0.03404100958417655,-0.008599592945583335,-0.013625027675913103,-0.08113731759039444,-0.14380737208554906,1,0,-0.015960502961044523,-0.1106699751309046,-0.07597451531136534,0.025355871886121095,-0.036327014881494035,-0.049062253389305144,-0.005859484145721168,-0.06104859262011786,1,0,-0.01278794185032409,-0.10481588274487619,-0.05162082396830592,-0.003582456078263463
Baseline,DualTrendBaselineStrategy,ETH/USDT:USDT,2024-07-07 08:00:00+00:00,2024-07-08 08:25:00+00:00,0.000276573890324237,0.09878554,trailing_stop_loss,17.166666666666668,0.009607123590566674,0.06051322353129218,0.06051322353129218,-0.0017615834937295498,2024-07-08T01:05:00+00:00,0.054492537412836536,0,0.4542222222222268,0.5065185185185126,-0.010623295716379544,-0.027597573974370793,-0.043179160341921596,-0.03921601615074033,-0.0644034587042639,0.012029127257900299,-0.037002008627987526,-0.048085794625274514,-0.09754586613044258,0.08781102803411014,0.13635638510010223,-0.018447523164147994,-0.02231130043719154,-0.009027095111944876,-0.01645063053055134,-0.08776128469796629,-0.14761844680219716,1,0,-0.014131668515394248,-0.10836010552056663,-0.07526118226134071,-0.00016147573357705447,-0.038574296520979656,-0.05455296517181729,-0.005859484145721168,-0.06104859262011786,1,0,-0.01278794185032409,-0.10481588274487619,-0.05162082396830592,-0.003582456078263463
Baseline,DualTrendBaselineStrategy,DOGE/USDT:USDT,2024-08-03 16:00:00+00:00,2024-08-04 17:40:00+00:00,0.10001979379886271,24.00203333,roi,22.5,0.006784874253663838,0.10530124841686266,0.10530124841686266,0.04957481454677039,2024-08-04T14:25:00+00:00,0.04957481454677039,1,0.7591240875912424,0.22384428223844108,-0.029227752357829928,-0.03311011904761907,-0.026318254191252333,-0.0438701370366964,-0.08251698879181002,0.013143791568185525,-0.035023213182031054,-0.05844089508747863,-0.12861364230583883,0.10148133897652933,0.08720379146919348,-0.0017369217264630032,-0.027502338634237566,-0.013862611554187311,-0.027165168317765116,-0.13176161785702323,-0.16458863875520757,1,0,-0.017759290950950576,-0.17322292674965611,-0.09476595134845345,-0.08784675192175762,-0.016196324692871022,-0.03866855821265047,-0.007616155740374622,-0.07600787040172408,1,0,-0.007488732537675036,-0.08917122247581533,-0.05827588887671953,-0.0685594417812474
Baseline,DualTrendBaselineStrategy,BNB/USDT:USDT,2024-08-03 16:00:00+00:00,2024-08-05 00:55:00+00:00,0.09999304829526481,35.63374565,roi,23.166666666666668,0.0038335055905291317,0.11301324814432019,0.11301324814432019,0.04096589307526065,2024-08-04T15:05:00+00:00,0.05556703936859907,1,0.8668407310704914,0.12140992167101877,-0.013075622320972036,-0.04813108038914482,-0.04572417202174994,-0.05022044770753309,-0.056806223692122626,0.009479124863740234,-0.04307016199742353,-0.06325555973677455,-0.10441844272721568,0.06612475843245084,0.028020488098825107,-0.012542499220372205,-0.033441428395366124,-0.009572350166429863,-0.017845481555491476,-0.10238646417272401,-0.11626727495325084,1,0,-0.010244032263881934,-0.12634905104532113,-0.05285093879957081,-0.09393036180547787,-0.02651337864295278,-0.02937508318585813,-0.007616155740374622,-0.07600787040172408,1,0,-0.007488732537675036,-0.08917122247581533,-0.05827588887671953,-0.0685594417812474
Baseline,DualTrendBaselineStrategy,ZEC/USDT:USDT,2024-08-31 16:00:00+00:00,2024-09-01 22:55:00+00:00,0.09994976545930374,46.11381326,roi,25.416666666666668,0.005225945281278872,0.10328927144174606,0.10328927144174606,0.04334460498001845,2024-09-01T17:20:00+00:00,0.052566861358745796,1,0.579710144927536,0.289855072463768,-0.012495994873437999,-0.015649952091983388,-0.03385579937304073,-0.03264281230382926,-0.040473225404732194,0.0146472605914527,-0.031536503188607345,-0.04768199018640895,-0.1242643272341254,0.06748864373783263,0.09615384615384573,-0.011307405613695032,-0.015419346594539474,-0.012661203731609285,-0.024105403109002953,-0.11685051418702619,-0.14693320342282779,1,0,-0.01146399937208451,-0.1513797137542643,-0.10549140880894436,-0.09878487848784878,-0.002023776800439858,-0.015111518018361747,-0.003405937261658552,-0.023693418807118505,1,0,-0.005596530050105973,-0.06283796832873223,-0.03975047677675125,-0.027385709924991564
Baseline,DualTrendBaselineStrategy,BNB/USDT:USDT,2024-08-31 17:00:00+00:00,2024-09-03 01:55:00+00:00,-3.923184626759686e-05,-0.01798287,trailing_stop_loss,36.583333333333336,0.002850391928890188,0.0591831376814312,0.0591831376814312,-0.00024378352023402366,2024-09-02T05:30:00+00:00,0.0515133330832989,0,0.22355769230767894,0.41105769230769856,-0.0018502480119675369,-0.009589656452022366,-0.009667024704618554,-0.02130698266877673,-0.019262754806018467,0.010014930839225845,-0.01667273337446773,-0.02932192732893646,-0.058201548338802644,0.03661999605600483,0.09208400646203725,-0.0017910331282600112,-0.008864386483602105,-0.0064530229235470376,-0.011341372825073361,-0.06332706065766947,-0.0750727036371206,1,0,-0.00539810058839514,-0.037573229081533044,-0.021164870414247194,-0.0039985620313199854,0.008447984130781405,-0.0034356611620162125,-0.004525052955553258,-0.035314801824467446,1,0,-0.0053750554995354565,-0.0314212758418122,-0.02370546630714876,0.0055376603087509135
Baseline,DualTrendBaselineStrategy,ADA/USDT:USDT,2024-08-30 12:00:00+00:00,2024-09-04 00:55:00+00:00,0.1001244918018396,30.4278905,roi,58.333333333333336,0.009683850754770603,0.10367416690401607,0.10367416690401607,0.03389347764169758,2024-09-01T22:15:00+00:00,0.050982626032469454,1,0.8288288288288277,0.13513513513513528,-0.027283511269276306,-0.03387334315169366,-0.029585798816568087,-0.036427732079905906,-0.04955085482468846,0.014307491289198589,-0.03319046233243739,-0.04483310127459139,-0.07376044072780619,0.05853658536585364,0.0781250000000001,-0.0036438124125978133,-0.027398885067014378,-0.006054377053060273,-0.010255548360501687,-0.06438629029450926,-0.08517377864335518,1,0,-0.009633123688705527,-0.10290776633362309,-0.04602855051244492,-0.04805755395683464,-0.014232382499797747,-0.029254733131069965,-0.0038904287843829384,-0.04228859171531674,1,0,-0.005596530050105973,-0.06283796832873223,-0.03975047677675125,-0.027385709924991564
Baseline,DualTrendBaselineStrategy,ZEC/USDT:USDT,2024-09-03 14:00:00+00:00,2024-09-04 07:40:00+00:00,0.0001220315089515329,0.03133456,trailing_stop_loss,11.083333333333334,0.011274342330030811,0.07003758114110013,0.07003758114110013,-0.0006832934745473035,2024-09-04T01:00:00+00:00,0.06457123334472158,0,0.05442176870748174,0.8707482993197272,-0.0024501225061253074,-0.014863463532664989,-0.025307797537619692,-0.026306798770071693,-0.04714142427281842,0.016165413533834584,-0.021169047001292074,-0.03734615952561837,-0.12818990493299576,0.11017543859649125,0.4076433121019111,-0.010548281318076724,-0.009247027741083214,-0.01398381240646078,-0.026909618020390595,-0.11452818192208425,-0.18476197186212462,1,0,-0.017486927910909902,-0.1306882389745495,-0.07920792079207928,-0.014929352172753929,-0.02188866425719005,-0.043791143708751035,-0.0038384098755030504,-0.04234440261170658,1,0,-0.005466605129876055,-0.0465520086586666,-0.011897526383342072,-0.0040435393206925685
Baseline,DualTrendBaselineStrategy,DOGE/USDT:USDT,2024-09-03 14:00:00+00:00,2024-09-04 15:50:00+00:00,0.00014878542175157588,0.05726865,trailing_stop_loss,11.083333333333334,0.0028487129921660644,0.06541865907009874,0.06541865907009874,0.0002034794994404937,2024-09-04T01:00:00+00:00,0.06318038457625401,0,0.28211586901763114,0.7103274559193961,-0.011587848418415314,-0.02812564155204278,-0.030811751458695857,-0.036728049648997896,-0.05206247496996397,0.013964330979540104,-0.02900810829033973,-0.03386218463470292,-0.05589560318447584,0.09378960709759188,0.31756756756756793,-0.012837644363844714,-0.01916502641665807,-0.004321021393046242,-0.00673285763098362,-0.04359682025618683,-0.09423460247682314,1,0,-0.012564320903444273,-0.099255594215088,-0.01669152116198669,-0.0005848708863513963,-0.02188866425719005,-0.043791143708751035,-0.0038384098755030504,-0.04234440261170658,1,0,-0.005466605129876055,-0.0465520086586666,-0.011897526383342072,-0.0040435393206925685
Baseline,DualTrendBaselineStrategy,ETH/USDT:USDT,2024-09-03 09:00:00+00:00,2024-09-06 17:35:00+00:00,0.09999922127000233,36.71076941,roi,16.083333333333332,0.0077643480348995805,0.11058993036100205,0.11058993036100205,0.005839269991194946,2024-09-04T01:00:00+00:00,0.07427759545345382,1,0.32870217223508574,0.6625868342705933,-0.01244383570796248,-0.03569025765650413,-0.0334082641925858,-0.040253231337378015,-0.06684869672266991,0.013912044419959982,-0.03591289228756256,-0.04515539736520524,-0.06411498587856101,0.10472904404302834,0.24261143410852742,-0.013603676375755991,-0.023516649219502028,-0.005403860479846789,-0.007667496951771661,-0.058992235925027114,-0.11781478488828712,1,0,-0.013905916780927308,-0.11755613047766444,-0.012855125131555178,-0.007459775771840982,-0.02188866425719005,-0.043791143708751035,-0.0038384098755030504,-0.04234440261170658,1,0,-0.005466605129876055,-0.0465520086586666,-0.011897526383342072,-0.0040435393206925685
Baseline,DualTrendBaselineStrategy,DOGE/USDT:USDT,2024-09-05 04:00:00+00:00,2024-09-06 17:40:00+00:00,0.05050054371988825,14.67676417,partial_exit,37.583333333333336,0.03272727272727273,0.06005194805194813,0.06005194805194813,0.045610389610389664,2024-09-06T17:30:00+00:00,0.049558441558441524,0,0.11999999999999654,0.5644444444444472,-0.002934463645255847,-0.027353689567430006,-0.05285979764608717,-0.07089325501316579,-0.07098734177215194,0.01526830483665015,-0.04462378557868196,-0.05384357094970249,-0.07117076044046466,0.09734030957052547,0.14221724524076218,-0.028288054003209218,-0.020527567013538084,-0.006099815968927042,-0.0072213951613284205,-0.07738375208079395,-0.12989772981162928,1,0,-0.013484020986584591,-0.1419582941906551,-0.021983060905216623,-0.043961499213988287,-0.03668077488605925,-0.04698022164483806,-0.007186680147511889,-0.0733088351527702,1,0,-0.009169707019643078,-0.10613743374031892,-0.024571461401773798,-0.05465428636940206
