pair,open_date,close_date,side,entry_tag,profit_abs,profit_ratio,duration,open_rate,close_rate,is_short,stake_amount,max_open_trades_config
SUI/USDT:USDT,2023-07-30 20:00:00+00:00,2023-08-01 00:00:00+00:00,short,short_pullback_restart,-7.61347307,-0.0298036098511566,1680,0.6172,0.6348,True,255.58252,5
NEAR/USDT:USDT,2023-07-31 20:00:00+00:00,2023-08-01 19:00:00+00:00,short,short_compression_breakdown,-7.4935012,-0.033795295884533005,1380,1.361,1.406,True,221.843,5
ZEC/USDT:USDT,2023-07-30 07:00:00+00:00,2023-08-01 23:00:00+00:00,short,short_pullback_restart,-5.49773801,-0.01587527898795786,3840,30.04,30.51,True,346.48136,5
ADA/USDT:USDT,2023-08-06 14:00:00+00:00,2023-08-07 02:00:00+00:00,short,short_pullback_restart,-4.38805503,-0.01451761973238025,720,0.2919,0.2959,True,302.4084,5
ETH/USDT:USDT,2023-08-02 15:00:00+00:00,2023-08-07 03:00:00+00:00,short,short_pullback_restart,-0.47812071,-0.0014121958828705301,6480,1840.95,1843.96,True,338.7348,5
ZEC/USDT:USDT,2023-08-04 09:00:00+00:00,2023-08-07 10:00:00+00:00,short,short_pullback_restart,-1.23169905,-0.003752036550358121,4380,29.38,29.48,True,328.43902,5
NEAR/USDT:USDT,2023-08-07 15:00:00+00:00,2023-08-08 12:00:00+00:00,short,short_pullback_restart,-7.25983496,-0.024110452480421013,1260,1.333,1.364,True,301.258,5
LINK/USDT:USDT,2023-08-10 00:00:00+00:00,2023-08-11 10:00:00+00:00,long,long_1d_center_compression,-7.16839161,-0.02140556029208329,2040,7.677,7.524,False,334.7172,5
ADA/USDT:USDT,2023-08-15 19:00:00+00:00,2023-08-17 21:00:00+00:00,short,short_pullback_restart,33.18063122,0.0999390677102063,3000,0.2871,0.258,True,332.1747,5
BTC/USDT:USDT,2023-08-17 14:00:00+00:00,2023-08-17 21:00:00+00:00,short,short_compression_breakdown,31.21722703,0.10000033122846688,420,28393.4,25531.3,True,312.3274,5
ETH/USDT:USDT,2023-08-17 15:00:00+00:00,2023-08-17 21:00:00+00:00,short,short_pullback_restart,30.3961746,0.0999979359802387,360,1778.48,1599.16,True,304.12008,5
XRP/USDT:USDT,2023-08-22 14:00:00+00:00,2023-08-22 23:00:00+00:00,short,short_pullback_restart,-7.92131236,-0.02170888017839492,540,0.5131,0.5237,True,365.07065,5
NEAR/USDT:USDT,2023-08-21 11:00:00+00:00,2023-08-23 06:00:00+00:00,short,short_pullback_restart,-8.04651781,-0.03417531851600303,2580,1.138,1.174,True,235.566,5
LINK/USDT:USDT,2023-08-21 11:00:00+00:00,2023-08-23 09:00:00+00:00,short,short_pullback_restart,-7.64436016,-0.020948649250397335,2760,6.136,6.261,True,365.092,5
ETH/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-27 16:00:00+00:00,short,short_pullback_restart,-2.44779869,-0.0068921507156421815,4380,1645.07,1654.69,True,355.33512,5
ZEC/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-27 16:00:00+00:00,short,short_pullback_restart,-2.81513325,-0.012403832720147414,4380,24.62,24.88,True,227.07026,5
DOGE/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-27 16:00:00+00:00,short,short_pullback_restart,-2.30085076,-0.009718555413752362,4380,0.06263,0.06319,True,236.86666,5
SOL/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-29 14:00:00+00:00,short,short_pullback_restart,-8.10275442,-0.040448966852475655,7140,21.231,22.041,True,200.42064,5
SOL/USDT:USDT,2023-09-01 15:00:00+00:00,2023-09-04 03:00:00+00:00,short,short_compression_breakdown,-7.82844335,-0.03148533333914162,3600,19.374,19.96,True,248.76216,5
XRP/USDT:USDT,2023-09-01 15:00:00+00:00,2023-09-04 03:00:00+00:00,short,short_compression_breakdown,-7.37426791,-0.020992223495033928,3600,0.5013,0.5112,True,351.46143,5
NEAR/USDT:USDT,2023-09-01 15:00:00+00:00,2023-09-04 17:00:00+00:00,short,short_compression_breakdown,-0.01686782,-0.0003169190837555075,4440,1.133,1.13,True,53.251,5
ETH/USDT:USDT,2023-09-01 15:00:00+00:00,2023-09-04 18:00:00+00:00,short,short_compression_breakdown,-0.36188689,-0.0010332718879115486,4500,1629.81,1629.76,True,350.40915,5
DOGE/USDT:USDT,2023-09-04 22:00:00+00:00,2023-09-05 02:00:00+00:00,short,short_pullback_restart,-7.28127372,-0.02105257855466055,240,0.06227,0.06352,True,346.03439,5
BTC/USDT:USDT,2023-09-04 22:00:00+00:00,2023-09-06 17:00:00+00:00,short,short_pullback_restart,-4.44146419,-0.013319072265917425,2580,25664.1,25981.6,True,333.6333,5
XRP/USDT:USDT,2023-09-06 15:00:00+00:00,2023-09-07 21:00:00+00:00,short,short_pullback_restart,-4.98468159,-0.014516404802548448,1800,0.4987,0.5056,True,343.55443,5
SUI/USDT:USDT,2023-09-11 09:00:00+00:00,2023-09-14 10:00:00+00:00,short,short_compression_breakdown,-0.32349251,-0.0021336766409318164,4380,0.4379,0.438,True,151.68856,5
SUI/USDT:USDT,2023-09-17 17:00:00+00:00,2023-09-18 22:00:00+00:00,short,short_compression_breakdown,-6.14537553,-0.024900751580269803,1740,0.4392,0.4498,True,246.91824,5
ADA/USDT:USDT,2023-09-26 16:00:00+00:00,2023-09-27 11:00:00+00:00,short,short_pullback_restart,-3.56209403,-0.010547163406769455,1140,0.2445,0.2469,True,337.899,5
XRP/USDT:USDT,2023-10-12 09:00:00+00:00,2023-10-13 20:00:00+00:00,short,short_pullback_restart,-7.38216961,-0.028183832761482553,2100,0.4763,0.4894,True,262.06026,5
ETH/USDT:USDT,2023-10-12 10:00:00+00:00,2023-10-13 21:00:00+00:00,short,short_pullback_restart,-6.68257158,-0.01990248591140987,2100,1540.98,1570.34,True,335.93364,5
ADA/USDT:USDT,2023-10-12 10:00:00+00:00,2023-10-13 21:00:00+00:00,short,short_pullback_restart,-1.50031751,-0.019616214516935186,2100,0.2437,0.2483,True,76.5218,5
SUI/USDT:USDT,2023-10-09 09:00:00+00:00,2023-10-17 13:00:00+00:00,short,short_pullback_restart,28.76795188,0.10000254694412773,11760,0.429,0.3855,True,287.8161,5
ADA/USDT:USDT,2023-11-03 00:00:00+00:00,2023-11-03 01:00:00+00:00,long,long_1d_center_compression,-7.12380058,-0.020875481255272173,60,0.3233,0.3169,False,341.0815,5
DOGE/USDT:USDT,2023-11-07 00:00:00+00:00,2023-11-07 00:00:00+00:00,long,long_1d_center_compression,-7.10908984,-0.02096705146771034,0,0.07643,0.07491,False,338.89062,5
BTC/USDT:USDT,2023-10-24 00:00:00+00:00,2023-11-09 02:00:00+00:00,long,long_1d_center_compression,33.0904137,0.09999962738592003,23160,33074.0,36587.2,False,330.74,5
ETH/USDT:USDT,2023-11-10 00:00:00+00:00,2023-11-10 12:00:00+00:00,long,long_1d_center_compression,-7.49930553,-0.02166121044507755,720,2122.92,2080.47,False,346.03596,5
BTC/USDT:USDT,2023-11-10 00:00:00+00:00,2023-11-14 01:00:00+00:00,long,long_1d_center_compression,-5.10566745,-0.015441695358742631,5820,36719.6,36270.3,False,330.4764,5
NEAR/USDT:USDT,2023-12-03 00:00:00+00:00,2023-12-03 04:00:00+00:00,long,long_1d_center_compression,-7.17264144,-0.020970125812572696,240,2.011,1.971,False,341.87,5
ETH/USDT:USDT,2023-12-05 00:00:00+00:00,2023-12-05 07:00:00+00:00,long,long_1d_center_compression,-7.19348981,-0.021082396201455873,420,2243.67,2198.79,False,341.03784,5
BTC/USDT:USDT,2024-01-03 00:00:00+00:00,2024-01-03 11:00:00+00:00,long,long_1d_center_compression,-6.72809798,-0.021358001854785612,660,44979.7,44080.3,False,314.8579,5
ZEC/USDT:USDT,2023-12-31 21:00:00+00:00,2024-01-03 12:00:00+00:00,short,short_pullback_restart,17.75611831,0.09990928479411801,3780,27.77,25.05,True,177.81131,5
BTC/USDT:USDT,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,short,short_compression_breakdown,-6.367124,-0.0315294722142182,60,40408.6,41641.0,True,202.043,5
XRP/USDT:USDT,2024-01-19 15:00:00+00:00,2024-01-20 23:00:00+00:00,short,short_compression_breakdown,-5.67856975,-0.016593796089590135,1920,0.5445,0.5532,True,342.3816,5
ADA/USDT:USDT,2024-01-18 11:00:00+00:00,2024-01-21 12:00:00+00:00,short,short_pullback_restart,-0.76618618,-0.0028302622868306565,4380,0.5159,0.5173,True,270.8475,5
