pair,entry_tag,matrix,quick_reverse_1h_5h,false_breakdown,range_market,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate,avg_profit,avg_duration,avg_MAE,avg_MFE
SOL/USDT:USDT,short_pullback_restart,range_market_3y,,,False,10,15.2306,1.5231,1.1547,7.2951,30.0000,0.9064,32.2000,3.1226,5.5358
SOL/USDT:USDT,short_pullback_restart,range_market_3y,,,True,1,95.2829,9.5283,inf,0.0000,100.0000,9.9975,55.0000,1.4160,10.5591
SUI/USDT:USDT,long_1d_center_compression,range_market_3y,,,False,1,-8.8656,-0.8866,0.0000,0.8866,0.0000,-2.1463,0.0000,3.2005,4.3219
SUI/USDT:USDT,short_compression_breakdown,range_market_3y,,,False,7,30.9173,3.0917,1.9569,1.7543,42.8571,1.6884,51.5714,2.6615,5.8073
SUI/USDT:USDT,short_pullback_restart,range_market_3y,,,False,10,82.9529,8.2953,2.1077,2.0061,40.0000,2.1984,53.0000,2.3440,7.4336
SUI/USDT:USDT,short_pullback_restart,range_market_3y,,,True,1,-9.0003,-0.9000,0.0000,0.9000,0.0000,-2.2477,4.0000,2.2543,0.3658
TAO/USDT:USDT,short_compression_breakdown,range_market_3y,,,False,3,35.4045,3.5405,2.1996,1.4504,33.3333,1.3404,44.6667,3.2825,6.0465
TAO/USDT:USDT,short_compression_breakdown,range_market_3y,,,True,1,-15.4298,-1.5430,0.0000,1.5430,0.0000,-1.9684,12.0000,2.4996,0.1736
TAO/USDT:USDT,short_pullback_restart,range_market_3y,,,False,8,67.7736,6.7774,2.6517,1.9723,62.5000,2.3688,49.6250,2.8709,6.3321
XRP/USDT:USDT,long_1d_center_compression,range_market_3y,,,False,2,36.7284,3.6728,4.6479,0.9618,50.0000,3.9454,0.5000,1.1050,7.3215
XRP/USDT:USDT,long_1d_center_compression,range_market_3y,,,True,1,-10.0939,-1.0094,0.0000,1.0094,0.0000,-2.1843,63.0000,3.5033,8.5384
XRP/USDT:USDT,short_compression_breakdown,range_market_3y,,,False,3,-32.7448,-3.2745,0.0000,3.2745,0.0000,-2.7789,23.3333,5.1625,2.3563
XRP/USDT:USDT,short_compression_breakdown,range_market_3y,,,True,7,44.1223,4.4122,1.8189,3.7597,42.8571,1.5501,60.2857,2.0746,6.1193
XRP/USDT:USDT,short_pullback_restart,range_market_3y,,,False,12,58.6427,5.8643,1.9763,3.8182,33.3333,0.6512,83.5000,2.0253,5.0405
XRP/USDT:USDT,short_pullback_restart,range_market_3y,,,True,11,-3.2752,-0.3275,0.9617,5.0725,9.0909,-0.5123,46.5455,1.9695,3.0404
ZEC/USDT:USDT,short_compression_breakdown,range_market_3y,,,False,2,75.5986,7.5599,inf,0.0000,100.0000,9.9981,48.5000,1.3837,11.6904
ZEC/USDT:USDT,short_compression_breakdown,range_market_3y,,,True,1,29.6836,2.9684,inf,0.0000,100.0000,10.0164,48.0000,1.3551,10.3738
ZEC/USDT:USDT,short_pullback_restart,range_market_3y,,,False,8,123.8015,12.3801,4.3544,2.9443,62.5000,5.0964,29.6250,2.0289,10.4407
ZEC/USDT:USDT,short_pullback_restart,range_market_3y,,,True,2,-6.7294,-0.6729,0.0000,0.6729,0.0000,-0.9814,68.5000,1.5300,3.6395
