enter_tag,rule,terms,blocked_share,bad_capture,loser_capture,winner_kill,quality_score,sample_size
short_compression_breakdown,prev_3h_return <= -0.004 AND pullback_depth >= 0.03,2,0.19753086419753085,0.2,0.16981132075471697,0.25,0.0,81
short_compression_breakdown,prev_3h_return <= -0.004 AND prev_6h_return <= -0.012,2,0.2222222222222222,0.24615384615384617,0.16981132075471697,0.32142857142857145,-0.010989010989011005,81
short_compression_breakdown,prev_6h_return <= -0.01 AND compression_width >= 0.025,2,0.2345679012345679,0.24615384615384617,0.18867924528301888,0.32142857142857145,-0.010989010989011005,81
short_compression_breakdown,pullback_depth >= 0.03,1,0.24691358024691357,0.23076923076923078,0.20754716981132076,0.32142857142857145,-0.02637362637362639,81
short_compression_breakdown,compression_width >= 0.0225 AND pullback_depth >= 0.03,2,0.20987654320987653,0.2,0.16981132075471697,0.2857142857142857,-0.028571428571428553,81
short_compression_breakdown,prev_6h_return <= -0.012 AND compression_width >= 0.0225,2,0.2345679012345679,0.24615384615384617,0.16981132075471697,0.35714285714285715,-0.039560439560439586,81
short_compression_breakdown,prev_6h_return <= -0.012 AND pullback_depth >= 0.0225,2,0.2345679012345679,0.24615384615384617,0.16981132075471697,0.35714285714285715,-0.039560439560439586,81
short_compression_breakdown,prev_6h_return <= -0.012 AND pullback_depth >= 0.025,2,0.20987654320987653,0.2153846153846154,0.1509433962264151,0.32142857142857145,-0.041758241758241776,81
short_compression_breakdown,compression_width >= 0.02 AND pullback_depth >= 0.03,2,0.2222222222222222,0.2153846153846154,0.16981132075471697,0.32142857142857145,-0.041758241758241776,81
short_compression_breakdown,prev_6h_return <= -0.008 AND compression_width >= 0.0275,2,0.18518518518518517,0.2,0.11320754716981132,0.32142857142857145,-0.05714285714285716,81
short_pullback_restart,breakdown_depth <= 0.005,1,0.5329341317365269,0.5639097744360902,0.6146788990825688,0.3793103448275862,0.2604614985740213,167
short_pullback_restart,breakdown_depth <= 0.005 AND distance_to_ema50_4h >= -0.05,2,0.38323353293413176,0.42105263157894735,0.46788990825688076,0.22413793103448276,0.2417422867513611,167
short_pullback_restart,breakdown_depth <= 0.004,1,0.4251497005988024,0.44360902255639095,0.48623853211009177,0.3103448275862069,0.1953331604874254,167
