variant,label,window,family,key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,roi,24,0.10000266593903091,10.0,857.76128385,0.8577612838500001,85.78,"2 days, 12:39:00",24,0,0,1.0,0.2290837959299905,35.740053493750004,100.0,-100.0,1.782278644087202,-100.0,20.4311,0.0,0.0,0.0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,profit_giveback_guard,55,0.022771942425328654,2.28,422.27775721000006,0.42227775721000005,42.23,"1 day, 1:19:00",54,0,1,0.9818181818181818,0.12447104780815921,7.677777403818182,26.37718058248667,-100.0,2.023317223041365,2625.3372478217934,15.5082,1451.7449320367668,0.00028038126063115437,0.2910765000000026
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,profit_lock_pullback_restart,72,0.011793368840642164,1.18,248.80507253,0.24880507252999998,24.88,17:29:00,64,0,8,0.8888888888888888,0.07680121567397813,3.4556260073611114,3.2262758032770735,3.8584007714203516,0.8436173559149892,91.2877053667958,5.6638,30.036482229493664,0.004750975794153286,5.942776650000013
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,profit_lock_compression_breakdown,69,0.010183959577103458,1.02,175.99845009,0.17599845009,17.6,10:32:00,57,0,12,0.8260869565217391,0.05547391158183035,2.5507021752173915,1.9871228262835658,1.817896971909308,0.7923487235588942,52.81019352123153,5.4323,12.425956251130504,0.005809342240116563,6.511224740000003
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,time_decay_profit_exit,2,0.03258328527762495,3.26,30.65402525,0.03065402525,3.07,"12 days, 20:30:00",2,0,0,1.0,0.010106067438963473,15.327012625,100.0,-100.0,0.2430169927940789,-100.0,6.9706,0.0,0.0,0.0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,swing_exit_long_1d,1,0.05408304526528499,5.41,18.97951065,0.018979510650000003,1.9,"10 days, 0:00:00",1,0,0,1.0,0.006281141466899509,18.97951065,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,profit_lock_long_center,5,0.0022758528156817857,0.23,4.42401913,0.00442401913,0.44,"2 days, 19:29:00",4,0,1,0.8,0.001471159198821459,0.8848038260000001,1.643739973053036,-100.0,0.0904434204879528,14.342154409569998,2.0754,9.21869986526518,0.000537698073497648,0.53828698
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,stale_loss_72h,9,-0.009539364241192895,-0.95,-21.94576669,-0.02194576669,-2.19,"3 days, 4:38:00",0,0,9,0.0,-0.0073627315452226005,-2.438418521111111,-1.0,-0.17840814092280272,-0.17840814092280272,-1.7431544867283555,-3.2165,0.0,0.021945766690000028,21.945766690000003
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,trailing_stop_loss,87,-0.01065679548183161,-1.07,-288.30926746,-0.28830926746,-28.83,19:48:00,31,0,56,0.3563218390804598,-0.10708792968356251,-3.3138996259770113,-0.635861753868558,-1.1191609443286725,-1.138032122511242,-1.7406841206777441,-6.959,0.012143346668490127,0.28871843384346374,288.8616694
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,stop_loss,99,-0.026747478268825318,-2.67,-791.6220753800001,-0.7916220753800001,-79.16,14:51:00,0,0,99,0.0,-0.4068592918951891,-7.996182579595961,-1.0,-5.351241960996132,-5.351241960996132,-1.7431544867283575,-30.697,0.0,0.7916220753800002,791.6220753800002
raw_be_profit_lock_3y,Raw + Breakeven + ProfitLock,3y,profit_lock,TOTAL,423,0.003957375010570552,0.4,657.02300918,0.65702300918,65.7,23:26:00,237,0,186,0.5602836879432624,0.1831581707091967,1.5532458845862882,0.2556166574905132,2.8810467785132774,1.0521183858496124,12.250048236410251,2.9312,1.581321753325199,0.09349290584275283,97.69631339
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,roi,24,0.10000266593853029,10.0,878.0230527,0.8780230527,87.8,"2 days, 12:39:00",24,0,0,1.0,0.23353193447343767,36.5842938625,100.0,-100.0,1.7543279572009898,-100.0,20.1107,0.0,0.0,0.0
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,profit_giveback_guard,54,0.022841955460360254,2.28,428.32333376,0.42832333376000004,42.83,"1 day, 1:42:00",53,0,1,0.9814814814814815,0.12606057985228758,7.9319135881481495,27.250271279708766,-100.0,2.002623151152575,2662.9231188042895,15.4884,1472.5146491042733,0.00028038126063115437,0.2910765000000026
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,profit_lock_pullback_restart,72,0.011793368839151774,1.18,253.76693365,0.25376693365,25.38,17:29:00,64,0,8,0.8888888888888888,0.07822417743779142,3.524540745138889,3.210208391248269,3.804278334897949,0.8429999163659643,90.57295864524532,5.6596,29.891875521234425,0.004883962891263204,6.133839639999991
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,profit_lock_compression_breakdown,68,0.010400020309196501,1.04,180.88351182,0.18088351182,18.09,10:32:00,57,0,11,0.8382352941176471,0.05693202889557991,2.6600516444117646,2.0087746770263273,1.7271418990539116,0.795018740753086,52.58047649328616,5.49,13.417879821617294,0.005996672647964225,6.7338307100000065
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,time_decay_profit_exit,2,0.03258328529211514,3.26,31.62850246,0.03162850246,3.16,"12 days, 20:30:00",2,0,0,1.0,0.010424026486047788,15.81425123,100.0,-100.0,0.2431337334817479,-100.0,6.974,0.0,0.0,0.0
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,swing_exit_long_1d,2,0.022889695559576973,2.29,16.158600749999998,0.016158600749999998,1.62,"7 days, 14:30:00",1,0,1,0.5,0.00535254551717701,8.079300374999999,2.7219019761254035,-100.0,0.025496080619818645,9.670893506754618,0.7313,6.443803952250807,0.0029125475714256964,2.968255450000001
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,profit_lock_long_center,5,0.0022758528165165433,0.23,4.46194455,0.00446194455,0.45,"2 days, 19:29:00",4,0,1,0.8,0.0014837521812693932,0.89238891,1.6453590149214197,-100.0,0.09061761392838273,14.356281065154112,2.0794,9.226795074607098,0.0005417739194828274,0.54236729
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,stale_loss_72h,8,-0.010707344514988216,-1.07,-22.130597690000002,-0.022130597690000003,-2.21,"3 days, 5:11:00",0,0,8,0.0,-0.007425207389671895,-2.7663247112500002,-1.0,-0.18149391808553902,-0.18149391808553902,-1.7431544867283622,-3.4434,0.0,0.022130597689999944,22.13059769
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,trailing_stop_loss,84,-0.009898878359906308,-0.99,-268.8059252599999,-0.2688059252599999,-26.88,19:59:00,31,0,53,0.36904761904761907,-0.09901220684914114,-3.200070538809524,-0.6226182267764744,-1.0086208967237205,-1.0460094151834298,-1.7404311805681316,-6.5082,0.01320884812785185,0.2692265341529794,269.3600996199999
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,stop_loss,96,-0.026372289915185223,-2.64,-791.72741935,-0.79172741935,-79.17,15:04:00,0,0,96,0.0,-0.4069591702194283,-8.247160618229167,-1.0,-5.341854475540405,-5.341854475540405,-1.7431544867283575,-31.1133,0.0,0.7917274193499999,791.7274193499999
raw_be_guard_profit_lock_3y,Raw + Breakeven + Guard + ProfitLock,3y,profit_lock,TOTAL,415,0.004489817760011133,0.45,710.58193739,0.71058193739,71.06,23:49:00,236,0,179,0.5686746987951807,0.19575916922384096,1.71224563226506,0.2752723672333839,3.040088566043554,1.1064061075314975,15.539883190502033,3.1119,1.6382012983343814,0.07970806969170605,83.80658766000002
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,roi,8,0.09999712731965618,10.0,266.36332108,0.26636332108,26.64,"3 days, 17:22:00",8,0,0,1.0,0.2663633210799998,33.295415135,100.0,-100.0,2.524983969331106,-100.0,15.9538,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,profit_giveback_guard,24,0.02334989077045307,2.33,159.56178482,0.15956178482000002,15.96,"1 day, 6:07:00",24,0,0,1.0,0.15956178481999994,6.648407700833334,100.0,-100.0,3.899409936114052,-100.0,14.8867,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,profit_lock_pullback_restart,33,0.009441828322883272,0.94,70.04852189,0.07004852189,7.0,18:06:00,28,0,5,0.8484848484848485,0.07004852188999999,2.1226824815151515,2.0795464006180184,3.667540480403389,1.1444902567126327,87.83810997107504,3.7482,14.725006244078921,0.004174164506884769,4.4733514600000035
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,profit_lock_compression_breakdown,27,0.008948639934280161,0.89,48.265993650000006,0.048265993650000005,4.83,10:11:00,21,0,6,0.7777777777777778,0.04826599364999984,1.7876293944444446,1.1396375949208806,1.637912150292343,0.7831855403571235,51.995237504260686,2.8258,6.128369177143961,0.0048588249494825675,4.89733143
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,time_decay_profit_exit,2,0.03258328527141684,3.26,23.12441011,0.02312441011,2.31,"12 days, 20:30:00",2,0,0,1.0,0.023124410109999882,11.562205055,100.0,-100.0,0.7294180291911433,-100.0,6.9678,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,profit_lock_long_center,1,0.004078224234369596,0.41,1.37213952,0.00137213952,0.14,"3 days, 18:55:00",1,0,0,1.0,0.0013721395199999264,1.37213952,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0.0
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,stale_loss_72h,4,-0.011763843654149146,-1.18,-9.0407229,-0.009040722900000001,-0.9,"3 days, 1:41:00",0,0,4,0.0,-0.00904072290000002,-2.260180725,-1.0,-0.24582621886398956,-0.24582621886398956,-5.234239225902143,-2.0336,0.0,0.009040722899999992,9.0407229
raw_be_profit_lock_1y,Raw + Breakeven + ProfitLock,1y,profit_lock,trailing_stop_loss,42,-0.00981332801086725,-0.98,-107.01602487999997,-0.10701602487999998,-10.7,17:53:00,18,0,24,0.42857142857142855,-0.10701602488000006,-2.548000592380952,-0.5651340482771448,-1.483918100529616,-1.537639221181482,-5.2321632388932136,-4.4786,0.011015415514996569,0.10705848606999996,107.05848607
