pair,open_date,close_date,profit_pct,profit_abs,exit_reason,mfe_pct,mae_pct,touched_5pct,hours_to_5pct,reached_10pct,hours_open_to_close,post5_extra_mfe_pct,post5_retrace_to_be,post5_retrace_to_lock1,post5_retrace_to_lock2,post5_retrace_to_lock3,post5_retrace_to_lock4,sim_be,sim_lock1,sim_lock2,sim_lock3,sim_lock4
LINK/USDT:USDT,2024-07-11 04:00:00+00:00,2024-07-11 12:30:00+00:00,-3.5016737552408945,-10.43824851,stop_loss,0.19816106531388997,4.311984781230188,False,,False,,,,,,,,,,,,
DOGE/USDT:USDT,2024-08-03 16:00:00+00:00,2024-08-04 17:40:00+00:00,10.001979378557234,26.09060805,roi,10.530124841686266,0.6784874253663838,True,22.416666666666668,True,25.666666666666668,5.530124841686262,False,False,False,False,False,reach10_first,reach10_first,reach10_first,reach10_first,reach10_first
BNB/USDT:USDT,2024-08-03 16:00:00+00:00,2024-08-05 00:55:00+00:00,9.99930482952648,38.82482735,roi,11.30132481443202,0.38335055905291315,True,23.083333333333332,True,32.916666666666664,6.301324814432016,False,False,False,False,True,reach10_first,reach10_first,reach10_first,reach10_first,stop_first
BNB/USDT:USDT,2024-08-07 15:00:00+00:00,2024-08-08 15:50:00+00:00,-4.681628999844297,-10.93575385,stop_loss,2.002306321417342,4.623126113848414,False,,False,,,,,,,,,,,,
NEAR/USDT:USDT,2024-08-19 00:00:00+00:00,2024-08-20 00:30:00+00:00,-4.5804706473261705,-10.88311313,stop_loss,1.7192712342827747,5.157813702848347,False,,False,,,,,,,,,,,,
ZEC/USDT:USDT,2024-08-31 16:00:00+00:00,2024-09-01 22:55:00+00:00,9.994976547698574,50.12074292,roi,10.328927144174607,0.5225945281278872,True,25.333333333333332,True,30.916666666666668,5.328927144174607,False,False,False,False,False,reach10_first,reach10_first,reach10_first,reach10_first,reach10_first
ADA/USDT:USDT,2024-08-30 12:00:00+00:00,2024-09-04 00:55:00+00:00,10.01244918130995,33.06310042,roi,10.367416690401607,0.9683850754770603,True,58.25,True,108.91666666666667,5.367416690401595,False,False,False,False,True,reach10_first,reach10_first,reach10_first,reach10_first,stop_first
NEAR/USDT:USDT,2024-08-31 17:00:00+00:00,2024-09-04 01:00:00+00:00,9.988580106007985,9.65133208,roi,11.891757696127103,1.1668321747765789,True,29.583333333333332,True,80.0,6.891757696127102,True,True,True,True,True,stop_first,stop_first,stop_first,stop_first,stop_first
ETH/USDT:USDT,2024-09-03 09:00:00+00:00,2024-09-06 17:35:00+00:00,9.999922127476928,39.95730004,roi,11.058993036100205,0.7764348034899581,True,16.0,True,80.58333333333333,6.058993036100193,False,True,True,True,True,reach10_first,stop_first,stop_first,stop_first,stop_first
BNB/USDT:USDT,2024-08-31 17:00:00+00:00,2024-09-06 18:55:00+00:00,9.999324134341684,50.0979906,roi,10.334546000075013,0.9901361437197563,True,36.5,True,145.91666666666666,5.334546000075012,True,True,True,True,True,stop_first,stop_first,stop_first,stop_first,stop_first
