period,pair,side,entry_tag,open_date,close_date,open_rate,close_rate,profit_abs,profit_ratio,exit_reason,exit_reason_group,pnl_group,future_favorable_from_exit_pct_6h,future_adverse_from_exit_pct_6h,future_close_return_from_exit_pct_6h,held_profit_ratio_pct_6h,regained_entry_6h,regained_pre_exit_extreme_6h,entry_plus_1pct_6h,entry_plus_3pct_6h,entry_plus_5pct_6h,stopped_too_early_6h,valid_stop_6h,took_profit_too_early_6h,good_take_profit_6h,gave_back_risk_6h,hold_would_help_6h,hold_would_hurt_6h,future_favorable_from_exit_pct_12h,future_adverse_from_exit_pct_12h,future_close_return_from_exit_pct_12h,held_profit_ratio_pct_12h,regained_entry_12h,regained_pre_exit_extreme_12h,entry_plus_1pct_12h,entry_plus_3pct_12h,entry_plus_5pct_12h,stopped_too_early_12h,valid_stop_12h,took_profit_too_early_12h,good_take_profit_12h,gave_back_risk_12h,hold_would_help_12h,hold_would_hurt_12h,future_favorable_from_exit_pct_24h,future_adverse_from_exit_pct_24h,future_close_return_from_exit_pct_24h,held_profit_ratio_pct_24h,regained_entry_24h,regained_pre_exit_extreme_24h,entry_plus_1pct_24h,entry_plus_3pct_24h,entry_plus_5pct_24h,stopped_too_early_24h,valid_stop_24h,took_profit_too_early_24h,good_take_profit_24h,gave_back_risk_24h,hold_would_help_24h,hold_would_hurt_24h,future_favorable_from_exit_pct_48h,future_adverse_from_exit_pct_48h,future_close_return_from_exit_pct_48h,held_profit_ratio_pct_48h,regained_entry_48h,regained_pre_exit_extreme_48h,entry_plus_1pct_48h,entry_plus_3pct_48h,entry_plus_5pct_48h,stopped_too_early_48h,valid_stop_48h,took_profit_too_early_48h,good_take_profit_48h,gave_back_risk_48h,hold_would_help_48h,hold_would_hurt_48h,future_favorable_from_exit_pct_72h,future_adverse_from_exit_pct_72h,future_close_return_from_exit_pct_72h,held_profit_ratio_pct_72h,regained_entry_72h,regained_pre_exit_extreme_72h,entry_plus_1pct_72h,entry_plus_3pct_72h,entry_plus_5pct_72h,stopped_too_early_72h,valid_stop_72h,took_profit_too_early_72h,good_take_profit_72h,gave_back_risk_72h,hold_would_help_72h,hold_would_hurt_72h,future_favorable_from_exit_pct_168h,future_adverse_from_exit_pct_168h,future_close_return_from_exit_pct_168h,held_profit_ratio_pct_168h,regained_entry_168h,regained_pre_exit_extreme_168h,entry_plus_1pct_168h,entry_plus_3pct_168h,entry_plus_5pct_168h,stopped_too_early_168h,valid_stop_168h,took_profit_too_early_168h,good_take_profit_168h,gave_back_risk_168h,hold_would_help_168h,hold_would_hurt_168h,future_favorable_from_exit_pct_336h,future_adverse_from_exit_pct_336h,future_close_return_from_exit_pct_336h,held_profit_ratio_pct_336h,regained_entry_336h,regained_pre_exit_extreme_336h,entry_plus_1pct_336h,entry_plus_3pct_336h,entry_plus_5pct_336h,stopped_too_early_336h,valid_stop_336h,took_profit_too_early_336h,good_take_profit_336h,gave_back_risk_336h,hold_would_help_336h,hold_would_hurt_336h
1y,BNB/USDT:USDT,long,long_1d_center_compression,2025-08-14T00:00:00+00:00,2025-08-14T13:00:00+00:00,848.29,831.34,-7.90947695,-0.02118037513946787,stop_loss,stop_loss,losing_trades,3.1178579161353905,0.37650058940986786,0.866071643370935,-1.2493710877176438,True,False,True,False,False,True,False,False,False,False,True,False,3.1178579161353905,0.7409724059951501,1.5998267856713204,-0.5302773815558333,True,False,True,False,False,True,False,False,False,False,True,False,3.1178579161353905,0.7409724059951501,0.144345273895149,-1.9566763724669631,True,False,True,False,False,True,False,False,False,False,True,False,3.1178579161353905,2.2301344816801882,-0.2622272475762099,-2.355125016209079,True,False,True,False,False,True,False,False,False,True,False,True,3.9863353140712565,2.2301344816801882,3.2537830490533297,1.0906305626613566,True,False,True,False,False,True,False,False,False,False,True,False,6.399307142685295,2.2301344816801882,2.3768855101402546,0.23125464169093815,True,True,True,True,False,True,False,False,False,False,True,False,8.470661823080803,2.2301344816801882,5.191618351095817,2.9897452522132806,True,True,True,True,True,True,False,False,False,False,True,False
1y,BTC/USDT:USDT,long,long_1d_center_compression,2025-08-11T00:00:00+00:00,2025-08-15T14:00:00+00:00,119255.3,117723.2,-5.39706489,-0.015077925834035404,swing_exit_long_1d,exit_signal,losing_trades,0.11569512211696342,0.8383224377183038,-0.41852413118229637,-1.7978700317721752,False,False,False,False,False,False,False,False,False,False,False,True,0.11569512211696342,0.8383224377183038,-0.22459464234746776,-1.6064319992486709,False,False,False,False,False,False,False,False,False,False,False,True,0.11569512211696342,0.8383224377183038,8.4945023585683e-05,-1.3846389217083015,False,False,False,False,False,False,False,False,False,False,True,False,0.7091210568520079,0.8383224377183038,0.31387186213082896,-1.0748832965914352,False,False,False,False,False,False,False,False,False,False,True,False,0.7091210568520079,2.648755725294587,-1.8100085624583797,-3.171477745643178,False,False,False,False,False,False,False,False,False,False,False,True,0.7091210568520079,5.1793529227883734,-1.680807181592071,-3.043936244343021,False,False,False,False,False,False,False,False,False,False,False,True,0.7091210568520079,8.230408279761331,-8.128134471370126,-9.408433252023181,False,False,False,False,False,False,False,False,False,False,False,True
1y,BTC/USDT:USDT,short,short_pullback_restart,2025-08-21T17:00:00+00:00,2025-08-22T14:00:00+00:00,112350.8,114093.8,-5.5101393,-0.01635619787271634,trailing_stop_loss,trailing_stop_loss,losing_trades,-1.4467920255088331,2.8955122890113145,-2.5609629971128967,-4.252084364330289,False,False,False,False,False,False,True,False,False,False,False,True,-1.1753487043117155,2.8955122890113145,-1.5761592654465035,-3.2520024779529857,False,False,False,False,False,False,True,False,False,False,False,True,-0.4064199807526763,2.8955122890113145,-0.424387652966241,-2.082362386382649,False,False,False,False,False,False,True,False,False,False,False,True,-0.20255263651485994,2.8955122890113145,-0.34708283885715085,-2.003858272482261,False,False,False,False,False,False,True,False,False,False,False,True,3.163887958854909,2.8955122890113145,1.648906426116058,0.02309658676217963,True,True,True,False,False,True,False,False,False,False,True,False,5.311156259148172,2.8955122890113145,5.205629052586558,3.6349978816350244,True,True,True,True,False,True,False,False,False,False,True,False,6.032141974410531,2.8955122890113145,3.125849082071076,1.5229523955325717,True,True,True,True,False,True,False,False,False,False,True,False
1y,XRP/USDT:USDT,short,short_compression_breakdown,2025-08-22T04:00:00+00:00,2025-08-22T14:00:00+00:00,2.8314,2.9241,-8.15723606,-0.03371264982198041,stop_loss,stop_loss,losing_trades,-2.715365411579621,6.008686433432508,-5.676960432269755,-9.236822773186415,False,False,False,False,False,False,True,False,False,False,False,True,-1.5081563558017783,6.220717485722093,-2.496494647925856,-5.9522285795013135,False,False,False,False,False,False,True,False,False,False,False,True,-1.5081563558017783,6.220717485722093,-3.112068670702088,-6.587956487956487,False,False,False,False,False,False,True,False,False,False,False,True,-1.5081563558017783,6.220717485722093,-3.303580588899149,-6.7857385039203315,False,False,False,False,False,False,True,False,False,False,False,True,0.2120310522896004,6.955986457371492,-1.4260798194316222,-4.84676838313203,False,False,False,False,False,False,True,False,False,False,False,True,3.7242228377962525,6.955986457371492,3.498512362778292,0.239054884509424,True,False,False,False,False,True,False,False,False,False,True,False,7.817790089258238,6.955986457371492,3.9909715809992905,0.7476372112735756,True,True,True,True,False,True,False,False,False,False,True,False
1y,NEAR/USDT:USDT,short,short_pullback_restart,2025-08-21T12:00:00+00:00,2025-08-22T15:00:00+00:00,2.481,2.574,-7.8677194,-0.038226207017253086,stop_loss,stop_loss,losing_trades,-0.4662004662004666,5.710955710955721,-4.972804972804978,-9.007698508665865,False,False,False,False,False,False,True,False,False,False,False,True,-0.4662004662004666,5.710955710955721,-2.136752136752143,-6.065336557839586,False,False,False,False,False,False,True,False,False,False,False,True,-0.4662004662004666,5.710955710955721,-3.885003885003889,-7.879121322047565,False,False,False,False,False,False,True,False,False,False,False,True,-0.03885003885005183,5.710955710955721,-2.2144522144522125,-6.145949214026599,False,False,False,False,False,False,True,False,False,False,False,True,4.001554001553993,8.313908313908314,3.8850038850038717,0.1821442966545616,True,False,False,False,False,True,False,False,False,False,True,False,8.85780885780885,8.313908313908314,5.516705516705513,1.8750100765820208,True,True,True,True,True,True,False,False,False,False,True,False,11.57731157731158,8.313908313908314,6.954156954156948,3.366344216041913,True,True,True,True,True,True,False,False,False,False,True,False
1y,BTC/USDT:USDT,short,short_pullback_restart,2025-08-29T02:00:00+00:00,2025-09-03T03:00:00+00:00,111425.0,111327.9,0.23901839,0.0007153928920185169,stale_flat_120h,timeout,winning_trades,0.7554260881593922,-0.0397923611242001,0.059913103543673324,0.047004711689479846,True,False,False,False,False,False,False,False,True,False,False,True,0.7554260881593922,1.0263375128786278,-0.7551566139305705,-0.7673547229077907,True,False,False,False,False,False,False,False,True,False,False,True,0.7554260881593922,1.089843606140063,0.198333032420434,0.18530401615435868,True,False,False,False,False,False,False,False,True,False,True,False,1.8493118077319237,1.089843606140063,0.05479309319586555,0.04188916311420759,True,False,True,False,False,False,False,False,True,False,False,True,1.8493118077319237,1.8112261167236683,0.26399491951253384,0.25090868297060803,True,False,True,False,False,False,False,False,True,False,True,False,1.8493118077319237,1.8112261167236683,-0.1536003104343116,-0.16632263854610202,True,False,True,False,False,False,False,False,True,False,False,True,1.8493118077319237,5.16851570900017,-4.484230817252469,-4.493179268566305,True,False,True,False,False,False,False,False,True,False,False,True
1y,SUI/USDT:USDT,short,short_compression_breakdown,2025-08-29T08:00:00+00:00,2025-09-03T10:00:00+00:00,3.355,3.339,0.85422026,0.004965662281671451,stale_flat_120h,timeout,winning_trades,0.2545672356993164,1.8238993710691875,-0.6858340820604948,-0.3056631892697439,True,False,False,False,False,False,False,False,True,False,False,True,0.2545672356993164,1.9826295297993357,-1.5124288709194367,-1.1283159463487327,True,False,False,False,False,False,False,False,True,False,False,True,1.548367774782865,1.9826295297993357,0.6858340820604948,1.0594634873323376,True,False,True,False,False,False,False,False,True,False,True,False,3.2135369871218913,1.9826295297993357,-0.718778077268644,-0.3384500745156485,True,False,True,True,False,False,False,True,False,True,False,True,3.2135369871218913,3.450134770889494,-0.42827193770589933,-0.0493293591654237,True,False,True,True,False,False,False,True,False,True,False,True,3.2135369871218913,8.505540581012287,-5.321952680443252,-4.919672131147546,True,False,True,True,False,False,False,True,False,True,False,True,3.2135369871218913,16.253369272237194,-7.346510931416588,-6.934575260804763,True,False,True,True,False,False,False,True,False,True,False,True
1y,TAO/USDT:USDT,short,short_pullback_restart,2025-08-28T17:00:00+00:00,2025-09-03T16:00:00+00:00,328.15,325.84,1.78526579,0.007787005835308652,stale_flat_120h,timeout,winning_trades,0.3928308372207135,0.8838693837466401,0.13503560029462244,0.7380313880847172,True,False,True,False,False,False,False,False,True,False,False,True,1.8904984041247141,0.8838693837466401,1.6971519764301415,2.2891513027578774,True,False,True,False,False,False,False,False,True,False,True,False,4.367174073164732,0.8838693837466401,3.9098944267124827,4.486317232972712,True,False,True,True,True,False,False,True,False,False,True,False,4.667935182911853,0.8838693837466401,2.175914559292897,2.7645436538168453,True,False,True,True,True,False,False,True,False,False,True,False,4.667935182911853,0.8838693837466401,2.9400932973238354,3.523342983391738,True,False,True,True,True,False,False,True,False,False,True,False,4.667935182911853,7.227473606678128,-5.705254112447837,-5.0611458174615365,True,False,True,True,True,False,False,True,False,True,False,True,4.667935182911853,13.488215074883394,-5.763564939847788,-5.1190461679110255,True,False,True,True,True,False,False,True,False,True,False,True
1y,TAO/USDT:USDT,short,short_compression_breakdown,2025-09-04T16:00:00+00:00,2025-09-05T12:00:00+00:00,313.24,322.66,-7.34844783,-0.0308831797543248,trailing_stop_loss,trailing_stop_loss,losing_trades,2.628153474245341,1.3791607264612868,0.9018781379780652,-2.1782786361895004,False,False,False,False,False,False,True,False,False,False,True,False,2.628153474245341,1.3791607264612868,0.8429926238145501,-2.238935001915461,False,False,False,False,False,False,True,False,False,False,True,False,2.628153474245341,1.3791607264612868,2.194260211987863,-0.8470310305197213,False,False,False,False,False,False,True,False,False,False,True,False,2.705634413934178,1.3791607264612868,-0.489679538833442,-3.6116843315030014,False,False,False,False,False,False,True,False,False,False,False,True,2.705634413934178,6.372032480009918,-4.636459430979972,-7.8831694547311955,False,False,False,False,False,False,True,False,False,False,False,True,2.705634413934178,13.190355172627532,-8.126200954565167,-11.477857234069718,False,False,False,False,False,False,True,False,False,False,False,True,2.705634413934178,15.561271927105924,-8.367941486394347,-11.726867577576304,False,False,False,False,False,False,True,False,False,False,False,True
1y,XRP/USDT:USDT,short,short_pullback_restart,2025-09-04T20:00:00+00:00,2025-09-05T12:00:00+00:00,2.7831,2.8587,-8.04976367,-0.02806808966340328,stop_loss,stop_loss,losing_trades,2.1163465911078387,0.8955119459894458,0.8675271976772637,-1.9253027199884925,False,False,False,False,False,False,True,False,False,False,True,False,2.1163465911078387,0.8955119459894458,1.5601497184034692,-1.2138658330638386,False,False,False,False,False,False,True,False,False,False,True,False,2.1163465911078387,0.8955119459894458,1.8050162661349443,-0.9623477417268522,False,False,False,False,False,False,True,False,False,False,True,False,2.3682093259173707,0.8955119459894458,0.8535348235211803,-1.939675182350605,False,False,False,False,False,False,True,False,False,False,True,False,2.3682093259173707,4.264176024066888,-3.62052681288699,-6.535270022636628,False,False,False,False,False,False,True,False,False,False,False,True,2.3682093259173707,7.482422079966426,-6.338545492706476,-9.327120836477299,False,False,False,False,False,False,True,False,False,False,False,True,2.3682093259173707,11.431769685521406,-6.051701822506736,-9.03248535805396,False,False,False,False,False,False,True,False,False,False,False,True
1y,ETH/USDT:USDT,long,long_1d_center_compression,2025-09-13T00:00:00+00:00,2025-09-13T16:00:00+00:00,4710.82,4616.62,-7.61992965,-0.02127275637229935,stop_loss,stop_loss,losing_trades,1.0479528312921598,0.2950210327035773,0.862969011961135,-1.2539392292636884,False,False,False,False,False,False,True,False,False,False,True,False,1.6176336800516458,0.2950210327035773,0.8859295328617159,-1.2314378388475737,False,False,False,False,False,False,True,False,False,False,True,False,1.6176336800516458,0.9015253583790714,-0.4652754612681911,-2.555623437108601,False,False,False,False,False,False,True,False,False,False,False,True,1.6176336800516458,3.3275426610810483,-2.67468407622892,-4.720851571488603,False,False,False,False,False,False,True,False,False,False,False,True,1.6176336800516458,4.237082540906544,-3.3682650943764054,-5.400563383869471,False,False,False,False,False,False,True,False,False,False,False,True,1.6176336800516458,4.603801049252483,-2.5241410382487564,-4.573318870175459,False,False,False,False,False,False,True,False,False,False,False,True,1.6176336800516458,17.21215954529504,-13.22699290823156,-15.062150963101958,False,False,False,False,False,False,True,False,False,False,False,True
