pair,open_date,close_date,side,entry_tag,profit_abs,profit_ratio,duration,open_rate,close_rate,is_short,stake_amount,max_open_trades_config
DOGE/USDT:USDT,2023-08-24 15:00:00+00:00,2023-08-27 16:00:00+00:00,short,short_pullback_restart,-2.30085076,-0.009718555413752362,4380,0.06263,0.06319,True,236.86666,5
NEAR/USDT:USDT,2023-09-01 15:00:00+00:00,2023-09-04 17:00:00+00:00,short,short_compression_breakdown,-0.01686782,-0.0003169190837555075,4440,1.133,1.13,True,53.251,5
ADA/USDT:USDT,2023-10-12 10:00:00+00:00,2023-10-13 21:00:00+00:00,short,short_pullback_restart,-1.50031751,-0.019616214516935186,2100,0.2437,0.2483,True,76.5218,5
DOGE/USDT:USDT,2024-05-12 08:00:00+00:00,2024-05-13 08:00:00+00:00,short,short_pullback_restart,-8.42173839,-0.03493373131461763,1440,0.14015,0.14494,True,241.19815,5
SUI/USDT:USDT,2024-05-13 02:00:00+00:00,2024-05-14 17:00:00+00:00,short,short_pullback_restart,9.1280146,0.1000195699349391,2340,0.9914,0.8914,True,91.30794,5
ADA/USDT:USDT,2024-06-14 16:00:00+00:00,2024-06-17 19:00:00+00:00,short,short_compression_breakdown,-1.37252052,-0.004462544727782872,4500,0.4136,0.4154,True,307.7184,5
DOGE/USDT:USDT,2024-06-14 16:00:00+00:00,2024-06-18 00:00:00+00:00,short,short_pullback_restart,2.89853774,0.1000304829998142,4800,0.13938,0.1254,True,28.99104,5
ADA/USDT:USDT,2024-06-21 14:00:00+00:00,2024-06-23 09:00:00+00:00,short,short_pullback_restart,-8.76607785,-0.03690710035567296,2580,0.3778,0.3915,True,237.6362,5
TAO/USDT:USDT,2024-06-27 06:00:00+00:00,2024-06-27 12:00:00+00:00,short,short_pullback_restart,-6.05786821,-0.04424872755826799,360,273.4,285.24,True,136.9734,5
NEAR/USDT:USDT,2024-08-31 17:00:00+00:00,2024-09-04 01:00:00+00:00,short,short_pullback_restart,8.04277673,0.09988580101868212,4800,4.028,3.623,True,80.56,5
ZEC/USDT:USDT,2024-09-03 14:00:00+00:00,2024-09-06 20:00:00+00:00,short,short_pullback_restart,12.64173481,0.10016615751815036,4680,29.27,26.33,True,126.27078,5
DOGE/USDT:USDT,2024-09-05 04:00:00+00:00,2024-09-09 01:00:00+00:00,short,short_pullback_restart,-0.08868804,-0.0022002270390999363,5580,0.09625,0.0964,True,40.32875,5
SOL/USDT:USDT,2025-02-09 22:00:00+00:00,2025-02-10 00:00:00+00:00,short,short_pullback_restart,-11.42291177,-0.04341135813753719,120,195.01,203.24,True,263.2635,5
ETH/USDT:USDT,2025-02-09 22:00:00+00:00,2025-02-10 13:00:00+00:00,short,short_pullback_restart,-11.61398775,-0.048983264036086424,900,2550.75,2673.23,True,237.21975,5
XRP/USDT:USDT,2025-03-09 10:00:00+00:00,2025-03-10 17:00:00+00:00,short,short_pullback_restart,41.60431975,0.09999968364442825,1860,2.2972,2.0647,True,416.25264,5
NEAR/USDT:USDT,2025-06-02 10:00:00+00:00,2025-06-02 22:00:00+00:00,short,short_pullback_restart,-13.99701241,-0.04424089978267708,720,2.38,2.483,True,316.54,5
SOL/USDT:USDT,2025-06-05 14:00:00+00:00,2025-06-08 15:00:00+00:00,short,short_pullback_restart,-0.25649431,-0.0011697651983623607,4380,150.26,150.27,True,219.3796,5
LINK/USDT:USDT,2025-06-14 17:00:00+00:00,2025-06-16 00:00:00+00:00,short,short_compression_breakdown,-13.86547664,-0.03723723418909642,1860,12.864,13.327,True,372.54144,5
DOGE/USDT:USDT,2025-09-01 00:00:00+00:00,2025-09-01 08:00:00+00:00,short,short_pullback_restart,-6.85313513,-0.025868671936607697,480,0.21358,0.21892,True,265.05278,5
NEAR/USDT:USDT,2025-08-29 08:00:00+00:00,2025-09-01 09:00:00+00:00,short,short_pullback_restart,-0.4760317,-0.0015634627325973203,4380,2.437,2.439,True,304.625,5
XRP/USDT:USDT,2025-09-25 18:00:00+00:00,2025-09-28 19:00:00+00:00,short,short_compression_breakdown,-0.59445518,-0.034504812742396446,4380,2.736,2.8293,True,17.2368,5
LINK/USDT:USDT,2025-09-24 04:00:00+00:00,2025-09-28 22:00:00+00:00,short,short_pullback_restart,-0.24734054,-0.0005995999960652518,6840,21.274,21.292,True,412.7156,5
ADA/USDT:USDT,2025-11-06 15:00:00+00:00,2025-11-07 07:00:00+00:00,short,short_pullback_restart,-13.43597027,-0.037692227242569064,960,0.5268,0.5462,True,356.6436,5
SOL/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-07 19:00:00+00:00,short,short_pullback_restart,-16.63024242,-0.038017494359375945,1800,157.43,163.263,True,437.6554,5
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,48.10746148,0.09999128348736304,900,2.0847,1.8744,True,481.35723,5
BNB/USDT:USDT,2025-11-20 17:00:00+00:00,2025-11-21 12:00:00+00:00,short,short_pullback_restart,37.84744627,0.10000153029839556,1140,880.6,791.77,True,378.658,5
NEAR/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,short,short_pullback_restart,-1.90093855,-0.007242203306579187,4440,1.582,1.592,True,262.612,5
SUI/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-21 09:00:00+00:00,short,short_pullback_restart,-2.30069377,-0.019307486277055565,420,1.4416,1.4681,True,119.22032,5
TAO/USDT:USDT,2025-12-21 13:00:00+00:00,2025-12-22 12:00:00+00:00,short,short_compression_breakdown,-3.92647754,-0.03362893818707024,1380,220.41,227.58,True,116.8173,5
DOGE/USDT:USDT,2026-01-23 15:00:00+00:00,2026-01-23 16:00:00+00:00,short,short_pullback_restart,-12.83035967,-0.02667978528736335,60,0.12296,0.12611,True,481.14248,5
ADA/USDT:USDT,2026-01-22 15:00:00+00:00,2026-01-23 17:00:00+00:00,short,short_pullback_restart,-8.30097709,-0.029336495672810502,1560,0.3579,0.368,True,283.0989,5
TAO/USDT:USDT,2026-01-25 05:00:00+00:00,2026-01-28 06:00:00+00:00,short,short_pullback_restart,-2.36407263,-0.007382766386501872,4380,235.57,237.12,True,320.3752,5
