pair,open_date,close_date,side,entry_tag,profit_abs,profit_ratio,duration,open_rate,close_rate,is_short,stake_amount,max_open_trades_config
SOL/USDT:USDT,2025-06-19 15:00:00+00:00,2025-06-19 22:00:00+00:00,short,short_pullback_restart,-7.65298697,-0.03093091650426101,420,143.09,147.37,True,247.5457,5
NEAR/USDT:USDT,2025-06-21 14:00:00+00:00,2025-06-22 13:00:00+00:00,short,short_pullback_restart,20.61383132,0.10024518385947033,1380,2.037,1.831,True,205.737,5
ETH/USDT:USDT,2025-06-22 14:00:00+00:00,2025-06-23 14:00:00+00:00,short,short_pullback_restart,-7.56770416,-0.049190113920287916,1440,2198.9,2304.88,True,153.923,5
SOL/USDT:USDT,2025-06-21 18:00:00+00:00,2025-06-23 22:00:00+00:00,short,short_pullback_restart,-7.59469369,-0.03133205342543032,3120,138.58,142.79,True,242.515,5
BNB/USDT:USDT,2025-06-22 14:00:00+00:00,2025-06-23 22:00:00+00:00,short,short_pullback_restart,-7.6094681,-0.03339460239078251,1920,616.16,636.1,True,227.9792,5
LINK/USDT:USDT,2025-07-01 19:00:00+00:00,2025-07-02 15:00:00+00:00,short,short_compression_breakdown,-7.5593412,-0.03452560030284477,1200,12.848,13.278,True,219.0584,5
ETH/USDT:USDT,2025-07-10 00:00:00+00:00,2025-07-14 03:00:00+00:00,long,long_1d_center_compression,34.05993027,0.10000094533236327,5940,2767.69,3049.98,False,340.42587,5
BTC/USDT:USDT,2025-07-10 00:00:00+00:00,2025-07-14 05:00:00+00:00,long,long_1d_center_compression,33.37662783,0.10000002354941873,6060,111199.8,122580.2,False,333.5994,5
BNB/USDT:USDT,2025-07-11 00:00:00+00:00,2025-07-15 08:00:00+00:00,long,long_1d_center_compression,-3.39457707,-0.011497042210454975,6240,686.3,679.17,False,295.109,5
ETH/USDT:USDT,2025-08-08 00:00:00+00:00,2025-08-09 22:00:00+00:00,long,long_1d_center_compression,35.97485195,0.09999886952862781,2760,3908.4,4305.73,False,359.5728,5
BNB/USDT:USDT,2025-08-14 00:00:00+00:00,2025-08-14 13:00:00+00:00,long,long_1d_center_compression,-7.90947695,-0.02118037513946787,780,848.29,831.34,False,373.2476,5
BTC/USDT:USDT,2025-08-11 00:00:00+00:00,2025-08-15 14:00:00+00:00,long,long_1d_center_compression,-5.39706489,-0.015077925834035404,6600,119255.3,117723.2,False,357.7659,5
BTC/USDT:USDT,2025-08-21 17:00:00+00:00,2025-08-22 14:00:00+00:00,short,short_pullback_restart,-5.5101393,-0.01635619787271634,1260,112350.8,114093.8,True,337.0524,5
XRP/USDT:USDT,2025-08-22 04:00:00+00:00,2025-08-22 14:00:00+00:00,short,short_compression_breakdown,-8.15723606,-0.03371264982198041,600,2.8314,2.9241,True,242.0847,5
NEAR/USDT:USDT,2025-08-21 12:00:00+00:00,2025-08-22 15:00:00+00:00,short,short_pullback_restart,-7.8677194,-0.038226207017253086,1620,2.481,2.574,True,205.923,5
DOGE/USDT:USDT,2025-09-01 00:00:00+00:00,2025-09-01 08:00:00+00:00,short,short_pullback_restart,-3.76066481,-0.02586867196809142,480,0.21358,0.21892,True,145.44798,5
NEAR/USDT:USDT,2025-08-29 08:00:00+00:00,2025-09-01 09:00:00+00:00,short,short_pullback_restart,-0.24372823,-0.0015634627300314086,4380,2.437,2.439,True,155.968,5
BTC/USDT:USDT,2025-08-29 02:00:00+00:00,2025-09-03 03:00:00+00:00,short,short_pullback_restart,0.23901839,0.0007153928920185169,7260,111425.0,111327.9,True,334.275,5
SUI/USDT:USDT,2025-08-29 08:00:00+00:00,2025-09-03 10:00:00+00:00,short,short_compression_breakdown,0.85422026,0.004965662281671451,7320,3.355,3.339,True,172.1115,5
TAO/USDT:USDT,2025-08-28 17:00:00+00:00,2025-09-03 16:00:00+00:00,short,short_pullback_restart,1.78526579,0.007787005835308652,8580,328.15,325.84,True,229.37685,5
TAO/USDT:USDT,2025-09-04 16:00:00+00:00,2025-09-05 12:00:00+00:00,short,short_compression_breakdown,-7.3194408,-0.030883179758155518,1200,313.24,322.66,True,237.12268,5
XRP/USDT:USDT,2025-09-04 20:00:00+00:00,2025-09-05 12:00:00+00:00,short,short_pullback_restart,-8.01853277,-0.02806808965247089,960,2.7831,2.8587,True,285.82437,5
ETH/USDT:USDT,2025-09-13 00:00:00+00:00,2025-09-13 16:00:00+00:00,long,long_1d_center_compression,-7.51966742,-0.021272756378627265,960,4710.82,4616.62,False,353.3115,5
SOL/USDT:USDT,2025-09-11 00:00:00+00:00,2025-09-14 02:00:00+00:00,long,long_1d_center_compression,35.61784351,0.09998197936064374,4440,223.94,246.64,False,356.0646,5
SUI/USDT:USDT,2025-09-24 04:00:00+00:00,2025-09-24 14:00:00+00:00,short,short_pullback_restart,-8.03015511,-0.04699583045888129,600,3.275,3.4257,True,170.955,5
XRP/USDT:USDT,2025-09-25 18:00:00+00:00,2025-09-28 19:00:00+00:00,short,short_compression_breakdown,-0.37743186,-0.03450481271337423,4380,2.736,2.8293,True,10.944,5
LINK/USDT:USDT,2025-09-24 04:00:00+00:00,2025-09-28 22:00:00+00:00,short,short_pullback_restart,-0.12685765,-0.0005996000050798206,6840,21.274,21.292,True,211.6763,5
TAO/USDT:USDT,2025-09-23 18:00:00+00:00,2025-09-28 23:00:00+00:00,short,short_pullback_restart,1.84994338,0.009022927633268988,7500,308.93,306.06,True,205.12952,5
SUI/USDT:USDT,2025-09-25 01:00:00+00:00,2025-10-01 09:00:00+00:00,short,short_pullback_restart,-2.99380896,-0.012051576809758973,9120,3.3406,3.3811,True,248.54064,5
BNB/USDT:USDT,2025-10-03 00:00:00+00:00,2025-10-06 06:00:00+00:00,long,long_1d_center_compression,36.01913501,0.10000306789405067,4680,1090.91,1201.83,False,360.0003,5
XRP/USDT:USDT,2025-10-09 17:00:00+00:00,2025-10-10 20:00:00+00:00,short,short_compression_breakdown,29.8356522,0.09999992458692412,1620,2.7768,2.4969,True,298.506,5
PAXG/USDT:USDT,2025-09-23 00:00:00+00:00,2025-10-10 21:00:00+00:00,long,long_1d_center_compression,-8.51445219,-0.023358357463671247,25740,3756.0,3680.88,False,364.332,5
SOL/USDT:USDT,2025-10-19 09:00:00+00:00,2025-10-19 09:00:00+00:00,short,short_pullback_restart,-8.55867285,-0.02291505922452752,0,184.08,188.11,True,373.6824,5
XRP/USDT:USDT,2025-10-19 09:00:00+00:00,2025-10-19 09:00:00+00:00,short,short_pullback_restart,-7.9077336,-0.020795508426828375,0,2.3312,2.3773,True,380.45184,5
ETH/USDT:USDT,2025-10-21 05:00:00+00:00,2025-10-21 14:00:00+00:00,short,short_compression_breakdown,-8.19887082,-0.04262147814961512,540,3849.22,4009.27,True,192.461,5
SOL/USDT:USDT,2025-10-20 17:00:00+00:00,2025-10-21 15:00:00+00:00,short,short_pullback_restart,-8.2930645,-0.04061314686071559,1320,187.43,194.83,True,204.2987,5
NEAR/USDT:USDT,2025-11-02 15:00:00+00:00,2025-11-03 00:00:00+00:00,short,short_pullback_restart,-8.03651281,-0.03908160941657684,540,2.121,2.202,True,205.737,5
ADA/USDT:USDT,2025-11-02 15:00:00+00:00,2025-11-03 15:00:00+00:00,short,short_pullback_restart,23.98802027,0.10003342897690927,1440,0.5998,0.5392,True,239.92,5
ETH/USDT:USDT,2025-10-29 16:00:00+00:00,2025-11-04 05:00:00+00:00,short,short_compression_breakdown,34.35006724,0.10000072705044213,7980,3950.23,3554.12,True,343.67001,5
ADA/USDT:USDT,2025-11-06 15:00:00+00:00,2025-11-07 07:00:00+00:00,short,short_pullback_restart,-7.2042204,-0.03769222726413063,960,0.5268,0.5462,True,191.2284,5
DOGE/USDT:USDT,2025-11-06 06:00:00+00:00,2025-11-07 15:00:00+00:00,short,short_pullback_restart,-8.57530732,-0.03447426732135737,1980,0.16373,0.16923,True,248.8696,5
SOL/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-07 19:00:00+00:00,short,short_pullback_restart,-8.49458426,-0.03801749436967925,1800,157.43,163.263,True,223.5506,5
ETH/USDT:USDT,2025-11-06 13:00:00+00:00,2025-11-07 20:00:00+00:00,short,short_pullback_restart,-8.47932981,-0.0351946256362148,1860,3347.88,3462.93,True,241.04736,5
BTC/USDT:USDT,2025-11-04 06:00:00+00:00,2025-11-09 16:00:00+00:00,short,short_pullback_restart,0.86337649,0.004146374497774663,7800,104164.3,103715.8,True,208.3286,5
ADA/USDT:USDT,2025-11-11 20:00:00+00:00,2025-11-14 12:00:00+00:00,short,short_compression_breakdown,19.26752788,0.09998514765397987,3840,0.5621,0.5055,True,192.8003,5
PAXG/USDT:USDT,2025-11-11 00:00:00+00:00,2025-11-14 13:00:00+00:00,long,long_1d_center_compression,-8.03428595,-0.021226721480846433,5100,4112.06,4029.82,False,378.30952,5
DOGE/USDT:USDT,2025-11-19 06:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,18.56059366,0.10002160739005428,2940,0.15641,0.14066,True,185.65867,5
SUI/USDT:USDT,2025-11-19 06:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,16.43417955,0.1000209061250769,2940,1.6228,1.4599,True,164.38964,5
ETH/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,20.67096043,0.09999836125442794,900,2954.52,2656.71,True,206.8164,5
XRP/USDT:USDT,2025-11-20 16:00:00+00:00,2025-11-21 07:00:00+00:00,short,short_pullback_restart,24.68919093,0.09999128349362484,900,2.0847,1.8744,True,247.03695,5
BNB/USDT:USDT,2025-11-20 17:00:00+00:00,2025-11-21 12:00:00+00:00,short,short_pullback_restart,19.36380972,0.10000153030079759,1140,880.6,791.77,True,193.732,5
BNB/USDT:USDT,2025-11-25 15:00:00+00:00,2025-11-25 23:00:00+00:00,short,short_pullback_restart,-9.1384362,-0.030152970059613076,480,842.28,866.81,True,303.2208,5
NEAR/USDT:USDT,2025-11-28 02:00:00+00:00,2025-11-28 15:00:00+00:00,short,short_pullback_restart,-8.91744781,-0.040954742592918876,780,1.878,1.953,True,217.848,5
NEAR/USDT:USDT,2025-11-29 15:00:00+00:00,2025-12-01 03:00:00+00:00,short,short_compression_breakdown,34.8003975,0.10004915534228222,2160,1.861,1.673,True,348.007,5
TAO/USDT:USDT,2025-11-29 18:00:00+00:00,2025-12-01 11:00:00+00:00,short,short_compression_breakdown,33.48661801,0.10000055724510541,2460,293.63,263.93,True,335.03183,5
DOGE/USDT:USDT,2025-12-07 14:00:00+00:00,2025-12-07 17:00:00+00:00,short,short_pullback_restart,-9.30724352,-0.021439629740906845,180,0.13819,0.14101,True,434.33117,5
XRP/USDT:USDT,2025-12-05 10:00:00+00:00,2025-12-08 09:00:00+00:00,short,short_compression_breakdown,-9.79760433,-0.030014890876578826,4260,2.0566,2.1153,True,326.58808,5
SUI/USDT:USDT,2025-12-11 15:00:00+00:00,2025-12-11 18:00:00+00:00,short,short_compression_breakdown,-9.50011129,-0.028985674168297997,180,1.5259,1.5685,True,327.91591,5
NEAR/USDT:USDT,2025-12-14 18:00:00+00:00,2025-12-15 02:00:00+00:00,short,short_compression_breakdown,-8.55383619,-0.03199821745492273,480,1.592,1.641,True,267.456,5
ADA/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,short,short_pullback_restart,22.07850676,0.10001386157677333,4440,0.3923,0.3528,True,220.8649,5
NEAR/USDT:USDT,2025-12-15 15:00:00+00:00,2025-12-18 17:00:00+00:00,short,short_pullback_restart,-0.97337215,-0.007242203313302372,4440,1.582,1.592,True,134.47,5
XRP/USDT:USDT,2025-12-14 11:00:00+00:00,2025-12-18 19:00:00+00:00,short,short_pullback_restart,42.41521553,0.10001010023549464,6240,2.0053,1.8008,True,424.32148,5
SUI/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-21 09:00:00+00:00,short,short_pullback_restart,-1.19624948,-0.019307486254806935,420,1.4416,1.4681,True,61.9888,5
SOL/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-22 00:00:00+00:00,short,short_pullback_restart,-6.5162403,-0.014726264839261363,1320,125.06,126.79,True,442.7124,5
TAO/USDT:USDT,2025-12-21 13:00:00+00:00,2025-12-22 12:00:00+00:00,short,short_compression_breakdown,-2.0447317,-0.03362893818582898,1380,220.41,227.58,True,60.83316,5
ADA/USDT:USDT,2025-12-21 02:00:00+00:00,2025-12-22 15:00:00+00:00,short,short_pullback_restart,-9.70855933,-0.028690925271564117,2220,0.3696,0.3798,True,338.5536,5
ADA/USDT:USDT,2025-12-23 14:00:00+00:00,2025-12-27 21:00:00+00:00,short,short_compression_breakdown,-0.48659284,-0.001734179050016598,6180,0.3613,0.3617,True,280.7301,5
XRP/USDT:USDT,2025-12-28 19:00:00+00:00,2025-12-29 01:00:00+00:00,short,short_pullback_restart,-6.1675219,-0.01413630844616938,360,1.8559,1.8803,True,436.50768,5
PAXG/USDT:USDT,2025-12-12 00:00:00+00:00,2025-12-29 09:00:00+00:00,long,long_1d_center_compression,18.22404278,0.04296294593106159,25020,4282.51,4473.2,False,423.96849,5
NEAR/USDT:USDT,2025-12-31 11:00:00+00:00,2026-01-01 11:00:00+00:00,short,short_compression_breakdown,-9.58216695,-0.022744864603120064,1440,1.5,1.533,True,421.5,5
ADA/USDT:USDT,2026-01-20 09:00:00+00:00,2026-01-21 22:00:00+00:00,short,short_pullback_restart,-9.50985752,-0.03500375188974092,2220,0.3605,0.3728,True,271.817,5
PAXG/USDT:USDT,2026-01-07 00:00:00+00:00,2026-01-22 23:00:00+00:00,long,long_1d_center_compression,43.74647814,0.09999960853344798,22980,4507.71,4971.15,False,437.24787,5
DOGE/USDT:USDT,2026-01-23 15:00:00+00:00,2026-01-23 16:00:00+00:00,short,short_pullback_restart,-6.59060131,-0.026679785276324804,60,0.12296,0.12611,True,247.1496,5
ADA/USDT:USDT,2026-01-22 15:00:00+00:00,2026-01-23 17:00:00+00:00,short,short_pullback_restart,-4.23968994,-0.029336495656889554,1560,0.3579,0.368,True,144.5916,5
ZEC/USDT:USDT,2026-01-23 08:00:00+00:00,2026-01-23 17:00:00+00:00,short,short_pullback_restart,-9.94824951,-0.04261419824644623,540,358.23,372.97,True,233.56596,5
ETH/USDT:USDT,2026-01-25 04:00:00+00:00,2026-01-27 16:00:00+00:00,short,short_pullback_restart,-4.51620109,-0.010240577656964447,3600,2941.54,2969.6,True,441.231,5
XRP/USDT:USDT,2026-01-22 14:00:00+00:00,2026-01-27 17:00:00+00:00,short,short_pullback_restart,3.23143436,0.007562894514516884,7380,1.9291,1.9129,True,427.48856,5
TAO/USDT:USDT,2026-01-25 05:00:00+00:00,2026-01-28 06:00:00+00:00,short,short_pullback_restart,-1.20637236,-0.007382766406211251,4380,235.57,237.12,True,163.48558,5
NEAR/USDT:USDT,2026-01-20 07:00:00+00:00,2026-01-29 14:00:00+00:00,short,short_pullback_restart,23.03139784,0.09974080760622013,13380,1.561,1.405,True,231.028,5
TAO/USDT:USDT,2026-01-29 02:00:00+00:00,2026-01-30 01:00:00+00:00,short,short_pullback_restart,25.40561897,0.09999540956288483,1380,233.85,210.24,True,254.19495,5
ZEC/USDT:USDT,2026-01-29 12:00:00+00:00,2026-01-30 01:00:00+00:00,short,short_compression_breakdown,21.25365928,0.10000210416194201,780,361.63,325.18,True,212.63844,5
ADA/USDT:USDT,2026-01-29 03:00:00+00:00,2026-01-31 04:00:00+00:00,short,short_pullback_restart,27.77986531,0.09989936722585326,2940,0.3504,0.315,True,278.2176,5
XRP/USDT:USDT,2026-01-29 03:00:00+00:00,2026-01-31 08:00:00+00:00,short,short_pullback_restart,28.44550414,0.10000445915478401,3180,1.8735,1.683,True,284.58465,5
BTC/USDT:USDT,2026-01-29 15:00:00+00:00,2026-01-31 17:00:00+00:00,short,short_compression_breakdown,17.38710968,0.10000027353672329,3000,86978.8,78228.0,True,173.9576,5
LINK/USDT:USDT,2026-01-31 09:00:00+00:00,2026-01-31 17:00:00+00:00,short,short_pullback_restart,23.39050736,0.09995938129885264,480,10.461,9.406,True,234.11718,5
BNB/USDT:USDT,2026-01-31 09:00:00+00:00,2026-01-31 18:00:00+00:00,short,short_pullback_restart,30.93047005,0.1000056004710114,540,836.33,751.94,True,309.4421,5
TAO/USDT:USDT,2026-02-03 15:00:00+00:00,2026-02-03 20:00:00+00:00,short,short_pullback_restart,-11.13411625,-0.043499449263673065,300,191.97,200.14,True,256.08798,5
XRP/USDT:USDT,2026-02-03 18:00:00+00:00,2026-02-03 20:00:00+00:00,short,short_compression_breakdown,-11.13811916,-0.04681596800454406,120,1.5578,1.6291,True,238.03184,5
SOL/USDT:USDT,2026-02-03 15:00:00+00:00,2026-02-04 17:00:00+00:00,short,short_pullback_restart,24.27632228,0.1000020031030025,1560,100.78,90.5,True,242.8798,5
BNB/USDT:USDT,2026-02-03 18:00:00+00:00,2026-02-05 11:00:00+00:00,short,short_pullback_restart,23.27994445,0.10000420875675889,2460,751.31,675.5,True,232.9061,5
BTC/USDT:USDT,2026-02-03 17:00:00+00:00,2026-02-05 15:00:00+00:00,short,short_pullback_restart,22.92612476,0.10000058226489938,2760,76458.2,68756.7,True,229.3746,5
NEAR/USDT:USDT,2026-02-04 14:00:00+00:00,2026-02-05 15:00:00+00:00,short,short_pullback_restart,25.66386232,0.10024518199233685,1500,1.159,1.042,True,256.139,5
TAO/USDT:USDT,2026-02-10 19:00:00+00:00,2026-02-12 11:00:00+00:00,short,short_compression_breakdown,-11.7772001,-0.04090818607237916,2400,153.62,159.74,True,288.0375,5
ADA/USDT:USDT,2026-02-10 07:00:00+00:00,2026-02-13 08:00:00+00:00,short,short_pullback_restart,-0.24470815,-0.0009663576074687644,4380,0.262,0.2619,True,253.354,5
DOGE/USDT:USDT,2026-02-10 07:00:00+00:00,2026-02-13 09:00:00+00:00,short,short_pullback_restart,-1.94373666,-0.007109770273288744,4440,0.09329,0.09384,True,273.52628,5
SOL/USDT:USDT,2026-02-10 19:00:00+00:00,2026-02-13 18:00:00+00:00,short,short_compression_breakdown,-9.21443999,-0.032144591358131774,4260,82.89,85.42,True,286.7994,5
BNB/USDT:USDT,2026-02-09 08:00:00+00:00,2026-02-14 09:00:00+00:00,short,short_pullback_restart,1.99523,0.006318677262188901,7260,631.85,627.23,True,315.925,5
ETH/USDT:USDT,2026-02-17 15:00:00+00:00,2026-02-17 16:00:00+00:00,short,short_pullback_restart,-10.86993334,-0.03209269714797211,60,1947.55,2007.95,True,338.8737,5
LINK/USDT:USDT,2026-02-19 14:00:00+00:00,2026-02-20 15:00:00+00:00,short,short_compression_breakdown,-11.49382888,-0.04489717552973158,1500,8.395,8.763,True,256.13145,5
ADA/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-25 13:00:00+00:00,short,short_compression_breakdown,-10.92029335,-0.026494324976451527,4320,0.2731,0.28,True,412.381,5
XRP/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-25 14:00:00+00:00,short,short_pullback_restart,-2.53352302,-0.004873171174894338,4380,1.4081,1.4126,True,520.15214,5
TAO/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-25 14:00:00+00:00,short,short_compression_breakdown,-7.7077015,-0.02890646646379744,4380,175.05,179.76,True,266.7762,5
SUI/USDT:USDT,2026-02-22 13:00:00+00:00,2026-02-25 15:00:00+00:00,short,short_compression_breakdown,-4.28082421,-0.014913684290152988,4440,0.9261,0.9386,True,287.18361,5
ZEC/USDT:USDT,2026-03-06 13:00:00+00:00,2026-03-07 22:00:00+00:00,short,short_compression_breakdown,26.80168441,0.10000299823727556,1980,221.24,198.81,True,268.14288,5
SOL/USDT:USDT,2026-03-07 20:00:00+00:00,2026-03-09 13:00:00+00:00,short,short_compression_breakdown,-11.52572108,-0.03236723237016521,2460,82.47,85.0,True,356.2704,5
BNB/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:00:00+00:00,short,short_pullback_restart,-11.49872564,-0.027242796975804482,2100,630.29,646.74,True,422.2943,5
LINK/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 11:00:00+00:00,short,short_pullback_restart,-11.31236417,-0.038263807082078626,2100,8.819,9.149,True,295.78926,5
XRP/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 14:00:00+00:00,short,short_pullback_restart,-11.49159221,-0.029016151905664443,2280,1.4081,1.4474,True,396.23934,5
SUI/USDT:USDT,2026-03-22 00:00:00+00:00,2026-03-23 15:00:00+00:00,short,short_pullback_restart,-11.35279345,-0.040449139429778375,2340,0.9323,0.969,True,280.80876,5
XRP/USDT:USDT,2026-03-24 17:00:00+00:00,2026-03-25 11:00:00+00:00,short,short_compression_breakdown,-11.08130607,-0.033683068900530376,1080,1.39,1.4353,True,329.152,5
ETH/USDT:USDT,2026-03-27 11:00:00+00:00,2026-03-30 11:00:00+00:00,short,short_pullback_restart,-5.96377252,-0.04685682739796286,4320,1989.69,2080.02,True,127.34016,5
BTC/USDT:USDT,2026-03-27 09:00:00+00:00,2026-03-30 13:00:00+00:00,short,short_compression_breakdown,-0.39065342,-0.0009597030213662201,4560,67876.7,67859.4,True,407.2602,5
ADA/USDT:USDT,2026-03-27 09:00:00+00:00,2026-04-01 07:00:00+00:00,short,short_compression_breakdown,-0.6105178,-0.00129828689520962,7080,0.252,0.2519,True,470.484,5
NEAR/USDT:USDT,2026-04-02 02:00:00+00:00,2026-04-03 08:00:00+00:00,short,short_pullback_restart,-10.00882771,-0.04095135413778946,1800,1.17,1.217,True,244.53,5
