rule,terms,selected,coverage,hit_rate_reach10,lift_vs_base,selected_avg_final_profit,rejected_avg_final_profit,base_avg_final_profit,proxy_full_profit_from_reach5,proxy_half_profit_from_reach5
node_body_ratio >= 0.4 AND node_ret_3h <= -0.03,2,48,0.39669421487603307,0.6875,0.0015495867768594573,0.06687415041032631,0.06751613673763274,0.06726146447556075,0.05669387784872449,0.05334693892436225
hours_to_5pct <= 12 AND node_close_profit >= 0.048,2,24,0.19834710743801653,0.875,0.18904958677685946,0.08373310958091824,0.0631860058927919,0.06726146447556075,0.05669086471026478,0.05334543235513239
node_body_ratio >= 0.5 AND node_close_vs_ema20 <= -0.015,2,42,0.34710743801652894,0.7142857142857143,0.02833530106257376,0.06907474737985411,0.06629744065302505,0.06726146447556075,0.05662098669383366,0.053310493346916836
node_close_position <= 0.35 AND node_ret_3h <= -0.03,2,39,0.32231404958677684,0.717948717948718,0.03199830472557741,0.07046911656165121,0.06573587384924943,0.06726146447556075,0.05659748385044957,0.053298741925224796
adverse_before_5pct <= 0.0075 AND node_ret_3h <= -0.02,2,27,0.2231404958677686,0.8148148148148148,0.12886440159167423,0.07928818042882915,0.06380698223366452,0.06726146447556075,0.05653537910395361,0.05326768955197681
adverse_before_5pct <= 0.0075 AND node_close_position <= 0.4,2,32,0.2644628099173554,0.75,0.06404958677685946,0.07464873494095961,0.06460536722957465,0.06726146447556075,0.05651867370339428,0.05325933685169714
adverse_before_5pct <= 0.01 AND hours_to_5pct <= 12,2,25,0.2066115702479339,0.84,0.15404958677685943,0.08131124564056887,0.06360266729717323,0.06726146447556075,0.05646926562821671,0.05323463281410836
hours_to_5pct <= 16 AND node_ret_3h <= -0.03,2,34,0.2809917355371901,0.7647058823529411,0.07875546912980058,0.07256746464870795,0.06518785521249174,0.06726146447556075,0.05634127105831463,0.053170635529157316
node_close_position <= 0.25 AND node_ret_3h <= -0.03,2,34,0.2809917355371901,0.7352941176470589,0.04934370442391833,0.07239797929529106,0.06525409086785007,0.06726146447556075,0.05629364707470989,0.05314682353735494
adverse_before_5pct <= 0.01 AND node_close_profit >= 0.05,2,34,0.2809917355371901,0.7647058823529411,0.07875546912980058,0.07232341834195917,0.06528322963122116,0.06726146447556075,0.056272696063029856,0.05313634803151492
hours_to_5pct <= 12 AND node_close_position <= 0.4,2,18,0.1487603305785124,0.9444444444444444,0.2584940312213039,0.09190591247416785,0.0629546677379401,0.06726146447556075,0.05623393739285142,0.05311696869642571
node_close_position <= 0.4 AND node_close_vs_ema20 <= -0.015,2,41,0.33884297520661155,0.7073170731707317,0.021366659947591127,0.0683607707899869,0.06669806998941737,0.06726146447556075,0.05622141820156581,0.0531107091007829
hours_to_5pct <= 12 AND node_close_position <= 0.35,2,15,0.12396694214876033,1.0,0.31404958677685946,0.09999222701941386,0.06262975279482683,0.06726146447556075,0.05619738351480338,0.05309869175740169
node_close_position <= 0.4 AND node_ret_3h <= -0.03,2,45,0.371900826446281,0.6888888888888889,0.0029384756657483413,0.06644207682187307,0.06774662821787585,0.06726146447556075,0.05611482195854784,0.05305741097927392
hours_to_5pct <= 18 AND node_ret_3h <= -0.03,2,38,0.3140495867768595,0.7368421052631579,0.05089169204001731,0.06918664127720295,0.06638005822902578,0.06726146447556075,0.05602555676474143,0.05301277838237072
hours_to_5pct <= 20 AND node_ret_3h <= -0.03,2,38,0.3140495867768595,0.7368421052631579,0.05089169204001731,0.06918664127720295,0.06638005822902578,0.06726146447556075,0.05602555676474143,0.05301277838237072
adverse_before_5pct <= 0.01 AND node_close_vs_ema20 <= -0.015,2,26,0.21487603305785125,0.8076923076923077,0.12174189446916717,0.07782301893044095,0.06437093378264618,0.06726146447556075,0.05597849993546665,0.052989249967733326
hours_to_5pct <= 14 AND node_ret_3h <= -0.03,2,33,0.2727272727272727,0.7575757575757576,0.07162534435261703,0.07173613021175537,0.06558346482448778,0.06726146447556075,0.055928035512296914,0.05296401775614846
adverse_before_5pct <= 0.0075 AND node_close_position <= 0.25,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.08234642298936577,0.06390925147249299,0.06726146447556075,0.05588116781624832,0.052940583908124166
hours_to_5pct <= 16 AND node_close_position <= 0.4,2,28,0.23140495867768596,0.7857142857142857,0.09976387249114516,0.07537319224971913,0.06481922385538405,0.06726146447556075,0.05587148250406723,0.05293574125203362
adverse_before_5pct <= 0.0075 AND node_close_profit >= 0.05,2,28,0.23140495867768596,0.75,0.06404958677685946,0.0753627340557325,0.06482237255894992,0.06726146447556075,0.05586906242611992,0.05293453121305996
adverse_before_5pct <= 0.0075 AND node_close_position <= 0.3,2,24,0.19834710743801653,0.7916666666666666,0.10571625344352609,0.07957108813341679,0.06421578439526648,0.06726146447556075,0.05586533979505788,0.05293266989752894
hours_to_5pct <= 16 AND node_close_position <= 0.35,2,23,0.19008264462809918,0.8260869565217391,0.1401365432985986,0.08081069876043917,0.06408154214339543,0.06726146447556075,0.05585657910322398,0.052928289551611996
adverse_before_5pct <= 0.0075 AND node_close_position <= 0.35,2,26,0.21487603305785125,0.7692307692307693,0.08328035600762873,0.07696310460258952,0.06460627875658446,0.06726146447556075,0.05579372495592833,0.052896862477964164
hours_to_5pct <= 12 AND node_close_position <= 0.25,2,14,0.11570247933884298,1.0,0.31404958677685946,0.09999138240901981,0.06297904530669696,0.06726146447556075,0.055784126890299816,0.05289206344514991
hours_to_5pct <= 12 AND node_close_position <= 0.3,2,14,0.11570247933884298,1.0,0.31404958677685946,0.09999138240901981,0.06297904530669696,0.06726146447556075,0.055784126890299816,0.05289206344514991
node_close_position <= 0.35 AND node_close_vs_ema20 <= -0.015,2,37,0.30578512396694213,0.7027027027027027,0.0167522894795622,0.0688738808767936,0.06655123344168438,0.06726146447556075,0.05577135200364763,0.05288567600182381
node_close_position <= 0.3 AND node_ret_3h <= -0.03,2,37,0.30578512396694213,0.7027027027027027,0.0167522894795622,0.06887314450483206,0.06655155779600078,0.06726146447556075,0.05577112683205609,0.05288556341602805
node_body_ratio >= 0.5 AND node_ret_3h <= -0.03,2,42,0.34710743801652894,0.6904761904761905,0.004525777253049923,0.06644744016316162,0.06769423689481094,0.06726146447556075,0.05570902881696519,0.0528545144084826
adverse_before_5pct <= 0.0075 AND hours_to_5pct <= 12,2,23,0.19008264462809918,0.8260869565217391,0.1401365432985986,0.07967547527156596,0.06434797214588607,0.06726146447556075,0.05564079282021502,0.052820396410107516
hours_to_5pct <= 16 AND node_close_position <= 0.25,2,20,0.1652892561983471,0.85,0.16404958677685944,0.08409173538941372,0.06392873756192652,0.06726146447556075,0.05563499758502707,0.05281749879251354
hours_to_5pct <= 18 AND node_close_position <= 0.35,2,25,0.2066115702479339,0.8,0.1140495867768595,0.07722859992219476,0.06466585628633316,0.06726146447556075,0.055625743785577435,0.05281287189278872
node_close_profit >= 0.05 AND node_ret_3h <= -0.03,2,31,0.256198347107438,0.7419354838709677,0.055985070647827206,0.07150404923696968,0.0658001297244088,0.06726146447556075,0.0555093018706286,0.052754650935314305
node_close_profit >= 0.052 AND node_ret_3h <= -0.01,2,28,0.23140495867768596,0.75,0.06404958677685946,0.0736454593947061,0.06533940148915142,0.06726146447556075,0.05547167655414687,0.05273583827707344
node_close_profit >= 0.052 AND node_ret_3h <= -0.015,2,28,0.23140495867768596,0.75,0.06404958677685946,0.0736454593947061,0.06533940148915142,0.06726146447556075,0.05547167655414687,0.05273583827707344
node_close_profit >= 0.052 AND node_close_vs_ema20 <= -0.005,2,28,0.23140495867768596,0.75,0.06404958677685946,0.0736454593947061,0.06533940148915142,0.06726146447556075,0.05547167655414687,0.05273583827707344
node_close_profit >= 0.052 AND node_close_vs_ema20 <= -0.01,2,28,0.23140495867768596,0.75,0.06404958677685946,0.0736454593947061,0.06533940148915142,0.06726146447556075,0.05547167655414687,0.05273583827707344
hours_to_5pct <= 14 AND node_close_position <= 0.4,2,27,0.2231404958677686,0.7777777777777778,0.09182736455463725,0.0744610326638516,0.06519350340020062,0.06726146447556075,0.05545824695804953,0.05272912347902477
hours_to_5pct <= 14 AND node_close_position <= 0.35,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.07993838956463445,0.06444437001132217,0.06726146447556075,0.055443343557206266,0.05272167177860314
hours_to_5pct <= 16 AND node_close_position <= 0.3,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.07993827363296227,0.06444439577391597,0.06726146447556075,0.055443322478720414,0.05272166123936021
hours_to_5pct <= 18 AND node_close_position <= 0.25,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.07972289247059283,0.06449225825444252,0.06726146447556075,0.05540416226738051,0.052702081133690265
hours_to_5pct <= 20 AND node_close_position <= 0.25,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.07972289247059283,0.06449225825444252,0.06726146447556075,0.05540416226738051,0.052702081133690265
adverse_before_5pct <= 0.0075 AND node_close_vs_ema20 <= -0.015,2,22,0.18181818181818182,0.8181818181818182,0.1322314049586777,0.07959469960799193,0.06452074555724273,0.06726146447556075,0.055380854474180355,0.05269042723709017
node_close_profit >= 0.052,1,35,0.2892561983471074,0.7142857142857143,0.02833530106257376,0.06844437970329,0.06678004548753144,0.06726146447556075,0.055335151153844214,0.0526675755769221
node_close_profit >= 0.052 AND node_body_ratio >= 0.2,2,35,0.2892561983471074,0.7142857142857143,0.02833530106257376,0.06844437970329,0.06678004548753144,0.06726146447556075,0.055335151153844214,0.0526675755769221
node_close_profit >= 0.052 AND node_body_ratio >= 0.3,2,35,0.2892561983471074,0.7142857142857143,0.02833530106257376,0.06844437970329,0.06678004548753144,0.06726146447556075,0.055335151153844214,0.0526675755769221
node_close_profit >= 0.052 AND node_body_ratio >= 0.4,2,35,0.2892561983471074,0.7142857142857143,0.02833530106257376,0.06844437970329,0.06678004548753144,0.06726146447556075,0.055335151153844214,0.0526675755769221
adverse_before_5pct <= 0.0075 AND node_ret_3h <= -0.03,2,24,0.19834710743801653,0.7916666666666666,0.10571625344352609,0.07669919596153026,0.06492635565428996,0.06726146447556075,0.055295708289890305,0.052647854144945154
adverse_before_5pct <= 0.0175 AND node_close_profit >= 0.052,2,31,0.256198347107438,0.7419354838709677,0.055985070647827206,0.07053260932719708,0.06613473680444158,0.06726146447556075,0.05526042057143066,0.05263021028571533
hours_to_5pct <= 14 AND node_close_position <= 0.25,2,19,0.15702479338842976,0.8421052631578947,0.15615484993475415,0.08325437930105956,0.06428239210610509,0.06726146447556075,0.05522176203900935,0.05261088101950468
hours_to_5pct <= 18 AND node_close_position <= 0.3,2,24,0.19834710743801653,0.7916666666666666,0.10571625344352609,0.0762796227704141,0.06503016757786509,0.06726146447556075,0.055212487161073874,0.052606243580536935
hours_to_5pct <= 20 AND node_close_position <= 0.3,2,24,0.19834710743801653,0.7916666666666666,0.10571625344352609,0.0762796227704141,0.06503016757786509,0.06726146447556075,0.055212487161073874,0.052606243580536935
hours_to_5pct <= 20 AND node_close_position <= 0.35,2,26,0.21487603305785125,0.7692307692307693,0.08328035600762873,0.07392482888289473,0.06543780684829041,0.06726146447556075,0.05514087232194432,0.052570436160972164
hours_to_5pct <= 16 AND node_close_profit >= 0.05,2,29,0.2396694214876033,0.7586206896551724,0.07267027643203183,0.07136948338061044,0.06596654547288205,0.06726146447556075,0.05512161171931986,0.052560805859659936
node_close_profit >= 0.052 AND node_ret_3h <= -0.02,2,27,0.2231404958677686,0.7407407407407407,0.05479032751760016,0.0726712258361488,0.06570759685071101,0.06726146447556075,0.05505886857500841,0.05252943428750421
hours_to_5pct <= 12 AND node_close_profit >= 0.05,2,20,0.1652892561983471,0.85,0.16404958677685944,0.08047931889691408,0.06464406756044129,0.06726146447556075,0.05503790394990316,0.052518951974951586
hours_to_5pct <= 14 AND node_close_position <= 0.3,2,21,0.17355371900826447,0.8095238095238095,0.12357339630066899,0.07898288185033461,0.06479996682685825,0.06726146447556075,0.0550300869327027,0.05251504346635135
node_close_position <= 0.3 AND node_close_vs_ema20 <= -0.015,2,35,0.2892561983471074,0.6857142857142857,-0.00023612750885482203,0.06709555409187863,0.06732898614333838,0.06726146447556075,0.054944994985254146,0.05247249749262708
hours_to_5pct <= 14 AND node_close_profit >= 0.05,2,26,0.21487603305785125,0.7692307692307693,0.08328035600762873,0.07275184612722994,0.06575883370773551,0.06726146447556075,0.054888826440561804,0.0524444132202809
adverse_before_5pct <= 0.0125 AND node_close_profit >= 0.052,2,28,0.23140495867768596,0.75,0.06404958677685946,0.07099587278564773,0.06613712648972814,0.06726146447556075,0.05485854907436477,0.05242927453718238
node_close_profit >= 0.052 AND node_body_ratio >= 0.5,2,32,0.2644628099173554,0.71875,0.03279958677685946,0.06831398186743218,0.0668830312560115,0.06726146447556075,0.05484336710543661,0.052421683552718305
hours_to_5pct <= 18 AND node_close_position <= 0.4,2,32,0.2644628099173554,0.71875,0.03279958677685946,0.06767396470760179,0.06711314978538871,0.06726146447556075,0.05467410636895254,0.05233705318447627
node_close_position <= 0.25 AND node_close_vs_ema20 <= -0.015,2,30,0.24793388429752067,0.7,0.014049586776859413,0.06871866904765997,0.0667810673638797,0.06726146447556075,0.054640992325866104,0.05232049616293305
adverse_before_5pct <= 0.015 AND node_close_profit >= 0.052,2,29,0.2396694214876033,0.7241379310344828,0.03818751781134222,0.06850028869074311,0.06687096553816632,0.06726146447556075,0.054433953487864055,0.05221697674393203
hours_to_5pct <= 18 AND node_close_profit >= 0.05,2,32,0.2644628099173554,0.71875,0.03279958677685946,0.06672103385452238,0.06745577660896782,0.06726146447556075,0.054422091597890215,0.052211045798945116
hours_to_5pct <= 20 AND node_close_profit >= 0.05,2,32,0.2644628099173554,0.71875,0.03279958677685946,0.06672103385452238,0.06745577660896782,0.06726146447556075,0.054422091597890215,0.052211045798945116
adverse_before_5pct <= 0.0125 AND node_close_vs_ema20 <= -0.02,2,22,0.18181818181818182,0.7727272727272727,0.08677685950413216,0.0737690690424197,0.06581533012736988,0.06726146447556075,0.054321648916803585,0.05216082445840179
hours_to_5pct <= 12 AND node_close_vs_ema20 <= -0.02,2,16,0.1322314049586777,0.875,0.18904958677685946,0.08266906809534641,0.06491363916206962,0.06726146447556075,0.05431987677293837,0.052159938386469186
node_close_profit >= 0.052 AND node_close_position <= 0.4,2,25,0.2066115702479339,0.72,0.03404958677685943,0.07048379273246871,0.06642231649199097,0.06726146447556075,0.05423218858108859,0.0521160942905443
hours_to_5pct <= 20 AND node_close_position <= 0.4,2,33,0.2727272727272727,0.696969696969697,0.011019283746556474,0.06536052798617126,0.06797431565908182,0.06726146447556075,0.05418923490531944,0.052094617452659725
node_close_profit >= 0.052 AND node_close_position <= 0.25,2,24,0.19834710743801653,0.7083333333333334,0.022382920110192828,0.06925381089384247,0.06676851278443952,0.06726146447556075,0.053818937697952235,0.05190946884897612
node_close_profit >= 0.052 AND node_close_position <= 0.3,2,24,0.19834710743801653,0.7083333333333334,0.022382920110192828,0.06925381089384247,0.06676851278443952,0.06726146447556075,0.053818937697952235,0.05190946884897612
node_close_profit >= 0.052 AND node_close_position <= 0.35,2,24,0.19834710743801653,0.7083333333333334,0.022382920110192828,0.06925381089384247,0.06676851278443952,0.06726146447556075,0.053818937697952235,0.05190946884897612
node_close_vs_ema20 <= -0.02,1,36,0.2975206611570248,0.6666666666666666,-0.019283746556473913,0.06237256685064686,0.06933205641081841,0.06726146447556075,0.05368109426961394,0.05184054713480698
node_ret_3h <= -0.01 AND node_close_vs_ema20 <= -0.02,2,36,0.2975206611570248,0.6666666666666666,-0.019283746556473913,0.06237256685064686,0.06933205641081841,0.06726146447556075,0.05368109426961394,0.05184054713480698
node_ret_3h <= -0.015 AND node_close_vs_ema20 <= -0.02,2,36,0.2975206611570248,0.6666666666666666,-0.019283746556473913,0.06237256685064686,0.06933205641081841,0.06726146447556075,0.05368109426961394,0.05184054713480698
adverse_before_5pct <= 0.015 AND node_close_vs_ema20 <= -0.02,2,26,0.21487603305785125,0.6923076923076923,0.006357279084551748,0.06635028536953617,0.06751083980984118,0.06726146447556075,0.05351328445956976,0.051756642229784884
node_close_profit >= 0.052 AND node_close_vs_ema20 <= -0.015,2,23,0.19008264462809918,0.6956521739130435,0.009701760689902916,0.06791912186816991,0.06710711631198922,0.06726146447556075,0.05340611407411494,0.05170305703705747
adverse_before_5pct <= 0.01 AND node_close_profit >= 0.052,2,22,0.18181818181818182,0.7272727272727273,0.04132231404958675,0.06862977715371908,0.06695739499152557,0.06726146447556075,0.053387232209767106,0.05169361610488355
adverse_before_5pct <= 0.0175 AND node_close_vs_ema20 <= -0.02,2,28,0.23140495867768596,0.6785714285714286,-0.0073789846517119395,0.06435427705985498,0.06813674670824636,0.06726146447556075,0.053321650889883804,0.0516608254449419
node_body_ratio >= 0.2 AND node_close_vs_ema20 <= -0.02,2,35,0.2892561983471074,0.6571428571428571,-0.028807556080283403,0.061297469035168854,0.06968867192223188,0.06726146447556075,0.0532678629440571,0.051633931472028556
node_ret_3h <= -0.02 AND node_close_vs_ema20 <= -0.02,2,35,0.2892561983471074,0.6571428571428571,-0.028807556080283403,0.061297101286725275,0.06968882158729613,0.06726146447556075,0.05326775657054037,0.05163387828527019
node_close_profit >= 0.048 AND node_close_vs_ema20 <= -0.02,2,25,0.2066115702479339,0.68,-0.005950413223140494,0.06467537233788948,0.067934925969746,0.06726146447556075,0.053032101722704436,0.05151605086135222
node_close_profit >= 0.047 AND node_close_vs_ema20 <= -0.02,2,27,0.2231404958677686,0.6666666666666666,-0.019283746556473913,0.06320367152052866,0.0684270007498785,0.06726146447556075,0.0529462738103659,0.05147313690518295
node_body_ratio >= 0.3 AND node_close_vs_ema20 <= -0.02,2,34,0.2809917355371901,0.6470588235294118,-0.038891589693728745,0.06015889550087345,0.0700371810863581,0.06726146447556075,0.052854565677931384,0.0514272828389657
node_body_ratio >= 0.4 AND node_close_vs_ema20 <= -0.02,2,31,0.256198347107438,0.6451612903225806,-0.040789122900559915,0.06100521275682829,0.06941639562312416,0.06726146447556075,0.0528195173178651,0.051409758658932554
adverse_before_5pct <= 0.0075 AND node_close_profit >= 0.052,2,18,0.1487603305785124,0.7222222222222222,0.03627180899908167,0.06876564231308736,0.06699859844570175,0.06726146447556075,0.052791583154013,0.0513957915770065
hours_to_5pct <= 14 AND node_close_vs_ema20 <= -0.02,2,21,0.17355371900826447,0.7142857142857143,0.02833530106257376,0.06578501851716759,0.06757151812682333,0.06726146447556075,0.05273954866826876,0.05136977433413438
hours_to_5pct <= 16 AND node_close_vs_ema20 <= -0.02,2,21,0.17355371900826447,0.7142857142857143,0.02833530106257376,0.06578501851716759,0.06757151812682333,0.06726146447556075,0.05273954866826876,0.05136977433413438
node_close_profit >= 0.052 AND node_ret_3h <= -0.03,2,21,0.17355371900826447,0.6666666666666666,-0.019283746556473913,0.06486403366286254,0.06776492494622738,0.06726146447556075,0.05257970832165383,0.05128985416082692
node_close_profit >= 0.05 AND node_close_vs_ema20 <= -0.02,2,22,0.18181818181818182,0.6818181818181818,-0.004132231404958775,0.06395058589631203,0.06799721527094937,0.06726146447556075,0.05253647016296583,0.051268235081482906
hours_to_5pct <= 18 AND node_close_vs_ema20 <= -0.02,2,23,0.19008264462809918,0.6956521739130435,0.009701760689902916,0.06319801371414294,0.06821513149099556,0.06726146447556075,0.05250871335062221,0.051254356675311114
hours_to_5pct <= 20 AND node_close_vs_ema20 <= -0.02,2,23,0.19008264462809918,0.6956521739130435,0.009701760689902916,0.06319801371414294,0.06821513149099556,0.06726146447556075,0.05250871335062221,0.051254356675311114
node_ret_3h <= -0.03 AND node_close_vs_ema20 <= -0.02,2,33,0.2727272727272727,0.6363636363636364,-0.04958677685950419,0.058951194192595036,0.0703778158316729,0.06726146447556075,0.052441234779798646,0.051220617389899324
hours_to_5pct <= 14 AND node_close_profit >= 0.052,2,17,0.14049586776859505,0.7058823529411765,0.019931939718035974,0.06689059043538116,0.06732208811674395,0.06726146447556075,0.05237305816034281,0.051186529080171406
node_close_profit >= 0.052 AND node_close_vs_ema20 <= -0.02,2,18,0.1487603305785124,0.6666666666666666,-0.019283746556473913,0.064029887224415,0.0678262061311008,0.06726146447556075,0.052087090661483225,0.05104354533074162
node_body_ratio >= 0.5 AND node_close_vs_ema20 <= -0.02,2,29,0.2396694214876033,0.6206896551724138,-0.06526075805072673,0.0583156329559013,0.07008134615023602,0.06726146447556075,0.051993002939844116,0.050996501469922066
node_close_position <= 0.35 AND node_close_vs_ema20 <= -0.02,2,24,0.19834710743801653,0.625,-0.06095041322314054,0.05953837310043176,0.06917233244466485,0.06726146447556075,0.05189190871413523,0.05094595435706762
adverse_before_5pct <= 0.01 AND node_close_vs_ema20 <= -0.02,2,16,0.1322314049586777,0.6875,0.0015495867768594573,0.06394923592761723,0.06776618501619978,0.06726146447556075,0.051844527064808896,0.05092226353240444
hours_to_5pct <= 16 AND node_close_profit >= 0.052,2,18,0.1487603305785124,0.6666666666666666,-0.019283746556473913,0.06196091979023967,0.06818777325551979,0.06726146447556075,0.05177931038201913,0.05088965519100956
hours_to_5pct <= 18 AND node_close_profit >= 0.052,2,20,0.1652892561983471,0.65,-0.03595041322314052,0.05936827413945408,0.06882447246290863,0.06726146447556075,0.05154847506437258,0.050774237532186295
hours_to_5pct <= 20 AND node_close_profit >= 0.052,2,20,0.1652892561983471,0.65,-0.03595041322314052,0.05936827413945408,0.06882447246290863,0.06726146447556075,0.05154847506437258,0.050774237532186295
node_close_position <= 0.4 AND node_close_vs_ema20 <= -0.02,2,26,0.21487603305785125,0.6153846153846154,-0.07056579783852512,0.057049865260032646,0.07005621794507372,0.06726146447556075,0.05151484708066817,0.050757423540334086
node_close_position <= 0.3 AND node_close_vs_ema20 <= -0.02,2,23,0.19008264462809918,0.6086956521739131,-0.07725476104922746,0.05777899577588832,0.06948694182344306,0.06726146447556075,0.05147865208963167,0.05073932604481584
node_close_position <= 0.25 AND node_close_vs_ema20 <= -0.02,2,20,0.1652892561983471,0.6,-0.08595041322314056,0.0576045290712617,0.06917372891205563,0.06726146447556075,0.05125694695392757,0.05062847347696378
