period,model,group_type,group_value,trades,profit_abs,profit_pct,pf,maxdd_pct,winrate_pct,avg_profit_pct,median_profit_pct,avg_duration_h,median_duration_h,max_duration_h,best_trade_abs,worst_trade_abs,avg_mae_pct,avg_mfe_pct,activated_count,top5_winner_share_pct,exit_reason_distribution
3y,baseline,pair,NEAR/USDT:USDT,23,51.99372546,5.199372546,1.2525607640812777,5.515258383000003,26.08695652173913,0.11837564777232201,-3.199821744734933,32.78260869565217,23.0,223.0,67.5537128,-19.82609891,3.048180858994535,4.895378505709311,0,90.69992895820172,"{""roi"": 6, ""stale_loss_72h"": 1, ""stop_loss"": 12, ""trailing_stop_loss"": 4}"
3y,baseline,pair,PAXG/USDT:USDT,5,73.35454153,7.3354541530000015,2.5682074292319244,4.677604516000008,40.0,1.5537358840839413,-2.069068133904396,280.0,383.0,429.0,84.78698857,-16.94112652,4.822792641509092,7.451214087343505,0,100.0,"{""roi"": 1, ""stop_loss"": 3, ""swing_exit_long_1d"": 1}"
3y,baseline,pair,SOL/USDT:USDT,25,166.29090954,16.629090954,1.8169638604898541,4.148552524811212,32.0,1.3522124246656526,-2.117777510719016,36.72,23.0,119.0,95.28293221,-22.51784396,2.682831883040169,5.567994152581872,0,76.24375150228316,"{""roi"": 8, ""stale_loss_72h"": 2, ""stop_loss"": 13, ""trailing_stop_loss"": 2}"
3y,baseline,pair,SUI/USDT:USDT,19,96.00427292,9.600427292000001,1.7676508911554372,3.5701948572769266,36.84210526315789,1.5478107835607124,-2.146291834938216,47.10526315789474,29.0,196.0,56.58170375,-22.17036223,2.501304231468452,6.298684577464671,0,88.81410551387526,"{""roi"": 6, ""stale_flat_120h"": 1, ""stale_loss_72h"": 2, ""stop_loss"": 7, ""trailing_stop_loss"": 3}"
3y,baseline,pair,TAO/USDT:USDT,12,87.74828186,8.774828186,2.0205993362931984,4.556069147935299,50.0,1.7502893072920336,-0.5948390602679174,45.25,28.5,143.0,64.91884228,-21.48366959,2.9428646649011725,5.747490193733684,0,97.97119059838802,"{""roi"": 4, ""stale_flat_120h"": 2, ""stale_loss_72h"": 1, ""stop_loss"": 3, ""trailing_stop_loss"": 2}"
3y,baseline,pair,XRP/USDT:USDT,36,93.37940647999999,9.337940647999998,1.3700681882303887,6.696330896510953,25.0,0.28888006275072114,-1.6643434419810088,57.5,41.0,266.0,82.20453635,-22.44004946,2.269196101713725,4.639322402246217,0,80.17156989273188,"{""roi"": 6, ""stale_flat_120h"": 2, ""stale_loss_72h"": 6, ""stale_low_profit_240h"": 1, ""stop_loss"": 20, ""trailing_stop_loss"": 1}"
3y,baseline,pair,ZEC/USDT:USDT,13,222.35416727999998,22.235416727999997,6.095641593869291,2.831284469539431,61.53846153846154,5.29392523185002,9.99092848145256,39.92307692307692,39.0,73.0,52.34289356,-19.33195112,1.8010891949702539,9.5814724137651,0,74.46876607438699,"{""roi"": 8, ""stale_loss_72h"": 2, ""stop_loss"": 2, ""trailing_stop_loss"": 1}"
3y,baseline,side,long,47,495.31027501,49.531027501000004,2.5309403413333147,6.687264243110967,34.04255319148936,1.9449200320075288,-2.0967051464794806,75.53191489361703,37.0,429.0,84.78698857,-19.22016428,2.1317209802375334,5.575076988668296,0,44.719626491199136,"{""roi"": 15, ""stop_loss"": 27, ""swing_exit_long_1d"": 5}"
3y,baseline,side,short,244,1498.13507751,149.813507751,1.902286386600793,11.442216859642933,35.24590163934426,1.4477473642983776,-1.4517012271657177,44.38934426229508,30.0,266.0,95.28293221,-23.48846993,2.4724477611227424,5.60616732014125,0,13.550513277348578,"{""force_exit"": 1, ""roi"": 74, ""stale_flat_120h"": 10, ""stale_loss_72h"": 33, ""stale_low_profit_240h"": 1, ""stop_loss"": 92, ""trailing_stop_loss"": 33}"
3y,baseline,month,2023-08,17,16.685342520000003,1.6685342520000004,1.213616979743309,4.113081364000005,17.647058823529413,0.10992639425935695,-1.5875278987957862,46.411764705882355,43.0,119.0,33.18063122,-8.10275442,2.009639239023953,5.251832437312354,0,100.0,"{""roi"": 3, ""stale_loss_72h"": 4, ""stop_loss"": 9, ""trailing_stop_loss"": 1}"
3y,baseline,month,2023-09,9,-42.39026643,-4.239026643,0.0,4.2390266430000105,0.0,-1.5553386223306822,-1.4516404810934107,43.666666666666664,43.0,75.0,-0.32414622,-7.84673411,2.36686480228571,2.1074218087885996,0,0.0,"{""stale_loss_72h"": 2, ""stop_loss"": 4, ""trailing_stop_loss"": 3}"
3y,baseline,month,2023-10,3,14.725063429999999,1.4725063429999998,2.043479979388266,1.4111495880000007,33.33333333333333,1.7305409433893624,-1.9902485917121613,88.66666666666667,35.0,196.0,28.83655931,-7.3982703,1.783839463588083,5.640653136531786,0,100.0,"{""roi"": 1, ""stop_loss"": 2}"
3y,baseline,month,2023-11,5,6.152276299999998,0.6152276299999998,1.2283853634216,1.4287156409999966,20.0,0.4210837772314434,-2.0875481253971624,99.2,12.0,386.0,33.0904137,-7.54531354,2.0211737086180785,3.1905315640962426,0,100.0,"{""roi"": 1, ""stop_loss"": 3, ""swing_exit_long_1d"": 1}"
3y,baseline,month,2023-12,2,-14.40832326,-1.440832326,0.0,1.4408323259999976,0.0,-2.1026261009236924,-2.1026261009236924,5.5,5.5,7.0,-7.19348981,-7.21483345,2.4040175155503616,0.29587898336548213,0,0.0,"{""stop_loss"": 2}"
3y,baseline,month,2024-01,10,48.1739188,4.81739188,2.7482809424534578,1.2694726994585805,30.0,2.0326286284811896,-0.3914382146174391,63.2,47.5,230.0,33.92511114,-6.72809798,1.8931282075268068,7.513003364686645,0,100.0,"{""roi"": 3, ""stale_loss_72h"": 3, ""stop_loss"": 4}"
3y,baseline,month,2024-02,5,172.67581158,17.267581158,inf,0.0,100.0,10.003151388267,9.999958456846775,89.2,96.0,154.0,38.17695437,29.68355745,0.4971298816673061,11.294343033376808,0,100.0,"{""roi"": 5}"
3y,baseline,month,2024-03,2,-18.37861829,-1.837861829,0.0,1.8378618289999964,0.0,-2.2318441347752733,-2.2318441347752733,19.5,19.5,39.0,-8.86558658,-9.51303171,3.16191246309447,6.5175078198042575,0,0.0,"{""stop_loss"": 2}"
3y,baseline,month,2024-04,6,-8.768852590000002,-0.876885259,0.7536915445853892,2.7475828855196984,16.666666666666664,-0.25353590421827954,-2.188760582310411,16.666666666666668,6.5,73.0,26.83225,-9.05807259,2.553701605870377,4.639984204352335,0,100.0,"{""roi"": 1, ""stale_loss_72h"": 1, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
3y,baseline,month,2024-05,8,-18.10183478,-1.810183478,0.628711696310539,4.730414067391705,12.5,-1.0396741058249777,-2.5424651294030842,40.125,34.5,73.0,30.65228594,-8.96616751,3.1092040678123016,3.3228658563143822,0,100.0,"{""roi"": 1, ""stale_loss_72h"": 2, ""stop_loss"": 2, ""trailing_stop_loss"": 3}"
3y,baseline,month,2024-06,17,-45.027603860000006,-4.502760386000001,0.5853790949864067,7.1920422599497975,11.76470588235294,-0.8762725688302798,-2.1541771658136715,25.647058823529413,19.0,76.0,38.88295192,-9.00028322,2.6767047742897945,2.5789609535990285,0,100.0,"{""roi"": 2, ""stale_loss_72h"": 2, ""stop_loss"": 11, ""trailing_stop_loss"": 2}"
3y,baseline,month,2024-07,8,-3.131567420000003,-0.3131567420000003,0.9272776059702117,4.140848446782646,37.5,0.17727464126667242,-3.0753727472736587,42.75,21.0,233.0,21.81235975,-8.71854665,3.0580040080068875,5.883971207734004,0,100.0,"{""roi"": 2, ""stale_flat_120h"": 1, ""stop_loss"": 4, ""trailing_stop_loss"": 1}"
3y,baseline,month,2024-08,6,82.86698749,8.286698749000001,5.585656793397898,1.6414104051186416,66.66666666666666,5.124512095058813,10.00064210467848,38.833333333333336,28.5,72.0,31.910817,-9.15032465,2.2683160348420923,7.9944833800097514,0,100.0,"{""roi"": 4, ""stop_loss"": 2}"
3y,baseline,month,2024-09,5,141.98744143,14.198744143,760.7622238494938,0.01636213017845165,80.0,7.990419972586167,9.999324135741443,95.0,108.0,145.0,41.22620402,-0.18688405,0.7201216459370717,10.026722706214358,0,100.0,"{""roi"": 4, ""stale_loss_72h"": 1}"
3y,baseline,month,2024-10,9,9.05263617,0.9052636169999999,1.1506673025354215,4.934030197741126,33.33333333333333,0.46827569026353344,-2.184348116558171,46.77777777777778,42.0,138.0,41.47454494,-10.28070083,2.809307607145101,5.20722742989354,0,100.0,"{""roi"": 2, ""stale_flat_120h"": 1, ""stop_loss"": 5, ""trailing_stop_loss"": 1}"
3y,baseline,month,2024-11,8,26.109751170000003,2.6109751170000006,1.5466786192759245,2.7508247863762003,25.0,1.075616029572826,-1.8739813804116057,41.625,43.5,96.0,46.79668642,-10.35829685,1.6658553083226468,6.095965780249148,0,100.0,"{""roi"": 2, ""stale_loss_72h"": 1, ""stop_loss"": 4, ""swing_exit_long_1d"": 1}"
3y,baseline,month,2024-12,2,75.44750724000001,7.544750724,inf,0.0,100.0,10.000217659106152,10.000217659106152,13.0,13.0,23.0,47.32611587,28.12139137,1.034470648123071,11.009693336554577,0,100.0,"{""roi"": 2}"
3y,baseline,month,2025-01,9,47.62380247,4.762380247,1.780943012519358,3.8007851340000003,33.33333333333333,1.0527893241244892,-2.5485540357887193,15.222222222222221,8.0,54.0,39.37516336,-11.58273025,2.715417152335612,4.582816819968013,0,100.0,"{""roi"": 3, ""stop_loss"": 3, ""trailing_stop_loss"": 3}"
3y,baseline,month,2025-02,14,297.25583937,29.725583937,13.734519547398678,2.0381050543186983,64.28571428571429,5.891727790116715,9.9994897004239,42.57142857142857,36.0,107.0,43.55340217,-11.64792486,1.396298654277089,10.147514226687672,0,61.778312030174376,"{""roi"": 9, ""stale_loss_72h"": 3, ""stop_loss"": 2}"
3y,baseline,month,2025-03,12,64.6851826,6.46851826,1.6449761889332914,6.108654953786814,33.33333333333333,1.3651253173186497,-2.2029573711030643,25.25,16.0,76.0,59.84298186,-14.1650642,2.9357149525429773,4.71404776774736,0,100.0,"{""roi"": 4, ""stale_loss_72h"": 1, ""stop_loss"": 5, ""trailing_stop_loss"": 2}"
3y,baseline,month,2025-04,7,85.80854121,8.580854121,2.6006966259485895,3.5943719003106125,42.857142857142854,2.663375602516768,-2.1711180785981643,18.142857142857142,19.0,30.0,63.58485955,-14.75962589,2.812745943635438,5.612443155614064,0,100.0,"{""roi"": 3, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
3y,baseline,month,2025-05,5,-67.86532462,-6.786532462,0.0,6.786532461999991,0.0,-2.403955122518287,-2.1450386898922007,37.8,36.0,90.0,-11.76171956,-14.82484701,2.549928445082637,1.8826727891336592,0,0.0,"{""stop_loss"": 5}"
3y,baseline,month,2025-06,16,81.83784923,8.183784923000001,1.5976799434294153,4.367852915000004,31.25,1.1928824746636328,-2.0933752736084887,45.875,32.5,119.0,56.58170375,-15.2189362,2.754583278595163,5.145642232967103,0,100.0,"{""roi"": 5, ""stale_loss_72h"": 2, ""stop_loss"": 6, ""trailing_stop_loss"": 3}"
3y,baseline,month,2025-07,4,112.21947399,11.221947399,6.208366406000073,1.4914735360000009,50.0,3.849458159256549,4.425149067331229,81.0,100.0,104.0,67.01222052,-14.91473536,1.7267502246765618,6.225936523671036,0,100.0,"{""roi"": 2, ""stop_loss"": 1, ""swing_exit_long_1d"": 1}"
3y,baseline,month,2025-08,6,2.3598461499999974,0.23598461499999973,1.034102401160421,6.457773009487084,16.666666666666664,-0.4092414354682846,-1.8768286505288816,37.833333333333336,24.0,110.0,71.55867291,-16.10457832,3.6538412771281816,4.11523383999492,0,100.0,"{""roi"": 1, ""stop_loss"": 3, ""swing_exit_long_1d"": 1, ""trailing_stop_loss"": 1}"
3y,baseline,month,2025-09,9,18.803797290000006,1.8803797290000008,1.3065601017702864,4.517462824781622,55.55555555555556,-0.05274320256381628,0.0715392892018517,71.88888888888889,74.0,143.0,70.78766382,-15.90647583,2.545844155953052,4.496242500000803,0,100.0,"{""roi"": 1, ""stale_flat_120h"": 4, ""stop_loss"": 3, ""trailing_stop_loss"": 1}"
